	Human_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)
USH1C	1.39843543363084	1.036571610169293	0.5649929561998669
GGCT	1.152002904244397	0.7904050884596325	1.0575920072959704
DBF4	0.564502012109742	0.9482545518578077	1.4872434360324505
TBXA2R	3.0	0.0	0.0
IFRD1	1.0273873904041546	1.1000352496290624	0.872577359966783
COX10	0.5562220420625882	1.0044914942263004	1.4392864637111114
GTF2IRD1	1.0162741036668292	0.8868205205284644	1.0969053758047063
PAF1	1.240253368103946	0.8884695034989185	0.8712771283971351
VPS41	0.6766102960194758	1.5254901947205883	0.7978995092599357
ARHGAP44	0.6778347652133933	0.9197744565387546	1.402390778247852
ELAC2	1.409567342185733	0.7404256472956343	0.8500070105186321
SCIN	0.3058978234630137	0.10529523322370575	2.5888069433132803
PNPLA4	2.1996250009861833	0.5575308530220618	0.24284414599175422
MYH13	0.5179423928295003	0.3460544632503595	2.13600314392014
ADIPOR2	1.2199890391800248	1.1889482883810554	0.59106267243892
CDKL3	1.3776687187518915	1.0780145984804275	0.5443166827676812
UPP2	2.857244250350951	0.14275574964904866	0.0
PRSS21	0.0	0.2645736815999929	2.7354263184000076
MARK4	0.9231764778289303	1.1022260018094248	0.9745975203616452
PROM1	0.9588356545501557	0.9022739569251146	1.1388903885247295
CCDC124	1.1916152455546432	1.0610214501570465	0.7473633042883104
PAFAH1B1	0.5907080010096969	1.185183676941679	1.2241083220486246
NOS2	2.1740335436064093	0.7882755559669732	0.03769090042661792
DNAH9	0.8815837372854405	0.4814556610353113	1.6369606016792477
KIAA0100	0.8377606595686073	1.0270656814076355	1.1351736590237569
SLC13A2	0.45217720892687047	2.5478227910731293	0.0
GAS7	0.6262942737673783	1.1278685616164315	1.2458371646161903
TRAPPC6A	3.0	0.0	0.0
MATK	1.3530187210032105	0.695573236868248	0.9514080421285414
CD79B	1.387921601615802	1.0547727995190654	0.5573055988651329
SCN4A	1.3023006251492328	1.0354291931667716	0.6622701816839957
ST7L	0.8213581926221474	0.9206169315124572	1.2580248758653956
TKTL1	0.0	0.0	3.0
PAX6	0.9794980571937663	0.5021219746579413	1.5183799681482923
RPUSD1	0.7080170327338708	0.9092961851943986	1.3826867820717308
RHBDF1	1.0923675547905365	0.9297591704787251	0.9778732747307388
LUC7L	1.2131803519660282	1.0451118515302855	0.7417077965036862
CACNA2D2	0.6320054010332141	0.9495119567872966	1.4184826421794894
BAIAP3	2.0204179736907393	0.46992135713232486	0.5096606691769358
TSR3	1.3549649728447841	0.8633723465217603	0.7816626806334559
PIGQ	1.166982947467586	1.1167961868447953	0.7162208656876189
CRAMP1L	0.6733611550448004	1.04981991625085	1.2768189287043494
TEAD3	1.381652186323658	1.1643846002890124	0.4539632133873298
SELE	0.13322995434703586	2.6605290878871894	0.2062409577657746
DNAJC11	0.8427415498112906	1.0991992971934963	1.058059152995213
FMO3	0.892022398292523	0.1278871123399568	1.9800904893675202
MYLIP	1.0511445321981367	0.8969940375760673	1.051861430225796
NOX1	0.5169110469619286	2.081029584562937	0.4020593684751345
E2F2			
PSMB1	1.0086111300688296	0.9706158927566199	1.0207729771745508
SYN1	0.9307872736485957	0.8889338594809687	1.180278866870436
JARID2	0.7973282863240688	0.9330983566575163	1.2695733570184151
CDKL5	0.6055219766776092	1.062720039841781	1.3317579834806097
CAMK1G	0.7403140831890199	1.3653303789435185	0.8943555378674611
CDK11A	0.8068005882546172	0.8239694529726956	1.369229958772687
NADK	0.6707765335477919	0.7647736154094317	1.5644498510427762
TFAP2B	0.0	0.0	3.0
TFAP2D			
DLEC1	0.4140161776633177	2.101065520764594	0.4849183015720884
CYTH3	0.9650704603568574	0.9615768007860054	1.0733527388571371
ADAM22	0.5459799493304934	0.8807989117258015	1.573221138943705
SYPL1	1.251982872699994	0.916710593626668	0.8313065336733377
CYB561	1.077629692588927	1.07707342844835	0.8452968789627228
SPAG9	0.9591202159832839	0.9140683918132266	1.1268113922034895
CELSR3	0.6274082267652373	1.1739744248358561	1.1986173483989069
AASS	1.4808297315663193	0.9516182509397947	0.5675520174938863
PLEKHG6			
SS18L2	0.8754350582488748	0.6445054631555938	1.4800594785955314
MPND	0.986941349466527	1.2478941026355943	0.7651645478978788
MGST1	2.302946726688603	0.1262401901907452	0.5708130831206516
CRY1	0.7842494869106608	0.9761078264200954	1.2396426866692438
NFIX	0.8433196847765134	0.8328013716175198	1.3238789436059664
ST3GAL1	0.6357711460282958	0.9408207355145445	1.42340811845716
MMP25	1.7762640102582312	0.9595143442465301	0.2642216454952387
PKD1	1.0622379049663941	1.168861005350047	0.7689010896835592
MAPK8IP2	0.7810717906320074	1.0329257395393012	1.1860024698286913
MED24	0.7618259434347945	1.1764206531302481	1.0617534034349574
RHOBTB2	0.9145909084721564	0.9065009343511498	1.1789081571766942
HEATR5B	0.8828428657481511	0.7940876753285306	1.3230694589233185
SEC62	1.1792681323266372	0.94196683344657	0.8787650342267925
RPS20	1.5130634290204283	1.262865221077545	0.22407134990202618
CSDE1	0.861735910836928	1.0729754412240189	1.0652886479390529
UBE3C	0.7663916385367884	1.07026356483952	1.1633447966236916
REV3L	0.9536329910348789	1.2789739358671803	0.7673930730979404
TENM1	0.8456335771545461	0.8656659524532073	1.2887004703922469
PAX7	0.8792990286938732	2.1207009713061264	0.0
MASP2	0.7010501747869841	1.0733622768333175	1.2255875483796985
IYD			
FAM76A	0.9409952508551096	0.944403354964192	1.1146013941806985
TRAF3IP3	0.6299339109532854	1.4052808003408817	0.9647852887058327
POMT2	1.0742494505749485	0.8501420383918004	1.075608511033251
VTA1	0.7308166936352403	1.1427559463422299	1.1264273600225296
MLXIPL	1.4630455941727762	1.5051257656302839	0.03182864019693957
BAZ1B	0.7464519129287028	1.172466118242773	1.081081968828524
RANBP9	0.9376363993043119	1.1047814749535825	0.9575821257421063
SPRTN	0.9810027327498153	0.9131997238247889	1.1057975434253955
METTL13	1.1517757596476863	0.9040842534972114	0.9441399868551019
DYRK4	1.408489620389495	1.3378992271949683	0.2536111524155364
ZNF207	0.9192132905865451	1.0864389088148882	0.9943478005985668
UQCRC1	0.8811688922324621	0.9943923130659071	1.1244387947016312
STARD3NL	0.8999941302148264	1.1545310067773087	0.9454748630078647
CD9	1.4463204172876751	1.076006994339801	0.47767258837252385
NCAPD2	0.7922660146682564	1.5390210716903674	0.6687129136413761
IFFO1	0.8241476595013061	0.891449986910477	1.284402353588217
PHF7	0.9706506374354414	0.3487166911506984	1.6806326714138595
SEMA3G	1.3193820333116928	1.0398531203017496	0.6407648463865578
NISCH	0.8101978224588192	0.8924022665119765	1.2973999110292045
STAB1	0.4505428004123611	1.5478686829499764	1.0015885166376628
FUZ	1.1108881957482888	0.9630170795227423	0.9260947247289685
SLC6A13	1.403237233312769	0.8916517526746662	0.7051110140125645
IDS	0.7811727803785544	1.1704091881431773	1.048418031478268
CD4	0.7998402151051569	1.3493273711810032	0.8508324137138399
LRRC23	1.0742678329722275	1.8343605061900825	0.09137166083769042
BTK	0.9659166190612932	1.9092768267675508	0.12480655417115594
HFE	0.385471944669371	0.28629990015837015	2.328228155172259
SCMH1	1.0567907998644668	1.0415953267945428	0.9016138733409905
FYN	1.0578539536742522	0.9759774447789356	0.9661686015468121
HIVEP2	0.6630694577387476	0.9665307989658751	1.3703997432953778
FMO1	0.0	1.7127733018148434	1.2872266981851568
TCEB3	0.7663373962710854	1.065596496911144	1.168066106817771
LYPLA2	0.5971099712636948	0.8763925441472936	1.526497484589012
CLCN6	0.8299551555936674	1.060869251813463	1.1091755925928695
MRC2	0.7457494477363824	0.6113366172805171	1.6429139349831003
NME2	1.2818740588770086	0.6171667084924258	1.1009592326305655
SLC6A7	0.9938746923023374	1.0034547150797308	1.0026705926179316
TSPAN9	0.5895622410883516	0.6475642956033596	1.7628734633082888
BTBD7	0.930149139315137	1.0079874911167848	1.0618633695680784
APBA3	0.8528969624233702	1.34535335874346	0.8017496788331699
MKS1	0.5582689480172961	1.1936051859865375	1.2481258659961665
ABHD5	0.9175380713305209	1.218763392175628	0.8636985364938511
AKAP8L	0.9052768749409973	1.000896842843464	1.0938262822155391
MBTD1	0.6345766108381845	0.9735034447111528	1.391919944450663
UTP18	1.3319744624074485	0.32399893335152813	1.3440266042410232
RNF216	0.8068695059229299	1.237736669325031	0.9553938247520395
PTBP1	1.116600078860732	1.1893137787486772	0.6940861423905904
DPF1	0.7995571926321959	1.3984458311354273	0.8019969762323764
SYT7	0.7315384857596996	0.9940589916329462	1.2744025226073539
LARS2	1.1072651146574026	1.1370201365437176	0.7557147487988798
PIK3C2A	1.0521823278548044	1.011348098440595	0.9364695737046002
PLAUR	1.114304586820632	1.151876731383613	0.7338186817957553
ANLN	1.4984172909574556	1.0702203575256428	0.4313623515169018
WIZ	1.0912061628107872	0.9791822228156934	0.9296116143735191
RABGAP1	0.8515108391777669	1.06069885114236	1.0877903096798731
DCN	0.945481870829802	1.2984863706687964	0.7560317585014014
QPCTL	1.5143890438347403	0.7101583132982008	0.7754526428670588
PPP5C	0.856150706625467	1.1502713917254204	0.9935779016491127
CEP68	0.76122246879874	1.2727573342290648	0.9660201969721954
MAP4K3	0.7092313249885139	1.031594692891238	1.2591739821202483
ZBTB32	0.09586584107356172	0.6099145718458272	2.294219587080611
TYROBP	0.6348828690838736	2.088108679618027	0.2770084512980994
TMEM159	1.6082307043926558	0.8479791005915265	0.543790195015818
GABRA3	0.9252349817664061	1.312439710430507	0.7623253078030873
BRCA1	0.7785392810705163	0.6467409437792845	1.5747197751501993
ERCC1	0.7945712679648846	1.716155486572438	0.48927324546267753
CD22	2.1276155692336656	0.5936244728260481	0.2787599579402861
SEMA3B	1.925690817538142	0.74809725194209	0.3262119305197678
MBTPS2	0.7307900072746192	1.2390617583963988	1.0301482343289823
PRICKLE3	1.2767312902386436	1.3718944244785638	0.3513742852827927
LTF	2.3519930328819165	0.24408613303553628	0.4039208340825472
EXTL3	0.7192847611221458	1.0692434345874573	1.2114718042903974
NR1H4	2.0868081783039796	0.9131918216960206	0.0
ELOVL5	1.2551589467490438	1.0873623990997583	0.657478654151198
ALOX5	0.7761411798432285	1.5528989607367898	0.6709598594199819
CALCOCO1	0.7869331516949138	1.4011765593251575	0.8118902889799283
UBR7	0.7512982339415469	1.1883043349087885	1.060397431149664
MAP4K5	1.2079112881082716	0.9952098097985319	0.7968789020931963
EHD3	0.6931168123584295	1.12249708297674	1.1843861046648305
PSMC4	0.875031680186271	1.0028219892377297	1.1221463305759987
MAN2B2	1.293805216736232	0.7477876900868226	0.9584070931769452
SLC7A14	0.7831269574777185	1.16491137137262	1.0519616711496613
CLDN11	1.3022737563497888	1.1006402544501455	0.5970859892000657
SLC25A39	1.1930411756499362	1.216073766498817	0.5908850578512466
MVP	1.053201814364358	0.7663066660193584	1.1804915196162835
NUB1	0.7952552194101211	1.016030162782313	1.1887146178075663
PGM3	0.9487826032075888	1.0645837178410433	0.9866336789513679
RWDD2A	1.1659040267438883	0.7832195860251975	1.0508763872309146
CLK1	1.090609809783129	0.8493226186737631	1.060067571543108
POLR3B	0.5668056598296723	0.9473468540041284	1.485847486166199
ANGEL1	0.88121147775486	1.163711589193307	0.9550769330518328
RNF14	0.9235878168633056	1.153835979326339	0.9225762038103555
DNASE1L1	2.120594798075813	0.6162650626611479	0.2631401392630393
HEBP1	0.9837748477554105	1.033321948648938	0.9829032035956514
GPRC5A	0.43916665034354974	2.2458050152842706	0.3150283343721793
MAMLD1	0.5766369644530434	1.088958000844601	1.3344050347023555
CD6	1.7973024946705323	0.31620647209446445	0.8864910332350036
TACC3	2.4132999555217083	0.30587633109049184	0.28082371338779977
UFL1	1.120803792695035	1.0262776365637851	0.8529185707411797
POLA2	1.0596816568728742	1.256985010550017	0.6833333325771085
ZC3H3	0.8462004237140479	1.0701769452071705	1.0836226310787815
CAPN1	0.8144384854977389	1.0276914994434496	1.1578700150588115
ACPP	1.0534205433926889	1.2867110829992967	0.6598683736080144
MDH1	0.9407873545710856	1.0885422747050566	0.970670370723858
SLC30A9	0.7653124427192851	1.2022888168729342	1.032398740407781
MTMR11	1.3225521035726058	1.1988021220185248	0.4786457744088698
COX15	0.8387950536932509	1.209164490778072	0.952040455528677
CCDC88C	0.8224325900592435	0.4353203500746657	1.7422470598660902
YAF2	0.7575030958057636	1.0361672753203262	1.2063296288739105
ZMYND11	0.7346347876714551	1.0159699189883664	1.2493952933401786
DPEP1	0.0	3.0	0.0
BID	1.7506595506255218	1.0042138089551584	0.24512664041931956
MATR3	1.093550118697078	1.3984314999534118	0.5080183813495104
NPC1L1	0.2841799918415309	0.0	2.7158200081584694
XYLT2	0.7800721743694093	0.9281835675844894	1.2917442580461014
STMN4	1.0188242631724205	1.115920090055698	0.8652556467718812
NUDCD3	0.6458938418128043	1.151371713702905	1.202734444484291
ISL1			
CHDH	1.3974811971168144	0.7576326129428675	0.8448861899403184
IL20RA	1.0143477874745215	0.5787526507201077	1.4068995618053706
CLCA1	0.0	0.03776202181813372	2.962237978181866
CLCA4	2.0432559527473493	0.9248264505311272	0.03191759672152354
GLT8D1	1.0461838846723641	1.134637582595827	0.819178532731809
ATP2C1	1.0680131524048972	1.1741841898754155	0.7578026577196878
IGF1	0.1245404832629489	0.7735142117686898	2.101945304968362
SLC38A5	1.204026684122278	1.073340371211814	0.7226329446659082
RALBP1	0.8788512796915151	1.0690228997727278	1.052125820535757
RUFY3	0.8704218621030475	1.2000570945156133	0.9295210433813391
CNTN1	0.611870514718765	1.1437778907626825	1.2443515945185528
SLC11A1	0.9245290735247891	1.4057365508330486	0.6697343756421623
WWTR1	1.189725011213844	1.0005116257099458	0.8097633630762099
AGPS	0.9365055082550827	1.0550381178930806	1.0084563738518368
CXorf56	1.580458790091287	0.22323103278083364	1.1963101771278797
ATP1A2	1.0150007666385292	0.6842580670157483	1.3007411663457225
TTC27	0.7705973077863925	1.0017449596896615	1.227657732523946
ZNF582	0.1502720435855565	2.4725210348640516	0.3772069215503922
VSIG2	1.4369017732496963	1.3185118799542233	0.24458634679608024
PHLDB1	1.4426175421556673	0.7798622576454562	0.7775202001988766
MARCO	0.34295884026101797	2.5864899756691098	0.07055118406987242
CYP24A1	2.164914732755228	0.8350852672447722	0.0
PRDM11	0.6275809644919651	0.9299692167623603	1.4424498187456747
SYT13	0.4956953423716535	1.1584047912151247	1.3458998664132216
SNAI2	0.9135843212302177	0.38385218326944864	1.7025634955003337
CD74	0.8222944257175008	1.717694857425836	0.4600107168566629
HGF	1.4936057473512057	1.1983954656816735	0.3079987869671206
ZRANB1	0.8978867513914639	1.1378305953214487	0.9642826532870871
NCDN	0.6316283539959049	1.2050109189726665	1.1633607270314286
GPR124	1.0551371177278832	0.8978387557965671	1.04702412647555
ZFP64	0.9136935822977381	1.124696820911505	0.9616095967907569
MNAT1	1.0973520536365424	1.0829003071039787	0.8197476392594792
SAMD4A	1.0786921502920597	1.2204645107299925	0.700843338977948
RUNX3	2.589911448146935	0.41008855185306514	0.0
MRE11A	0.9360886618751879	1.286440842450075	0.777470495674737
PLEKHB1	1.7392252344555712	0.7656823033656648	0.4950924621787639
SERPINB1	0.4910832222474874	1.3594744602661477	1.149442317486365
CYP3A43	0.5710665442912694	2.428933455708731	0.0
SLC7A9	0.7652514570121206	0.45331293979921095	1.7814356031886684
SPAST	0.758821201859714	0.977197219421682	1.2639815787186037
NRXN3	0.7082514977957138	1.0996454336103048	1.1921030685939815
OSBPL5	0.9923206061034421	0.8915573354325277	1.1161220584640303
AQR	0.5735093912927162	0.8606224837217386	1.5658681249855455
CPS1	2.113914381481583	0.7668392859887335	0.11924633252968381
C8B	1.4875691597748657	0.0	1.512430840225134
FHL1	0.813062576955501	1.0691921799524715	1.1177452430920278
RTFDC1	1.1716114846068064	1.0587249283330338	0.7696635870601595
GABRA1	0.6347499170954224	1.0622350665013605	1.3030150164032173
NLRP2	2.7612587528216697	0.0	0.23874124717833045
SLC45A4	0.7042750878735339	0.9448715080208974	1.3508534041055689
RNF10	0.9719865090097866	1.1518924555203536	0.8761210354698599
ZNF839	1.6714863930032702	0.9099475506983231	0.4185660562984071
ZDHHC6	0.9298489787601357	0.9193024910916366	1.150848530148228
GRAMD1B	0.5382767431415759	0.9863086331554685	1.4754146237029555
RNH1	1.1700437201999294	1.026941220620095	0.8030150591799757
NDUFS1	0.780513082082875	1.1036727285161478	1.1158141894009768
RB1CC1	0.744184694423107	1.0406062470592303	1.2152090585176627
ERP44	1.1215734156927304	1.2065812065343333	0.6718453777729363
ALAS1	0.9159941011756526	1.1225672557395943	0.961438643084753
BIRC3	0.15894386385317336	2.6285516056839087	0.21250453046291803
GLRX2	1.1104844905641666	0.9903103206702272	0.8992051887656063
SNAPC1	0.6371512228741947	0.852925313110651	1.5099234640151546
DERA	1.5600323130987253	1.0777938559948987	0.36217383090637584
STRAP	1.2228779068030098	1.325892435588652	0.4512296576083384
DEF6	1.1606919475384805	1.2451117997333785	0.594196252728141
PLEKHO1	1.0490590754173377	0.9975680462213994	0.9533728783612627
GCLM	1.1112887589468137	1.131476440388691	0.7572348006644958
UBR2	0.8668925086526392	0.984867389586406	1.1482401017609547
EHD2	0.8814639100206506	0.8471413294019723	1.2713947605773774
DEPDC1	0.44103574787500216	2.2219424875339375	0.33702176459105987
CCDC28A	0.9151975615753367	1.2779221270505556	0.8068803113741079
RRAGD	0.7809036679473191	0.9887964105504423	1.2302999215022383
HSF2	0.9340137056959693	1.0143212656476233	1.0516650286564073
PHF20	0.8176486517817041	1.013129736608371	1.169221611609925
HSD17B6	0.9670810319773788	0.15502356592377317	1.8778954020988483
NR1H3	1.7231062400533304	1.097442876127485	0.1794508838191847
TYMP	0.8007395736863714	2.0844987458694724	0.11476168044415613
NCAPH2	0.7970984661861229	1.1144585089172006	1.0884430248966763
TOMM34	0.8534750969292583	1.2611632651897038	0.8853616378810382
SEC63	0.9987481353547442	0.9874736854306675	1.0137781792145888
KPNA6	0.5448771518941471	0.7900422389684882	1.6650806091373647
VIM	1.252898396639216	0.9346576501321894	0.8124439532285949
RTEL1-TNFRSF6B	0.7769684701933433	1.4129231471700217	0.8101083826366349
FAS	0.9034601584418457	1.7153298321115158	0.3812100094466382
RNASET2	1.246489797007876	1.103306865429788	0.6502033375623361
CD44	0.6168382660040218	1.945856550758531	0.43730518323744744
AGPAT4	1.6436190519920786	0.7127387298346445	0.643642218173277
SLAMF7	1.346241931824914	1.653758068175086	0.0
MIPEP	0.5257602723336221	0.5484957738674546	1.9257439537989236
PRKCH	1.4877052320311344	1.000321291212685	0.5119734767561799
INSRR	1.222579328487085	1.2403198145884808	0.5371008569244338
IFNGR1	0.8568468475787653	1.3680536902928773	0.7750994621283578
B4GALT7	0.8556556651624758	1.083586919592808	1.060757415244716
SH2D2A	1.343990212209425	1.3370881323039279	0.31892165548664725
