	Human_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)
CACNA1G	0.473749689843067	0.8673341907947233	1.6589161193622093
TNFRSF12A	1.2028767329635406	0.8774740156617703	0.9196492513746894
DLX6	0.0	1.5627161763598585	1.4372838236401417
MAP3K9	0.6307827801246263	1.19872120873153	1.1704960111438436
RALA	0.7769287981857415	1.2791433932050909	0.9439278086091678
BAIAP2L1	1.3065255981536414	1.1523976183023943	0.5410767835439642
KDM7A	0.6421533613595309	1.0385802352708002	1.3192664033696684
ETV1	1.0562020459914936	1.1435250350158255	0.8002729189926809
AGK	0.979178110457832	1.1032316086478253	0.9175902808943428
TTC22	0.0	0.7685717419196276	2.231428258080372
PHTF2	0.86748644032997	1.3005267867463373	0.8319867729236928
CCL26	0.0	0.0	3.0
FARP2	1.1849439148370748	1.087196108802126	0.7278599763607991
USH1C	0.40250083386207286	1.7439748763000098	0.8535242898379174
GGCT	1.3550703349486481	0.7072881523626245	0.9376415126887276
DBF4	0.9430736854012552	1.196502353115846	0.860423961482899
TBXA2R	1.1077947115359037	0.8590127183500021	1.0331925701140945
IFRD1	1.2127570482312622	1.0664756199835108	0.7207673317852269
COX10	0.8209941450591466	1.0505461001911816	1.1284597547496713
GTF2IRD1	0.558718152124414	1.232711428590839	1.2085704192847466
PAF1	1.2308514945396805	0.8743203652293764	0.8948281402309427
VPS41	0.6919061221087506	1.4285665284502207	0.8795273494410286
ARHGAP44	0.9258490742528804	0.8820005668512091	1.1921503588959108
ELAC2	1.429199076684827	0.7653658939306076	0.8054350293845652
SCIN	0.43462749784472177	0.715456366452939	1.8499161357023393
PNPLA4	1.7042617407784408	0.9286409011896257	0.36709735803193366
MYH13	0.0	2.5077895015380545	0.4922104984619455
ADIPOR2	0.6535127896945587	1.4667942198431148	0.879692990462326
CDKL3	1.5491870244352288	1.0001522840953014	0.4506606914694695
UPP2	2.4814820463298086	0.5185179536701912	0.0
PRSS21	0.04919346245413205	0.029681668109320266	2.921124869436548
MARK4	0.8622834285669095	1.0444941489656487	1.093222422467441
PROM1	0.7760770850035424	0.9797913093933138	1.2441316056031437
CCDC124	1.0240308151371584	0.8730901431182475	1.1028790417445944
PAFAH1B1	0.7532952962766283	1.3089132837232886	0.9377914200000831
NOS2	2.5167338694935006	0.44433785237219764	0.03892827813430169
DNAH9	0.40134894237713403	0.6636169303793334	1.935034127243532
KIAA0100	0.914023453161813	0.9948952705337261	1.091081276304461
SLC13A2	0.0	0.0	3.0
GAS7	0.8805746262058717	1.167654278553242	0.9517710952408862
TRAPPC6A	2.5582349399723765	0.0	0.44176506002762334
MATK	1.1563627792137052	0.747476863662063	1.0961603571242318
CD79B	1.659992108039891	0.6250693153985353	0.7149385765615738
SCN4A	1.0018606535016712	0.8013958532848011	1.1967434932135284
ST7L	0.8516508777890679	1.0279746207399676	1.1203745014709645
TKTL1	0.4718845321699653	1.214639344068478	1.313476123761557
PAX6	1.088835628989703	1.052057223813524	0.8591071471967728
RPUSD1	0.6594521191828263	0.9435702299076701	1.3969776509095038
RHBDF1	0.9160564914495986	0.989300820762667	1.0946426877877344
LUC7L	1.2202829863765345	0.8761228984767055	0.9035941151467602
CACNA2D2	0.7455424215794834	1.051829638080775	1.202627940339742
BAIAP3	0.9599595076166442	0.5083733183038489	1.5316671740795071
TSR3	1.469379757463132	0.6894010608209383	0.8412191817159297
PIGQ	1.4255999677566373	0.9509898854770317	0.6234101467663307
CRAMP1L	0.806392870296826	1.5963641715145171	0.5972429581886568
TEAD3	1.0182906465769812	1.4322807631191883	0.5494285903038304
SELE	1.631620159753249	1.1122734523172462	0.2561063879295048
DNAJC11	1.0403975582691343	1.1026676147410965	0.8569348269897693
FMO3	0.9010407589070241	0.06345002962858733	2.0355092114643885
MYLIP	0.7876187147045689	0.7433094546280875	1.4690718306673438
NOX1	0.0	0.7480506429420452	2.251949357057955
E2F2			
PSMB1	0.9905837340674292	0.966038567845662	1.043377698086909
SYN1	1.2597485393404018	0.7795164062905127	0.9607350543690859
JARID2	1.0011409894522065	1.0482984065458305	0.9505606040019627
CDKL5	0.8363893600539015	1.1954488636172544	0.968161776328844
CAMK1G	1.0251878155751457	1.245455057068393	0.7293571273564613
CDK11A	0.8766393109794868	0.7064771191613435	1.41688356985917
NADK	0.5902747044263423	0.6467693205180385	1.7629559750556194
TFAP2B	0.8582758374706577	1.0824900347541906	1.0592341277751518
TFAP2D			
DLEC1	0.15463254670358248	2.3488964283170146	0.4964710249794028
CYTH3	0.6588143276442037	1.2577696096499225	1.0834160627058735
ADAM22	0.9256262099191258	1.3007655797520483	0.7736082103288259
SYPL1	0.695823955054511	1.2355788087774193	1.0685972361680696
CYB561	0.7864159303065853	1.0353483252727085	1.1782357444207059
SPAG9	0.8111384779731761	1.1795840790442789	1.0092774429825455
CELSR3	1.0165208194452156	1.1228910324317853	0.8605881481229994
AASS	0.7391604389050777	1.3921595203222779	0.8686800407726445
PLEKHG6	0.0	0.0	3.0
SS18L2	0.9840535673233207	0.5155943445262069	1.5003520881504724
MPND	0.8867704166606528	0.9490421152803385	1.1641874680590087
MGST1	1.7291535454358609	0.3166883088075185	0.9541581457566202
CRY1	0.9132385426059915	1.0441540526271957	1.0426074047668124
NFIX	1.0303984549349103	0.8563905090744731	1.113211035990616
ST3GAL1	0.8552328236085657	0.3206660959278341	1.8241010804636004
MMP25	1.5542459038871999	1.3828461914465515	0.06290790466624906
PKD1	1.4542199952474888	1.0793717456765595	0.46640825907595146
MAPK8IP2	0.937743615528914	0.9498367342688447	1.1124196502022414
MED24	0.7159434242816516	0.9853456419278578	1.2987109337904907
RHOBTB2	1.0297224409835821	1.0197989631289774	0.9504785958874408
HEATR5B	0.9561380486465395	0.9610038587718411	1.0828580925816196
SEC62	0.9608861226420972	1.0379397692249817	1.0011741081329215
RPS20	1.5486283463198505	1.1881770873256918	0.2631945663544579
CSDE1	0.8569413847870927	1.1668224429371423	0.9762361722757648
UBE3C	0.884978695463538	1.166942078463601	0.9480792260728605
REV3L	1.1383924600116895	1.234119666931197	0.6274878730571138
TENM1	1.002736209744446	1.1853323106519538	0.8119314796036
PAX7			
MASP2	0.87976818632045	1.2501016133034477	0.8701302003761026
IYD			
FAM76A	0.9882607539753681	1.1454498170286873	0.8662894289959445
TRAF3IP3	0.6136213775991727	1.2325941338829605	1.1537844885178665
POMT2	0.9762514777241325	0.9945020044326656	1.0292465178432022
VTA1	0.9274110379401959	1.1168227687951444	0.95576619326466
MLXIPL	1.755820133810984	1.2241693987473679	0.02001046744164799
BAZ1B	0.7888747890401724	1.217329880983243	0.9937953299765846
RANBP9	0.9880663668077034	1.0737475291117893	0.9381861040805074
SPRTN	0.7709120732242358	1.1180896407727685	1.1109982860029957
METTL13	1.1838104151692683	0.9093724113324818	0.9068171734982494
DYRK4	1.576441957752953	1.3966382307668501	0.026919811480196735
ZNF207	0.9816159617066323	1.065330004142311	0.9530540341510563
UQCRC1	0.8943301668744441	0.9330827984353157	1.1725870346902398
STARD3NL	0.8290924312491849	0.9803214863746957	1.1905860823761196
CD9	0.8409627100670931	1.189413924473099	0.9696233654598081
NCAPD2	0.566179541036626	1.770575060279204	0.6632453986841698
IFFO1	0.857044824095142	0.8794713996856327	1.2634837762192257
PHF7	0.5797338603551573	0.5109196029424998	1.9093465367023432
SEMA3G	1.0354606953142758	1.7301265989407313	0.23441270574499298
NISCH	1.0615838894271157	1.2289504021205246	0.7094657084523598
STAB1	0.45643500477805576	0.8457028154078153	1.697862179814129
FUZ	0.9628602043858123	1.1951466713932373	0.8419931242209503
SLC6A13	0.6878060614791137	0.7230601704736153	1.589133768047271
IDS	0.8542992122705946	0.9949066057914062	1.1507941819379992
CD4	0.46989879914765437	0.7783109094953453	1.7517902913570005
LRRC23	0.9334471179091866	1.9299960429812275	0.13655683910958588
BTK	0.33152945956157415	1.2885005168256574	1.3799700236127685
HFE	0.23853215232853256	0.3084936599375606	2.452974187733907
SCMH1	1.0688009769690745	1.3329907443183906	0.5982082787125353
FYN	1.082513288474843	0.991166932672114	0.9263197788530427
HIVEP2	0.9357016294089144	1.0783196972405122	0.9859786733505737
FMO1	0.21829683096324387	0.0	2.7817031690367564
TCEB3	0.7762140869991881	1.2323396270380815	0.9914462859627304
LYPLA2	0.6496735334356522	0.8448784496795296	1.505448016884818
CLCN6	0.9124757317647447	1.0180679593202415	1.0694563089150135
MRC2	0.4828469115760183	0.9285457144941829	1.5886073739297992
NME2	1.3588075341843946	0.45124864198524384	1.1899438238303615
SLC6A7	2.4288476391299336	0.07245133604305105	0.49870102482701556
TSPAN9	0.978496585947768	0.6573194921749022	1.3641839218773304
BTBD7	0.783861669595771	1.2452247178063909	0.9709136125978383
APBA3	1.0052608001570964	1.0796549039331331	0.9150842959097707
MKS1	0.49120865640529826	1.1625062357849092	1.3462851078097924
ABHD5	0.8208888567109278	1.3016460863249	0.8774650569641721
AKAP8L	0.948012387907257	1.0856500403236435	0.9663375717690997
MBTD1	0.6724461896892421	1.1643469735332614	1.1632068367774968
UTP18	1.5156790865779393	0.30659832257160125	1.1777225908504596
RNF216	0.719475965040295	1.2792429512374364	1.0012810837222692
PTBP1	1.0740455977405718	1.185559655131118	0.7403947471283104
DPF1	1.1024107510260654	0.9296700318234214	0.9679192171505129
SYT7	0.6023108627590277	0.7862362528354357	1.6114528844055365
LARS2	1.0254658891380282	1.1417591140021968	0.8327749968597749
PIK3C2A	0.9154427424777088	1.3143262702054423	0.7702309873168492
PLAUR	0.718870848344149	1.2804736774602175	1.000655474195634
ANLN	0.6349493612999466	1.1876300769377923	1.1774205617622608
WIZ	1.0006155724808414	0.9745533733591129	1.0248310541600456
RABGAP1	0.7805630188128522	1.161032225134943	1.058404756052205
DCN	0.5749244780631048	1.3994384849396304	1.0256370369972645
QPCTL	1.5182367008702677	0.6861524763168544	0.7956108228128781
PPP5C	0.9324042032029561	1.0922911187477058	0.9753046780493386
CEP68	1.0765216044524881	1.1677047290084033	0.7557736665391089
MAP4K3	0.8091898947793964	1.072207470327931	1.1186026348926728
ZBTB32	0.25664611607685406	0.33167459696131435	2.4116792869618315
TYROBP	0.5903160722256361	1.7065117964135381	0.7031721313608259
TMEM159	2.4415013451867753	0.4326559704773356	0.12584268433588913
GABRA3	0.4222259920025787	1.2576033359764374	1.3201706720209838
BRCA1	0.15804147871548885	0.27898250105954336	2.562976020224968
ERCC1	0.9414750156472037	1.4796625033832143	0.5788624809695818
CD22	1.0376868090861056	0.8451117473960612	1.1172014435178332
SEMA3B	1.0501827829268002	1.023652659058549	0.9261645580146507
MBTPS2	0.9158160290276656	1.2466423742600239	0.8375415967123103
PRICKLE3	0.7787266853953212	1.5929538264958516	0.6283194881088274
LTF	2.381832950952203	0.4211717488744892	0.19699530017330766
EXTL3	0.67717187043359	0.9747953014059206	1.3480328281604896
NR1H4	1.0657931254575133	0.0	1.9342068745424865
ELOVL5	0.8356669983574858	1.2462795388308414	0.9180534628116731
ALOX5	1.2132514099124718	1.7351034652722066	0.05164512481532158
CALCOCO1	1.0373079544635255	1.3623078308916958	0.6003842146447786
UBR7	0.7362018577011095	1.0862137585378748	1.1775843837610156
MAP4K5	1.1507832712302912	1.118163919488423	0.7310528092812861
EHD3	1.0017788988839103	0.9936851634820995	1.0045359376339904
PSMC4	0.9116028851946791	0.9110562153308017	1.1773408994745196
MAN2B2	0.8117511978156385	1.0964415504386646	1.091807251745697
SLC7A14	0.6548440006615216	1.3623716163367758	0.9827843830017026
CLDN11	0.45090550539434765	0.9957744298354094	1.5533200647702428
SLC25A39	1.2683811450711868	1.0377178570095706	0.6939009979192426
MVP	0.9319577166320239	0.7933213342157392	1.2747209491522364
NUB1	0.8342191413858826	1.1220981449933425	1.0436827136207751
PGM3	0.9739262305072522	1.390513739233093	0.6355600302596549
RWDD2A	1.574800931107598	0.8241725417054855	0.6010265271869168
CLK1	1.1639999266595566	0.803621656655048	1.0323784166853953
POLR3B	0.5517656377635066	0.9315593811431965	1.516674981093297
ANGEL1	0.7775230793880857	1.301217040167816	0.9212598804440977
RNF14	0.8505950249352089	1.3441581401898335	0.8052468348749575
DNASE1L1	1.0484209979822243	1.036074160388569	0.9155048416292065
HEBP1	0.9925903028672863	1.2257249542843827	0.7816847428483309
GPRC5A	1.6332622956152558	0.0	1.3667377043847446
MAMLD1	0.8686489598054465	0.8677569332828838	1.2635941069116694
CD6	0.9040635456670866	0.8492743334509432	1.2466621208819706
TACC3	1.820964926447474	0.6363404082393123	0.5426946653132139
UFL1	0.7350848282623603	1.2576254131532765	1.0072897585843632
POLA2	1.0002205817236376	1.3379209599418702	0.6618584583344922
ZC3H3	0.8959384453507712	0.9829156168015016	1.121145937847727
CAPN1	0.8621189857111033	0.9385108870136478	1.1993701272752488
ACPP	0.0	1.8709038584136433	1.1290961415863563
MDH1	0.9161357803357434	0.9431017313730089	1.1407624882912473
SLC30A9	0.9218434180669198	1.175532130110646	0.902624451822434
MTMR11	1.3391763454284882	1.0637003869373285	0.5971232676341831
COX15	0.7901772659787983	1.4206663375125494	0.7891563965086525
CCDC88C	0.6895311736561057	1.3042738078918343	1.0061950184520596
YAF2	0.7876644592097156	1.2086728856815983	1.0036626551086862
ZMYND11	0.7848325373730363	1.1545776445903613	1.0605898180366025
DPEP1	0.0	0.0	3.0
BID	1.395957421675499	0.6870285262736807	0.9170140520508204
MATR3	1.2368055382758747	1.3637823942172511	0.39941206750687386
NPC1L1	0.6435853662315306	0.07921308861813248	2.277201545150337
XYLT2	0.8374870628386759	0.8623012779560432	1.300211659205281
STMN4	0.9986576996886273	0.9399892776181437	1.061353022693229
NUDCD3	0.8247547965482652	0.9880150805826093	1.1872301228691249
ISL1			
CHDH	1.2738298447176999	0.9057028281232694	0.8204673271590304
IL20RA	0.43520606969461173	1.1027830047144818	1.4620109255909064
CLCA1	0.0	0.0	3.0
CLCA4	1.5103844623909564	1.3788134950369566	0.11080204257208671
GLT8D1	1.0636650444051872	1.1123578535763126	0.8239771020185005
ATP2C1	0.9203759732555401	1.2601032818929732	0.8195207448514865
IGF1	0.2111547205363803	0.3122569120474161	2.4765883674162037
SLC38A5	0.8438157324378907	1.098605148928605	1.0575791186335042
RALBP1	0.9023438628014055	1.2120102732683549	0.8856458639302398
RUFY3	0.8861619009199783	1.1988291615129705	0.9150089375670515
CNTN1	0.9145301427537447	1.2937152440189645	0.791754613227291
SLC11A1	0.4799270976111712	0.9118368216477813	1.608236080741047
WWTR1	0.7749326999310151	1.4048587712224274	0.8202085288465577
AGPS	0.7849605393904149	1.162582778545181	1.0524566820644041
CXorf56	1.7820669268099278	0.21858790206169965	0.9993451711283726
ATP1A2	0.49358915153985355	1.166242571334738	1.3401682771254086
TTC27	0.9035393387063511	1.0433571021430903	1.0531035591505586
ZNF582	1.229480712055617	1.2664111966064977	0.5041080913378849
VSIG2	1.0453202381863311	1.4272312951098134	0.5274484667038556
PHLDB1	0.9582137184291004	0.8334561594653617	1.2083301221055378
MARCO	1.7061634715665617	0.9271678407306079	0.3666686877028304
CYP24A1	1.3918858459224568	0.26331400938591737	1.344800144691626
PRDM11	0.8127299642275385	1.03829254863815	1.148977487134312
SYT13	1.0979772050648031	1.155841691726139	0.7461811032090582
SNAI2	0.5771572436258662	1.4707301476308394	0.9521126087432943
CD74	0.6828859065073334	1.3339321397105592	0.9831819537821075
HGF	0.8887656847162212	1.1864976642028555	0.9247366510809231
ZRANB1	1.0354164979775045	1.1571572217403043	0.8074262802821913
NCDN	0.9716079830626201	1.0628859807434663	0.9655060361939137
GPR124	0.7059647057090785	0.977654925239673	1.3163803690512483
ZFP64	0.9362870682460872	1.1313721446065175	0.9323407871473951
MNAT1	0.9758798668756293	1.2204237473099546	0.8036963858144162
SAMD4A	1.0301968808206277	1.0321628207194933	0.9376402984598788
RUNX3	2.51622771954922	0.4837722804507799	0.0
MRE11A	1.0779129431689005	1.1821720187678995	0.7399150380631998
PLEKHB1	0.9402905613231287	0.9533030608616578	1.1064063778152136
SERPINB1	0.4114480916197693	1.251715214236201	1.3368366941440297
CYP3A43	1.1506177015627648	1.8493822984372352	0.0
SLC7A9	0.5334072628766561	0.6046822706136726	1.8619104665096713
SPAST	0.8610484982516164	1.0425874302530167	1.0963640714953664
NRXN3	0.9747479120585018	1.0719079267871372	0.9533441611543613
OSBPL5	1.1037490386490745	0.8126258642804013	1.0836250970705241
AQR	0.6036086940284573	1.1534361578967025	1.2429551480748404
CPS1	2.063964132348437	0.8471127004235574	0.08892316722800617
C8B	0.0	0.6666126566992766	2.333387343300723
FHL1	0.9586160555075276	1.0016652911773876	1.0397186533150848
RTFDC1	1.1513894322096594	1.0208921794970744	0.8277183882932657
GABRA1	0.7834459003324542	1.0326641867188013	1.1838899129487441
NLRP2	0.9890692652727745	0.0	2.010930734727226
SLC45A4	0.8893812017342118	1.081464060440425	1.029154737825363
RNF10	1.0909476771533715	1.0910838106305858	0.8179685122160427
ZNF839	1.3865926315024144	1.2177624758700862	0.3956448926274995
ZDHHC6	0.8915620126528612	0.8240017857223111	1.2844362016248274
GRAMD1B	1.0086510183178181	1.0471351354338911	0.9442138462482907
RNH1	1.081641459227008	0.8999585730017526	1.0183999677712392
NDUFS1	0.7699196503957466	1.2955247750919643	0.9345555745122893
RB1CC1	0.8344410237969065	1.1750068350038165	0.9905521411992769
ERP44	0.8770856895898761	1.4157353549263043	0.7071789554838195
ALAS1	1.3355470982070663	0.9211638899627428	0.7432890118301909
BIRC3	0.19251587984923443	2.593848319391195	0.21363580075957048
GLRX2	0.6466134107470864	0.982054494996605	1.371332094256308
SNAPC1	0.7427341832225814	1.1146231580975017	1.1426426586799165
DERA	1.4273270211441387	1.0503488275172619	0.5223241513385994
STRAP	1.3712296881106474	1.1867661481210194	0.44200416376833324
DEF6	0.772192526596914	1.051913803592681	1.175893669810405
PLEKHO1	1.1300577077732432	0.7561298721868057	1.1138124200399506
GCLM	0.6740782472323683	1.1545378112741511	1.171383941493481
UBR2	0.9454827649324623	1.1442610241787283	0.9102562108888095
EHD2	0.37857715383530216	0.3034746105141135	2.3179482356505843
DEPDC1			
CCDC28A	1.018699269130724	1.2291629064346103	0.7521378244346655
RRAGD	0.9389096417010904	1.3265531334068035	0.7345372248921065
HSF2	1.075529572555344	0.9266455484550435	0.9978248789896133
PHF20	1.0336324278659572	0.9875992565005458	0.9787683156334969
HSD17B6	1.0313745758814834	0.24759920985550052	1.721026214263016
NR1H3	1.728872139985634	1.0298181199393184	0.24130974007504813
TYMP	1.8660506208266041	0.930497643518952	0.20345173565444363
NCAPH2	0.6932042261539973	1.0657860834546644	1.2410096903913381
TOMM34	0.7891658137946328	1.1097211471789117	1.1011130390264552
SEC63	0.8626864892056139	1.151317816825243	0.985995693969143
KPNA6	0.6243800031515093	1.1527905467242565	1.222829450124234
VIM	0.7431236136048016	0.5794137872905188	1.6774625991046797
RTEL1-TNFRSF6B	0.9139892902010879	1.5769165331323445	0.5090941766665679
FAS	0.5484324354164145	2.0297052186912086	0.42186234589237664
RNASET2	0.9687955331716971	1.0193209351889265	1.0118835316393764
CD44	0.371913089057019	1.5715834892691087	1.056503421673872
AGPAT4	0.8168839592184757	0.7848787174317895	1.398237323349735
SLAMF7	1.9613451284999301	0.0	1.0386548715000696
MIPEP	0.574805261361484	0.6346468024115948	1.7905479362269212
PRKCH	0.8800394014022217	1.340809611287176	0.7791509873106021
INSRR	1.3029193132696604	1.641753482304536	0.05532720442580318
IFNGR1	0.6562603711027868	1.3851711499438397	0.9585684789533735
B4GALT7	0.7825694499522042	1.0084977103952648	1.2089328396525312
SH2D2A	1.2467530985477504	1.38696446453348	0.36628243691876977
