	Human_Muscle_Relative_Gene_Expression_Difference(RPKM)	Chimp_Muscle_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Muscle_Relative_Gene_Expression_Difference(RPKM)
PLXND1	1.102009678156692	0.95020331805885	0.9477870037844578
AK2	0.2778379512625631	2.2253203852337355	0.49684166350370135
CD38	1.0390668996509205	0.8234600635462506	1.137473036802829
FKBP4	0.8489920337503113	1.2706912828871948	0.8803166833624939
KDM1A	1.0310681795125793	1.0336606599393707	0.9352711605480495
RBM6	1.21830204045772	1.3784853412005298	0.40321261834175015
CAMKK1	1.0149048872197843	1.4889002524742965	0.4961948603059189
RECQL	0.7224195330996483	1.6910840344784617	0.5864964324218899
CCDC132	0.6353556608353942	1.103819755268628	1.2608245838959777
HSPB6	1.1780542421951254	0.9176278414292186	0.9043179163756558
ARHGAP33	1.442619951814893	1.100160722875681	0.4572193253094261
NDUFAB1	0.7949024634906046	0.8730246523762316	1.3320728841331635
PDK4	1.133632875370026	1.592450018114808	0.2739171065151667
SLC22A16	0.0	1.0936433757023132	1.9063566242976866
ZMYND10	1.1498337165086663	1.012198877184615	0.8379674063067188
ABCB5	2.5336555911683103	0.4663444088316898	0.0
ARX	0.2660736110276292	0.9555388077958252	1.7783875811765457
SLC25A13	1.3791176382696846	1.2960652634091137	0.32481709832120154
ST7	1.0708026840510556	0.7752255024259226	1.1539718135230215
CDC27	0.7283627054016483	1.4814731316719403	0.7901641629264115
SLC4A1	2.8856295411106294	0.016331811181117133	0.09803864770825345
CALCR	1.1642048310104376	0.7250843521715881	1.1107108168179747
HCCS	1.1324376990001168	0.8534799072303361	1.0140823937695465
DVL2	0.927223413065999	0.954417342665539	1.118359244268462
PRSS22	3.0	0.0	0.0
UPF1	0.7471792921927437	1.1885837990334773	1.064236908773779
SKAP2	0.6441045589635326	1.4087564196618725	0.947139021374595
SLC25A5	1.9499237153296556	0.6578356740514384	0.3922406106189065
CCDC109B	1.2725987263284286	0.7333421606018231	0.9940591130697485
HOXA11	0.830856858538935	0.6924143177813101	1.4767288236797544
POLR2J	0.7935352275067107	0.7878776395060126	1.4185871329872763
DHX33	0.6116194460173271	1.7579753476965878	0.6304052062860854
MEOX1	1.7294090544091414	0.6842967110495056	0.5862942345413534
THSD7A	0.9660656798625524	1.0203477248037573	1.0135865953336904
LIG3	0.9198066780473148	1.3848276498527683	0.6953656720999165
RPAP3	0.702166437511975	1.1782701616420064	1.1195634008460187
ACSM3	0.6689479913081631	0.7690810889926141	1.561970919699223
AC004381.6	0.4038160229229509	1.0109458494713557	1.585238127605693
CIAPIN1	1.1226924573716954	0.973900787173367	0.9034067554549373
SPPL2B	0.8041152685302366	0.8985309862984213	1.2973537451713426
FAM214B	0.5984680220142231	1.2451018117115606	1.1564301662742162
COPZ2	1.1658384877390426	0.6624489086096862	1.1717126036512713
PRKAR2B	2.1478474307903532	0.5856334354297795	0.2665191337798673
MSL3	0.7142258231009427	1.7478854988434291	0.5378886780556279
CREBBP	0.8597442986516366	1.2765209800576343	0.8637347212907289
BZRAP1	1.8841480935551274	0.6225603318161607	0.4932915746287123
MPO	0.2512703955777955	2.65045066269971	0.09827894172249474
PON1	3.0	0.0	0.0
GCFC2	0.8143115608025563	1.7596367710551428	0.42605166814230117
WDR54	0.6783959287105991	0.6350016884017261	1.686602382887675
CROT	0.7976923177220797	1.1502683238999014	1.052039358378019
ABCB4	1.6236453416746655	0.635481046164782	0.7408736121605521
KMT2E	0.791313034421088	1.2372017029243552	0.9714852626545567
RHBDD2	1.4559897457430018	0.6006335327788378	0.9433767214781608
SOX8	1.1814667011988307	0.9912493520420265	0.8272839467591429
IBTK	0.7915587379869748	1.0041651134372451	1.20427614857578
MYCBP2	0.7760329211465521	1.0725630255244423	1.151404053329006
FBXL3	0.7595817856877606	1.295462805045582	0.9449554092666574
ITGAL	1.0510510750466746	1.421201440520157	0.5277474844331687
PDK2	1.2084986194932357	1.0513910111820073	0.7401103693247573
ITGA3	1.319892174706168	0.9436610453258231	0.7364467799680091
ZFX	0.6571770208803218	1.5290074371000848	0.8138155420195934
LAMP2	0.838009300891781	1.4371203071627796	0.7248703919454393
ITGA2B	0.8677847883160523	1.6921037533496508	0.44011145833429705
ASB4	0.8678988487523474	0.9911454104309871	1.1409557408166655
GDE1	0.8256061931667973	1.1709726775724096	1.003421129260793
C19orf60	1.229531083047697	0.8121450821355253	0.958323834816778
CRLF1	1.1635243975922775	1.533646265131197	0.3028293372765255
OSBPL7	1.21210466364838	1.3153713621515428	0.4725239742000772
TMEM98	1.6585043735479152	1.0440364547249683	0.29745917172711656
YBX2	2.0143454176742503	0.5356506286991699	0.4500039536265798
KRT33A			
MAP3K14	0.507787397825465	1.1408007545676782	1.351411847606857
ABCC8	1.0531258298916206	1.7090350192403725	0.23783915086800672
CACNG3	0.9555055924359152	1.5298286928014038	0.5146657147626812
TMEM132A	0.6145383964486548	1.166304057298272	1.219157546253073
AP2B1	0.8445019958936409	1.3491678693244766	0.8063301347818821
TAC1	0.0	3.0	0.0
ZNF263	0.9190337568716992	0.906241188746582	1.174725054381719
CX3CL1	1.6127295717320227	1.3872704282679775	0.0
SPATA20	1.5189519056762841	0.915782480460816	0.5652656138628999
CACNA1G	0.8305406875949106	0.822792924923156	1.3466663874819333
TNFRSF12A	0.7342496818999316	1.7434704325617765	0.5222798855382919
DLX6	0.0	3.0	0.0
MAP3K9	0.4255715607797279	1.742230909795335	0.8321975294249369
RALA	0.8107524139484401	0.9979898401082951	1.1912577459432647
BAIAP2L1	1.5416329313979824	1.4003644551732983	0.05800261342871967
KDM7A	0.40871625686873236	1.720693603429455	0.8705901397018128
ETV1	0.7181960505089822	0.8447098503746469	1.4370940991163712
AGK	1.0470298442442139	1.1301644104977393	0.8228057452580467
TTC22	2.110803838578923	0.0	0.8891961614210769
PHTF2	0.4762459886716743	0.8306743038373953	1.6930797074909307
CCL26	2.1480931943502815	0.8519068056497183	0.0
FARP2	0.8169894875088449	1.484660557586289	0.6983499549048662
USH1C	0.7894922779564646	0.8373828479033137	1.3731248741402216
GGCT	1.1126143113227471	0.6152166359618944	1.2721690527153584
DBF4	0.7951368873979586	1.7699070640392076	0.4349560485628336
TBXA2R	1.4823318327949406	1.216784877498024	0.3008832897070356
IFRD1	1.6432722143293386	0.8533445192538333	0.5033832664168284
COX10	0.9890478203241339	1.1577353823056549	0.8532167973702112
GTF2IRD1	1.206863043724289	1.2024423456740547	0.5906946106016563
PAF1	1.2084151524510547	0.9705950441774114	0.8209898033715342
VPS41	0.5697344548045313	1.6950979003696907	0.7351676448257778
ARHGAP44	1.2785825962081607	0.9103561286283008	0.8110612751635387
ELAC2	1.4079121233141434	0.9091982336321635	0.6828896430536932
SCIN	2.690704619756256	0.21198863827230657	0.09730674197143802
PNPLA4	2.736850091515684	0.18109286767318175	0.08205704081113437
MYH13	0.022057005539882813	0.04359631081159642	2.9343466836485206
ADIPOR2	0.9557810929512801	1.007916447593205	1.0363024594555146
CDKL3	1.2604882785746667	0.8732648981403595	0.866246823284974
UPP2			
PRSS21	0.8557417759739195	0.3410386285814308	1.8032195954446502
MARK4	0.9693987282717514	1.0957099749824133	0.9348912967458355
PROM1	0.26668722037493736	1.9028006315363246	0.8305121480887383
CCDC124	0.7196892289948363	1.6816457519082346	0.5986650190969293
PAFAH1B1	0.571371607153871	1.4100796104612263	1.0185487823849027
NOS2	1.2317443096352498	1.4043155680015413	0.36394012236320905
DNAH9	1.8821676638916551	0.3452152752728197	0.7726170608355248
KIAA0100	0.5693134259207444	1.1543565611602042	1.2763300129190513
SLC13A2	0.0	0.6020667818184787	2.3979332181815214
GAS7	0.8417624455994955	1.0781759245208296	1.0800616298796746
TRAPPC6A	1.3139977306011685	0.0	1.6860022693988317
MATK	1.5961278930226526	0.6408344976120723	0.7630376093652751
CD79B	2.1760637189725456	0.6488567155604686	0.17507956546698525
SCN4A	0.74693458885425	0.8987333089685203	1.3543321021772299
ST7L	0.7929809760765157	0.9279509879608518	1.2790680359626327
TKTL1	1.909849066165087	0.32239824206580714	0.7677526917691059
PAX6	0.2598795690508011	0.8138741910259635	1.9262462399232354
RPUSD1	1.7022855225685098	0.6746191223223111	0.6230953551091791
RHBDF1	1.5392270067501839	0.8894001742237002	0.5713728190261158
LUC7L	1.184822565038212	1.0371220343119953	0.7780554006497927
CACNA2D2	1.2624120356062276	1.3987950459674101	0.33879291842636233
BAIAP3	1.5878047714554118	1.1858062915941383	0.22638893695045012
TSR3	1.7444155019802448	0.7184499838281094	0.5371345141916456
PIGQ	1.2135459126104877	1.2446423515065077	0.5418117358830042
CRAMP1L	0.7507877872432236	1.3299087029351033	0.9193035098216734
TEAD3	1.256252514439374	1.026431011535221	0.7173164740254053
SELE	2.874177218726808	0.11849132168198234	0.007331459591209448
DNAJC11	0.8651723420646628	1.2454493035647378	0.8893783543705996
FMO3	0.5061494765047431	1.4408120710162549	1.0530384524790022
MYLIP	1.0764282144413013	0.8663013605600725	1.0572704249986262
NOX1	0.0	0.9082793178718983	2.0917206821281016
E2F2	0.0	0.0	3.0
PSMB1	0.9811540598799107	1.1227975079364902	0.8960484321835989
SYN1	0.328085963867691	0.24380112669459536	2.428112909437714
JARID2	1.0600956900244947	1.1444302911579933	0.795474018817512
CDKL5	0.918459575427834	1.6261986270580826	0.4553417975140834
CAMK1G	1.3361439495780931	1.1558432179424298	0.5080128324794775
CDK11A	0.707484655780608	1.3846265864924714	0.9078887577269209
NADK	1.0300044842696543	0.8250104239601608	1.1449850917701851
TFAP2B	0.0	0.0	3.0
TFAP2D			
DLEC1	1.8517976962007927	0.9312107214012544	0.21699158239795338
CYTH3	1.0599623213326306	1.1538953279595137	0.786142350707856
ADAM22	0.37136071240791796	2.2449359278095766	0.38370335978250536
SYPL1	0.8079946810191234	1.0529825280106546	1.1390227909702222
CYB561	0.9175330597819473	0.733742960792517	1.3487239794255361
SPAG9	0.5645726293691942	1.7232227559754514	0.7122046146553539
CELSR3	0.9355699569971293	1.4699153909697236	0.5945146520331475
AASS	1.0206505970808581	1.0943446691313965	0.8850047337877457
PLEKHG6	2.005056946420754	0.8060252189083057	0.18891783467094067
SS18L2	0.6340285929070366	0.43828584669256043	1.9276855604004033
MPND	1.1064834967043937	0.935415616775263	0.9581008865203432
MGST1	2.446341016575207	0.26345168075216696	0.29020730267262596
CRY1	0.7298023368335421	1.2139475071475037	1.0562501560189543
NFIX	0.8439715018257121	0.6849440092354702	1.471084488938818
ST3GAL1	1.2103526960025386	1.436320936531165	0.353326367466296
MMP25	2.4768348788313115	0.21942294821011074	0.303742172958578
PKD1	1.1093597783714322	1.168504433285234	0.722135788343334
MAPK8IP2	0.6703176296098788	0.8704025100580369	1.459279860332084
MED24	0.7746810179441739	1.7013224053846219	0.5239965766712043
RHOBTB2	1.2104897707885656	1.1527310450971493	0.6367791841142851
HEATR5B	0.7315866665957534	0.6924607674963623	1.5759525659078841
SEC62	0.9423101442736785	1.0741534870351355	0.9835363686911858
RPS20	1.7446382719642504	0.9973980941965651	0.25796363383918497
CSDE1	0.6973732603323368	1.3053280395400146	0.9972987001276484
UBE3C	0.7822472614910627	1.3503311579370851	0.8674215805718518
REV3L	0.6917882821964625	1.5338907234574255	0.7743209943461121
TENM1	1.7865679731067072	0.9034852062047399	0.3099468206885532
PAX7	1.2830046434206144	1.0094998055893523	0.7074955509900331
MASP2	0.987651849545172	1.2038544616951128	0.8084936887597147
IYD	0.0	0.0	3.0
FAM76A	0.7941967000500374	1.218584232393373	0.9872190675565895
TRAF3IP3	0.5324909771822907	0.501353474013555	1.9661555488041542
POMT2	0.4088118327288946	2.1792477470128557	0.4119404202582497
VTA1	0.8622839888934304	1.3597862835498946	0.7779297275566748
MLXIPL	1.124477409295739	1.0360705933068908	0.8394519973973704
BAZ1B	0.5603596181722862	1.3934073169832282	1.0462330648444857
RANBP9	0.7141718826302225	1.3243893305839094	0.9614387867858682
SPRTN	0.784445199190668	1.41688575806127	0.7986690427480622
METTL13	1.0997227723050669	0.8741019799116241	1.0261752477833088
DYRK4	1.7473421775151339	1.2526578224848657	0.0
ZNF207	0.8218628565586865	1.3469825740121926	0.8311545694291209
UQCRC1	1.0443380426019873	1.0697493321134257	0.8859126252845869
STARD3NL	0.7904204327543632	1.0319791079906933	1.1776004592549432
CD9	1.692732958643292	0.5367315672206915	0.7705354741360165
NCAPD2	0.6064151677368662	1.9812302103569575	0.4123546219061764
IFFO1	0.7532634027699541	1.0435571629742997	1.2031794342557458
PHF7	0.9295578310193378	0.21923667165596752	1.8512054973246945
SEMA3G	1.0098621265782872	1.2501396141043486	0.7399982593173645
NISCH	1.0921268727149	0.9167273822448412	0.9911457450402585
STAB1	0.7153778908764628	0.9423826026212628	1.3422395065022747
FUZ	1.4213569286687278	0.7452325046345446	0.8334105666967274
SLC6A13	0.45145499100833564	0.6627553265511712	1.8857896824404932
IDS	0.7194903282145235	1.5165670418088537	0.7639426299766227
CD4	0.5420879462182921	0.5316024747625799	1.926309579019128
LRRC23	0.7304565366049983	2.25049061870565	0.01905284468935191
BTK	1.0966631668730655	1.0865809423671484	0.8167558907597859
HFE	0.9054385492777696	0.24872244974207666	1.8458390009801537
SCMH1	1.2303676776880146	1.1283245370391428	0.6413077852728432
FYN	1.1702586996017081	0.9252101968535345	0.9045311035447575
HIVEP2	0.8423273077594968	1.0574723948049316	1.1002002974355716
FMO1	1.281469523420766	1.0260926754379365	0.6924378011412973
TCEB3	0.4530998591558392	1.3733402690829135	1.1735598717612477
LYPLA2	0.7761573958632867	1.016143219879483	1.2076993842572306
CLCN6	1.1627765022325205	0.8581830748252386	0.9790404229422408
MRC2	1.3348891345543206	0.6979745612600844	0.9671363041855952
NME2	1.5872300288704948	0.4816662261946686	0.9311037449348366
SLC6A7	1.1422510100082017	1.464738219760414	0.39301077023138353
TSPAN9	1.2484505077118662	0.6843436193541046	1.0672058729340297
BTBD7	0.6444686600258832	1.3213449598782263	1.0341863800958906
APBA3	0.7850016819462478	1.5707616096149486	0.6442367084388038
MKS1	0.750907777062248	1.3942699015430027	0.8548223213947491
ABHD5	0.5868614785202589	1.4840946952807188	0.9290438261990224
AKAP8L	1.062206376999451	1.1131255304811403	0.824668092519409
MBTD1	0.8300083071478767	1.4120863397204884	0.757905353131635
UTP18	1.0148631623400641	0.24517189456722827	1.7399649430927075
RNF216	0.6568894742884234	1.3109625511419987	1.032147974569578
PTBP1	1.1238313759713534	1.119172775440606	0.7569958485880401
DPF1	1.4726878745315044	0.697180911509984	0.8301312139585112
SYT7	1.2505646164124045	0.8120765601692546	0.937358823418341
LARS2	0.5011953118143749	1.6454634899090153	0.8533411982766098
PIK3C2A	1.077196557904991	1.279981217043573	0.6428222250514362
PLAUR	2.314687975890842	0.49812106013873797	0.18719096397042004
ANLN	0.3763014690594988	1.4009955573031272	1.2227029736373742
WIZ	1.066500740723971	1.071525353701002	0.8619739055750267
RABGAP1	0.7527440042835052	1.2526718806866166	0.9945841150298783
DCN	0.8962718299408936	0.9565556200427409	1.1471725500163652
QPCTL	0.7383637732832671	0.6642260773938033	1.5974101493229294
PPP5C	0.8400529509575836	1.1471007018871853	1.012846347155231
CEP68	0.9677094048539213	1.5420569235731365	0.49023367157294195
MAP4K3	0.7215122619565881	1.4992344906371267	0.7792532474062853
ZBTB32	0.0	0.5259084442942558	2.474091555705744
TYROBP	1.6930637675492202	0.8029716082577472	0.5039646241930326
TMEM159	0.9473273210107012	0.9483548220589598	1.104317856930339
GABRA3	0.0	1.2595767493867223	1.7404232506132775
BRCA1	0.4570495344678575	1.0091316281037968	1.5338188374283455
ERCC1	1.0490522138823315	1.5126504503449576	0.4382973357727109
CD22	1.9866856133763284	0.5729832936282491	0.4403310929954227
SEMA3B	1.2013396490948602	0.637137801782998	1.1615225491221415
MBTPS2	0.830143623229726	1.2057136562531514	0.9641427205171225
PRICKLE3	1.1087218813201134	1.2366544455827906	0.654623673097096
LTF	1.5977188353575074	0.9399253673037261	0.4623557973387665
EXTL3	0.6915563548095675	1.0032203864344842	1.3052232587559485
NR1H4	0.0	1.6427385561582102	1.35726144384179
ELOVL5	1.6573503453959304	0.6205791209322609	0.7220705336718084
ALOX5	1.9431863587961327	0.7022489811735819	0.35456466003028525
CALCOCO1	0.6910997088177695	1.7149584048868638	0.5939418862953664
UBR7	0.7999042006267718	1.0637271490263573	1.1363686503468706
MAP4K5	0.726211143512102	1.501906387328231	0.7718824691596667
EHD3	0.6596662604024848	1.5180525326550052	0.8222812069425101
PSMC4	0.7238863571142412	1.1579766220898966	1.118137020795862
MAN2B2	1.345161735928147	0.6545643755434861	1.000273888528367
SLC7A14	0.5452062298460144	1.935478166695615	0.5193156034583709
CLDN11	1.568069564105433	0.730035720430977	0.70189471546359
SLC25A39	0.7983360416042	0.925105230416852	1.2765587279789476
MVP	1.1305540925845252	0.8980184171650771	0.9714274902503975
NUB1	0.843481283979389	1.2815188767393675	0.8749998392812436
PGM3	0.6793921742212214	1.4575574959491409	0.863050329829638
RWDD2A	1.6528012119397593	0.9243739937784301	0.42282479428181063
CLK1	1.116913725972077	0.7836915622885429	1.09939471173938
POLR3B	0.7517887503573587	0.6706996829625786	1.5775115666800628
ANGEL1	0.49308486428780635	1.006066596892396	1.5008485388197976
RNF14	0.5482313114652403	1.5328095327559927	0.9189591557787666
DNASE1L1	0.8655543028490095	1.1608601308094195	0.9735855663415712
HEBP1	1.4334685337728974	0.8595533606275689	0.7069781055995334
GPRC5A	2.231409140346458	0.1643008809483542	0.6042899787051871
MAMLD1	1.113990020421044	0.9315209905515477	0.9544889890274083
CD6	0.8783231868213227	0.8783617248045169	1.2433150883741606
TACC3	2.0234640195574136	0.6628006172945802	0.313735363148006
UFL1	0.801863449450515	1.330442818278064	0.867693732271421
POLA2	1.026598290770603	1.0223719126745685	0.9510297965548287
ZC3H3	1.1923805433254915	1.1021896315209596	0.7054298251535487
CAPN1	0.9617048076871354	1.0957207227399137	0.942574469572951
ACPP	0.723186561263432	0.6507257401625958	1.6260876985739723
MDH1	1.010284391743015	1.0873962330634896	0.9023193751934955
SLC30A9	0.7438644676092716	1.0486605351783862	1.2074749972123424
MTMR11	0.9840238002262129	1.6008971902156046	0.4150790095581827
COX15	0.6687021745701709	1.5762880695079367	0.7550097559218926
CCDC88C	0.9528267035316776	0.9879477635286027	1.0592255329397193
YAF2	0.769576013587858	1.4879053771704864	0.7425186092416554
ZMYND11	0.6602418514290322	1.1278192528771853	1.2119388956937822
DPEP1	0.19428636855705922	0.4605892413058645	2.345124390137076
BID	1.545774897309873	0.8704663956277283	0.5837587070623989
MATR3	1.088787723745785	1.4937290987456096	0.4174831775086054
NPC1L1	1.2473253179821702	0.0	1.75267468201783
XYLT2	1.0834965593495227	0.9960920839230749	0.920411356727402
STMN4	0.29074958512306237	1.704005417483099	1.0052449973938384
NUDCD3	0.5231985525605942	0.9414884041048852	1.5353130433345208
ISL1			
CHDH	0.48233243694615563	1.4463238181842064	1.071343744869638
IL20RA	0.2638589596209399	0.6369081142831784	2.0992329260958815
CLCA1	0.0	0.0	3.0
CLCA4			
GLT8D1	0.7565539956157525	0.9202228098737684	1.3232231945104787
ATP2C1	0.6776889221339197	1.2770817413769837	1.0452293364890965
IGF1	0.6839903105281439	0.9184548872819671	1.3975548021898891
SLC38A5	0.16168995516147636	0.4967904603540608	2.3415195844844625
RALBP1	0.580653853075915	1.383162384407821	1.0361837625162642
RUFY3	0.7099500689241893	1.4279617795009105	0.8620881515749002
CNTN1	0.6080649555796567	1.6303900333015555	0.7615450111187878
SLC11A1	1.148463106503649	0.3665451176045879	1.4849917758917632
WWTR1	1.0542644722767511	1.4707881053275498	0.47494742239569954
AGPS	0.681068097659545	1.4990921265208668	0.819839775819588
CXorf56	1.254886398550647	0.20191563651979255	1.5431979649295604
ATP1A2	0.9677543665802405	0.9639301829992505	1.0683154504205088
TTC27	0.9046921975534693	1.044583374050821	1.0507244283957098
ZNF582	0.0	2.4864652573721697	0.5135347426278302
VSIG2	2.539868445884137	0.3821316468991684	0.07799990721669452
PHLDB1	0.9631781303836938	0.8506714636402369	1.1861504059760695
MARCO	2.1141692320526326	0.577480677655659	0.30835009029170807
CYP24A1	0.0	3.0	0.0
PRDM11	0.885050807908891	1.3381669201567654	0.7767822719343439
SYT13	1.8641805611536808	0.7970926086391655	0.3387268302071535
SNAI2	1.3289467752148718	0.8176475707074419	0.8534056540776863
CD74	0.9972346844764884	0.617155900766313	1.3856094147571987
HGF	1.0342696828021192	1.3705907453570008	0.5951395718408801
ZRANB1	0.730592019104437	1.8864471536870102	0.3829608272085529
NCDN	0.45155367047534467	1.1289141255366677	1.4195322039879874
GPR124	1.2427611626346569	0.6464940486758307	1.1107447886895125
ZFP64	0.945613070805497	0.8440666786965422	1.2103202504979607
MNAT1	0.8129872510703127	1.2823723829557012	0.9046403659739861
SAMD4A	0.7066013344866252	1.418885398713687	0.8745132667996878
RUNX3	1.5151596410311416	0.9818232823703166	0.5030170765985419
MRE11A	0.7550328604071327	1.3172030336147997	0.9277641059780678
PLEKHB1	0.9778893034450485	1.57648277523814	0.44562792131681156
SERPINB1	1.5064912502566266	1.0974546379463586	0.39605411179701455
CYP3A43	3.0	0.0	0.0
SLC7A9	0.4411648898382992	0.4515125215213001	2.107322588640401
SPAST	0.4886614806890979	1.4187207527424857	1.0926177665684165
NRXN3	1.4890783908312648	0.8078951611644829	0.703026448004252
OSBPL5	1.0261053732203826	0.702451941102831	1.2714426856767864
AQR	0.5478646756969097	1.1547455061077674	1.2973898181953227
CPS1	1.5920607214809215	1.4079392785190783	0.0
C8B	1.1768563480981848	1.823143651901815	0.0
FHL1	1.08035578430085	1.2200966986276247	0.6995475170715254
RTFDC1	1.2854245847143941	0.9446339065566574	0.7699415087289485
GABRA1	0.0	1.9744599642370861	1.0255400357629139
NLRP2	2.1813459725778315	0.0	0.818654027422169
SLC45A4	0.8397830045037222	1.080956998134566	1.0792599973617116
RNF10	0.8396912397077051	1.1313917368028115	1.0289170234894833
ZNF839	1.47572140403231	0.7639116706564415	0.7603669253112484
ZDHHC6	0.9002005845406317	0.800769464480713	1.2990299509786556
GRAMD1B	0.7087326484793505	1.4197234293103715	0.871543922210278
RNH1	1.1724053209173948	0.9009873040987234	0.9266073749838818
NDUFS1	0.8743720458808515	1.2930520469547735	0.8325759071643749
RB1CC1	0.4791512030353033	1.6821651684177377	0.8386836285469593
ERP44	0.9184813951433718	1.3088479968388371	0.7726706080177913
ALAS1	1.2893914274069602	0.8323436952704406	0.8782648773225991
BIRC3	0.6473636950865196	0.7356562146788252	1.616980090234655
GLRX2	0.7490051952890451	1.2799650293726186	0.9710297753383365
SNAPC1	1.0164050042496873	1.248684532294381	0.7349104634559318
DERA	0.6919686557802355	1.4113005968235182	0.8967307473962463
STRAP	0.9996164722367994	1.4835859471685833	0.5167975805946178
DEF6	1.560076246887039	0.6185526404996788	0.8213711126132823
PLEKHO1	1.1785976475914237	1.267896319266837	0.5535060331417395
GCLM	0.3508176416931167	1.5434080862553605	1.105774272051523
UBR2	0.665497152158119	1.2152688290752574	1.1192340187666234
EHD2	1.0843899105544317	0.9421051013154977	0.9735049881300706
DEPDC1	0.0	1.7866904202174554	1.2133095797825448
CCDC28A	0.9510224894326839	0.9262378368855481	1.1227396736817685
RRAGD	0.6767074406364046	1.2624550533322307	1.0608375060313646
HSF2	1.3650778577104195	1.0522621808574566	0.5826599614321243
PHF20	0.9515391019867251	1.3190792124465935	0.729381685566681
HSD17B6	0.0	0.0	3.0
NR1H3	1.304980088395965	0.74342550051844	0.9515944110855952
TYMP	1.4636351882710326	1.220784477180531	0.3155803345484365
NCAPH2	1.361923411662315	0.9451958224543081	0.6928807658833768
TOMM34	0.6320022592171461	1.9932496182752735	0.37474812250758066
SEC63	0.7526090920160893	1.3601251501456832	0.8872657578382278
KPNA6	0.3994379540183656	1.2295733873079577	1.3709886586736766
VIM	1.78607092952377	0.6306208125196944	0.5833082579565355
RTEL1-TNFRSF6B	0.9807479275829077	1.173767644503491	0.8454844279136016
FAS	1.5946162223654061	0.9867702361425668	0.41861354149202723
RNASET2	0.8044117551334665	0.6538209889182541	1.5417672559482796
CD44	0.8873316650847068	1.03370610061265	1.078962234302643
AGPAT4	1.8859224103226901	0.34894188189927333	0.7651357077780367
SLAMF7	0.7430887588183602	0.8181365877665868	1.4387746534150532
MIPEP	0.6661109469841522	1.0778620523061644	1.2560270007096832
PRKCH	0.549179302598501	1.0076067907032864	1.4432139066982128
INSRR	0.9770016821778515	0.7061884548835738	1.3168098629385752
IFNGR1	0.986244794633822	1.3643983425906396	0.6493568627755388
B4GALT7	0.8692203649834707	0.8512255213091775	1.2795541137073518
SH2D2A	1.3248077499335749	1.2902791371645546	0.38491311290187036
VRK2	0.843099498844436	1.6326406367425428	0.5242598644130211
