	Human_Kidney_Relative_Gene_Expression_Difference(RPKM)	Chimp_Kidney_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Kidney_Relative_Gene_Expression_Difference(RPKM)
ABCB5	3.0	0.0	0.0
ARX	3.0	0.0	0.0
SLC25A13	0.5564553094236727	1.285249892703328	1.158294797872999
ST7	1.0038611648383013	1.0183780090497625	0.9777608261119362
CDC27	0.9318420694483841	1.0637798981082636	1.004378032443352
SLC4A1	0.9822326518478903	0.6193225628205811	1.398444785331529
CALCR	0.33115436531458614	0.8245241939396459	1.8443214407457678
HCCS	1.375643205336862	0.7741700417973036	0.8501867528658346
DVL2	1.2383817025897121	0.8344567372862078	0.92716156012408
PRSS22	0.8415484885785794	1.0729669784089735	1.085484533012447
UPF1	0.7310509621051167	0.9099110643164892	1.3590379735783946
SKAP2	0.7615925127120248	1.1444937667537458	1.0939137205342295
SLC25A5	1.0948841106214995	0.7971667031935795	1.1079491861849213
CCDC109B	1.1604618908777433	1.364549433044473	0.47498867607778356
HOXA11	0.410477521495123	1.0931186920316125	1.4964037864732647
POLR2J	0.5730935587065512	0.8634983019277581	1.5634081393656907
DHX33	1.0652639270922553	1.134141924091326	0.800594148816419
MEOX1	2.678383257113456	0.32161674288654396	0.0
THSD7A	1.3768703146602752	0.9053782639210681	0.7177514214186569
LIG3	1.1093982676058833	1.09019313773537	0.8004085946587468
RPAP3	0.9625806701916154	1.0821773791406768	0.9552419506677077
ACSM3	0.8581671036017082	1.082758060726454	1.0590748356718378
AC004381.6	0.849133443408696	1.0797543486804697	1.071112207910834
CIAPIN1	0.9311349661930641	0.963730180608185	1.1051348531987506
SPPL2B	1.1201894682935805	0.6939951924295081	1.1858153392769113
FAM214B	1.0492153781031313	1.123801249431887	0.8269833724649819
COPZ2	0.8771390158078468	0.7551503131115018	1.3677106710806508
PRKAR2B	0.8627497817960189	1.628634622733718	0.5086155954702635
MSL3	0.890748197971719	1.176915328419799	0.932336473608482
CREBBP	1.0397598871476341	0.9862775237671396	0.9739625890852265
BZRAP1	1.0676503177262913	1.0054683702467067	0.9268813120270021
MPO	0.4350035036720979	2.564996496327902	0.0
PON1	2.393735558729273	0.0	0.6062644412707272
GCFC2	1.442167650242585	1.0539380807209446	0.5038942690364703
WDR54	0.8085540994714834	0.6602986243776828	1.5311472761508342
CROT	0.5112789358612748	0.7029340587813142	1.785787005357411
ABCB4	1.6905414794792193	0.31336548196167496	0.9960930385591059
KMT2E	0.9997047353676626	0.9733723960292361	1.0269228686031011
RHBDD2	1.4374510892396823	1.0858921525762146	0.47665675818410325
SOX8	1.5704136979405086	0.5911613757258634	0.838424926333628
IBTK	0.7359241449861408	1.1692635503143767	1.0948123046994829
MYCBP2	0.840579584175104	0.9543071202239463	1.2051132956009494
FBXL3	0.9168172614826091	1.0723681192376175	1.0108146192797733
ITGAL	0.839765597559643	1.8170026866955868	0.34323171574477035
PDK2	1.0127307386612374	0.8735774366870905	1.113691824651672
ITGA3	1.1773410692853292	0.86219678175434	0.9604621489603308
ZFX	0.8121971394960065	1.1208410624729117	1.0669617980310815
LAMP2	1.1074854004922325	0.8912288979090587	1.0012857015987089
ITGA2B	2.331727048173835	0.4576868069200446	0.21058614490612057
ASB4	1.1943916155542145	1.8056083844457858	0.0
GDE1	0.8506884893289796	0.9783336217836107	1.1709778888874096
C19orf60	1.139824492834008	1.0052721122648098	0.8549033949011821
CRLF1	1.6988439974796454	1.263612814374996	0.03754318814535846
OSBPL7	1.2506705479473188	0.96113721657444	0.7881922354782407
TMEM98	1.2257469451937868	1.0236082114333536	0.7506448433728599
YBX2	1.8023707899955483	0.12239314010345449	1.0752360699009973
KRT33A	3.0	0.0	0.0
MAP3K14	0.9278753387223891	1.2767946797331775	0.7953299815444334
ABCC8	1.4055042948779566	0.5017978726132941	1.092697832508749
CACNG3	0.0	3.0	0.0
TMEM132A	2.056862988074582	0.6367675632709754	0.3063694486544427
AP2B1	0.9098134769177482	1.2200214178744304	0.8701651052078213
TAC1	0.0	2.735542496605912	0.2644575033940881
ZNF263	1.09104008362074	0.7463785880118273	1.1625813283674329
CX3CL1	1.9754943653900559	1.0245056346099441	0.0
SPATA20	1.375183111353474	1.074016900672523	0.5507999879740031
CACNA1G	2.5004364428265973	0.18232100867551998	0.3172425484978825
TNFRSF12A	0.9839846871605333	1.7169228980741127	0.2990924147653539
DLX6	3.0	0.0	0.0
MAP3K9	0.6830801957329719	0.8816164927614356	1.4353033115055924
RALA	1.3942367766797987	0.9846891820208997	0.6210740412993018
BAIAP2L1	1.287656706900862	0.9834109300652746	0.7289323630338633
KDM7A	1.0893878165459812	1.0204244440698533	0.8901877393841656
ETV1	0.5039675280714246	0.968931226430307	1.5271012454982686
AGK	0.7950362255149864	1.3892576676663957	0.815706106818618
TTC22	0.3336950206316744	1.1402219578785742	1.5260830214897518
PHTF2	1.2275982849431615	0.7592948753892335	1.013106839667605
CCL26	0.6089547794822447	0.0	2.3910452205177553
FARP2	0.8967682988041061	1.1505311901476667	0.9527005110482272
USH1C	0.8111812972191446	0.9577121752828612	1.2311065274979938
GGCT	0.9641035855882166	1.1141062384798008	0.9217901759319824
DBF4	1.7079125562225703	0.9263532996452107	0.3657341441322195
TBXA2R	1.0181268659033988	1.1601219599670538	0.8217511741295475
IFRD1	1.3355729369938665	1.3653237342275744	0.29910332877855883
COX10	0.644665847440039	1.1547542523329013	1.2005799002270594
GTF2IRD1	1.1602539557918787	0.9708125480310967	0.8689334961770241
PAF1	1.216701253510893	1.06460043184848	0.7186983146406272
VPS41	0.8114200042954819	1.4281636258871595	0.7604163698173584
ARHGAP44	0.954711474590989	0.7776108339240494	1.2676776914849615
ELAC2	1.2838520398680975	1.0522278450093192	0.6639201151225831
SCIN	1.5852608853134165	0.7144287592451446	0.700310355441439
PNPLA4	2.281332574772738	0.6504302018984126	0.06823722332884921
MYH13	0.9892617169166503	0.0	2.010738283083349
ADIPOR2	0.9367869611812876	1.018532330571159	1.0446807082475538
CDKL3	1.1900046173260344	1.1446477816747738	0.6653476009991915
UPP2	1.11544050515435	1.8806567016073334	0.0039027932383172677
PRSS21	1.7036776994851723	0.042939388085899775	1.253382912428928
MARK4	1.2079149301368903	0.9247945334217395	0.8672905364413701
PROM1	0.5560258213021103	1.960888958773582	0.48308521992430803
CCDC124	1.0864299787025091	1.0890826855446438	0.8244873357528473
PAFAH1B1	0.7620594710214528	1.2336762287327168	1.004264300245831
NOS2	1.760385068945648	0.9094201720213684	0.33019475903298373
DNAH9	1.5835043559399498	0.7950224727814308	0.6214731712786191
KIAA0100	0.924635710283289	1.1315933057365337	0.9437709839801774
SLC13A2	0.3531917714875306	1.0934796740030295	1.5533285545094402
GAS7	0.8884613380296748	1.4777400372001541	0.6337986247701716
TRAPPC6A	2.113567084366991	0.0	0.8864329156330087
MATK	2.27555658159785	0.37797365987574977	0.3464697585264008
CD79B	1.3550506952499717	0.75144944082324	0.8934998639267885
SCN4A	1.9672556559999652	0.5795763074384639	0.453168036561571
ST7L	0.7863748061302435	0.9932373171337192	1.2203878767360374
TKTL1	1.215447173511191	1.0851006694644283	0.6994521570243805
PAX6	3.0	0.0	0.0
RPUSD1	1.083576217917706	0.6471616284597488	1.2692621536225452
RHBDF1	1.0783802578373405	1.1392255549470334	0.7823941872156258
LUC7L	1.3682534097330155	1.022046645746495	0.6096999445204896
CACNA2D2	0.976531505838373	1.9554296711389092	0.0680388230227179
BAIAP3	2.2792065275624087	0.4770330534696047	0.24376041896798697
TSR3	1.5048928005703415	0.6705143101316166	0.8245928892980421
PIGQ	1.2179403964532705	0.5558666048528474	1.2261929986938822
CRAMP1L	1.02894428886271	1.0191214930530392	0.9519342180842513
TEAD3	0.9438015287407446	1.2931466338892863	0.7630518373699693
SELE	0.369337474936179	2.148044333885813	0.4826181911780078
DNAJC11	0.9221635070583474	1.1595047882013094	0.9183317047403435
FMO3	0.5783701157294363	0.6761500278202638	1.7454798564503
MYLIP	0.8673722165944694	0.8880369773593643	1.2445908060461666
NOX1	0.0	0.0	3.0
E2F2	2.5824421193185265	0.23010450505662913	0.1874533756248442
PSMB1	0.9902076383216513	1.1643621211435062	0.8454302405348424
SYN1	2.2982016382370998	0.27196281313926074	0.4298355486236393
JARID2	1.2119477835450925	0.6870346168304792	1.1010175996244285
CDKL5	0.4980672850789924	0.6606330720020251	1.8412996429189823
CAMK1G	1.9695443034074438	1.030455696592556	0.0
CDK11A	1.0282903895877231	0.9792203864627969	0.9924892239494797
NADK	0.5405530511844295	0.7972647965313692	1.6621821522842017
TFAP2B	0.4249476489785848	1.290853317423806	1.2841990335976097
TFAP2D			
DLEC1	0.6560245138558003	2.157177746213386	0.1867977399308135
CYTH3	0.9860443682689152	1.3179019588942273	0.6960536728368574
ADAM22	1.233468513016931	1.6054800172053074	0.16105146977776144
SYPL1	0.5477756333623127	0.862355117614844	1.589869249022843
CYB561	0.9177363325927181	0.8153714868046871	1.2668921806025946
SPAG9	1.1638353454834665	1.2170530141690854	0.6191116403474481
CELSR3	1.8202937805154258	0.9711708941056297	0.2085353253789439
AASS	1.2566336169733576	0.7164867637948099	1.0268796192318326
PLEKHG6	1.1655860755389624	1.197236957508167	0.6371769669528706
SS18L2	0.8363481754270011	0.7603908910499515	1.4032609335230475
MPND	0.9603869753704902	1.061226742344852	0.9783862822846574
MGST1	0.8410521416490289	0.37113704387133833	1.7878108144796327
CRY1	0.8754824822849788	1.2796195841167621	0.8448979335982589
NFIX	1.3450167325364717	0.7041529548046451	0.9508303126588828
ST3GAL1	1.4122170056939463	0.8228201156221707	0.7649628786838829
MMP25	1.9470770348702058	0.6255609216218229	0.42736204350797147
PKD1	1.3340032680947678	0.7987566614418358	0.8672400704633967
MAPK8IP2	1.5897018788935398	0.19804955194652812	1.212248569159932
MED24	1.0375803637954326	1.3241895741874072	0.6382300620171601
RHOBTB2	1.7617323328528973	0.7086513050063598	0.529616362140743
HEATR5B	1.1023847196905308	0.7140438937384515	1.1835713865710178
SEC62	0.9327954914632249	1.1033437748213049	0.9638607337154699
RPS20	1.8582308602813469	0.9459843375351484	0.19578480218350464
CSDE1	0.8267848612372001	1.044004034873638	1.129211103889162
UBE3C	0.9814732662287498	1.0963390156105008	0.922187718160749
REV3L	0.8341152045321247	1.3950378625789035	0.7708469328889719
TENM1	1.3698266397679626	1.5322459171751568	0.09792744305688039
PAX7	3.0	0.0	0.0
MASP2	0.9820008156332195	0.4744392072643737	1.5435599771024069
IYD	0.3758739907340402	0.41345248997657297	2.210673519289387
FAM76A	0.9740258083416413	1.013948175413562	1.0120260162447965
TRAF3IP3	0.9542177788688473	1.2186172403704727	0.8271649807606796
POMT2	0.7982817001798962	0.7386167936665757	1.4631015061535282
VTA1	0.8593262671555238	1.0985577213555828	1.0421160114888934
MLXIPL	0.33368864482365934	0.6688666883800767	1.997444666796264
BAZ1B	0.8637287846376671	1.2661839896548286	0.8700872257075043
RANBP9	1.0406495833088596	1.2279206968665863	0.7314297198245538
SPRTN	0.8606543009437881	1.0500213457243905	1.0893243533318215
METTL13	1.1551988831488518	0.9813542267868928	0.8634468900642558
DYRK4	1.328852087008795	1.6684865950968353	0.0026613178943697617
ZNF207	1.0599201039715138	1.1515695780131485	0.7885103180153377
UQCRC1	0.9218441179125608	0.9087110648143748	1.1694448172730643
STARD3NL	0.7568500246418843	0.7965486091857042	1.446601366172412
CD9	1.2521977147369492	1.2784579582025108	0.4693443270605399
NCAPD2	1.0576617217787632	1.4918314985729026	0.45050677964833463
IFFO1	1.4274475103923403	0.6726114488485417	0.8999410407591176
PHF7	1.1565821280032722	0.3034278920660748	1.5399899799306531
SEMA3G	0.8201391944490228	1.1001019343778975	1.0797588711730794
NISCH	1.127801476655999	0.8264110535255054	1.0457874698184964
STAB1	0.9898579991110242	1.0070882822337315	1.0030537186552446
FUZ	1.0189497679844286	0.8962951012783051	1.0847551307372663
SLC6A13	1.233717924899214	0.6687791942447503	1.097502880856036
IDS	0.8691496505725828	0.942747364409249	1.1881029850181681
CD4	0.8027687366650843	1.554825303141883	0.6424059601930326
LRRC23	1.2027465454229707	1.7649094262647456	0.032344028312283876
BTK	1.5483065790141233	1.0919661950707915	0.3597272259150848
HFE	0.7876474662596303	0.7729715322716567	1.4393810014687132
SCMH1	0.9443407009832421	0.9273246447392879	1.12833465427747
FYN	1.5996965048803367	0.911092872742883	0.4892106223767804
HIVEP2	0.9799292738923671	1.3034991502376156	0.7165715758700172
FMO1	0.688897597156085	0.6668890200470683	1.6442133827968461
TCEB3	0.6985063467620859	1.1566026672895238	1.1448909859483904
LYPLA2	0.6369339774732127	1.1916866594533568	1.1713793630734308
CLCN6	1.030380375023299	0.8129184240419977	1.1567012009347033
MRC2	0.9679849431484635	1.1904620730671909	0.8415529837843455
NME2	1.5526914464340729	0.40931736378050226	1.0379911897854248
SLC6A7	0.5151666298882741	0.2528608901216144	2.2319724799901115
TSPAN9	1.1378979227223265	0.7649690351178742	1.0971330421597991
BTBD7	0.7165041783159691	1.1038538536993698	1.1796419679846608
APBA3	0.647032303811652	1.1077328554438506	1.2452348407444969
MKS1	0.8041424441581719	1.1352597520925776	1.0605978037492505
ABHD5	0.7330532316394202	1.619370621101487	0.6475761472590928
AKAP8L	1.1806755187690952	0.9029793141026057	0.9163451671282993
MBTD1	0.9119549627512094	0.9047353891735442	1.1833096480752463
UTP18	1.3886176683458769	0.4282969543825897	1.1830853772715337
RNF216	0.787076497342956	1.230583853526095	0.9823396491309493
PTBP1	0.9899975318433153	1.1826693290006074	0.8273331391560775
DPF1	0.0	2.6618035454184934	0.3381964545815065
SYT7	2.3438285584364205	0.32190671721642616	0.3342647243471536
LARS2	0.9421579292993728	1.1545988077141702	0.9032432629864573
PIK3C2A	1.0044816652360364	1.1563384900451856	0.8391798447187778
PLAUR	1.2509982311908574	1.6052713801336318	0.14373038867551036
ANLN	2.1131782293116173	0.7112405249139973	0.17558124577438605
WIZ	1.17032233293121	0.8546383263572865	0.9750393407115034
RABGAP1	0.9178279372271397	1.0630876316991498	1.0190844310737104
DCN	0.6981004827722527	1.7019099172558558	0.5999895999718917
QPCTL	1.1807767743246074	0.9906893651032973	0.8285338605720953
PPP5C	1.051422446531405	0.8561623889457809	1.092415164522814
CEP68	1.061657366604363	1.1240528261729674	0.8142898072226693
MAP4K3	0.5386112999655193	1.0845068172653407	1.3768818827691405
ZBTB32	0.6322120641765008	1.292937020307864	1.074850915515635
TYROBP	1.39926898641739	1.2559637615274655	0.3447672520551444
TMEM159	1.496457326910583	1.077961293481507	0.4255813796079099
GABRA3	3.0	0.0	0.0
BRCA1	1.2701376754944178	0.5843273616239987	1.145534962881583
ERCC1	1.10672468846776	1.2649623834814847	0.6283129280507551
CD22	2.8676891480648172	0.09892804167242533	0.03338281026275706
SEMA3B	0.7492504530850174	0.6674884914540646	1.5832610554609179
MBTPS2	1.085790487730734	0.9261310423500726	0.9880784699191935
PRICKLE3	1.2726920176224283	0.9468869969272014	0.7804209854503703
LTF	0.03572273245162046	2.955783073325443	0.008494194222936806
EXTL3	0.7361237960130909	1.0088157834146763	1.2550604205722324
NR1H4	1.1411709141476993	1.145330077407658	0.7134990084446424
ELOVL5	1.2816257482610804	1.135803897085488	0.5825703546534314
ALOX5	1.960903238007505	0.8180894049788094	0.22100735701368554
CALCOCO1	1.235788621208555	1.0602709277461835	0.7039404510452616
UBR7	0.9128762832845677	1.0033866223819101	1.0837370943335223
MAP4K5	0.9868120880891272	1.2489119219412372	0.7642759899696359
EHD3	0.848124576027561	1.0871347723541183	1.0647406516183209
PSMC4	0.9335061466041122	1.0860473943176776	0.9804464590782102
MAN2B2	1.1815808148460698	0.9233193497791922	0.8950998353747384
SLC7A14	1.24969605197768	1.6041795604710813	0.1461243875512389
CLDN11	0.4655798806669481	2.228487431401593	0.3059326879314585
SLC25A39	1.152265324453273	1.233271434391438	0.6144632411552889
MVP	0.9295625151045589	1.250581408242469	0.8198560766529721
NUB1	0.9355573787241839	1.164019687246653	0.9004229340291625
PGM3	0.6315886855526767	1.396620539040959	0.9717907754063642
RWDD2A	1.7587971009739942	0.7679399691162191	0.47326292990978686
CLK1	1.022471361988491	0.9598255720333769	1.0177030659781316
POLR3B	0.9278900255872642	0.746994628430232	1.3251153459825038
ANGEL1	0.9020024509886373	0.9162262371247405	1.181771311886622
RNF14	0.9033717359217114	1.3433506474674608	0.7532776166108276
DNASE1L1	1.5303976141455893	0.7794797401836332	0.6901226456707775
HEBP1	1.143230464983469	0.8436580145634606	1.0131115204530703
GPRC5A	1.6355479279123608	0.36822084561003626	0.9962312264776032
MAMLD1	0.8018783291592964	1.5378987255755525	0.6602229452651514
CD6	0.6425685480294367	0.8854745856952996	1.4719568662752638
TACC3	2.2378829535808737	0.6325929191808741	0.12952412723825205
UFL1	1.0360477962370747	1.0779800552391339	0.8859721485237912
POLA2	1.7163543962224406	1.0099545528052127	0.2736910509723468
ZC3H3	1.189600058558377	0.797468445976391	1.0129314954652322
CAPN1	1.0134634447276767	1.06874606868103	0.917790486591293
ACPP	0.879911831699825	1.2315421367693085	0.8885460315308663
MDH1	0.6083568382346952	0.9786370362898551	1.4130061254754496
SLC30A9	0.8887164882947679	1.306001673663185	0.8052818380420471
MTMR11	1.088540018072528	1.8000864430239523	0.1113735389035201
COX15	0.6983963784012137	1.1468458252307656	1.1547577963680205
CCDC88C	0.631598821316382	0.8341885430469713	1.5342126356366466
YAF2	1.2167117216655898	1.0632684597811952	0.7200198185532148
ZMYND11	0.8113850311562572	0.9581649057295205	1.2304500631142228
DPEP1	0.5480145262207277	0.4894341910992714	1.962551282680001
BID	0.7717177905580342	0.9823808639763766	1.2459013454655892
MATR3	1.242634642650435	1.3099709507458133	0.44739440660375124
NPC1L1	2.141484150530909	0.05435220194102364	0.8041636475280678
XYLT2	1.1744234891294774	0.9144458723964789	0.9111306384740439
STMN4	2.8685289010204613	0.13147109897953876	0.0
NUDCD3	0.9372444781224554	0.9307831143245913	1.1319724075529534
ISL1	0.0	3.0	0.0
CHDH	0.3468117452355741	0.6067863137136559	2.04640194105077
IL20RA	0.06893047689252595	0.3078595142166033	2.623210008890871
CLCA1	2.952340632489472	0.04765936751052784	0.0
CLCA4	3.0	0.0	0.0
GLT8D1	1.1156185562919165	0.8997795150601214	0.9846019286479623
ATP2C1	0.8692180124776527	1.3444659363274851	0.7863160511948626
IGF1	0.4189338828282659	0.979577826127842	1.6014882910438921
SLC38A5	1.5141105238792942	0.9914687281980875	0.49442074792261825
RALBP1	0.9243313257990872	1.1468590371778455	0.9288096370230675
RUFY3	0.8502209081365844	0.9211642279420397	1.2286148639213759
CNTN1	0.8628674464218448	1.8158500479650646	0.32128250561309096
SLC11A1	0.5613296729808749	0.9177593749171042	1.5209109521020205
WWTR1	0.8863023475837507	1.1585171957764007	0.9551804566398489
AGPS	0.7937269514978648	1.2860626383713445	0.9202104101307905
CXorf56	1.4100677433762983	0.32236124718939735	1.2675710094343042
ATP1A2	1.4198490002354058	0.7335174074016818	0.8466335923629124
TTC27	1.031777774580658	1.080488562569504	0.8877336628498382
ZNF582	1.9839854177556988	0.7365156073348859	0.2794989749094151
VSIG2	2.9114199766868674	0.0731015857386596	0.015478437574473083
PHLDB1	0.7568324065477392	0.8469504426407491	1.3962171508115113
MARCO	0.5679258686739331	2.253666806358009	0.17840732496805775
CYP24A1	0.13794212794942928	1.6018636436206448	1.260194228429926
PRDM11	1.2212581966923028	1.008267518112986	0.7704742851947106
SYT13	2.5632456859838633	0.39150876239772425	0.04524555161841246
SNAI2	0.9436607223485688	1.4059664005595418	0.6503728770918891
CD74	0.9546947484603234	1.6179720269745876	0.4273332245650885
HGF	0.7141450119442483	1.6805875650485147	0.6052674230072369
ZRANB1	0.9638294073278145	0.9909553051871863	1.0452152874849996
NCDN	0.9931958804317416	0.9905674376044307	1.0162366819638278
GPR124	1.147393651667018	1.002259635509494	0.8503467128234881
ZFP64	1.10678804206371	0.9522883619879405	0.9409235959483494
MNAT1	0.9980041886119521	1.1911017558135044	0.8108940555745434
SAMD4A	0.8374880969021778	1.8635726044933658	0.29893929860445667
RUNX3	2.0133765419211183	0.526218074414532	0.4604053836643497
MRE11A	1.4256113183629198	0.9998506513371365	0.5745380302999435
PLEKHB1	0.9405314711963926	0.6276042767126403	1.4318642520909675
SERPINB1	1.2179807050683302	1.4176212482575483	0.3643980466741211
CYP3A43	1.0170832007528616	0.5265260723477941	1.456390726899344
SLC7A9	0.46798882547800563	0.8700311458619412	1.6619800286600532
SPAST	0.8002885628276876	1.0575148269843413	1.142196610187971
NRXN3	2.465619527351427	0.271611067336638	0.2627694053119348
OSBPL5	1.151115482226453	0.5596312127408741	1.2892533050326729
AQR	0.8991586881038133	1.0293955487801414	1.0714457631160452
CPS1	1.7804717676507598	1.1905272423776447	0.02900098997159525
C8B	0.0	2.526437401579685	0.4735625984203153
FHL1	1.1744645048888125	0.8959913269674663	0.9295441681437207
RTFDC1	1.130116823122511	1.1303281278226214	0.7395550490548675
GABRA1	0.5666668540870315	1.113660843515931	1.3196723023970376
NLRP2	2.9728648972738236	0.02713510272617639	0.0
SLC45A4	1.396796759929369	1.1190013856821757	0.48420185438845503
RNF10	0.8865810996429886	1.2280300332472476	0.885388867109764
ZNF839	1.5237144621721006	0.9245977020494414	0.5516878357784578
ZDHHC6	0.9381475008012032	1.2371506162632	0.8247018829355963
GRAMD1B	0.5301029179139911	0.6534974935805266	1.8163995885054822
RNH1	1.0125687910434231	0.9757466215561251	1.0116845874004516
NDUFS1	0.6950241241933363	1.2770419364479575	1.0279339393587061
RB1CC1	0.8406793254268253	1.0256377361067768	1.1336829384663978
ERP44	0.8882638411085462	1.343485139867761	0.7682510190236924
ALAS1	0.9802086539084202	1.131734459469363	0.888056886622217
BIRC3	0.741688157656666	1.8384851398072166	0.41982670253611765
GLRX2	0.5723429656432807	1.266984376197136	1.160672658159583
SNAPC1	0.9727088340302572	1.024435630635011	1.002855535334732
DERA	1.0732158849811961	1.3076382876064958	0.6191458274123083
STRAP	1.1919830464499241	1.4102227583860292	0.39779419516404657
DEF6	1.1390826478098328	1.1264298705655311	0.7344874816246362
PLEKHO1	1.325957834163786	0.9105831885732908	0.763458977262923
GCLM	0.5127957138600894	1.1746781451587647	1.3125261409811457
UBR2	0.9802094649963866	0.9496822065398164	1.0701083284637969
EHD2	1.4282918793797499	1.0142236344000763	0.5574844862201737
DEPDC1	2.0326199266882585	0.7462962176814941	0.22108385563024763
CCDC28A	0.8622324398347558	1.0734210906185917	1.0643464695466525
RRAGD	1.185974551407412	1.1212415493055239	0.692783899287064
HSF2	1.2127895695333502	0.8545402935653593	0.932670136901291
PHF20	1.048647515062303	1.0074341422885884	0.9439183426491083
HSD17B6	0.17674327568801432	0.08065025210320345	2.742606472208782
NR1H3	1.4565640054712523	1.0127272296670198	0.5307087648617285
TYMP	0.6991243277094924	1.887641970354566	0.41323370193594183
NCAPH2	0.949260656772553	0.80223570882163	1.248503634405817
TOMM34	1.0053948602636062	1.7361054602150625	0.25849967952133146
SEC63	0.8873290311726187	1.3451556073171405	0.7675153615102409
KPNA6	0.570971935085188	0.9735412132305221	1.4554868516842903
VIM	1.7272159615923768	0.774959618799253	0.4978244196083701
RTEL1-TNFRSF6B	0.9549501191765647	1.3055496632601165	0.7395002175633191
FAS	1.103264639057979	1.6481303825323674	0.24860497840965362
RNASET2	1.3502139760345664	0.8744934259948832	0.7752925979705505
CD44	0.552762562137298	1.877391846424394	0.5698455914383079
AGPAT4	1.4960792422521965	1.228765778948604	0.2751549787991997
SLAMF7	0.9866762949858496	1.7628564017014396	0.25046730331271067
MIPEP	0.506284247011716	0.8788582572522189	1.6148574957360649
PRKCH	0.8760496497541754	0.971555605279896	1.1523947449659284
INSRR	0.32378455729705635	0.36797812274167513	2.3082373199612687
