	Human_Muscle_Relative_Gene_Expression_Difference(RPKM)	Chimp_Muscle_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Muscle_Relative_Gene_Expression_Difference(RPKM)
TBXA2R	0.5678684435542374	0.2830741281173711	-1.7327241096060217
IFRD1	0.7165714880379731	-0.22879977905104226	-0.9902708359941741
COX10	-0.015887818112659952	0.21130554153024753	-0.22901572643794674
GTF2IRD1	0.27126196660617424	0.2659677217673072	-0.759515645773758
PAF1	0.27311617940435917	-0.04305860111424917	-0.28456379093138756
VPS41	-0.8116384387708476	0.7613685986118297	-0.4438548207475752
ARHGAP44	0.35454536143285287	-0.13549706111748686	-0.3021171816345194
ELAC2	0.4935572890779376	-0.137333213561115	-0.5502756412372749
SCIN	1.4279840234560068	-2.2379411506057294	-3.361316423084947
PNPLA4	1.4525164145531215	-2.465198367898889	-3.6072290619161986
MYH13	-5.502619245898735	-4.5196501327312895	1.553039330872665
ADIPOR2	-0.06524786609270831	0.011376049910271987	0.051445135333265044
CDKL3	0.3339827024718781	-0.19550874428139736	-0.20714993830350548
UPP2			
PRSS21	-0.22475257247101033	-1.5519929359704911	0.8505750983608013
MARK4	-0.044837905014822606	0.1318659798445161	-0.09712946760121208
PROM1	-1.9067794021449322	0.9281244092411386	-0.26792682391921707
CCDC124	-0.47455402802022245	0.7498738258121178	-0.7401791210384667
PAFAH1B1	-0.8074987478606209	0.49577661679097856	0.026515078408278176
NOS2	0.30070280675870753	0.48986716444210754	-1.4582269858798051
DNAH9	0.9123951493687856	-1.5344317918051031	-0.37217455955017925
KIAA0100	-0.8127049721811674	0.2070889168458819	0.35200140625345483
SLC13A2	-inf	-0.7320045739243791	1.2617914806287291
GAS7	-0.2485149481876491	0.10859259991425793	0.11111363700445973
TRAPPC6A	0.3939627839910894	-inf	0.7536064781828641
MATK	0.6745762550923398	-0.641976281419406	-0.39017392707058524
CD79B	1.1217208018547027	-0.6240281660817093	-2.5139173864432034
SCN4A	-0.42094618717073606	-0.15403502242799536	0.43758155236597496
ST7L	-0.3346418393607355	-0.10787948704867129	0.3550930058421617
TKTL1	0.9334586277378474	-1.6330842175532956	-0.3812864295356002
PAX6	-1.9440848769591346	-0.29712229549497454	0.9457921405690568
RPUSD1	0.7674730390486095	-0.567854882240523	-0.6824751325750911
RHBDF1	0.6222060174760158	-0.1690954075898418	-0.8074956879251923
LUC7L	0.24467102224068363	0.052585660726127595	-0.36205521037368854
CACNA2D2	0.33618286492111243	0.48418459164661826	-1.5615243756421122
BAIAP3	0.6670335368084089	0.2458683564428013	-2.1431246358195697
TSR3	0.8027437162903827	-0.47704037048700404	-0.896644668397964
PIGQ	0.2792286916307406	0.3157312428282585	-0.8841364515932091
CRAMP1L	-0.41352291225578736	0.4113272093778259	-0.12138684618646607
TEAD3	0.3291264839059623	0.03763666430893918	-0.4793183305298327
SELE	1.5231490195878403	-3.077146695045223	-7.091683837275241
DNAJC11	-0.20894054910196558	0.3166662973842033	-0.16913080198364255
FMO3	-0.9823645890860377	0.5268821731990943	0.07455811840341615
MYLIP	0.10625211130936411	-0.207059111789025	0.08034443150371647
NOX1	-inf	-0.1387920654981821	1.0646902141982622
E2F2	-inf	-inf	1.584962500721156
PSMB1	-0.027448410049173876	0.16709776688643002	-0.15835138159698373
SYN1	-1.607854220907996	-2.0362233016899043	1.2798355097725262
JARID2	0.08419449619693807	0.19462958900675498	-0.330113283797092
CDKL5	-0.12271187013562004	0.7015034817490894	-1.1349781991178287
CAMK1G	0.4180754450537999	0.20894571960613367	-0.9770631547389813
CDK11A	-0.4992292363693864	0.46949695500971694	-0.1394125578420173
NADK	0.042650618398308686	-0.27751574704330395	0.19532881389493198
TFAP2B	-inf	-inf	1.584962500721156
TFAP2D			
DLEC1	0.8889264967461589	-0.10282042622087155	-2.2042890165875306
CYTH3	0.08401298196517154	0.2065123603068643	-0.3471375227780279
ADAM22	-1.4291068994641936	1.1666742699328025	-1.3819366973682419
SYPL1	-0.3075822990545879	0.07448149812857958	0.1877966145532754
CYB561	-0.12416795401685086	-0.446653337180435	0.4315951264485211
SPAG9	-0.824768906642611	0.7851092065942045	-0.48963631136438984
CELSR3	-0.09608256024614593	0.5557331152375666	-0.7502157287262267
AASS	0.029489067850450572	0.130067193461697	-0.17624292286252904
PLEKHG6	1.003643211818415	-0.31110311640116084	-2.4041691900018853
SS18L2	-0.6573801915652291	-1.1900560033762426	0.9468697416885307
MPND	0.14598193337996668	-0.09632058011794256	-0.061750517402619484
MGST1	1.2906255275895215	-1.92438971113315	-1.7848442715646298
CRY1	-0.45442232443528163	0.2797060387144204	0.07895155449565518
NFIX	-0.24473381025449636	-0.5459420351350975	0.5568801074171241
ST3GAL1	0.27542750917741443	0.5223781459641836	-1.5009266785389863
MMP25	1.3084976927943566	-2.1882136779082786	-1.7190808620679845
PKD1	0.14972732428781932	0.2246632076906903	-0.4696579520269426
MAPK8IP2	-0.5770832171126946	-0.2002453778636082	0.545256589489476
MED24	-0.36832570522513114	0.7666565616801884	-0.9323707083834342
RHOBTB2	0.2755908879325017	0.2050559430266352	-0.6511349189711483
HEATR5B	-0.4508993131461062	-0.5301957596703851	0.6562241122312659
SEC62	-0.08572612001369102	0.10320015641748428	-0.023949694177841433
RPS20	0.8029279434032008	-0.0037586485474504923	-1.9547603973698793
CSDE1	-0.5199970475572496	0.38441241334339227	-0.003902425116246887
UBE3C	-0.35430339203181244	0.43331326010972965	-0.20519475844598042
REV3L	-0.5315975179504832	0.6171957068684697	-0.36899633607616733
TENM1	0.8371908048263007	-0.14642711649786685	-1.6899073894210652
PAX7	0.35952639180543694	0.013640632833522529	-0.49920701914750276
MASP2	-0.01792551810881492	0.26766099003609833	-0.30669158306919186
IYD	-inf	-inf	1.584962500721156
FAM76A	-0.3324317285242723	0.2852059781487582	-0.01855783532337537
TRAF3IP3	-0.9091710151538602	-0.9960999757086183	0.9753774623759819
POMT2	-1.2904911403627073	1.123830218055149	-1.2794924021720941
VTA1	-0.21376500295935544	0.4433799221438118	-0.36228825623681665
MLXIPL	0.16925467772365665	0.05112230528708246	-0.25248026537340146
BAZ1B	-0.8355751019339671	0.4786170442245931	0.06520427036212706
RANBP9	-0.485656759603065	0.40532729339535606	-0.05673308840044718
SPRTN	-0.35025542987036234	0.5027234400323842	-0.32433030049627704
METTL13	0.13713988245128572	-0.19412648869698265	0.03727713203453681
DYRK4	0.8051621551723395	0.32499238016485815	-inf
ZNF207	-0.2830304219898765	0.4297311866956779	-0.266811295614609
UQCRC1	0.06258877459574057	0.09727277823043753	-0.17476367746668992
STARD3NL	-0.33930785311105854	0.04541376426570849	0.23585013914742406
CD9	0.759354395189722	-0.8977273539098398	-0.3760667174049128
NCAPD2	-0.7216222560467397	0.9863965248735128	-1.2780425166744993
IFFO1	-0.40877365705405233	0.06150962922875572	0.26685181259459484
PHF7	-0.10538347188414304	-2.18943895721314	0.8884650537797881
SEMA3G	0.014158339631129247	0.3220892223500488	-0.43440621776355814
NISCH	0.1271404643203765	-0.1254353280881196	-0.012830877852402419
STAB1	-0.4832225631012925	-0.08561518914821749	0.4246421260932302
FUZ	0.5072688871349461	-0.4242374935380854	-0.26290070300105806
SLC6A13	-1.1473459332850102	-0.593451734837334	0.9151687846982899
IDS	-0.474952801293197	0.6008092755732266	-0.3884637950503567
CD4	-0.883401167145454	-0.9115802740968434	0.9458395786874599
LRRC23	-0.4531296620911713	1.170239550782098	-5.71384977405981
BTK	0.13312047915766229	0.11979564879634783	-0.29202313991115875
HFE	-0.14331136388373614	-2.0073913634891998	0.8842767227469918
SCMH1	0.29908950866293155	0.1741820860308384	-0.6409111737457311
FYN	0.22682748995957944	-0.11214692870902097	-0.14475798213674632
HIVEP2	-0.24754715669559343	0.08062000244891449	0.13776619812384255
FMO1	0.35779916810856977	0.03716103928475533	-0.5302436093069044
TCEB3	-1.1420990524915973	0.4576891227161655	0.2308914460278105
LYPLA2	-0.3655788507148664	0.023103756488065334	0.27226138941971556
CLCN6	0.21757382242859677	-0.22064264650029322	-0.030559667362409938
MRC2	0.4167199279275146	-0.5187536386998767	-0.04820886339127763
NME2	0.6665112255027066	-1.0538943273039727	-0.10298617096543784
SLC6A7	0.19187971821559285	0.5506428470364402	-1.3473592456439458
TSPAN9	0.32013862968107637	-0.5472071886965115	0.0938385109431253
BTBD7	-0.6338178916527747	0.40200715616615923	0.04849621022643287
APBA3	-0.34923234975837014	0.6514642431889138	-0.6343372274392285
MKS1	-0.41329236124219076	0.4795098638797386	-0.2263035142819412
ABHD5	-0.7689080819019841	0.5695831485983862	-0.1061814397771418
AKAP8L	0.08706409584808962	0.15461629887081602	-0.2781145059821742
MBTD1	-0.2688023191253048	0.4978283025456625	-0.3999103983289993
UTP18	0.021285216748493617	-2.028134490624128	0.7990582388695182
RNF216	-0.6062774462725818	0.39062647422985225	0.045649818507262595
PTBP1	0.16842558422449075	0.16243277360660174	-0.4016427064833168
DPF1	0.5584516940660479	-0.5203950252041452	-0.2685887020837688
SYT7	0.3225796031960677	-0.3003123480560241	-0.0933266738222141
LARS2	-0.9965551751473524	0.718494015820169	-0.22880539362591326
PIK3C2A	0.10728152494355746	0.35612263969643654	-0.6375082850137593
PLAUR	1.2108177287017312	-1.0054316866565904	-2.4174172996546135
ANLN	-1.4100391732713193	0.48645238084588377	0.29007397826816095
WIZ	0.09288496768357453	0.09966598648292782	-0.2142838994329991
RABGAP1	-0.40976878316942916	0.3250085710062667	-0.007834705522907916
DCN	-0.1579917418104181	-0.06407923669037448	0.19808240820661854
QPCTL	-0.43759632384664304	-0.5902537309925424	0.6757347851492481
PPP5C	-0.25144782690517986	0.19799204849064928	0.01841532812646661
CEP68	-0.04735421176459616	0.6248560219591094	-1.0284585161436728
MAP4K3	-0.4709041816488665	0.5842260484104076	-0.3598358328362936
ZBTB32	-inf	-0.927116433125532	1.3068988893678886
TYROBP	0.7596363119190349	-0.3165791175431433	-0.9886056276155268
TMEM159	-0.0780651023426839	-0.0765011578624157	0.14315548426767272
GABRA3	-inf	0.33293903202541514	0.7994381953307808
BRCA1	-1.12957756361179	0.013114367533575174	0.6171280931549654
ERCC1	0.06908648614628397	0.5970786420050608	-1.1900181855415182
CD22	0.9903635887886271	-0.8034350196940908	-1.1833393743316067
SEMA3B	0.2646440950811413	-0.6503226589077039	0.21601716205969002
MBTPS2	-0.2685671360229673	0.269887323694186	-0.05268137276630904
PRICKLE3	0.14889751630136763	0.3064424289409157	-0.6112623195101268
LTF	0.6760135468610902	-0.08938188756030725	-1.1129246166171316
EXTL3	-0.5320812737479959	0.00463857054634474	0.3842966012406134
NR1H4	-inf	0.7161028918844242	0.4406986480994287
ELOVL5	0.7288786044538638	-0.6883129359424218	-0.46978832479935584
ALOX5	0.9584242673763249	-0.5099454686035236	-1.495879346975161
CALCOCO1	-0.5330342235799788	0.7781735852662044	-0.75160631614245
UBR7	-0.3221008668330671	0.08912814028684368	0.1844309367342815
MAP4K5	-0.46153902681712866	0.5867948935804398	-0.37354690292377
EHD3	-0.6001917768382592	0.6022217165040394	-0.2822962381059698
PSMC4	-0.4661648684303371	0.21160612764889186	0.16109699239399153
MAN2B2	0.42777964608548263	-0.6113930085836746	0.00039508351967908304
SLC7A14	-0.8751260475707245	0.9526900332940711	-0.9453165213125623
CLDN11	0.6489895630014463	-0.45396103852779746	-0.5106734530612842
SLC25A39	-0.32493195056055074	-0.11231061383599136	0.35225991033809095
MVP	0.177030021046966	-0.15518306185828884	-0.04182178138268655
NUB1	-0.24557203800426272	0.35785472964603293	-0.19264534293459493
PGM3	-0.5576834946821112	0.5435527942214063	-0.21248340051395612
RWDD2A	0.7249132171924492	-0.11345142311152882	-1.2418681166090477
CLK1	0.15951775169478247	-0.3516421307395011	0.13670944491607223
POLR3B	-0.41160076759512626	-0.5762611747914805	0.6576505834206856
ANGEL1	-1.0200921262747762	0.008725807952921523	0.5857783918027051
RNF14	-0.8671433668593781	0.6161784385360466	-0.12192735422714963
DNASE1L1	-0.2083037611493943	0.21519415588682014	-0.038620315005187145
HEBP1	0.519510236166828	-0.2183408906427961	-0.500262557974441
GPRC5A	1.1579550633944766	-2.605587879137326	-0.7266870777086383
MAMLD1	0.1557363084826493	-0.10233981619449323	-0.06719954007342481
CD6	-0.18717620497682	-0.18711290556907637	0.3141919591653233
TACC3	1.0168271957987394	-0.5933531486837386	-1.6723799410234998
UFL1	-0.3185715160293662	0.4119065054300665	-0.20474218689911952
POLA2	0.03787176365563847	0.031920107201805915	-0.07243755225739609
ZC3H3	0.2538447394514134	0.14037246067749312	-0.5034255215452365
CAPN1	-0.05633396371877316	0.13188013108960248	-0.08532148962078501
ACPP	-0.4675602260097343	-0.6198784726598501	0.701405067305859
MDH1	0.014761464070312742	0.1208777355016999	-0.1482899303033486
SLC30A9	-0.4268883091990774	0.06854773466029193	0.2719933159585899
MTMR11	-0.023234884959956667	0.6788806608031613	-1.2685421178290022
COX15	-0.5805642860230038	0.6565312140282453	-0.40543280842421686
CCDC88C	-0.06971424873731188	-0.017493331711538267	0.08300980426072772
YAF2	-0.37786426149813396	0.5732827816693884	-0.42950091123090406
ZMYND11	-0.5989335038345923	0.1735358763609213	0.27731696192815397
DPEP1	-2.36374341220916	-1.1184473826188581	1.2296644482308137
BID	0.6283302428205243	-0.2001394912062976	-0.7765559313634586
MATR3	0.12272270543092037	0.5789185260828257	-1.2602100295494827
NPC1L1	0.31883778708426846	-inf	0.8095582389987429
XYLT2	0.11569457215123363	-0.005648976210120504	-0.11964931015932072
STMN4	-1.7821509618004854	0.7689299222794652	0.007547156577906301
NUDCD3	-0.9345695452909335	-0.08698476897340343	0.6185328445341637
ISL1			
CHDH	-1.0519002600150382	0.5323905941887787	0.09942144876366832
IL20RA	-1.9221611222290345	-0.6508428427038374	1.0698622536617695
CLCA1	-inf	-inf	1.584962500721156
CLCA4			
GLT8D1	-0.4024850429448103	-0.11994487743346975	0.4040564285516636
ATP2C1	-0.5613049063082824	0.35285086968046536	0.06381952251203907
IGF1	-0.5479522069867284	-0.12271923418542245	0.4829048564476572
SLC38A5	-2.6286980393834876	-1.0092906244932753	1.2274451047977946
RALBP1	-0.78424971313536	0.4679705400224112	0.0512798811723476
RUFY3	-0.49421053202854315	0.5139573650375803	-0.2140926973390646
CNTN1	-0.7177026493645531	0.7052171373386599	-0.39299878516263187
SLC11A1	0.19970451198867903	-1.447937305973711	0.5704549411856211
WWTR1	0.0762368261592245	0.5565894142250006	-1.0741602817540787
AGPS	-0.5541290393166676	0.5840890466551567	-0.286586108591668
CXorf56	0.3275567668328163	-2.3081754563524224	0.6259231459672753
ATP1A2	-0.04728718280692769	-0.05299943835783259	0.09533770653885235
TTC27	-0.1445010657815805	0.06292764657379805	0.07138434587783277
ZNF582	-inf	1.3140962729395673	-0.9614662110968988
VSIG2	1.344753773617248	-1.3878583529368669	-3.680383781929253
PHLDB1	-0.05412545979263768	-0.23332603617503328	0.24628695777418497
MARCO	1.0800908641714635	-0.7921554197296103	-1.6973588261184387
CYP24A1	-inf	1.584962500721156	-inf
PRDM11	-0.17616781685083746	0.4202580859811614	-0.36441781957343417
SYT13	0.8985416035893303	-0.327180744244024	-1.5618058291247847
SNAI2	0.41028332532799855	-0.29044896022235517	-0.2286964260136566
CD74	-0.003995033305422757	-0.6962931179086521	0.4705206378457057
HGF	0.04861241322768512	0.4547978506317409	-0.7487000466525598
ZRANB1	-0.4528621009209913	0.9156716855275261	-1.3847312674427918
NCDN	-1.1470306220718836	0.17493574707252693	0.5054155789015103
GPR124	0.3135490618042282	-0.6292910055716854	0.15152737263359434
ZFP64	-0.08067811747688432	-0.2445711229393826	0.2753888348338818
MNAT1	-0.2986953661563706	0.3588152612025114	-0.14458372296048685
SAMD4A	-0.5010316209837075	0.5047580697478765	-0.19344782417561332
RUNX3	0.5994698076852418	-0.02646471657010539	-0.9913207169125328
MRE11A	-0.4053886603638637	0.3974777396817832	-0.1081700636696042
PLEKHB1	-0.03225693278714013	0.6567094071197112	-1.16608846570287
SERPINB1	0.5911922937435067	0.13416130881545496	-1.3362305396129452
CYP3A43	1.584962500721156	-inf	-inf
SLC7A9	-1.1806101164506775	-1.1471620972450327	1.075411178611071
SPAST	-1.033092707939379	0.5045906512170849	0.12778878735754542
NRXN3	0.5744197049519878	-0.3077600052288496	-0.5083491300748424
OSBPL5	0.03717889236455685	-0.509528569488814	0.34646642942594613
AQR	-0.8681085079249512	0.20757493170013117	0.3756120218256545
CPS1	0.6708953615780383	0.4935851148925169	-inf
C8B	0.23493822986277274	0.8664282408731152	-inf
FHL1	0.11150650101724009	0.28699549295381543	-0.5155060384763753
RTFDC1	0.36224497038148806	-0.08217277457649805	-0.3771792442381375
GABRA1	-inf	0.9814581148318404	0.03638381387449152
NLRP2	1.1252186069056314	-inf	-0.28867421368910495
SLC45A4	-0.2519115036259663	0.11230913194214531	0.11004245678117029
RNF10	-0.25206915845959077	0.17809853931057093	0.041126641486427536
ZNF839	0.561420386060941	-0.3885222624810303	-0.39523231635595246
ZDHHC6	-0.15168159335696982	-0.3205411335533342	0.3774346945504106
GRAMD1B	-0.49668658512769814	0.5056099114029432	-0.19835472283906985
RNH1	0.2294714207720596	-0.15042131786393054	-0.10996992988037955
NDUFS1	-0.19368081683469793	0.3707803465884878	-0.26434628408805616
RB1CC1	-1.0614471039634934	0.7503193678750463	-0.2538014005550747
ERP44	-0.12267759663864236	0.3882975595137184	-0.3720745752483597
ALAS1	0.3666902967904478	-0.26474871907590397	-0.18727198477447815
BIRC3	-0.6273516350975981	-0.4428963683462368	0.6933019151154927
GLRX2	-0.4169523692717647	0.35610439410034844	-0.042412560237388625
SNAPC1	0.0234753836015386	0.3204090404519955	-0.4443596024847915
DERA	-0.5312214055435296	0.49702530427754305	-0.1572532287041453
STRAP	-0.0005534197347142446	0.5690885075139441	-0.9523287788654261
DEF6	0.64161654082963	-0.6930317172181066	-0.2838938858494468
PLEKHO1	0.23707129177426495	0.34243677560724567	-0.8533290526118225
GCLM	-1.5112067959553004	0.6261195694759176	0.14505691013983857
UBR2	-0.5874956024183392	0.2812754870605051	0.16251171854456706
EHD2	0.11688359514108151	-0.08604007890443603	-0.03873972371572203
DEPDC1	-inf	0.8372896803175591	0.2789477056379454
