	Human_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)
GTF2IRD1	-3.0201160511429395	-2.946105326747537	-2.8303484303119197
PAF1	0.6527579218079127	0.015696085032226526	0.19250376766119867
VPS41	2.375442409726022	3.179846536995065	1.6097281186814616
ARHGAP44	5.4225608312428895	5.2072928110558285	5.891208497177796
ELAC2	0.2242998462343001	-0.888784088900182	-1.057497684657505
SCIN	-2.5904680280462964	-4.006112891941803	-0.9587805515675232
PNPLA4	-1.0934017885462761	-3.127223025165685	-3.9161052663399327
MYH13	-7.515320286276718	-7.009953641960443	-5.59196531617956
ADIPOR2	-0.21134792479392653	0.3791323779057086	-0.5366803204636481
CDKL3	1.1452126387858432	0.9378034269774099	0.2800993705809635
UPP2	inf	inf	
PRSS21	0.2128983009539736	0.9758310983813444	4.193792700806717
MARK4	1.4719240733639511	1.5310597097770993	1.5261664934699037
PROM1	2.1319233519602263	2.4954104374779895	1.9977363000309187
CCDC124	-0.5456549412432657	-0.750953711289652	-0.3255246369116489
PAFAH1B1	0.6559717159192315	1.1812939634786543	0.578015606358038
NOS2	4.480266641635972	2.7588181594209145	-1.4677043123397977
DNAH9	5.018650113283491	4.652175895950048	5.373468874756064
KIAA0100	-0.4050980030522611	-0.3904510531497913	-0.6009162541287228
SLC13A2	-2.5384183230728863	-0.5093552867556143	-1.275137965897327
GAS7	4.702508874991802	4.949554000048918	4.676695643034318
TRAPPC6A	0.6364281804974412	-inf	0.27833623993673445
MATK	7.517583467019582	6.461509990371713	7.297829401592037
CD79B	-1.511923059227913	-1.1529626848260923	-inf
SCN4A	-10.434819771980216	-inf	-11.113059820004528
ST7L	-0.26231372781940754	0.1343550198638626	0.110140572541531
TKTL1	-0.6979171525329824	-0.9157126912278711	2.6127216318277386
PAX6	6.140127100037334	6.470801578817673	6.226322616458285
RPUSD1	2.297495472444762	2.159198537873037	2.653123893492688
RHBDF1	-1.1231403598486847	-0.9400060520412465	-1.1827547907004083
LUC7L	1.3726147754589644	1.243806096289071	1.3500889355378836
CACNA2D2	3.7495605136265424	4.023691338716872	4.134551991812497
BAIAP3	6.234734652285984	4.361538343915605	5.585874888649232
TSR3	0.1342562889064678	-0.6398201539254913	-0.32218063639271255
PIGQ	1.5685677473607107	0.7798429361063081	0.5897344995287257
CRAMP1L	0.7430317716484942	1.0377582375504428	0.9099906010402592
TEAD3	-3.78183748547944	-3.5018813681836813	-4.920677561145085
SELE	-1.4266519593923	-3.5361588013202376	-5.821250522583391
DNAJC11	0.13564366045102058	0.16318164937522342	-0.04493865480380916
FMO3	-1.4238943127732684	-5.8366646023789235	-0.024613983915360328
MYLIP	-0.9584467182148066	-1.8266681701811815	-1.4258159043942629
NOX1	1.2503678316718831	0.3096505428249621	-inf
E2F2	1.7582934054618673	-inf	-inf
PSMB1	-0.8244743935632809	-0.8270338126760634	-0.22707471157012607
SYN1	6.7340331489379945	6.020221298611443	6.657408603248815
JARID2	0.3838370428854699	0.7309405233733575	0.7330074655614949
CDKL5	5.533083888202036	5.64983142627835	5.2632506938794466
CAMK1G	7.5555389068710275	7.86313241233019	6.4473660530476
CDK11A	-0.4270915717738812	-0.3303291195811028	0.270464998991019
NADK	0.4292423703642793	0.47355150747246433	1.39961549971316
TFAP2B	1.805807389214697	0.3745701485071605	1.0450402190821408
TFAP2D	inf	inf	inf
DLEC1	2.2782521937821465	4.305080376553638	1.0233581217422196
CYTH3	0.9969944055728599	1.0304675398251169	1.2167551337636326
ADAM22	4.26092884622763	4.473832227861087	4.122593411269844
SYPL1	-2.6138900925864403	-2.164524309908466	-2.5378560078653365
CYB561	3.905414474517311	3.5480310304402503	3.5593833274091145
SPAG9	0.43809435550642456	0.6440712747496893	0.28275908184075793
CELSR3	6.039747084379055	6.371787068978233	6.327571381985192
AASS	-0.44512626700209323	-0.4010548057147546	-1.4430163470256931
PLEKHG6	-inf	-inf	-1.8477739185061426
SS18L2	1.5016127311694851	0.6656193227398233	2.034425479343428
MPND	1.0940343046401793	1.100134483494526	1.2351196489001475
MGST1	1.000655569192018	-1.758357719444292	-0.14432655728122964
CRY1	-0.3059898131214724	0.06854437091030846	-0.44739999795856744
NFIX	-1.1179889694987117	-1.486750597670631	-1.0955557621449166
ST3GAL1	-1.89396062486378	-1.362662365324525	-1.1356260489795316
MMP25	0.15669979855189628	-0.16612528214912425	-2.2989741217018267
PKD1	1.0741732795253534	0.7838076258127284	0.38682580351410656
MAPK8IP2	7.723090700144775	7.469436920915907	7.877333460752284
MED24	-0.8115417000309784	-0.3912489305528352	-0.8826165434008377
RHOBTB2	3.1223909122595632	2.420334696082576	2.417889879011084
HEATR5B	2.240749072410817	2.072733576779329	2.2101986219079945
SEC62	1.4679809894033256	1.4127842285577858	1.2317011258868011
RPS20	-0.8082581320014297	-0.9250901682730966	-2.8033204822136755
CSDE1	-2.6863327755302335	-2.484246664525846	-2.9578992590653246
UBE3C	-0.8991282468458698	-0.68282960415736	-1.063191877852375
REV3L	0.05637249219343474	0.30773822879032503	-0.9111236031694895
TENM1	4.585857112053792	4.6062679735712715	4.4200886089929305
PAX7	-1.952951430248615	-0.2756861660908361	-inf
MASP2	1.322030303350738	1.9679561058902602	1.658907077373566
IYD	-inf	-inf	3.6065872634023113
FAM76A	-0.48585704004844793	-0.5740844230148535	-0.9657241502792249
TRAF3IP3	-2.0341546044313565	-0.9376337542756422	-1.5079275401150434
POMT2	-1.173413339192141	-1.281804629386074	-1.197749874653146
VTA1	0.0023087382327373457	0.027139289021904503	-0.4298524628201973
MLXIPL	-0.4960521885511893	-1.0656615582978743	-2.035531055713353
BAZ1B	-0.18168591787714486	0.5880355915012176	-0.06443154100823413
RANBP9	0.264472083318498	0.24629053588866828	-0.265298416646211
SPRTN	-0.4412537579581937	-1.2656215430426325	-1.011579565645226
METTL13	0.48511456280935894	-0.14946600642861357	-0.5352781542502908
DYRK4	1.2813586894150955	1.3963573539854608	-0.5038717580087215
ZNF207	0.08006986398115884	0.13400703159233798	-0.45285139615946984
UQCRC1	-1.770483862372038	-1.7984685311315924	-1.3704786965912548
STARD3NL	1.7016991603806566	1.9665935223954785	1.5704721304665552
CD9	0.46616896399361357	0.6935876562681113	0.24802048738550297
NCAPD2	-0.425097442621173	1.0799065832381873	-0.7113172202041544
IFFO1	0.5581351056308927	0.5611698117146728	1.1843433940571637
PHF7	-0.05666977619748587	-2.4604855490388893	0.06519857450009435
SEMA3G	-0.7906256578131987	-0.977856202469358	-1.8971376023412825
NISCH	2.58687586991761	2.199390909585086	2.77284851877575
STAB1	-1.4401489256134146	-0.7193468013447014	-0.5916176203992135
FUZ	0.017371620740955915	-0.3929132527296928	0.47559585108965496
SLC6A13	3.409409566788963	3.2516943876200917	3.280683775457132
IDS	3.598064469380357	3.8108591958054134	3.0143984704335014
CD4	0.024584707131139135	0.3199754794316571	0.6906547053277532
LRRC23	0.642295960618938	1.5197641096770598	-1.6081912358799686
BTK	-0.2325157849217298	0.8543016151811336	-0.0634768572674431
HFE	-0.9173292390885781	-0.7756151988371298	0.15226751046368509
SCMH1	-0.6011121654660062	-0.7850811705124638	-0.9495480858223072
FYN	3.4248992933355167	3.1335745924315423	3.108295510009988
HIVEP2	1.4671689101167418	1.3778941015598671	1.2771247371731558
FMO1	-2.4512386621566207	-1.0686808024219874	-0.5048342711321492
TCEB3	-1.593414540418141	-1.3592867071007253	-1.5520451472635437
LYPLA2	-0.37413433688157716	0.04091457049083535	0.6350196161405178
CLCN6	2.434355776895527	2.4231699798556168	2.0461891668180137
MRC2	-1.0791789481174077	-1.2977718018854996	-0.4964322453604114
NME2	0.2644391994874187	-0.8551928551983522	0.5551159328485191
SLC6A7	9.412966231835341	8.903048151764775	9.606437914220475
TSPAN9	0.2834202447947128	-0.6069417423234501	0.39328675136780383
BTBD7	-0.4776042929467822	-0.20459113435584242	-0.7851837204730835
APBA3	-1.4648709858967106	-0.7454007312179857	-1.1428697887525563
MKS1	-0.0723159132577087	1.1975982359655288	1.0267564425200975
ABHD5	-1.480511495056728	-0.9563006542520375	-1.7433667307216478
AKAP8L	0.45489492244249896	0.5900445253828405	0.7295500375863346
MBTD1	-0.2283520403490609	0.5538414683260952	0.15553229894980777
UTP18	0.6588542499346071	-1.5353651796352386	0.5302500785140677
RNF216	-0.7178902647656018	-0.27700228464431254	-0.9901186409238273
PTBP1	-0.20294234805382438	0.13379986000237407	-0.7208017288554731
DPF1	7.948334084963006	8.12612246789376	7.881594079340661
SYT7	5.692179419897278	5.38017351122581	5.67469637978828
LARS2	0.3038680369951549	0.4213155654060154	-0.4803880861759238
PIK3C2A	1.681751947959285	1.8355486413726336	0.6332179291488454
PLAUR	-0.18439179984020593	-1.5078722015508508	-1.1434106948072675
ANLN	6.49544335378676	7.025005615367968	6.1202838645964315
WIZ	0.8186918696275095	0.5962679102513366	0.6990194121657458
RABGAP1	0.5598994655308128	0.7745905706458308	0.28379298442476303
DCN	-3.102831252469562	-3.256180304797588	-3.7305650299226003
QPCTL	1.9247292677925476	1.1025679410971188	1.2470810651788986
PPP5C	0.6612766928718573	0.592133063683176	0.48455114308028946
CEP68	0.19692392841227055	0.09578024486379057	-0.6444198819214594
MAP4K3	-0.06291246306165793	0.42185235745560634	0.02989865543834343
ZBTB32	-2.1062643135523524	-1.1542884501807962	2.3060044674799225
TYROBP	-0.24736910013126015	1.3466346037168564	0.25995023501668857
TMEM159	-3.8235859761767976	-4.637932546124854	-5.42008786639772
GABRA3	8.402248450660142	8.278201304643396	7.9504915120306405
BRCA1	-0.3216390414819804	-0.6247079546814398	-0.19012871194542283
ERCC1	-0.3980786377054527	0.4521570081006524	-1.3972927488755753
CD22	5.300040904606449	4.991490402264381	4.220801336239516
SEMA3B	1.9392169580641618	1.8006853897000288	0.7104236668498121
MBTPS2	0.216444923494216	0.2517595026587492	-0.6722034927142342
PRICKLE3	-3.30565724246086	-3.527343677777957	-3.687801453846076
LTF	1.5682064310669352	-1.6844223339128543	-2.9188861762441176
EXTL3	1.0984954196833197	1.1008090500777266	0.8496691223780447
NR1H4	-inf	0.7794713166507284	-inf
ELOVL5	1.759340737355648	2.1954866085136184	1.3621447124855648
ALOX5	0.04219354422720706	0.7793403664720254	-0.4758372939257433
CALCOCO1	-0.9451669284153089	-0.4894586202732871	-1.1288148958690847
UBR7	0.49705770779922925	0.9641329290664344	0.5475961940061803
MAP4K5	1.2226587343115354	1.464090880747147	0.3129311746831663
EHD3	5.261469281893797	5.059722645644365	4.959327249220094
PSMC4	-0.25237155319750987	-0.27872436560421077	-0.28276298337658645
MAN2B2	2.883339964646458	1.6491841846056123	2.1244768489907173
SLC7A14	8.293663075365373	8.778977083510542	8.435130797475447
CLDN11	5.33472508888929	5.771014037500304	5.643216228874236
SLC25A39	-0.17500447425052773	-0.05690680716735608	-0.5911578528478995
MVP	-0.8705564972883948	-1.150299397842619	-0.05671513866135386
NUB1	-0.5201955506273401	0.003379194492270221	-0.27238697411228874
PGM3	0.8419811332893247	1.0834598627651368	0.5373660627122918
RWDD2A	3.2169146001440647	2.78420456168476	2.7331976173711565
CLK1	-0.3323693774529278	-0.4357506444193784	-0.3277954038658099
POLR3B	0.3386766892791051	0.34044031027818594	0.7358246624060172
ANGEL1	0.5199915959397674	0.7840291063083137	0.12668329537596015
RNF14	0.077068522340264	0.18966672343388616	-0.5014875893017102
DNASE1L1	-3.2629420764010564	-4.915165426523144	-6.630657196894243
HEBP1	-0.02248962429342091	0.517595736021223	0.4343811598731962
GPRC5A	-0.9378422662899066	-3.4207722172223796	-2.965643196170172
MAMLD1	1.9621105905263416	2.116615509748013	2.1645489596408325
CD6	1.9688553367803954	-0.2309374988645677	-0.1181512895671567
TACC3	1.0558625499710828	-0.7665141965109915	0.4367831208122406
UFL1	-0.5317138433986995	-0.3161670281505983	-0.645530994296744
POLA2	0.6118810320202525	1.1035191636848845	0.4339964420818302
ZC3H3	0.005640114364711744	0.040209412299391595	0.062270746200901984
CAPN1	-0.11713719334881445	-0.09778119435615587	-0.3552398051601461
ACPP	-1.2948043964800504	-0.8705212617409451	-1.1675189450489736
MDH1	0.5726200684470045	0.4834926339654166	0.44383959113449745
SLC30A9	1.5384167168392966	1.619150775107225	0.8938618339837432
MTMR11	1.3132665735530296	1.4146374426883355	-0.05850460102510517
COX15	-0.4804758961722063	0.005200695441366145	-0.8496478007161005
CCDC88C	0.8954620568114966	0.038122984449786526	1.4470997568151476
YAF2	0.2826082731788886	0.4444785616834107	0.2766279063202644
ZMYND11	0.642696083117446	1.0562454478369636	0.9020489456518612
DPEP1	-2.231660043311992	-inf	0.5153902586458243
BID	2.537295873919937	1.5906683898217453	0.41911259509564586
MATR3	1.6625478127714064	1.697150036578379	-0.12103362672100995
NPC1L1	-0.5619935257103621	-inf	2.3420536103919245
XYLT2	0.5890289302136597	0.8352290467773632	1.3901734596059687
STMN4	7.737936247345678	7.674443054431518	8.246850134504948
NUDCD3	0.5689298692422006	0.5521412680419419	0.40284447483759744
ISL1			
CHDH	-0.21111697520032585	0.0689387583656174	-0.17951382021980142
IL20RA	-1.1701190984604555	-0.24754893904105713	-0.716008602884513
CLCA1	-inf	-inf	8.076026922302933
CLCA4	inf	inf	inf
GLT8D1	0.7560485342904615	0.7060205365823324	0.28113945893016057
ATP2C1	1.6767013418099714	1.6485012330566569	0.6781601143519861
IGF1	-2.3865288356989356	-1.4203745418573748	-0.701569872675784
SLC38A5	2.367251604520607	2.966306491944175	2.6785674638585353
RALBP1	0.039322947672502766	0.3008831187820909	-0.22317688694494575
RUFY3	2.6894415792578696	2.958968458915247	2.058413586491653
CNTN1	7.025461343224921	7.482102850158605	7.0288008114129665
SLC11A1	-0.9489072492096253	-0.9237989507029695	-1.1757332348282201
WWTR1	-1.0566008362790196	-1.2927709209058507	-1.9034973277802583
AGPS	-0.4508660616063886	-0.4370080198608283	-0.6973829702219977
CXorf56	1.346268301579982	-1.287003400545678	0.4412154188038106
ATP1A2	-0.939059289500822	-0.4302034337343383	-0.6951756137303791
TTC27	-0.7710199243867564	-0.8451661554921742	-0.5978994429964279
ZNF582	1.114667136398629	1.860819017862614	-0.13834420548699308
VSIG2	-0.24900615181105254	0.033998710241927944	-3.1939813991248895
PHLDB1	0.7990287129393702	0.5627202515764319	0.7558548709971729
MARCO	1.1749794209471915	-0.2226211068507536	-3.7734190239917424
CYP24A1	4.59630385469081	1.7190872471056862	1.4822994679446624
PRDM11	1.6428336697593726	1.4704746890314644	1.307289988367975
SYT13	5.562812205654165	5.804519068872592	5.625103855102763
SNAI2	-0.6076838442734859	-2.6477519800610576	-0.4577869466774015
CD74	-1.7821035096139564	-1.1025063081255027	-2.1638265422996836
HGF	1.5818912590154182	1.9495834960973752	1.2022143067172908
ZRANB1	-0.7479041182584831	-0.7908448547018957	-1.700241615455867
NCDN	4.720388144429541	4.758601653584724	4.948961853017271
GPR124	0.19209028731892472	0.14069055519769275	0.2695377569822933
ZFP64	1.458026086441223	1.183060586779885	1.0501401282927267
MNAT1	-1.374815181573534	-1.2470623202143278	-1.9913632446718401
SAMD4A	-2.444915297824612	-2.0386956874238593	-2.4341267145958985
RUNX3	-0.04621166693486302	-0.2196641362111852	-0.8285684467853851
MRE11A	0.32066151035916723	0.5645063107184279	-0.15827756057765202
PLEKHB1	4.680137090155721	4.549411648946781	4.300134114446011
SERPINB1	-1.7175363898851614	-0.8653074590137666	-0.6803025727081878
CYP3A43	2.702393737849506	2.1065400914027825	0.3109515560088003
SLC7A9	0.8997237059377539	1.3677812118850865	3.9902921319344005
SPAST	0.9113814713568408	0.9470156126596204	1.0054684148435782
NRXN3	7.233816930203447	7.298061845693312	7.031873905928653
OSBPL5	1.6233805806303487	0.7990946915929195	1.4331744626074925
AQR	0.31018244528599415	1.1513498400544222	1.1966982273022109
CPS1	2.8752437701782685	1.3132193028940746	-0.20749606477326324
C8B	-inf	-inf	-0.4086834807982531
FHL1	-5.625629536008646	-5.891540678415164	-6.049777967365918
RTFDC1	0.20046869770552772	0.1382634822277374	-0.45514890174155187
GABRA1	7.658667153895698	7.656896660974805	7.246466813875436
NLRP2	5.728875237339517	-inf	-0.6431959925225278
SLC45A4	2.3400950371782323	1.9495679510004957	2.1736031440892147
RNF10	-1.2117503580416948	-1.238003176617103	-1.59248985410146
ZNF839	1.1395772337968815	0.7961169080156265	-0.49167242014712925
ZDHHC6	0.6593058284711496	0.4015516994808469	0.5525734411422432
GRAMD1B	4.434781869695188	4.613944823425884	4.821185836851258
RNH1	-0.40154082350782555	-0.2952229090268597	-0.4101770992148411
NDUFS1	-1.5052573823815596	-1.1501354773909434	-1.7807331377464608
RB1CC1	0.4203593163334289	0.39331938535807526	-0.03048595708036389
ERP44	-0.3436828593327043	-0.08738628595765975	-0.955519970809449
ALAS1	-0.490305484309727	-0.5212914006862324	-0.8987452905916747
BIRC3	-1.6314067500174751	1.3918220388573797	-1.0771560723526785
GLRX2	0.24092787914497296	0.2590516632146453	0.5970772817126144
SNAPC1	0.5190986181947118	1.0157102073714055	1.0767520650835367
DERA	-1.411803593719211	-1.6140048467921364	-3.129766747527198
STRAP	0.4814974850648219	0.2605743376157864	-1.4564802485687192
DEF6	0.9229605476767835	1.153491074428223	0.9981749222342844
PLEKHO1	0.5773210250631103	0.5303391241988383	0.7626056936678498
GCLM	-1.4848761911225556	-0.970701731543647	-1.8964661849440825
UBR2	-0.925111553789283	-0.7481327865465118	-0.9447846329525366
EHD2	-0.9790907696173683	-1.1571682598282929	-1.016868661730589
DEPDC1	3.288574100000687	4.536308708248981	0.15954625359178812
CCDC28A	1.8370849769632784	2.1383308273217705	1.4141638788373536
RRAGD	-3.046312524767715	-2.5663636694680685	-2.9070162272552933
HSF2	-0.4855306964932887	-0.5699656552660248	-0.9148885160250757
PHF20	-0.22731783310778772	-0.0825037178702639	-0.4313027551352078
HSD17B6	3.1591990676888106	0.9732332520949539	4.651576435341453
NR1H3	0.25725576177724396	-0.6381056097253057	-2.0086922108605996
TYMP	-2.3887439586055415	-1.8380902055762476	-3.234934643065587
NCAPH2	0.9434648043946198	1.2820649940399083	1.5140076685474129
TOMM34	1.6835838185609973	1.8996584732526645	1.3190402338765979
