	Human_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)
ICA1	0.24781023305986769	0.2577733535237816	-0.12506208446918132
DBNDD1	0.3436400209417579	-0.3395082415916635	0.31119516312060713
ALS2	-0.5124479261730824	0.11402553427391876	0.6009588326684344
CFLAR	0.43474345183872826	-0.0587570978472032	-0.01706860691602506
TFPI	-0.21817043430516342	-0.07854317301502972	0.5785345782580213
NDUFAF7	0.3235566371006085	-0.38022843608558554	0.3564506354498096
RBM5	0.11969668593008671	0.19207891554845644	0.09907277984382323
MTMR7	-0.43678622706982323	-0.05540925029435007	0.6770797869598593
SLC7A2	-1.2524605244575138	0.47362345059009725	0.5769338197462859
ARF5	0.11478548575776765	0.2918848726360606	-0.010210980026723578
SARM1	-0.4960915263327298	-0.04496727621959503	0.697474186399917
PLXND1	0.04018977541153434	0.23961290830056609	0.12575039956537437
AK2	-0.380666473406044	0.5521372981770792	0.09174860842011567
CD38	-0.6787707611726774	0.08139870719501183	0.6935510589049073
FKBP4	-0.2711284128700523	0.267216567298792	0.3423785928093359
KDM1A	-0.12272939135905817	0.24937181789541737	0.25442734226494945
RBM6	0.5090638907682744	0.4328513859828098	-0.9241946851951516
CAMKK1	-0.9603086494905253	0.36837135306363167	0.5802982620811067
RECQL	-0.06371503585550001	0.3888127283701073	0.04807909774848063
CCDC132	-0.17583720134679945	0.33627014814843925	0.2044636977895469
HSPB6	-0.29791360031249453	-0.957985846141169	0.9795110291514698
ARHGAP33	0.05536137414303446	0.3585568816907216	-0.03100551494446081
NDUFAB1	-0.2910490049591968	0.004576947566527481	0.5651242238468094
PDK4	0.763370536755246	0.2601704531105296	-1.304262364590616
ZMYND10	-0.028585773235833903	-0.2545333008201958	0.5669231419630147
ARX	-0.24686943865314045	-0.18220210387620916	0.6561945074945906
SLC25A13	0.12596716800003147	0.3419941438600523	-0.0873446478906593
ST7	0.06254074566532196	0.284129570600776	0.05383611593056534
CDC27	-0.02152194610368228	0.18338426290163856	0.2378850657903558
SLC4A1	0.9408782419072137	-3.321928094887362	0.35648584619637075
CALCR	-3.321928094887362	-3.321928094887362	1.632268215499513
HCCS	-0.19297794031403415	0.14495584768637992	0.3999968666797685
DVL2	0.368686076536067	0.10209167486642276	-0.09619792710799067
UPF1	-0.30844790646807085	0.1404154264696666	0.4753625054905551
SKAP2	-0.002381365166823054	0.553083952252769	-0.2611361094922461
SLC25A5	0.15397511022250213	0.0928584474038098	0.16464205162220183
CCDC109B	-0.6684306726293112	0.562163329755242	0.25619875735330844
POLR2J	-0.6640105450532083	0.03584065098947695	0.7169685966402242
DHX33	-0.3255982090670789	0.09051426378148908	0.5233440560192965
MEOX1	-0.018785459975465112	-0.1518176565335946	0.49857868413335016
THSD7A	-0.8717260920041812	0.21540841058997875	0.6712705799847137
LIG3	0.0829706768282853	0.1841878954930052	0.14355794316240247
RPAP3	-0.023188852851914094	0.021208135471857213	0.3797716121382549
ACSM3	0.4518421407197702	-0.06128385417240265	-0.03829738381688346
AC004381.6	-0.01829568530067867	0.5822480099040698	-0.2943826486470663
CIAPIN1	0.12950110033719378	0.1457707471105843	0.13719280460331243
SPPL2B	-0.34111004951549956	-0.22597537303319182	0.7273102003082542
FAM214B	0.2354602633979258	0.11933068178654882	0.05170192431701407
COPZ2	0.353238893010687	-0.49907961002001083	0.39508111778842797
PRKAR2B	-0.2741518642645559	0.4479295466788822	0.1492365527852322
MSL3	-0.000388555666987132	0.4752228810273259	-0.13584543736322058
CREBBP	-0.18469863545094464	0.1422306579107861	0.3967699663175437
BZRAP1	-0.1834176984724069	0.2830439331539318	0.26618830964109813
MPO	0.12991766315102896	0.9716794631704637	-2.031229386810422
PON1	0.8379178292498357	-3.321928094887362	0.4982830262462569
GCFC2	0.8461530625784823	-0.01821933424067484	-0.9577806815201448
WDR54	-0.15245218293077578	0.30225508249461325	0.223063886586272
CROT	0.07622307018115712	0.43496069727478803	-0.16186052296064377
ABCB4	0.504003539560415	0.0848504323095337	-0.2840562093495167
KMT2E	-0.17713945381449656	0.19589298640648214	0.344955869986815
RHBDD2	0.3531254087209478	0.2019844750004561	-0.19694544083266827
SOX8	0.3465393647755133	0.1844614995028849	-0.16472215374893212
IBTK	0.11833595949960958	0.30517670074162156	-0.03069598140237073
MYCBP2	-0.4481153413429131	0.17698472968314818	0.5225395385084972
FBXL3	-0.22395978172066822	0.06382944591898206	0.48393319567587595
ITGAL	-1.3537704660280774	1.2068904093516872	-0.7361569810562809
PDK2	-0.0027443942940568776	0.06274742255975503	0.33049824728495036
ITGA3	0.11223590721536308	0.3111402558687636	-0.03148901052456931
ZFX	-0.13425371596777366	0.07391557000937755	0.41823250209836066
LAMP2	0.47208889095032963	0.19767593683023965	-0.3845193253198697
ITGA2B	0.20437479509732534	0.7031636264980876	-0.9441322786356653
ASB4	1.1907574590631957	-0.12457474673763218	-3.321928094887362
GDE1	0.005327261143731035	0.2548131975216262	0.14158890222895662
C19orf60	0.37196435597892175	0.21005280829144402	-0.23589882660802913
CRLF1	0.71675873501347	0.4454317967248288	-1.7622264392684468
OSBPL7	0.02948985788541037	0.15826371286840432	0.21835409783945775
TMEM98	0.571367802806955	0.34306171249920736	-0.8740245730486587
YBX2	1.3303780048346474	-0.5451619733015305	-3.321928094887362
MAP3K14	-0.47262750708562196	0.0017521145044109357	0.6582195933605387
ABCC8	0.0023536077105431215	-0.4666258381371956	0.6550881577256741
CACNG3	0.08874980957844263	0.19880163179014762	0.12274848035415706
TMEM132A	0.39931011533490396	0.0010964397643100244	-0.02861259865993271
AP2B1	-0.20462622356510368	0.3315559606294761	0.2312686065651267
TAC1	-0.4725966936579192	-0.44578840530270103	0.8837386518989535
ZNF263	0.12278054291532099	0.02731862544641499	0.25344762826708683
CX3CL1	0.566856935802198	0.7813237042464382	-3.321928094887362
SPATA20	0.5069956659133676	0.3787140768699303	-0.7890381988939189
CACNA1G	-0.5807445021187844	0.06989645480789416	0.6615124795053653
TNFRSF12A	-0.02125174089140299	0.7582175579117114	-0.6821796133187701
DLX6	-0.29878419109086923	0.061743413653980235	0.5294077104842946
MAP3K9	-0.6840399126367488	-0.110308813453826	0.8083359162190484
RALA	0.10189180070784915	0.17584523305299182	0.13381887068607237
BAIAP2L1	0.7092359102183046	-0.4115859132503976	-0.13089371634863728
KDM7A	-0.4933938516893621	-0.11651596707166584	0.7374578041947576
ETV1	0.24049594786373305	-0.3445490932422383	0.4125617334465353
AGK	-0.37244942527268404	0.5021354065899477	0.15214676082807804
TTC22	-2.3794592460558603	-1.530341185349145	1.4655164362686632
PHTF2	-0.11183738912988886	0.4443443006006116	0.01990928757266273
CCL26	-3.321928094887362	0.8031050421104019	0.5411654488745345
FARP2	0.1870328278594014	0.020757255227932713	0.1979763639174742
USH1C	0.5834569209854027	0.18468858440849173	-0.5885890360745737
GGCT	0.3242379085816657	-0.16746625825938188	0.21112686542277875
DBF4	-0.5896545271420783	0.06798909503864814	0.6665234117121451
TBXA2R	1.632268215499513	-3.321928094887362	-3.321928094887362
IFRD1	0.1729833359178156	0.2630767843781881	-0.040115086485632216
COX10	-0.6077440411864421	0.143382308135224	0.622261744813434
GTF2IRD1	0.15869132817589415	-0.01914037799567085	0.2593091013444075
PAF1	0.42250576053670424	-0.01673163935208269	-0.04204510599043262
VPS41	-0.36473726081934404	0.7008748536797366	-0.15537410424149498
ARHGAP44	-0.3624643780218433	0.028250107345692745	0.5872601125568679
ELAC2	0.5941351171048574	-0.2508079059426372	-0.07398993439366272
SCIN	-1.3008114926086582	-2.284227966744821	1.4269661730704897
PNPLA4	1.2013986206016827	-0.60486950401735	-1.54437520622266
MYH13	-0.6944557441476611	-1.1647082217307365	1.1609222167276236
ADIPOR2	0.40052594970039634	0.3661943846130736	-0.5331115413164194
CDKL3	0.5633228655418226	0.23635741720887915	-0.6341581445952427
PRSS21	-3.321928094887362	-1.4557176756345853	1.5035656666047925
MARK4	0.03305500332083246	0.2657081284251898	0.10379641365103294
PROM1	0.0824786817608296	0.003276902130262126	0.30904855047977425
CCDC124	0.3691763754844591	0.21539462640051793	-0.2389474423285152
PAFAH1B1	-0.5338521592989585	0.36197456250093923	0.4050211502567514
NOS2	1.1852535354111304	-0.17092080389029593	-2.860494880067318
DNAH9	-0.026816748437292235	-0.7822589119494674	0.7965650309948602
KIAA0100	-0.09270833706276138	0.17257159261028784	0.30471389149835926
SLC13A2	-0.8567967526716929	1.4048065711253228	-3.321928094887362
GAS7	-0.46137388878552876	0.29615613473114927	0.42850386651720523
TRAPPC6A	1.632268215499513	-3.321928094887362	-3.321928094887362
MATK	0.5390532910780267	-0.32993335000882307	0.07232267493696667
CD79B	0.5732985134180703	0.20760903124623	-0.60536382075374
SCN4A	0.4877956672543714	0.18323774030909382	-0.3916256520979073
ST7L	-0.11816595833004075	0.02944148129502106	0.44150990679408547
TKTL1	-3.321928094887362	-3.321928094887362	1.632268215499513
PAX6	0.1103606466406526	-0.7318723240111051	0.6945503677140251
RPUSD1	-0.3075423895765972	0.013349605491634586	0.5682138602459219
RHBDF1	0.25382902442240113	0.04230697345513342	0.10818757115536583
LUC7L	0.3930650693669509	0.19548852447453888	-0.24860861335798168
CACNA2D2	-0.45007380161415156	0.06971860322495807	0.6026304169389253
BAIAP3	1.0843486749681646	-0.811165238230547	-0.7139216183844208
TSR3	0.5409844219394259	-0.05383458202593332	-0.18170130025088932
PIGQ	0.3413971066065053	0.28308753729666974	-0.29296850253450335
CRAMP1L	-0.3707857934822719	0.20140792496267454	0.46133883731549474
TEAD3	0.5672068184769196	0.3384353686697189	-0.8521379203901889
SELE	-2.100175007412023	1.4649448030469878	-1.7072608468248478
DNAJC11	-0.08506578065564424	0.26207144265548915	0.2117089472478438
FMO3	-0.011555400566810502	-2.1336087586099404	1.0566462904778746
MYLIP	0.20306898247883998	-0.004343217519208772	0.20396716966540865
NOX1	-0.6968656141085992	1.1250093398288692	-0.994070123430477
PSMB1	0.14875339687535766	0.09844097433765225	0.16449407642554978
SYN1	0.04374663104666291	-0.016054059730650095	0.35645808852108457
JARID2	-0.15629220568739405	0.04697761373937911	0.45372654165175164
CDKL5	-0.5032370714339426	0.2175037661791969	0.5177876474667811
CAMK1G	-0.25099943212233683	0.5512259768719394	-0.008166306281549377
CDK11A	-0.1411427683163731	-0.1140829388454849	0.555060219409857
NADK	-0.37561544488990456	-0.20960558903190604	0.7350454034889758
TFAP2B	-3.321928094887362	-3.321928094887362	1.632268215499513
DLEC1	-0.9601143277774101	1.138202091805949	-0.7736929634057448
CYTH3	0.09094887545589352	0.08620874845831308	0.23063678856262587
ADAM22	-0.6304387100412423	-0.027970716239046213	0.7426281298085606
SYPL1	0.43507687558868285	0.02390907543984075	-0.10267199445650944
CYB561	0.23588595337898186	0.23520432114713766	-0.08116060301677874
SPAG9	0.08286635248770532	0.020154955567972116	0.29491346844531574
CELSR3	-0.4591628520949578	0.3493363158233965	0.3769763873149346
AASS	0.6606819862745876	0.07261108548501326	-0.5830478359987064
SS18L2	-0.03588226984408876	-0.4256456598958472	0.6599788675436572
MPND	0.12027409511249497	0.4307071559574299	-0.2089535459449526
MGST1	1.2648046644707511	-2.1440728580293635	-0.5760172685444958
CRY1	-0.1774746179447934	0.10582264317489112	0.4218482525980132
NFIX	-0.08418132101233071	-0.10035818437624663	0.5098264958023694
ST3GAL1	-0.44267099419339734	0.05772160989160137	0.6073024887325229
MMP25	0.9078628444413327	0.08340311944919107	-1.4571114334011201
PKD1	0.2169054123164908	0.34353404051077124	-0.20273613544035607
MAPK8IP2	-0.18266851807998608	0.18005329977728238	0.36289341362490307
MED24	-0.21453156725119626	0.35210385730524857	0.21630387078712163
RHOBTB2	0.020898137292626455	0.009348511033761605	0.35491266281358497
HEATR5B	-0.024967313686070657	-0.1615117846356681	0.509006080493532
SEC62	0.3553186818616115	0.059309355708579425	-0.030965532268443303
RPS20	0.6898031693705359	0.4466428955185393	-1.6256166121517852
CSDE1	-0.0562873050463298	0.23017280746836186	0.22068736213950996
UBE3C	-0.2069087744150832	0.22683348801060763	0.33724843883617195
REV3L	0.07537242459367466	0.4635951887163565	-0.20524217300114062
TENM1	-0.08064683209678582	-0.05040388381712432	0.4737354567379225
MASP2	-0.3200354840179373	0.23064851595620026	0.40663195567817034
FAM76A	0.05796348710574789	0.06267899722728365	0.28048293008502445
TRAF3IP3	-0.45416224813964434	0.590032637137785	0.09056254432510492
POMT2	0.2317389190887707	-0.07378489491666322	0.2334077087540148
VTA1	-0.26739788964721656	0.31354300591113177	0.29446178711913706
MLXIPL	0.6443598623288188	0.6826863408840822	-2.923264262497717
BAZ1B	-0.2404999840576326	0.3476272421208898	0.24010909358022137
RANBP9	0.05330099354548761	0.26877149207873435	0.08076969944210387
SPRTN	0.11237017051064147	0.018918589166717868	0.2699876947758224
METTL13	0.32397614461029023	0.0058803313259673026	0.06231514582721754
DYRK4	0.593104769254886	0.5239625702126973	-1.4997643204934499
ZNF207	0.027455996222121335	0.24663781654382563	0.13007132225673307
UQCRC1	-0.02742660097225442	0.13013000189737015	0.29212066091141864
STARD3NL	-8.468644745622237e-06	0.3271481288517567	0.06415837473360349
CD9	0.6288392947609199	0.23389664025855603	-0.7916760580503338
NCAPD2	-0.16445420390448648	0.7128344024998975	-0.3794831896507456
IFFO1	-0.1138047115035703	-0.012388096338348583	0.4692632997373787
PHF7	0.0984877924201307	-1.1561232456734891	0.8323899317206648
SEMA3G	0.5052629494652039	0.18884793254809104	-0.432912459713698
NISCH	-0.1357479607824886	-0.011003064024287659	0.48274495349774194
STAB1	-0.8610733695218354	0.7206012801831222	0.13958542595670326
FUZ	0.27606566394002563	0.08816477752126244	0.037163920983594875
SLC6A13	0.5880727057710985	-0.012094529142321219	-0.31274036966650537
IDS	-0.1825031649479162	0.34529325165687574	0.19964788719906632
CD4	-0.1522592506592214	0.5353835046074339	-0.0727370091081093
LRRC23	0.23176150322764225	0.9518566943752319	-2.38555088868818
BTK	0.0920945881345775	1.0066763442737197	-2.1532439984501197
HFE	-1.0425401689212708	-1.3722067907825006	1.2799039828056265
SCMH1	0.21012798364029633	0.19105133441849684	0.0023264497810269423
FYN	0.2114532903498583	0.10564783595429388	0.092435601357314
HIVEP2	-0.39011371128577454	0.09292562805353166	0.5562084195819017
FMO1	-3.321928094887362	0.8581985188329404	0.4722035694607056
TCEB3	-0.20699910141434041	0.2210684467495157	0.3426299582178924
LYPLA2	-0.5205418317612621	-0.03446681653938863	0.7017685915884927
CLCN6	-0.10476694616805764	0.21520549148563292	0.27402376382252425
MRC2	-0.24169776447959454	-0.49139566478560115	0.8015013310159286
NME2	0.4666261376252221	-0.47961957728634885	0.26418717906439815
SLC6A7	0.12944748074069082	0.14202742364969106	0.14100187087226118
TSPAN9	-0.5362473172896483	-0.41973042790941456	0.8975296815246855
BTBD7	0.04285321752499212	0.14794159368481063	0.2164404241529979
APBA3	-0.06960787282803577	0.5314222449442294	-0.14920109043724536
MKS1	-0.6032509506369882	0.37139736762975095	0.43095519813473554
ABHD5	0.02508277367126418	0.39918574441613563	-0.053346181457653075
AKAP8L	0.007592905559760348	0.13867929082351332	0.2555929200778481
MBTD1	-0.44501513365511697	0.10232682098377618	0.5771701230644044
UTP18	0.518005763639538	-1.2378674606591367	0.5300973219378995
RNF216	-0.1410331258216275	0.41979415206510673	0.07778144760904675
PTBP1	0.28285500300404826	0.36660341367452615	-0.332632576316056
DPF1	-0.15271308530121253	0.5834669311920232	-0.14880549812191324
SYT7	-0.26614505774110975	0.1296905307916218	0.4588045899564817
LARS2	0.27174252621426226	0.30686898561224335	-0.22479813796528753
PIK3C2A	0.20436903525899142	0.15231077046269792	0.05167776614960241
PLAUR	0.28013034172427104	0.32409251088841884	-0.26219439829057795
ANLN	0.6766440947901573	0.22678022165485423	-0.9122320810352279
WIZ	0.2524231231919322	0.10993848857211692	0.04210023233646597
RABGAP1	-0.07170800403968637	0.21499370646172047	0.2482801682728859
DCN	0.06416804533719113	0.48386619404540765	-0.22426377290830798
QPCTL	0.6909882887860322	-0.3037242423678857	-0.1918989556996038
PPP5C	-0.06469006339097222	0.3222412896032061	0.12905599571835277
CEP68	-0.21554213547045303	0.4570766189472044	0.0922347719016961
MAP4K3	-0.3053759277995516	0.17835731585127887	0.4427301410964852
ZBTB32	-2.3520622813398337	-0.49428266740684534	1.2595554758185499
TYROBP	-0.44441377388951137	1.1296843963586085	-1.4073312316609572
TMEM159	0.7725028303683906	-0.07707284084400519	-0.6353374903187349
GABRA3	0.035954610719202	0.49818928739305623	-0.21369587324950096
BRCA1	-0.18682130183872592	-0.4213202583345737	0.7439197146514488
ERCC1	-0.16073167253812304	0.8608877217484046	-0.7629913304492006
CD22	1.155500280904592	-0.527773293137213	-1.4006442758242497
SEMA3B	1.01841399182059	-0.23769838560199383	-1.2303571156719297
MBTPS2	-0.26744423178406074	0.4212224998001542	0.17651201372985792
PRICKLE3	0.4612470021640175	0.5576741935185047	-1.1476038650145188
LTF	1.2939548798155505	-1.5391583436298295	-0.9887309908576569
EXTL3	-0.28756311447554644	0.2255753284194301	0.3911867907011431
NR1H4	1.12882667590255	0.01890733746540098	-3.321928094887362
ELOVL5	0.43846207563826045	0.24776033215289106	-0.4007228613542574
ALOX5	-0.19076473273821912	0.7249985377461136	-0.37527234853333125
CALCOCO1	-0.17310272194206416	0.5860936677073048	-0.1330678330375666
UBR7	-0.23226345729135897	0.36547344029375634	0.21461900667434713
MAP4K5	0.3872646901457956	0.1312072742568123	-0.15701489154680626
EHD3	-0.3343947299893743	0.28983102276732103	0.36107896261167793
PSMC4	-0.03647900029548553	0.14119993842464046	0.28941703341283564
MAN2B2	0.479028959984778	-0.23822507648313487	0.08189463509812024
SLC7A14	-0.17930724244028512	0.3390363026284846	0.20409271506307583
CLDN11	0.48776802400602864	0.2638039432862055	-0.5205914642569321
SLC25A39	0.3707682175032697	0.3962403544681815	-0.5334823843415799
MVP	0.20564501132348892	-0.20705027640126755	0.3566976987811788
NUB1	-0.15962907094952508	0.15837601948113136	0.36593281856396503
PGM3	0.06871565972856929	0.2198143537627009	0.11986566753996873
RWDD2A	0.34016803271285195	-0.17915592966466412	0.202732885217259
CLK1	0.25170068657764244	-0.07502963700405939	0.21420884237875765
POLR3B	-0.5846617445833155	0.06673930442353308	0.6652540309589543
ANGEL1	-0.02736398455806671	0.3376672415238251	0.07734819970110934
RNF14	0.03363488127244944	0.3263486338176276	0.03220835909501935
DNASE1L1	1.1509461617959869	-0.48143452093140415	-1.4614016904013085
HEBP1	0.11606507088694742	0.18055775369734944	0.11490429248436103
GPRC5A	-0.8911968330998206	1.2300831005005586	-1.2687182622207913
MAMLD1	-0.563546102616763	0.249697753923613	0.5204524574271115
CD6	0.9239497120890571	-1.2646286957686839	-0.019622157679255424
TACC3	1.3295828635023506	-1.3008878843037455	-1.3928047802058579
UFL1	0.2878313497013566	0.17156250783561514	-0.06957515696797482
POLA2	0.21372882699185222	0.44040478510798475	-0.352301744544794
ZC3H3	-0.07978228755441756	0.22672669935781772	0.24320918640227532
CAPN1	-0.12904197288540636	0.17337244563010967	0.33098284558451563
ACPP	0.20591862286079707	0.4716672378838617	-0.39617856136220553
MDH1	0.057675339315144465	0.24919321909706793	0.09851438361671588
SLC30A9	-0.20870694644123025	0.38104943978302025	0.1793820490959987
MTMR11	0.5084814952775585	0.37718164683270894	-0.7892476421508645
COX15	-0.09111785378093275	0.3886463772226677	0.07319018423890349
CCDC88C	-0.11648460986732387	-0.9015255976873934	0.8814665512965303
YAF2	-0.2217862147671797	0.18417525477844743	0.385518981202707
ZMYND11	-0.26078304077403963	0.15829813980651555	0.43231303450740033
DPEP1	-3.321928094887362	1.632268215499513	-3.321928094887362
BID	0.8880395201362562	0.14301954831027525	-1.5348022565455988
MATR3	0.2552591486690438	0.5834531333215418	-0.7178131564541808
NPC1L1	-1.3801457091322764	-3.321928094887362	1.4935551174038286
XYLT2	-0.1843062520440656	0.04009786083602287	0.4768941310054252
STMN4	0.16198344577892507	0.28204841829719596	-0.05101700554922148
NUDCD3	-0.42295777877453095	0.3235103988469198	0.3815430275976722
CHDH	0.5825378880456722	-0.22156832701289245	-0.08178752535323247
IL20RA	0.15619956685574848	-0.5590421672343269	0.591583261505478
CLCA1	-3.321928094887362	-2.859749871749865	1.6145864044377585
GLT8D1	0.19683851765145455	0.30408761351748914	-0.12158299000177944
ATP2C1	0.22405651926788797	0.3495738417954098	-0.22128230855078102
IGF1	-2.1549525191500645	-0.19509691903196233	1.1387786336682812
SLC38A5	0.3829733914099354	0.23062158141671482	-0.28167924449768006
RALBP1	-0.030838411672147587	0.2253031911123805	0.20429827877728796
RUFY3	-0.04331604252899372	0.3785749839187947	0.041973318383459045
CNTN1	-0.4903132474539932	0.3147288776210889	0.42691050271938136
SLC11A1	0.03496092560875818	0.5904693730552202	-0.37756741601588184
WWTR1	0.3670634938985096	0.13817438619625796	-0.13643675773249161
AGPS	0.05172778296268875	0.20794046353928822	0.14855199054586385
CXorf56	0.7488551637755669	-1.6293623788337799	0.37441096303606636
ATP1A2	0.15704470256415942	-0.3505996309574215	0.4861903940079179
TTC27	-0.19992253575517926	0.13979029693335462	0.4088832712732153
ZNF582	-1.998430947429115	1.3631828738018925	-1.0673131250674535
VSIG2	0.6200249619484988	0.5043782331962094	-1.5370625538166716
PHLDB1	0.6253804218218493	-0.18465040665361587	-0.1884957590947768
MARCO	-1.1747554459641156	1.4257224549807943	-2.551723324427401
CYP24A1	1.1794567383096672	-0.09683016981300206	-3.321928094887362
PRDM11	-0.45882029722789713	0.04260121979189986	0.6252235544914047
SYT13	-0.7473534168194362	0.3315960685067199	0.5319676436946976
SNAI2	0.0194661129077588	-1.0473617238838893	0.8500500798549356
CD74	-0.11670071611640397	0.8621100294318269	-0.8364736584049612
HGF	0.6722947553006658	0.37672986711286577	-1.2933632318859
ZRANB1	-0.003051999807242911	0.3078138860574522	0.08988135377806848
NCDN	-0.4508171075774869	0.38406187784592594	0.33726663021762365
GPR124	0.20806411373422568	-0.003121390260246494	0.1978957366846029
ZFP64	0.019621622226715225	0.2924246480239048	0.0862533179097843
MNAT1	0.25984740615230006	0.24232849070451296	-0.12069002709478084
SAMD4A	0.23718696542323037	0.40104552794019954	-0.3204080447038101
RUNX3	1.4275586799811324	-0.9711803724276722	-3.321928094887362
MRE11A	0.05114746514280108	0.4713860593820536	-0.18857747772097222
PLEKHB1	0.8790981649469627	-0.20809042787908386	-0.74881425149988
SERPINB1	-0.7585668248668749	0.5454489646916788	0.3212842980640734
CYP3A43	-0.5754722614890939	1.3385290757667296	-3.321928094887362
SLC7A9	-0.20880862913529313	-0.8538324312628999	0.9118339102814302
SPAST	-0.219570286966543	0.10728241035132416	0.44782416044360657
NRXN3	-0.3071238186663221	0.2626080673369956	0.3697211561033126
OSBPL5	0.12739636248512975	-0.012231898803742968	0.28228803440165184
AQR	-0.5702300330087319	-0.0579585186921265	0.736274197258739
CPS1	1.1465994296645563	-0.2061635556308887	-2.18937538178158
C8B	0.6668194420364165	-3.321928094887362	0.6892372821304354
FHL1	-0.13121435577990587	0.22551208499818015	0.2842123474454815
RTFDC1	0.34665795184782083	0.2125381227633054	-0.20147066545160303
GABRA1	-0.44467480398277914	0.21690188948049724	0.4885304497224629
NLRP2	1.5166499711983066	-3.321928094887362	-1.5617444268646694
SLC45A4	-0.314239060877649	0.06332553927375348	0.5369017550996085
RNF10	0.100286749525844	0.3241106326702795	-0.0348680477467866
ZNF839	0.8249603839846972	0.014280372306799042	-0.947400320711553
ZDHHC6	0.04243279059085643	0.027582253177172257	0.3229070986577523
GRAMD1B	-0.6477460138645281	0.11943404793076964	0.6557315729087687
RNH1	0.34487816120337383	0.17241226938478038	-0.1471780480854721
NDUFS1	-0.1835836561956472	0.26744318575997833	0.28192276077865774
RB1CC1	-0.2443694230076324	0.18980083935562622	0.39529214127439083
ERP44	0.28874057151861976	0.3857967942295562	-0.373616230211246
ALAS1	0.022892025650676624	0.2899138330537558	0.08602097793379454
BIRC3	-1.9492887224840736	1.4481353301376072	-1.678050991956903
GLRX2	0.2755845953213818	0.1247388091768774	-0.001147125822668098
SNAPC1	-0.4399674833112303	-0.06956494978359057	0.6869921040341443
DERA	0.7312113243138503	0.23608705279185094	-1.1134925204027764
STRAP	0.40367991642097345	0.5118651543607575	-0.8592745829365077
DEF6	0.33421579399580104	0.4277260884713994	-0.526584516803643
PLEKHO1	0.20045297119435534	0.13431038539487022	0.07501621890616496
GCLM	0.2765428299519795	0.3003890271707755	-0.22223767486476212
UBR2	-0.048572583005707104	0.11751870397689991	0.3198954667704443
EHD2	-0.026992876428014755	-0.0783483794001787	0.4556439159457313
CCDC28A	0.021760509659334737	0.4624943567174632	-0.1410159367696747
RRAGD	-0.18294383430854808	0.12273421640620241	0.41175154437441697
HSF2	0.048255308909306814	0.1561652309231614	0.2037211583827467
PHF20	-0.12398621253708364	0.15462175082772972	0.34394399244111906
HSD17B6	0.09366973569907222	-1.9712975263113444	0.9839661333740939
NR1H3	0.8663986356804814	0.2599568338510351	-1.8393333561350045
TYMP	-0.15081804723673814	1.1273022776108783	-2.2191914991704222
NCAPH2	-0.15666175008450078	0.28031320229782525	0.24907274087375575
