	Human_Kidney_Relative_Gene_Expression_Difference(RPKM)	Chimp_Kidney_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Kidney_Relative_Gene_Expression_Difference(RPKM)
FUZ	0.16214527216424215	-0.005354965353871661	0.24458890908380795
SLC6A13	0.41545357564211555	-0.3793588028953642	0.260029126858669
IDS	-0.04520863865301683	0.06038966518908097	0.3652479428385835
CD4	-0.1475716362114184	0.7266789222901914	-0.4297198024877048
LRRC23	0.3815564286186456	0.8991055640817163	-2.917634999934473
BTK	0.7209846034842979	0.2533433205337735	-1.1211499868094916
HFE	-0.17194127871357104	-0.19599348720914522	0.6223503468223704
SCMH1	0.06259244702036906	0.038892159961765045	0.2967036697402146
FYN	0.7652771641158832	0.015915520745080836	-0.76314465608082
HIVEP2	0.11093683147149679	0.4890281901125278	-0.29234874515131565
FMO1	-0.3420900517947961	-0.382910281018637	0.802576546860553
TCEB3	-0.32462421981311784	0.3295285471603598	0.31601941229885255
LYPLA2	-0.44039272295019016	0.3692561394336762	0.3463945759418678
CLCN6	0.17680832377816322	-0.13144214436976248	0.3296416687888597
MRC2	0.09489130731352056	0.3678877408903235	-0.08688581300244237
NME2	0.7248174016554658	-0.973363191455847	0.18648938875828308
SLC6A7	-0.700950849128672	-1.5028285597253863	1.2215507631517049
TSPAN9	0.3078923548968508	-0.2092796082091633	0.25958349344079124
BTBD7	-0.2924678269026464	0.26766026177618435	0.35574021394055594
APBA3	-0.42075746390375	0.2723013723874237	0.42785804963799745
MKS1	-0.1453780135483934	0.30481444546889125	0.21486810424231048
ABHD5	-0.26351940831372117	0.7818805602007347	-0.4197075573101876
AKAP8L	0.35690499056749586	0.004291851316625064	0.023390447533516063
MBTD1	0.01714508439745841	0.006815597679803285	0.3598693183111039
UTP18	0.5739732641225268	-0.9205790031151296	0.35961717111070257
RNF216	-0.17286957425743582	0.41205943252315846	0.11415330233930569
PTBP1	0.12432486841927354	0.35914929287571085	-0.10884038317432433
DPF1	-3.321928094887362	1.4656107002134793	-1.1903502818842095
SYT7	1.2891430792651648	-1.2450040386042167	-1.2033533297014638
LARS2	0.059573920726310674	0.32722609705085604	0.004671468134729276
PIK3C2A	0.1433694693648665	0.3292252158641539	-0.09052664665080247
PLAUR	0.43402578559683336	0.7700013506424408	-2.036641953279094
ANLN	1.1461196371943783	-0.30179837184071995	-1.8594503825469026
WIZ	0.3451946144913273	-0.06697383725253615	0.10438945611899611
RABGAP1	0.025493695581039675	0.21795979972510918	0.1623188867074092
DCN	-0.3253576978136947	0.8495268882069892	-0.514594607315308
QPCTL	0.3570190509283628	0.12524027179339645	-0.1069735727653975
PPP5C	0.20341724300536726	-0.06467243702685524	0.25388662858929634
CEP68	0.21618460590050353	0.29166582123618884	-0.12927655887032313
MAP4K3	-0.646990013777464	0.2442865015108529	0.562554447887198
ZBTB32	-0.44966655105971975	0.47813002966369655	0.23247769602986681
TYROBP	0.5842592424949509	0.43931862310443415	-1.1688775278612018
TMEM159	0.674873990459982	0.2362921339778737	-0.9280139293060753
GABRA3	1.632268215499513	-3.321928094887362	-3.321928094887362
BRCA1	0.4543208662225467	-0.5472414619505883	0.31676551956249305
ERCC1	0.2710965654360361	0.44886119245856543	-0.45736964079244424
CD22	1.5693399840997708	-2.329681434086506	-2.9063553468487964
SEMA3B	-0.23573801223248397	-0.38178297841329956	0.7512589399164638
MBTPS2	0.24584912908755446	0.03721498198930669	0.12178260456397431
PRICKLE3	0.45700797366752366	0.06610572338981598	-0.18373456234005303
LTF	-2.881265719030416	1.6115421315231335	-3.2043102550888456
EXTL3	-0.25821153218295956	0.14901969820624736	0.4383571815670724
NR1H4	0.3117017937939383	0.3165281819210975	-0.29778750824506406
ELOVL5	0.4663668743183423	0.30544982797393605	-0.5509503373846981
ALOX5	1.0432767701199412	-0.12329344247966639	-1.6393217327865517
CALCOCO1	0.41769172969648305	0.21446171987355936	-0.3148394519765509
UBR7	0.018457968016206097	0.14193839374817238	0.2433486964233762
MAP4K5	0.12010251704782018	0.43179614973742864	-0.21043601186936323
EHD3	-0.07685146469877549	0.2474837293006415	0.22000875168065984
PSMC4	0.04754696952779528	0.24616166057753286	0.1116275819160407
MAN2B2	0.3579244561742373	0.033256441040271124	-0.0070868212571351865
SLC7A14	0.43263455272530155	0.7690773523910464	-2.022540476085928
CLDN11	-0.8221972938662447	1.2193930946199505	-1.300687576195195
SLC25A39	0.3245402659967242	0.4149705213281974	-0.4850683080466464
MVP	0.04203143302238334	0.4335806027333568	-0.12051994376252345
NUB1	0.05040749378568445	0.3380189335435658	0.0006100357910762517
PGM3	-0.45089533086949535	0.5817084793133165	0.10002330380876724
RWDD2A	0.8943692999202891	-0.20433283265654073	-0.8027311045902246
CLK1	0.16667863745851166	0.08382684297935589	0.16053696626017364
POLR3B	0.0396859187812191	-0.2395752754861306	0.5110786928686734
ANGEL1	0.002886037516375409	0.023221617330482586	0.3581388856120155
RNF14	0.004856204479602307	0.5294218301370048	-0.22891289084987404
DNASE1L1	0.7052238453106197	-0.1852777512301381	-0.33985148331591747
HEBP1	0.31409376211268847	-0.08366397836602968	0.15459814011125603
GPRC5A	0.7953912064417927	-1.0947389277348951	0.1325521353599734
MAMLD1	-0.14899528001901946	0.7118461555048602	-0.3955055257014836
CD6	-0.4294038847383003	-0.02110942820970226	0.6525616310433001
TACC3	1.2252027032182815	-0.44891633838491846	-2.1232822807963063
UFL1	0.18402353343556108	0.23631511234648275	-0.020381199873498658
POLA2	0.8610457199575865	0.15050060675213317	-1.4200820798240688
ZC3H3	0.36692371498270965	-0.15606687862529645	0.15436479226168406
CAPN1	0.1550541952313159	0.22496151259921093	0.025440612028002053
ACPP	-0.02927614694381316	0.41309808373369933	-0.016619947757469614
MDH1	-0.49745178723067995	0.10920947607979337	0.5974178279308823
SLC30A9	-0.016371203825886076	0.4915983120989695	-0.1435610839238291
MTMR11	0.2491904794672984	0.9260650543723089	-2.2421333120308815
COX15	-0.32482291911861544	0.3182830840455565	0.327408909807801
CCDC88C	-0.45087534475811925	-0.09821434302525667	0.7085957123356106
YAF2	0.39693951965251884	0.21818408151952265	-0.28626931634263586
ZMYND11	-0.13386741960755172	0.08156447672358089	0.41191436138284326
DPEP1	-0.6259019417261058	-0.7625973463435569	1.0444299907814782
BID	-0.19806694087308266	0.11420823846224656	0.4285726638148609
MATR3	0.4250667727903306	0.49566543973048416	-0.8693474008395641
NPC1L1	1.1644542984720094	-2.695702030192701	-0.14534417977900704
XYLT2	0.34984476264717435	0.020691888967934537	0.01596940537052333
STMN4	1.5697481589635487	-2.1110960220595802	-3.321928094887362
NUDCD3	0.05275597672441361	0.043740808678040345	0.3009699449229654
CHDH	-1.1622609855420738	-0.5006539906451075	1.1019202643466515
IL20RA	-2.565498464496645	-1.2938557891550615	1.4453082446879704
CLCA1	1.609915971567988	-2.759655206153995	-3.321928094887362
GLT8D1	0.28169060238552635	-0.0003181276885711004	0.11716564134835146
ATP2C1	-0.04510687872623539	0.5305361820656749	-0.17410685445413518
IGF1	-0.9463773573530202	0.11046724997189716	0.7667972232545185
SLC38A5	0.6907393685583402	0.12627079582973189	-0.7504436214834265
RALBP1	0.03468243903170119	0.3182983712490832	0.0409760617627439
RUFY3	-0.07366514373104927	0.030214905263737372	0.40992295990193683
CNTN1	-0.0545908930399297	0.9379846469442752	-1.247140086490304
SLC11A1	-0.5965584600155647	0.025396510796237965	0.6968048356816169
WWTR1	-0.01989812668568247	0.3317249291841796	0.07748974979091411
AGPS	-0.16209396438229676	0.4709924562413796	0.028866726861758205
CXorf56	0.5946132716019692	-1.2434506260189913	0.45161574466132826
ATP1A2	0.6039279961869014	-0.2627157664251031	-0.0791219767917215
TTC27	0.17859071225225692	0.23938406428310643	-0.01780601549539981
ZNF582	1.0593451828694505	-0.2575356377899527	-1.3978321058590424
VSIG2	1.5904439224377034	-2.53030915178967	-3.1143045964448075
PHLDB1	-0.22291504834958084	-0.07863916814714292	0.5813195735783859
MARCO	-0.5822401035065858	1.2349101014492045	-1.8447309253596555
CYP24A1	-2.071317369253104	0.7671154506516381	0.44381267483232495
PRDM11	0.401912422022011	0.14830616686318984	-0.20012641556463004
SYT13	1.4131855241640747	-1.0247109595396657	-2.783434111676144
SNAI2	0.06165279022216743	0.5906895829903148	-0.4143204137888523
CD74	0.07682551147356415	0.7807065458844494	-0.9232131972922064
HGF	-0.2966423108865756	0.832353385706543	-0.5037576931474654
ZRANB1	0.08926682244893373	0.12559199755914582	0.19561883351128279
NCDN	0.1285519278032774	0.12507898543940857	0.15864296242181677
GPR124	0.3189168221578445	0.14046408910938646	-0.07347415000067237
ZFP64	0.27117230607788606	0.07353010522026528	0.057864178419105655
MNAT1	0.1348835583850043	0.36860270869422723	-0.13464482765650884
SAMD4A	-0.09312772173344154	0.9734809433031232	-1.3257588464189876
RUNX3	1.0795498363116036	-0.6752629465291583	-0.8354572786033072
MRE11A	0.6093874516748861	0.13730763312263713	-0.5680283112457237
PLEKHB1	0.05732060021886458	-0.4587740714299114	0.6152884567644464
SERPINB1	0.3983292497051637	0.6018117829722228	-1.10656618984439
CYP3A43	0.15973664258031253	-0.6745535483690063	0.638204289849667
SLC7A9	-0.8160655494455733	-0.043897024434651793	0.8171975722572229
SPAST	-0.15154060268528483	0.21103067357395203	0.3128935357350754
NRXN3	1.3593072393251784	-1.4281346274287239	-1.4628753069261555
OSBPL5	0.32321496106198333	-0.6002684278055993	0.47430967242908084
AQR	-0.001214267510806742	0.17555085071528218	0.22829016012311276
CPS1	0.9110946469939393	0.3679605958940953	-2.9545459574356547
C8B	-3.321928094887362	1.3931071999883915	-0.8019771458810797
FHL1	0.34989119354562215	-0.005794915393773412	0.04200572369305657
RTFDC1	0.29879533341774306	0.2990431330494645	-0.25230317018303283
GABRA1	-0.5849620953239069	0.27936531859534863	0.5055579558996498
NLRP2	1.6195843381274742	-2.9755656701155186	-3.321928094887362
SLC45A4	0.5818783408045152	0.2856997662979034	-0.7754611582328321
RNF10	-0.019490445095447888	0.4092877731684442	-0.021234922825881287
ZNF839	0.69929794996419	0.03505756118686171	-0.6177470281304662
ZDHHC6	0.05401143776435761	0.4191619790572434	-0.11293976843600279
GRAMD1B	-0.6663406041135239	-0.4083253812059811	0.9383984091758609
RNH1	0.15389454180156475	0.10533831002222124	0.1527475170913882
NDUFS1	-0.33092945707260096	0.46157249552079904	0.173682574236719
RB1CC1	-0.088225098903783	0.1707425995608403	0.30297166308539303
ERP44	-0.017031839224230908	0.5295562557840394	-0.20381589609786568
ALAS1	0.11131001147777896	0.3006912690399292	-0.017333988067131885
BIRC3	-0.2486422751804723	0.954929675749151	-0.9438973493108347
GLRX2	-0.5727307471110669	0.4509967537002765	0.33419371897557343
SNAPC1	0.10125853765250147	0.16920107552650068	0.14124382212687575
DERA	0.23046851000871477	0.4932766612835333	-0.47564374764745326
STRAP	0.36958713844344276	0.5947613629010584	-1.006378688380273
DEF6	0.30927241982966713	0.294464740904789	-0.26103768675182626
PLEKHO1	0.511931321488319	0.015188086109413676	-0.2118004580533141
GCLM	-0.706521888049703	0.35013301396258234	0.4982775670974454
UBR2	0.11131109462521965	0.06995261571933535	0.2266420999230468
EHD2	0.6119201010780899	0.156038822698385	-0.6049712419043611
CCDC28A	-0.0555426566829731	0.2307208282687124	0.21952041922055934
RRAGD	0.3628620925030428	0.2883485787685016	-0.335000432399205
HSF2	0.39263568192202464	-0.06712199550121006	0.04637949165449603
PHF20	0.19993614665290863	0.14722090570118648	0.06200886635575871
HSD17B6	-1.8533798304525388	-2.468728827612734	1.5072143873759685
NR1H3	0.6383649008016887	0.1540999788830253	-0.6649541123138432
TYMP	-0.3235081193494993	0.9910579105102156	-0.9623121853486273
NCAPH2	0.06937311628360052	-0.14842370821191975	0.4313594094094189
TOMM34	0.14456180926073964	0.8766489249006981	-1.479956263722021
