	Human_Muscle_Relative_Gene_Expression_Difference(RPKM)	Chimp_Muscle_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Muscle_Relative_Gene_Expression_Difference(RPKM)
CDC27	-0.2716654936741306	0.6612690457954724	-0.16785667419479383
SLC4A1	1.5780351659684935	-3.1036824383465493	-2.3361460896483197
CALCR	0.3382302330774687	-0.27738647493350294	0.2758543128428856
HCCS	0.30151471872042707	-0.06872555842263146	0.15585593377263815
DVL2	0.03874999058886691	0.07644600502453902	0.28493958736584246
UPF1	-0.23926076959633874	0.3657863613889084	0.21938466018962507
SKAP2	-0.4264227367905451	0.5933599098916186	0.06645299106807308
SLC25A5	1.0355702228824493	-0.4000430406945943	-1.022564406470886
CCDC109B	0.456909920733713	-0.26301912315763293	0.12969069034982778
POLR2J	-0.16240348564407375	-0.1715672249881916	0.6027296893684351
DHX33	-0.4908221600770543	0.8937313598722932	-0.4532310466468039
MEOX1	0.8713776962976556	-0.3505285444924116	-0.5431008590632794
THSD7A	0.09229632486188655	0.16394657449194677	0.1552137497013777
LIG3	0.02829569030987935	0.5702954812478858	-0.3303097981504422
RPAP3	-0.3180264886749424	0.3541927816579606	0.28636476094728375
ACSM3	-0.37904207233591175	-0.20243730192096634	0.7328951390644405
AC004381.6	-0.9890310896571115	0.15178849694022023	0.752952461918487
CIAPIN1	0.29006156939522665	0.10286071519049966	0.0049065555650545725
SPPL2B	-0.14542137599331167	-0.0021208974084782513	0.4826972902919916
FAM214B	-0.5177340287273421	0.42771537583653324	0.3293304866062984
COPZ2	0.34009333886879317	-0.39128742775313985	0.3467726709121727
PRKAR2B	1.1685441182948944	-0.5444906305178374	-1.448039579184871
MSL3	-0.2964991179153691	0.8858753654430254	-0.6486234227945716
CREBBP	-0.0592780095769049	0.46102659868123763	-0.05329201209031323
BZRAP1	0.9885197104555108	-0.46881004077817706	-0.7531867988449276
MPO	-1.5093460991516017	1.4596680244580205	-2.334396629047106
PON1	1.632268215499513	-3.321928094887362	-3.321928094887362
GCFC2	-0.12924223275806038	0.8950208579725624	-0.9267235890834873
WDR54	-0.3614239300238233	-0.44418053165069693	0.8372185913449748
CROT	-0.15570704564281895	0.3222377494167758	0.204190005514142
ABCB4	0.7854629554164341	-0.44323993246116916	-0.2500391232338774
KMT2E	-0.16599589177569848	0.4192170974206986	0.09961200760379632
RHBDD2	0.6378325529695461	-0.5132680563119294	0.061260150561378575
SOX8	0.35779599058709766	0.12598079716132354	-0.10891691547309774
IBTK	-0.1655982457417687	0.14295592383258907	0.38324935777006763
MYCBP2	-0.19094300808487696	0.22966547059046294	0.3235476817034545
FBXL3	-0.21829318160267117	0.48074367097711795	0.06344138002181383
ITGAL	0.20295185085883277	0.6052112107144375	-0.6717437536733384
PDK2	0.38791240175476494	0.20337785417762644	-0.2513492213421372
ITGA3	0.5057813772657983	0.06165323671825221	-0.2576543450273742
ZFX	-0.40129746645587033	0.7039931902959214	-0.13002511505095196
LAMP2	-0.09232586677352485	0.6202300859914569	-0.27776064159934793
ITGA2B	-0.04724183230980813	0.8416541639611161	-0.8886709407384736
ASB4	-0.04707180944439352	0.12584337325372918	0.3114516623027142
GDE1	-0.11152957769725506	0.3459330171740446	0.14198351147785004
C19orf60	0.41091750624090445	-0.1326647831781305	0.08178114320154756
CRLF1	0.3374535222437246	0.7080956291521325	-1.311759340035237
OSBPL7	0.3918828054828139	0.5011806338512133	-0.8045919886703666
TMEM98	0.8143489234421855	0.19413302467727742	-1.3311214241213738
YBX2	1.0802110872822832	-0.65369405626406	-0.8624861046215433
MAP3K14	-0.7183613328790585	0.3112714693351462	0.5374569520436523
ABCC8	0.20554994960031003	0.8552203356808998	-1.565591568167207
CACNG3	0.07793422200984201	0.7047203345500773	-0.7021260786293555
TMEM132A	-0.48491655770138353	0.3406238572603324	0.39961687486980974
AP2B1	-0.08237424944760952	0.5352247237742149	-0.14189144045202573
TAC1	-3.321928094887362	1.632268215499513	-3.321928094887362
ZNF263	0.027201843701802605	0.008976150539892041	0.3501861051187458
CX3CL1	0.7762973779639503	0.572666994170853	-3.321928094887362
SPATA20	0.6950601283175069	0.022591495984957383	-0.5879976287213894
CACNA1G	-0.1038588612150103	-0.1159211518835264	0.5327322630496915
TNFRSF12A	-0.26144886340737966	0.8824242775620004	-0.6843644802497805
DLX6	-3.321928094887362	1.632268215499513	-3.321928094887362
MAP3K9	-0.9280408822299636	0.8814539039011055	-0.1012924061943399
RALA	-0.1348691809706766	0.1348647047534656	0.3687770035586935
BAIAP2L1	0.7151315766727797	0.5853129897578045	-2.6619796774282114
KDM7A	-0.9750668958735342	0.864488157556551	-0.0430658907149413
ETV1	-0.28948152077123596	-0.08205679438096486	0.6202054877386101
AGK	0.19790292860802922	0.2988511429146398	-0.1159011092266637
TTC22	1.144571022867106	-3.321928094887362	-0.015671454145570283
PHTF2	-0.7952432912888976	-0.10365172002848065	0.8424396211330705
CCL26	1.168701843270049	-0.0711077578068149	-3.321928094887362
FARP2	-0.12502289945001616	0.6641738411624145	-0.32490680749902745
USH1C	-0.16894601389123182	-0.09328969790670626	0.5588797300781869
GGCT	0.27812075401268044	-0.4835478007660629	0.45645823435345884
DBF4	-0.15981977441526862	0.9029665687021267	-0.9025077276621912
TBXA2R	0.6620521811141357	0.39701967191531906	-1.3187458119373687
IFRD1	0.8017978655762089	-0.06893042636313051	-0.7288534089986776
COX10	0.12306730406599305	0.33082842203155527	-0.06912372085068956
GTF2IRD1	0.386107958199218	0.38121951148203875	-0.5338801275197078
PAF1	0.3878203716478862	0.09841287925520273	-0.11874291168993828
VPS41	-0.5783389043810043	0.8440625270527863	-0.2598622729486907
ARHGAP44	0.46318570715212387	0.014863901870485717	-0.1343800066495224
ELAC2	0.5925523547297709	0.013209586851275039	-0.35311913694628977
SCIN	1.48062943152946	-1.6804346049008998	-2.3414878408847692
PNPLA4	1.50428991612432	-1.8308812453368852	-2.4575375572395055
MYH13	-3.0343729875489753	-2.7999094081941407	1.6013859276133093
ADIPOR2	0.0783107354710784	0.14784908662074436	0.18434690000101722
CDKL3	0.44412452740610286	-0.03909557146562117	-0.04953632939417749
PRSS21	-0.06530721392637978	-1.1810230730590492	0.928442030524171
MARK4	0.09679986583160426	0.2578674995947974	0.04947923775836415
PROM1	-1.4473781096229448	1.0020188157885106	-0.10390310984210317
CCDC124	-0.2868510543779433	0.833210511585891	-0.5173271861597223
PAFAH1B1	-0.5748165696279728	0.5946246091031233	0.16162817639239563
NOS2	0.41331711686503275	0.5891072403089882	-1.1079894776122372
DNAH9	0.9870789997549031	-1.1674250035805671	-0.19657941399959183
KIAA0100	-0.579246140752468	0.32694750417433494	0.4608264373611982
SLC13A2	-3.321928094887362	-0.5103198257852184	1.3207349071507901
GAS7	-0.08656490044038637	0.23655497819637428	0.23886220786977178
TRAPPC6A	0.49977980509945175	-3.321928094887362	0.836733913310742
MATK	0.7622449574249156	-0.4327768136019894	-0.21250466510589516
CD79B	1.1865409468354162	-0.4172383907441944	-1.8620791256010591
SCN4A	-0.23967754418393297	-0.0018286072088415778	0.5403567515131426
ST7L	-0.16329865428085058	0.03977147945882948	0.46369363363110305
TKTL1	1.0070871631408371	-1.2433242646018856	-0.20464415920218085
PAX6	-1.474413894650447	-0.129932525351558	1.0188095086109787
RPUSD1	0.8498275849502769	-0.3684409791729686	-0.46774218614163676
RHBDF1	0.7130156587053319	-0.015373941672496758	-0.5748139651913343
LUC7L	0.36156913586304235	0.18538709011333404	-0.1876161252560982
CACNA2D2	0.44616308543209593	0.5838031142161172	-1.1883878536693429
BAIAP3	0.7551480366285511	0.36267331558926197	-1.6153359371053027
TSR3	0.8831636965209784	-0.2890338395073298	-0.6503301035773682
PIGQ	0.3934666285642487	0.42722249574867527	-0.6397779242857212
CRAMP1L	-0.23312877122793796	0.5159230365603807	0.027583695443354317
TEAD3	0.43962581179267196	0.17175895876355604	-0.2910332808206668
SELE	1.5724906142212156	-2.1943521147321494	-3.219855087445292
DNAJC11	-0.05114152064239321	0.42808803182136473	-0.015405758882303678
FMO3	-0.72225448743545	0.6236909106717508	0.20544062537885113
MYLIP	0.23441328956694177	-0.04945490146103482	0.21072602539599336
NOX1	-3.321928094887362	0.011895355972664286	1.1320639495894511
PSMB1	0.11257211582146799	0.290185517200372	-0.005712201080507002
SYN1	-1.2240275613837408	-1.5403538208257626	1.3380608976988766
JARID2	0.21424381034831907	0.3154854174259599	-0.159276519966586
CDKL5	0.02638871756010067	0.7875984794071826	-0.8485521099104565
CAMK1G	0.5222003630486561	0.32865636651279284	-0.7178263230813139
CDK11A	-0.3084932492269663	0.5701001092952703	0.011336415486575956
NADK	0.17632849744730236	-0.11245847134666105	0.3161284669307536
TFAP2B	-3.321928094887362	-3.321928094887362	1.632268215499513
DLEC1	0.96480352518418	0.044339167893980826	-1.6574835660939995
CYTH3	0.21407794312068246	0.3264169206454535	-0.17438962117985557
ADAM22	-1.085096580178938	1.2295485037131495	-1.047805535523059
SYPL1	-0.13924424860178736	0.20537065092659573	0.3092027251381335
CYB561	0.0250756689123793	-0.2623254187079939	0.5347827487521654
SPAG9	-0.5895012192801188	0.8664908363873435	-0.3000848701137992
CELSR3	0.05042501682051585	0.6506868086239471	-0.5259229641871566
AASS	0.16433653635028014	0.256219235681925	-0.02179743661082408
SS18L2	-0.4460918326692039	-0.8935556014106425	1.0198339461279118
MPND	0.2708081816464165	0.05020998340278599	0.08147719100157362
MGST1	1.34842564413676	-1.4601645167541502	-1.3576873156506004
CRY1	-0.2691603745619122	0.39390764026943703	0.20945356027579193
NFIX	-0.0831847888424839	-0.349338346384957	0.6517607672544716
ST3GAL1	0.38995518144592967	0.6194796261197472	-1.14137801918328
MMP25	1.3656000937050574	-1.6464601322429953	-1.308493803089563
PKD1	0.27424350242118684	0.34312856114875123	-0.2825513986746123
MAPK8IP2	-0.3764746507192153	-0.04334481281324513	0.6408798865983377
MED24	-0.19317110954461023	0.8490564213702	-0.6803899798361686
RHOBTB2	0.39010609278486	0.325076708598553	-0.4406957929100649
HEATR5B	-0.266061467531847	-0.33558858254461493	0.7449813174352496
SEC62	0.059784621795694895	0.23162101190619933	0.11574757843884326
RPS20	0.8833379358757499	0.13408697519859372	-1.4821150652547124
CSDE1	-0.3266728696778264	0.4909069321836689	0.13395630090100094
UBE3C	-0.18074504882580408	0.5363823522788912	-0.04778337346248593
REV3L	-0.33681337839783754	0.7083114971568462	-0.19376505379758802
TENM1	0.9157640813530933	0.0050193477540807965	-1.2864913218775162
MASP2	0.12121683355772929	0.3827828429824703	-0.1384516023102245
FAM76A	-0.1613358732099165	0.3989897344236938	0.1206426638925231
TRAF3IP3	-0.6608831961558386	-0.7337148422498264	1.046948870526032
POMT2	-0.9747958723548941	1.188557749501059	-0.9659521767951728
VTA1	-0.05546537026903558	0.54575717076136	-0.1878226279322187
MLXIPL	0.29216615714050354	0.1840524836161571	-0.090108648472834
BAZ1B	-0.5986761949457244	0.5786077047035353	0.19690041890560622
RANBP9	-0.29659469526756893	0.5103435347401536	0.08602117365690429
SPRTN	-0.17715533985205098	0.6011124352400847	-0.15413818930548415
METTL13	0.2627010711109322	-0.037855277057575513	0.1714313476203431
DYRK4	0.8854511174201831	0.43579693100836714	-3.321928094887362
ZNF207	-0.11737595404020443	0.5330475476089849	-0.1029074239664435
UQCRC1	0.19451329417852456	0.22619940482939505	-0.02046829926264388
STARD3NL	-0.16744139545823497	0.17884733178911144	0.3534367361749524
CD9	0.8421606039795306	-0.6512428049463747	-0.20002500652147326
NCAPD2	-0.5014117743196599	1.0574365539517792	-0.9647853895329181
IFFO1	-0.22893692363557508	0.19352848355929647	0.38203574140368485
PHF7	0.04202486945888421	-1.6473017056277577	0.9643657276601563
SEMA3G	0.15038046842438066	0.43310859987679545	-0.25154175715628474
NISCH	0.25353778387687237	0.023932897129641726	0.12584381618531285
STAB1	-0.29445925625699365	0.0598849111454424	0.5283107671229166
FUZ	0.6053586667296943	-0.24257984500615715	-0.09941629496027499
SLC6A13	-0.8586849550561004	-0.3907077444234552	0.9897128329352045
IDS	-0.28720117280946095	0.692933339913922	-0.21099258129782553
CD4	-0.6391571798319632	-0.6629112703275434	1.0188546055153935
LRRC23	-0.26802343000540213	1.232961922629422	-3.0703259978545137
BTK	0.25901712414127004	0.2468105165782574	-0.1253904632777416
HFE	0.007824908831590326	-1.5198488501845757	0.9603923462609816
SCMH1	0.4118250231097626	0.29669178714308253	-0.4318554326538071
FYN	0.345122345185713	0.03591973322337205	0.006522235939615526
HIVEP2	-0.08569984225632403	0.21097778651228688	0.2632751919795476
FMO1	0.46620373478756416	0.1713255629963663	-0.3356303933392997
TCEB3	-0.854388120615167	0.5590906603175104	0.3488667845097111
LYPLA2	-0.19073803096135986	0.1585221611515048	0.3870309299353133
CLCN6	0.33659932005282783	-0.061626764436490504	0.10974891206343572
MRC2	0.5209392730929456	-0.3255853400489375	0.09374446158473791
NME2	0.7546566772854086	-0.7817365572624844	0.044189497465559974
SLC6A7	0.3129567148575533	0.6459213151144787	-1.0203089317408196
TSPAN9	0.4313025715006398	-0.35044226092860903	0.22305904755851924
BTBD7	-0.42571697813406295	0.5072567387355037	0.18165773675924696
APBA3	-0.1762478977586733	0.7405058994040297	-0.42616654459633985
MKS1	-0.23292531653027607	0.579440757972147	-0.06669580201228442
ABHD5	-0.5419089182746555	0.6636585803186952	0.04130442655301069
AKAP8L	0.21686627583160797	0.2787288432352439	-0.11299248764964823
MBTD1	-0.10468449219983217	0.5965405196737441	-0.22110960134599902
UTP18	0.15686664501654685	-1.5346130944342555	0.8796782787595356
RNF216	-0.40184545115440246	0.496679697216847	0.17906253488945922
PTBP1	0.29140479188078444	0.28590259189151807	-0.22263987846279387
DPF1	0.6532323733146873	-0.32702092873024835	-0.10449384271612766
SYT7	0.4335626653579526	-0.13277316512839615	0.052915009503873435
LARS2	-0.7340943354346837	0.8036101802382348	-0.06893545203693532
PIK3C2A	0.2353552291072297	0.46464863053578553	-0.4289111140006627
PLAUR	1.2718367772347354	-0.7414905787155462	-1.7999177370824868
ANLN	-1.0700530966457529	0.5859197065365138	0.40348912658440644
WIZ	0.22218722377019273	0.2283881771581589	-0.05593033415085078
RABGAP1	-0.22981538920567776	0.4358119257423232	0.1303828248984781
DCN	-0.00538866355068073	0.07936871671538925	0.3186610800897365
QPCTL	-0.2543517177572823	-0.38792860856498523	0.7633352086243973
PPP5C	-0.08918607214647711	0.3185779658974616	0.15425441053797076
CEP68	0.094519046827132	0.7155041408483763	-0.7606418680487791
MAP4K3	-0.2836459856954981	0.677381492414075	-0.1856493372890996
ZBTB32	-3.321928094887362	-0.6759764553770166	1.364063368647222
TYROBP	0.8424267967068215	-0.1472474689105305	-0.7274640457913545
TMEM159	0.06671239793605067	0.06812708834694295	0.2682162145201552
GABRA3	-3.321928094887362	0.44315759474360256	0.8800375879668063
BRCA1	-0.8441224741824389	0.14943058984056645	0.708248021762952
ERCC1	0.20044435687639534	0.6894337610591382	-0.8935248093202827
CD22	1.061213255633408	-0.5713574027746496	-0.8880843915890032
SEMA3B	0.3799975538898403	-0.43999375008771147	0.33516599390021096
MBTPS2	-0.10447459566466345	0.3848385474487963	0.08969165560474417
PRICKLE3	0.2734823280775322	0.4186265458524616	-0.4061707358154086
LTF	0.7635975490330931	0.056479993248482005	-0.8304448965564813
EXTL3	-0.3372360279301279	0.1417210212369807	0.4907993610966704
NR1H4	-3.321928094887362	0.8013561539425152	0.5432597312976785
ELOVL5	0.8134018354034581	-0.4727712450462673	-0.28266591182419437
ALOX5	1.0308207982676307	-0.31787804286040466	-1.1374425682868035
CALCOCO1	-0.33806855364801314	0.8599364850872194	-0.5271132451819839
UBR7	-0.1521566668877654	0.21875283923579994	0.3061089780543699
MAP4K5	-0.27541757537947203	0.6797898412815845	-0.19779442412701373
EHD3	-0.3965623484252832	0.6942584482303472	-0.11672139402779391
PSMC4	-0.27948274230824743	0.33110511169410606	0.2846764225700937
MAN2B2	0.5312309617001436	-0.4062841047066349	0.13786269567491258
SLC7A14	-0.632167725912233	1.0253677468870332	-0.6912533012020854
CLDN11	0.7381794551765403	-0.2687546717314142	-0.31851526483863407
SLC25A39	-0.15467287771657454	0.03577201412757341	0.4610661608139639
MVP	0.2993080775340472	-0.0028616562091853142	0.099534217389985
NUB1	-0.08393419576667599	0.4662552751929136	-0.03652611425477619
PGM3	-0.35957864963660247	0.6392854201757943	-0.05431689812286841
RWDD2A	0.8096623870136764	0.03474253250772503	-0.9356005349845765
CLK1	0.28322689074355095	-0.17838518638016507	0.26230651724583776
POLR3B	-0.231432419268178	-0.3757592973288285	0.7463227143217357
ANGEL1	-0.7536895413603913	0.14543825380868264	0.6788368166797192
RNF14	-0.625419387200679	0.7073565105428464	0.0270962236163675
DNASE1L1	-0.05057069592297574	0.3344082443381456	0.10243718022729477
HEBP1	0.6167985635348945	-0.05956505760740811	-0.3093985623926138
GPRC5A	1.2212022058623755	-1.9197468609324246	-0.5057585394210182
MAMLD1	0.2797565614982985	0.044773179734792376	0.07654403055309951
CD6	-0.03161695971021342	-0.031560130344226126	0.42579774302165585
TACC3	1.0864196638502148	-0.3906220842958434	-1.2732198212776933
UFL1	-0.1490190830960129	0.5164618270307567	-0.047377577592829914
POLA2	0.17197318818690796	0.166550811537822	0.07180357070329467
ZC3H3	0.37003093587011393	0.2656644830438345	-0.31216919873615634
CAPN1	0.08638270095103952	0.2578804676363238	0.060150437542869306
ACPP	-0.28070866529993804	-0.41364214561403057	0.7875057667753564
MDH1	0.1509292606987402	0.24780144129413922	0.003342276310982323
SLC30A9	-0.24491678676706033	0.19995249960952013	0.3867833579070108
MTMR11	0.116396431751786	0.7662959405546561	-0.9571343449366515
COX15	-0.37950334439250044	0.7452700973953852	-0.225987213073016
CCDC88C	0.07426798730868604	0.12160928965141046	0.21316127703197896
YAF2	-0.2016159486349549	0.6671249451004299	-0.24721954293645898
ZMYND11	-0.39546964773506676	0.2960981975215852	0.39170052750884876
DPEP1	-1.7647073750063835	-0.834984038895291	1.289907860789507
BID	0.7187670227642962	-0.043249836779438285	-0.5484407955514682
MATR3	0.24949112309567015	0.67240642183548	-0.9504161296868664
NPC1L1	0.430098238327481	-3.321928094887362	0.889609575445586
XYLT2	0.24305551146259757	0.13236900591667178	0.029150861085950785
STMN4	-1.3556837538921345	0.8512036706705128	0.14436620380600296
NUDCD3	-0.6822362112665796	0.058646776407050114	0.7095668328819335
CHDH	-0.7800851130789338	0.6288424678422456	0.22816451429597223
IL20RA	-1.4585487574847207	-0.4404433558125221	1.1370004115548658
CLCA1	-3.321928094887362	-3.321928094887362	1.632268215499513
GLT8D1	-0.22338390017642015	0.02888426178358928	0.5091619282519907
ATP2C1	-0.3627349068157449	0.4616141976974921	0.19563653175417084
IGF1	-0.3510922700859434	0.02638207677623091	0.5826087984244066
SLC38A5	-1.9340695474590692	-0.7447036213262094	1.2877793502163621
RALBP1	-0.5550067937425048	0.5686765598737954	0.18419619094142295
RUFY3	-0.30409512198444383	0.6116084566628746	-0.055759006893343746
CNTN1	-0.49804637949361896	0.7910972605518701	-0.2150019235675498
SLC11A1	0.3201531891999981	-1.0999114889070845	0.6644753547149682
WWTR1	0.2069738208011797	0.6514885781599272	-0.79849806489664
AGPS	-0.356479758602049	0.6772530578534639	-0.12054551034933077
CXorf56	0.4381718932987583	-1.7277826151536162	0.7165063000804388
ATP1A2	0.09457979845896825	0.08940348171836687	0.22442986043875854
TTC27	0.006753578583495628	0.19482255583845148	0.2025423825943816
ZNF582	-3.321928094887362	1.3709818125003188	-0.7047830523282929
VSIG2	1.4004660367684476	-1.0525009639055947	-2.4900516074635197
PHLDB1	0.08838333321707695	-0.07298123870981794	0.36305936529581306
MARCO	1.1467654935000233	-0.5617482940313177	-1.292121549214399
CYP24A1	-3.321928094887362	1.632268215499513	-3.321928094887362
PRDM11	-0.021729955537413765	0.5242311310488926	-0.18970946670325844
SYT13	0.9739275582094742	-0.15667116922048033	-1.188605158932865
SNAI2	0.5149521803430283	-0.12398791204838841	-0.06883791381208551
CD74	0.13387213215110919	-0.47964131745164945	0.5710548634465323
HGF	0.18176369501605913	0.5563958106256414	-0.5246254197618525
ZRANB1	-0.2677880856390292	0.9901904135235465	-1.0500219182170611
NCDN	-0.8584268179999679	0.297384106660591	0.6036272507461999
GPR124	0.42520271534025234	-0.42179733554885823	0.275894793647746
ZFP64	0.06434908120104528	-0.08303933480727962	0.38991945803880224
MNAT1	-0.1313333804034901	0.46714630077740765	0.006679148127616164
SAMD4A	-0.3100723031361432	0.6030130215638149	-0.037246268455177596
RUNX3	0.6916767667128	0.11346485128634232	-0.7297292361212718
MRE11A	-0.22594822921856123	0.5030464591463893	0.03950917293964209
PLEKHB1	0.10820902390378251	0.7454376602568141	-0.874010622707146
SERPINB1	0.683913122971799	0.25997100479486196	-1.011430589485036
CYP3A43	1.632268215499513	-3.321928094887362	-3.321928094887362
SLC7A9	-0.8858598525167366	-0.8585344525481039	1.1422974875881402
SPAST	-0.7644898667413503	0.6028566260628521	0.25413173455614124
NRXN3	0.6681902961888678	-0.13940238265517785	-0.31648059061913597
OSBPL5	0.1713418309632495	-0.3175131033466974	0.45569433173680707
AQR	-0.6262355960551623	0.3273947789460975	0.48273453330698723
CPS1	0.7587813416929253	0.592578336000934	-3.321928094887362
C8B	0.3525962245820425	0.943466530898065	-3.321928094887362
FHL1	0.23922178369457064	0.40064361296106427	-0.32274431946420207
RTFDC1	0.47032818046370456	0.06299743695496869	-0.2010096910666841
GABRA1	-3.321928094887362	1.0527358142131689	0.17061737506072622
NLRP2	1.1898852522975363	-3.321928094887362	-0.12240646243570003
SLC45A4	-0.08960041655450028	0.23995643306560496	0.23788183115047876
RNF10	-0.08974129521871681	0.30028979279092705	0.17493944987907514
ZNF839	0.65601248111591	-0.21104428055944716	-0.2169760304421233
ZDHHC6	0.0002893539657141374	-0.15077017386628425	0.4844268486332138
GRAMD1B	-0.3062652416157948	0.6038087947772861	-0.04164887558809219
RNH1	0.3475583101276475	0.0014236758997839792	0.037884529812404776
NDUFS1	-0.03745535088333997	0.47824916070015905	-0.10070693660201878
RB1CC1	-0.7879880431492658	0.8336310495490356	-0.09128909651894669
ERP44	0.02641962626708527	0.4945159652289022	-0.19649088762912473
ALAS1	0.47445310057036644	-0.10106621332602017	-0.0317029497552382
BIRC3	-0.4201176118692798	-0.25901854842081995	0.7798733100303181
GLRX2	-0.23615471333777974	0.46463170676608817	0.0989985880692497
SNAPC1	0.1588604960427785	0.43155292994401706	-0.2603066056983525
DERA	-0.3364847614615052	0.5957906404299317	-0.0047242617085338865
STRAP	0.13700042336285148	0.6631951698263359	-0.697130987685886
DEF6	0.7312495058147164	-0.4768342448364321	-0.11814572788179438
PLEKHO1	0.3545623450971781	0.45195888392763217	-0.6137275402147702
GCLM	-1.1493841207971627	0.7166907703335785	0.2699598515607968
UBR2	-0.38553108463861496	0.3953577034165416	0.28597506250250904
EHD2	0.24414410635736752	0.059500787256552314	0.10232889463976548
CCDC28A	0.07179353934924243	0.03736512324179524	0.29011728121064806
RRAGD	-0.36455680757839853	0.4462086365805022	0.21516603792707023
HSF2	0.5509773352043915	0.20446901903095568	-0.5507609566911923
PHF20	0.07250249839362666	0.5049551218650182	-0.2698919041767532
HSD17B6	-3.321928094887362	-3.321928094887362	1.632268215499513
NR1H3	0.4905496840780743	-0.2456674526750396	0.07257837947254211
TYMP	0.6449039564716662	0.4013950696652006	-1.2668007064518014
NCAPH2	0.5478677326159135	0.06377326284373659	-0.3348241662014595
