	Human_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)
DBNDD1	0.43851099612935507	-0.3205609615590961	0.19413325923383756
ALS2	0.06499430857415707	0.03125753796770427	0.3010218107415938
CFLAR	0.21576197048027618	0.20482717108503173	-0.02014348703484397
TFPI	-0.039631602729290054	-0.40691074719938936	0.653390217484184
NDUFAF7	0.5554581897931309	-0.43975386945012224	0.1284310866797323
RBM5	0.11818035544673494	0.27541484451710224	0.006180062464086501
MTMR7	0.05508118941493008	0.06445012300297971	0.2814265996887189
SLC7A2	-1.2158897535845792	0.7388306950045758	0.26383944426196004
ARF5	0.23495506967885965	-0.028580190125630452	0.19250383352836048
SARM1	-0.23876945475944564	-0.07404456305215378	0.5874236673431851
PLXND1	0.40259479827463707	0.10567349371035367	-0.14860852385640677
AK2	-0.7276076429440337	0.6092786826417558	0.22724718180612577
CD38	-0.7464816336853296	0.3657749683210181	0.5011802271484792
FKBP4	-0.017677097469797228	0.27893020048354944	0.13603806652231407
KDM1A	0.00632821406549871	0.2829018702621742	0.10964723772157405
RBM6	0.47564566264091884	0.44940696509948297	-0.8783724955641685
CAMKK1	-0.3125604613010691	0.07870325710490017	0.5247860423256295
RECQL	0.046966501952615654	0.5494034479079153	-0.3157572420349376
CCDC132	0.18229975225775955	0.20134496957344583	0.022245701703769057
HSPB6	-0.4303762600804898	-0.43293147985581326	0.8616987074992376
ARHGAP33	0.021036355347397208	0.04108144321918474	0.3293269603284318
NDUFAB1	-0.24215284456320066	-0.20656036497411664	0.6671349554946534
PDK4	0.12093460247008418	0.8570120439656851	-1.317326690049448
ZMYND10	0.15867529820087428	0.033227800283429094	0.21467101572934194
ARX	0.18865969391760473	-0.6534571757295515	0.6083745598765825
SLC25A13	-0.11851174086279423	0.3473548748208261	0.14618167196652046
ST7	0.14208380697897666	0.3654422288887023	-0.1388772400593341
CDC27	0.2263453764359064	0.3065897019196399	-0.16269997623217433
SLC4A1	0.7966253194762155	-3.321928094887362	0.5488970407348884
CALCR	-0.25790254295923476	-0.39483014829835306	0.768178557797128
HCCS	0.16283886400701683	0.1651439513891724	0.08302161171693752
DVL2	0.1949512298800294	0.17382548930803857	0.038813813494804734
UPF1	-0.14607648538802306	0.17146945088597895	0.3449309508348965
SKAP2	0.39089570799438544	0.21643969278680067	-0.2741628920910276
SLC25A5	0.26842878088886846	0.05803222237040659	0.07650414443729506
CCDC109B	-0.3938974540109406	0.5054495275751173	0.16267874838477336
POLR2J	-1.2846045307886327	-0.012666087654733538	0.9246758800197219
DHX33	-0.001660588422973476	0.32630288654301465	0.06674935307516217
MEOX1	-3.321928094887362	-3.321928094887362	1.632268215499513
THSD7A	-0.29443371934525175	0.2814584363022217	0.3439020677733956
LIG3	0.480931237916469	0.08297386269511933	-0.242709389681653
RPAP3	0.19308549436173048	0.20075996943111335	0.010765955879080337
ACSM3	-0.708213700385001	0.3606318608401813	0.4894754736861925
AC004381.6	0.32612399131372444	0.46377445701067993	-0.5837786529691396
CIAPIN1	0.418058452379029	0.08431151608598635	-0.1460999641703267
SPPL2B	-0.25645004750407335	-0.24031132240872183	0.6926879380839768
FAM214B	-0.012201280551822723	0.18024572171405048	0.2330840059805612
COPZ2	-0.44871565116150003	-0.31743977955122327	0.8195148655019597
PRKAR2B	0.17024766610133624	0.33954969499857224	-0.13703406032507495
MSL3	0.28853592510864834	0.3526926476181584	-0.3189409119717942
CREBBP	0.07598663592288171	0.18992922090911296	0.14432129106623282
BZRAP1	0.33834786191312916	0.06182112327464974	-0.01171947057693541
MPO	0.24515902959163277	0.9661529780265613	-2.6335025459879833
PON1	1.300812632223317	-1.0714843690423361	-1.471950177861106
GCFC2	0.5894787427809256	0.4281758143665725	-1.1527540000038732
WDR54	0.022490465125521844	-0.02840313403808326	0.38270451058956156
CROT	0.5866019948130636	0.3800797803302889	-1.0090288973074013
ABCB4	0.08457164081799103	0.19502831285138914	0.13077344542220862
KMT2E	0.019928111291590257	0.3256256645841913	0.04667717156500119
RHBDD2	0.48136584032846963	-0.008547602683558779	-0.1363112763338186
SOX8	-0.10916984383263048	0.10428453799200377	0.3761986225691042
IBTK	0.34140701655189765	0.2947783159602223	-0.31059011273100023
MYCBP2	0.11557367145427354	0.2162044679214556	0.07713479411419703
FBXL3	0.02259985714619229	0.19951025139645198	0.1838398423877958
ITGAL	-0.8455179114579952	1.0058347120761264	-0.4434303052499328
PDK2	0.13150354165608663	0.06078026094025608	0.21603330006375068
ITGA3	0.33298583910082713	0.2955256879727908	-0.298583530716653
ZFX	0.014021694746718473	0.37140800708921573	-0.004886317504883078
LAMP2	0.22753521900161577	0.39071748464020395	-0.2896124102142594
ITGA2B	-0.2605414585467181	0.9377656804551852	-0.8633724606519335
ASB4	0.6750915182255216	0.6810461476682032	-3.321928094887362
GDE1	0.20836075604938717	0.1990872251750093	-0.004836040697481434
C19orf60	0.056375902674423745	-0.30064723324114057	0.534322202539255
CRLF1	0.5708993060186895	0.7138170110907601	-2.5194206507865546
OSBPL7	0.05417299594305472	0.165053803127806	0.18970230296345636
TMEM98	0.21005069051385725	0.6067114189127172	-0.6885269547483518
YBX2	1.3129414655985892	-0.8203002078816255	-2.004623123394003
MAP3K14	-0.20688923703090611	-0.17741067248920214	0.6316239287975783
ABCC8	0.2792293518921313	-0.1978331013651824	0.28047466658541564
CACNG3	0.39113485272821896	0.03938140050931092	-0.05753830830615519
TMEM132A	0.2209605014192871	-0.3758349851451052	0.44766537060633316
AP2B1	0.24249648795496043	0.3561354335528758	-0.25675326502953066
TAC1	0.45341040044216824	-0.32819538893970024	0.1816680857856149
ZNF263	0.2794445049499709	-0.11745970000570667	0.21966503876252877
CX3CL1	0.8403191436881997	0.4952385756265134	-3.321928094887362
SPATA20	0.6039311400523573	0.35033438534423894	-0.9848118667802288
CACNA1G	0.1330707395332946	-0.18114004853169338	0.4020332968549797
TNFRSF12A	0.25266083943170387	0.682529000087077	-0.9895156783667504
DLX6	-0.14546693389413712	0.16229750816932842	0.35258389075419333
MAP3K9	0.1258959277896931	0.07272302662723375	0.21053224275307442
RALA	0.23754046736825415	0.30035989008822017	-0.16882412444304967
BAIAP2L1	0.4258834710173309	0.6497814888793408	-1.3670821037287422
KDM7A	-0.18456237148894866	-0.04901877782296635	0.5395216758114557
ETV1	0.061001408509559	0.26068741144663315	0.08237692581597603
AGK	0.07873929983760723	0.48460080653025145	-0.24347780908888417
TTC22	-0.9705572973966226	-2.9483182557145744	1.411497862367962
PHTF2	0.08023908737095838	0.5523511466207472	-0.36525224646925797
CCL26	-0.5263992675323952	-3.321928094887362	1.3252221032934468
FARP2	0.07647800230939758	-0.03129755253196188	0.34143868738368466
USH1C	-0.6627834805695795	1.1117123728363862	-0.9790273545805509
GGCT	0.7703338737847949	-0.43148056363512766	-0.22966127710395307
DBF4	0.06397175581982806	-0.15398231643763594	0.43924463323198715
TBXA2R	1.3263062286354717	-1.3021012744335696	-1.370091766162027
IFRD1	0.5110181701259178	0.07743926048206054	-0.28665450700497125
COX10	-0.19607847598031736	0.22308829901749147	0.3332523794683806
GTF2IRD1	0.055877059093134555	0.12293067812352994	0.2284363341105191
PAF1	0.44983835814753015	-0.12974610101363127	0.028739578161932525
VPS41	-0.00048800920453284755	0.7408768361252592	-0.6685310357026273
ARHGAP44	0.03483953055842744	-0.15794276856879377	0.4638890818023645
ELAC2	0.766558059503044	-0.2511176284997479	-0.39868664955206984
SCIN	-0.37594277113456714	-1.5089379749016985	1.1230228606547867
PNPLA4	1.1796389712038036	-0.6694231381798897	-1.3003022860096174
MYH13	-0.7786909893245136	-0.3483859307991719	0.949827881112531
ADIPOR2	0.011535884888120181	0.5531260038151744	-0.2780405098571989
CDKL3	0.42458615853344667	0.23370103502718992	-0.35482405032488173
PRSS21	-1.9308144642979712	-1.4135736374301244	1.412693874549598
MARK4	0.10296299922626512	0.15669361680441102	0.15224003909926692
PROM1	0.0540426205049004	0.38624306277599024	-0.06666210052005402
CCDC124	0.12350907913701313	-0.06167827087009139	0.3247757928713121
PAFAH1B1	-0.02058905366687883	0.4593638691366637	-0.09044275070220696
NOS2	1.2471296446890765	-0.34102144193601003	-2.869533439111932
DNAH9	0.1139101240577473	-0.21451533793034142	0.43936477069012925
KIAA0100	0.1896424525535171	0.2030110564244719	0.01209757364714042
SLC13A2	-0.9971961132897981	0.7962062986941403	0.08746087103675483
GAS7	0.06579111316911145	0.2909785907545644	0.04246418397451189
TRAPPC6A	0.8360921162132848	-3.321928094887362	0.5005900428748077
MATK	0.4670107447413586	-0.48059754288847917	0.26432837366769857
CD79B	0.5001366387871957	0.8364513415257459	-3.321928094887362
SCN4A	0.9606871070050731	-3.321928094887362	0.3262651190369048
ST7L	-0.10347132201641543	0.25544821144590446	0.2332779435262993
TKTL1	-1.495625037634706	-1.64860512145983	1.3931000849225874
PAX6	0.005530625678991809	0.3064621823548055	0.08336687440993953
RPUSD1	0.05795528682739961	-0.06646584519828258	0.38298385290969766
RHBDF1	0.0967295046557253	0.2636900747258417	0.04279550712040754
LUC7L	0.18244578406440848	0.06546137765915255	0.16191913052929702
CACNA2D2	-0.06876088784983543	0.17894459369556417	0.28034825420377313
BAIAP3	0.7399019392726275	-0.9198151078535565	0.13928732544364872
TSR3	0.4820328365318465	-0.22049985357106655	0.06353284374929126
PIGQ	0.6210460938581607	-0.10099700662565027	-0.2694746208980062
CRAMP1L	-0.006219309113227904	0.26148334122053385	0.14481786022467671
TEAD3	0.2919791920992625	0.5509996626281887	-0.7117460244360656
SELE	1.2898860259998695	-0.6361713070334662	-2.2413086515297866
DNAJC11	0.18130093233646008	0.2064313497846319	0.017584960532443857
FMO3	-0.12943572978885387	-2.85490815591264	1.1683762734582364
MYLIP	0.5068490913294001	-0.2799114400841555	0.07781042441526627
NOX1	1.051316809069476	0.17322906344807704	-3.321928094887362
PSMB1	-0.06732620200618582	-0.0696172385211243	0.4778886977264428
SYN1	0.34800580652351426	-0.29501391314380054	0.2775509454901946
JARID2	-0.0799907248369658	0.23412928904058042	0.2360206156541267
CDKL5	0.17583448073803862	0.2826196843707503	-0.0679679580825966
CAMK1G	0.2755850196137728	0.5601105176434815	-0.7010297324294977
CDK11A	-0.1316926058974448	-0.04522015317057592	0.5039573742005323
NADK	-0.23144959881290197	-0.19227246227305297	0.6535144252067652
TFAP2B	0.704726353775199	-0.5836304090379502	0.0041518656983730185
DLEC1	-0.6303047737228941	1.2173275522464715	-1.6047001835120909
CYTH3	0.05800454184615159	0.08829578192123343	0.258050327599309
ADAM22	0.10831429140234744	0.30273758092507397	-0.016615238245572907
SYPL1	-0.03311652374822743	0.37619003696167863	0.03531908321900441
CYB561	0.34315956528707836	0.01739645901847982	0.027631102595369047
SPAG9	0.11524400756018674	0.30339000146906775	-0.0250286943793103
CELSR3	-0.055635421139280196	0.24524430409861622	0.20481176328947237
AASS	0.3617128690448438	0.4024024087600852	-0.5283600898198059
SS18L2	0.13447145662684643	-0.6018610295195602	0.6261175875736442
MPND	0.09162596625968297	0.09715476011551981	0.22004229615496532
MGST1	0.9819208177417429	-1.4073700195275778	-0.07718049084965482
CRY1	0.051868061309100155	0.39422434132372025	-0.07528024830441042
NFIX	0.2329349483836324	-0.10050962249531097	0.25347282932117715
ST3GAL1	-0.27717695356018773	0.19923100595663623	0.407852596852706
MMP25	0.6904430892880742	0.38986473496928437	-1.4113858544374822
PKD1	0.411609540961465	0.14522454805848012	-0.21101660463333155
MAPK8IP2	0.15884826725395726	-0.07017639546999929	0.29992795119075
MED24	0.016950857680784356	0.4007510425251974	-0.046941522475421646
RHOBTB2	0.532354375648456	-0.10849239071252997	-0.11067343216269547
HEATR5B	0.1961278034353044	0.0435831003261992	0.16826999303948934
SEC62	0.22291089870926345	0.1725271897182917	0.008462489586251317
RPS20	0.5661204604838339	0.45748461554969205	-1.1638577841177344
CSDE1	0.1468164052887046	0.3317686764895485	-0.09800986819773122
UBE3C	0.11401470979269725	0.31163273945621617	-0.034082298853737515
REV3L	0.27548528124867744	0.5076653841525972	-0.5824013515817419
TENM1	0.17945093354087607	0.1980710141994178	0.02911175807400317
MASP2	-0.17829355107769196	0.4074765200909697	0.12418057946115764
FAM76A	0.2972342018927482	0.21639201783797998	-0.1370302687188134
TRAF3IP3	-0.40501116889545835	0.5860529650451634	0.06161771150964493
POMT2	0.1771026716955264	0.07863348049289806	0.15493527389081893
VTA1	0.2479801067678915	0.2707361397717836	-0.14236376938762468
MLXIPL	0.6660850339624895	0.13983424186610943	-0.7096693307108085
BAZ1B	-0.16546944179503956	0.535750775230519	-0.06090090722191364
RANBP9	0.2861050576858325	0.2694232583083194	-0.19210069271664665
SPRTN	0.526435653393723	-0.22272632365059755	0.003874627765042465
METTL13	0.5885789086025406	0.006052763211462697	-0.33637126942405005
DYRK4	0.44802055721509515	0.5548936561503046	-1.0992088834608473
ZNF207	0.26207701757195134	0.31159270741972905	-0.2180629043185883
UQCRC1	0.01293718978635548	-0.012249635106053085	0.3778979600581698
STARD3NL	0.08841943752129282	0.3303711404029182	-0.029943766890911785
CD9	0.12428345179475254	0.3322684878233518	-0.07241857426263494
NCAPD2	-0.42660336209507316	0.9470065348808643	-0.6708873182760235
IFFO1	-0.079909409442827	-0.077195155175695	0.4915803952963099
PHF7	0.5033090373533488	-1.518895951192636	0.6169092102038166
SEMA3G	0.4652646960092213	0.2924431319315001	-0.5255029845388857
NISCH	0.1811074638616858	-0.16769384449703525	0.35160741439564525
STAB1	-0.36895262358589387	0.2766584301793393	0.39426138532697463
FUZ	0.08351059783478045	-0.2826673087673534	0.5042003435397128
SLC6A13	0.22305736162013323	0.0795504438693627	0.1058212341402278
IDS	0.21598554585198557	0.4116452735959084	-0.30703551413782854
CD4	-0.17367140605407924	0.09127201272969353	0.4309353820565687
LRRC23	0.117000225031755	0.9325385004236312	-1.7042015788377407
BTK	-0.3108707537633356	0.6779892101679649	-0.16175548220493852
HFE	-0.29701404706825557	-0.17197922025813694	0.6766651481528608
SCMH1	0.29325562674533595	0.12521058662707393	-0.02337147677985042
FYN	0.31613463291937244	0.05050937740481116	0.027690642752342343
HIVEP2	0.22048324887236387	0.13909116464113688	0.04776873254740225
FMO1	-0.9940461869186593	0.19951471902491044	0.7221339661718892
TCEB3	0.050959984100487535	0.26407383451637806	0.0883873457556939
LYPLA2	-0.3395676274524056	0.029103848835369654	0.5746767968457231
CLCN6	0.24900277027229112	0.23876158163687777	-0.10216280864641639
MRC2	-0.00922211088614645	-0.20425481912634685	0.5244498710668118
NME2	0.28448355797190417	-0.7025051697569223	0.5533817292293544
SLC6A7	0.20688645886403043	-0.2509873455338236	0.3845851065277736
TSPAN9	0.3168955553122751	-0.4778391147525906	0.4182444060240494
BTBD7	0.13038759484228635	0.38049570299967317	-0.14620678492150582
APBA3	-0.20108859238990764	0.45174114536161597	0.08734902611351256
MKS1	-0.6434366609601693	0.488148709182161	0.3301797952089088
ABHD5	0.02430142764004579	0.5046326091188553	-0.2104779741543093
AKAP8L	0.009944237004332002	0.1322239844194308	0.2595454338839415
MBTD1	-0.2422652927293713	0.4666801674392065	0.10118932969995471
UTP18	0.5910281003875527	-1.2958471406482783	0.47132613977460613
RNF216	0.05904171074251694	0.4629953236269335	-0.18471024156070914
PTBP1	0.15453853938130432	0.4640430285050462	-0.3084079462054271
DPF1	0.10050757944581513	0.26260962951511096	0.04012464811038316
SYT7	0.23134749830778242	-0.051288691146034314	0.21536201377367215
LARS2	0.2933788684105669	0.40159304449033284	-0.40826861442961593
PIK3C2A	0.3284288407057355	0.4705603509615246	-0.6022906285540619
PLAUR	0.7376152945404665	-0.4613769756204004	-0.14195551813590082
ANLN	0.04721425618310226	0.5332282751522808	-0.2870638725888691
WIZ	0.23890906535259238	0.036720961189977634	0.1297713955297551
RABGAP1	0.14352010252406594	0.34003810494589076	-0.10529787728635795
DCN	0.35406346637766656	0.21331772881445166	-0.2134150810261965
QPCTL	0.5552044149397608	-0.1934510952277839	-0.0647486157893782
PPP5C	0.21053237242063433	0.1474968223859391	0.049963795297461214
CEP68	0.3836268826035408	0.2904919010682103	-0.37271949437320034
MAP4K3	-0.050502350066206916	0.39098030934126227	0.032969494606269086
ZBTB32	-2.1595309071387456	-1.5583049973114524	1.45239574493205
TYROBP	-0.6182878325407073	0.819448149593809	-0.17816641145052536
TMEM159	0.7480256803192032	-0.002593577526982026	-0.6843103488929505
GABRA3	0.3017101739085759	0.18813408807181872	-0.10763841663539775
BRCA1	0.17933121620339643	-0.09425771098912979	0.2996983946330557
ERCC1	0.011848494920275628	0.7969155795555476	-0.8510770102862975
CD22	0.5011770499705439	0.21673074724587135	-0.46886071846464855
SEMA3B	0.46960669973463254	0.34153738583315	-0.6255737977725655
MBTPS2	0.3444151431451817	0.3769793968672061	-0.4505895470335249
PRICKLE3	0.3137318658338599	0.11119702444914967	-0.033632590329310263
LTF	1.4381879861976956	-1.4195752329907059	-2.2083968356438586
EXTL3	0.2080857052187706	0.210199195562461	-0.01742042180346731
NR1H4	-3.321928094887362	1.632268215499513	-3.321928094887362
ELOVL5	0.08937866525066149	0.4897056314366362	-0.2654663389362937
ALOX5	-0.012348245066068514	0.6653766502446902	-0.46884994224400295
CALCOCO1	0.032141954804333336	0.44912087509030246	-0.13247866018637355
UBR7	-0.0325102127239288	0.39316668546519434	0.012939773460983526
MAP4K5	0.2692675216605699	0.4921346100938433	-0.5389329336757235
EHD3	0.28590590997105986	0.10181152520696375	0.011072410550720429
PSMC4	0.15465155755797957	0.13068592684735478	0.12701666490356406
MAN2B2	0.6672618819599556	-0.4489821125260882	-0.030052913795872507
SLC7A14	-0.06427017780715945	0.3772980072793145	0.06303912206370736
CLDN11	-0.09650142622376719	0.29896121219047955	0.1819845881813596
SLC25A39	0.21201453384043756	0.3202892496445764	-0.163082675174033
MVP	-0.09294175065583668	-0.340129943628109	0.6529874373970056
NUB1	-0.10841649215862273	0.3670284285080887	0.11463446582692678
PGM3	0.14106657589512253	0.36223917936939987	-0.1331149232155352
RWDD2A	0.40217380159746596	0.007151638501623513	-0.03869827261262583
CLK1	0.16669800913640728	0.07283332268348162	0.17086508475337622
POLR3B	0.00593890668680874	0.007526986026360315	0.36809115532357345
ANGEL1	0.1541362607940645	0.39632562184686393	-0.19910095632916042
RNF14	0.2516754194076794	0.3551471036202873	-0.2683040097097644
DNASE1L1	1.1506266069746396	-0.36864486933091006	-1.7112877919871985
HEBP1	-0.1779116272304655	0.31028806630522227	0.23396542139486737
GPRC5A	1.1418119403498543	-1.0684634359216567	-0.6976081963523464
MAMLD1	0.027447749503397064	0.16750476940573392	0.21123431652257377
CD6	1.1141274783730937	-0.8640501061545259	-0.7711470311694012
TACC3	0.7236168989047326	-0.8926007976520569	0.15061298512182472
UFL1	0.10078652808085617	0.2975406867107604	-0.002029050394207157
POLA2	0.016985982904749515	0.46685019891015694	-0.14230886406001358
ZC3H3	0.10972323977780417	0.1411233735652681	0.16119800926711866
CAPN1	0.19968812041428566	0.21736900106528592	-0.01604727760521389
ACPP	-0.038627671368586025	0.34739654845484425	0.07608938963283304
MDH1	0.20276274726497054	0.12160164218465921	0.08563920073409693
SLC30A9	0.27768195779304644	0.35192447404783866	-0.3013503426604494
MTMR11	0.40043353698415984	0.4943687224307762	-0.807449037535014
COX15	0.06355801769121032	0.5092244994274844	-0.2659079101867084
CCDC88C	0.12978228703398065	-0.6243125335156814	0.6389010612502085
YAF2	0.0884206153365723	0.23581683862178307	0.08300378961378442
ZMYND11	-0.07381354132296386	0.30138743229068665	0.16033661745434488
DPEP1	-1.0322943434985716	-3.321928094887362	1.438861314202636
BID	0.8600400247356738	-0.014698751137746045	-1.0143596612911439
MATR3	0.48134465234707385	0.5134956916738814	-1.0696006237688225
NPC1L1	-1.1406492343501997	-3.321928094887362	1.457565177645785
XYLT2	-0.21150102587833017	0.008250576846637185	0.5166471168235679
STMN4	-0.018009672691467804	-0.07494514360447685	0.4468147131795849
NUDCD3	0.19128399920669326	0.17597361862123992	0.04053337192185678
CHDH	0.03837857525232768	0.2934321096879766	0.06693462279265426
IL20RA	-0.3159365078959947	0.5191927542865206	0.08884381756153559
CLCA1	-3.321928094887362	-3.321928094887362	1.632268215499513
GLT8D1	0.2834946998090389	0.23764303989107566	-0.14593167155855008
ATP2C1	0.38859439840464227	0.36256797352931003	-0.5039564491515173
IGF1	-0.770271003962513	0.07047538551882944	0.7343346374623012
SLC38A5	-0.1539038758942216	0.38954943654385177	0.12591656221667094
RALBP1	0.12341456690679892	0.36284518695936074	-0.11289507796858828
RUFY3	0.20440982067999305	0.4524404028084892	-0.3595046539000987
CNTN1	-0.015989325213199356	0.4005197777428408	-0.012987173794822253
SLC11A1	0.19477190989553222	0.21770380786820437	-0.010751200812357751
WWTR1	0.4301930820868077	0.2129422971851655	-0.3336314893827157
AGPS	0.2037388715042994	0.21639888718076108	-0.019622334635866972
CXorf56	0.9028158842923787	-1.3761746651442022	0.06357103038307461
ATP1A2	-0.10207244049328203	0.3600097733564661	0.11752451800547842
TTC27	0.10413442945235414	0.03704952241763958	0.2619968721666519
ZNF582	0.09587785748804199	0.786461750072793	-0.9815212465261578
VSIG2	0.46305007463782744	0.727291052256604	-1.9103965525365953
PHLDB1	0.21914561067031177	0.004728076557489564	0.1797318720830809
MARCO	1.153626594219234	-0.1416844912334853	-2.5664807732407233
CYP24A1	1.3201491198304482	-1.230293436500052	-1.4079373768070176
PRDM11	0.28623629402391215	0.1288127912343635	-0.01865639594281422
SYT13	0.04235877038503083	0.2622916330710571	0.09871803782060407
SNAI2	0.45960148256801353	-1.286098390590713	0.5991079048698953
CD74	-0.013893931046811529	0.6099176844579814	-0.35215652341807213
HGF	0.112027109494044	0.44936977304568626	-0.22801194688333212
ZRANB1	0.38520491312764404	0.3455975858065203	-0.46737879253064113
NCDN	0.053715432897853695	0.08829100239410367	0.261777979631356
GPR124	0.12872684001368068	0.08210515311527981	0.19926090664858698
ZFP64	0.33651404750528385	0.08534076538023712	-0.03451515775421859
MNAT1	0.2545550558798472	0.37202296609346225	-0.29891057973200785
SAMD4A	0.00024094746021432561	0.37062095824770375	0.009954474216815595
RUNX3	0.39560354423947436	0.23609420749111837	-0.30988273189712834
MRE11A	0.18128674840529313	0.4052087428040723	-0.24840819959469332
PLEKHB1	0.28528181346436887	0.1657410095540722	-0.05948046978543512
SERPINB1	-0.47876451948031995	0.2808745682954228	0.4515165227422057
CYP3A43	0.7821203997544989	0.22854204324169441	-1.290909806042677
SLC7A9	-1.4143070957402826	-1.0569255550335221	1.2893356797078885
SPAST	0.09777428111572513	0.13011553786180424	0.1833244039147239
NRXN3	0.17528699400213282	0.2339564957837091	-0.007586555029503629
OSBPL5	0.4102136435529731	-0.3327422152277051	0.2352266096518618
AQR	-0.42174111843841217	0.3314136457103756	0.37320962217111536
CPS1	1.1106556651808657	-0.32647780492106837	-1.5433777454033406
C8B	-3.321928094887362	-3.321928094887362	1.632268215499513
FHL1	0.3381860490355561	0.09518975507181852	-0.04747559447455081
RTFDC1	0.33014345109789833	0.2729857804777304	-0.2609197587754776
GABRA1	0.2519431923081968	0.2503214629396116	-0.12073664909525168
NLRP2	1.6155166029871306	-3.321928094887362	-2.880583122801946
SLC45A4	0.29916252560239404	-0.05536723932631728	0.14694269640258764
RNF10	0.25205785487911375	0.2280279452742545	-0.09255163013540368
ZNF839	0.6051683892387563	0.28697860918892465	-0.8396960180545705
ZDHHC6	0.24483877246904462	0.010706543687479704	0.14742503400014154
GRAMD1B	-0.04059213950280593	0.12113663664194922	0.3105178822662729
RNH1	0.10706742525353412	0.20383743466496518	0.0992351856289085
NDUFS1	0.09234155784020477	0.41762975178380446	-0.15494010912293163
RB1CC1	0.26995260441179586	0.24517459550474915	-0.1376548076341778
ERP44	0.20549945864922067	0.44128634064067174	-0.34171981254691225
ALAS1	0.2606528311305915	0.23227894951931732	-0.10890714801315633
BIRC3	-1.3843372301157784	1.2638034229912518	-0.9555221682860582
GLRX2	0.015955866271850194	0.032297317092333425	0.3405504106795653
SNAPC1	-0.19653416397436257	0.25110813056924264	0.3071191735480425
DERA	0.5660379386095434	0.37842421215225264	-0.9444529930222205
STRAP	0.6000445042031054	0.3947862122067394	-1.0908374822092264
DEF6	0.0422496993412625	0.25193979640196623	0.11032923571735087
PLEKHO1	0.09245566043855914	0.04994590571634415	0.26133880457869996
GCLM	0.06129900162890469	0.5334125973946077	-0.30534900603581444
UBR2	0.08742635180645594	0.24864324792592274	0.06961638180369442
EHD2	0.20122295070889215	0.03953792508995171	0.16677059277786851
CCDC28A	0.14710689871270624	0.4235895887989523	-0.2321032848422759
RRAGD	-0.06173927452480467	0.37495461868762253	0.06363116941729935
HSF2	0.2833386978685098	0.2060310601330637	-0.1055019100911199
PHF20	0.14904012293935956	0.2813744270039599	-0.03531844616641078
HSD17B6	-0.24500967902193485	-1.9243249505435887	1.1327257816472451
NR1H3	0.8628917974919675	0.03419307442851131	-1.1286736921921672
TYMP	0.12835726888029386	0.6365127250109156	-0.6162051714564748
NCAPH2	-0.15187017445622833	0.15280399171980366	0.3653442452592334
TOMM34	0.1647918198319347	0.3628533800417353	-0.16322121445854199
