	m_Hum-Chimp	m_Hum-Rhesus_Monkey	m_Rhesus_Monkey_Chimp
PDK2	0.20087964337640152	0.7072473193910174	-0.5063676760146159
ITGA3	0.4810789755053744	0.8358108138466731	-0.35473183834129873
ZFX	-1.216580218382342	-0.307859235762594	-0.908720982619748
LAMP2	-0.7778781986261114	0.2091441848240203	-0.9870223834501317
ITGA2B	-0.8550338276974211	0.7849362130621793	-1.6399700407596005
ASB4	-0.1913215378987667	-0.39416612502118387	0.20284458712241715
GDE1	-0.5039354733566714	-0.28125357992968514	-0.2226818934269863
C19orf60	0.5981283428914121	0.3594291693568934	0.23869917353451875
CRLF1	-0.3972442380313064	1.9276330803547972	-2.3248773183861036
OSBPL7	-0.11766782996068503	1.3533239591887032	-1.4709917891493882
TMEM98	0.6652052728896676	2.4597546864832567	-1.794549413593589
YBX2	1.882743697223503	2.1268752801253585	-0.24413158290185577
KRT33A	0.0	0.0	0.0
MAP3K14	-1.1639115321732634	-1.40785147039258	0.2439399382193166
ABCC8	-0.6863451558318645	2.0423370815524216	-2.728682237384286
CACNG3	-0.6236443133729426	0.7736868688692669	-1.3973311822422094
TMEM132A	-0.9188321407720639	-0.9825048832764263	0.06367274250436239
AP2B1	-0.6755243293442401	0.0666830179774216	-0.7422073473216617
TAC1	-2.3699828858146588	0.0	-2.3699828858146588
ZNF263	0.02008606561038606	-0.35202351734620096	0.372109582956587
CX3CL1	0.21724468956705678	14.405342045156186	-14.188097355589129
SPATA20	0.7288995935913061	1.4232599977592537	-0.6943604041679476
CACNA1G	0.011574203830928664	-0.6156969011978229	0.6272711050287516
TNFRSF12A	-1.2470899705329384	0.4910766096015724	-1.7381665801345108
DLX6	-1.3871171073865742	0.0	-1.3871171073865742
MAP3K9	-1.9429071022568605	-0.9096293799536297	-1.0332777223032308
RALA	-0.2993527486740959	-0.5544525345673303	0.25509978589323445
BAIAP2L1	0.13718477542932783	4.4000698346771845	-4.262885059247857
KDM7A	-2.0654619921602704	-1.0850845539257081	-0.9803774382345622
ETV1	-0.21599956254642716	-0.939414775453601	0.7234152129071738
AGK	-0.10939603387512387	0.34459308512055387	-0.45398911899567773
TTC22	1.6422317627729266	0.7210277748497924	0.9212039879231342
PHTF2	-0.8021092295469714	-1.829084737689933	1.0269755081429617
CCL26	1.2123195516174876	4.108265166544044	-2.895945614926556
FARP2	-0.8574030538096458	0.22473098943347658	-1.0821340432431223
USH1C	-0.05326049545316636	-0.5442995512945485	0.4910390558413822
GGCT	0.8522739675192934	-0.19294657237206536	1.0452205398913588
DBF4	-1.131717704010537	0.8368888799031219	-1.968606583913659
TBXA2R	0.2825716713340798	2.2611160768017076	-1.9785444054676278
IFRD1	0.9449226684384993	1.7057451862516277	-0.7608225178131285
COX10	-0.2270493444218058	0.212970572052817	-0.4400199164746228
GTF2IRD1	0.005291734728245956	1.0300655862837074	-1.0247738515554614
PAF1	0.31593981342764277	0.5572274750444111	-0.2412876616167683
VPS41	-1.5640692765111015	-0.3647603450078578	-1.1993089315032437
ARHGAP44	0.4785347827923325	0.640290720832899	-0.16175593804056643
ELAC2	0.630067687670639	1.0422407420043225	-0.41217305433368345
SCIN	3.5944905897213877	4.631348191560561	-1.0368576018391737
PNPLA4	3.917562358021403	5.059396077593833	-1.1418337195724302
MYH13	-0.9227988187635581	-6.932132647273598	6.009333828510039
ADIPOR2	-0.07655114214233993	-0.11658368190418322	0.04003253976184329
CDKL3	0.5224213640106883	0.5338765694163272	-0.011455205405638935
UPP2	0.0	0.0	0.0
PRSS21	1.099413031901596	-0.9867383432959298	2.0861513751975256
MARK4	-0.17636334837740542	0.05218254386281629	-0.2285458922402217
PROM1	-2.597620675169739	-1.4548514964812949	-1.1427691786884444
CCDC124	-1.2242792154953985	0.26557256778328053	-1.489851783278679
PAFAH1B1	-1.302922966722007	-0.8337537204325463	-0.4691692462894608
NOS2	-0.17018754361200275	1.4328967899537106	-1.6030843335657134
DNAH9	1.0226847464568656	0.6587868438979796	0.363897902558886
KIAA0100	-1.0192154026938258	-1.1640740831973915	0.14485868050356565
SLC13A2	-2.354568289941221	-4.119939335179093	1.7653710452378726
GAS7	-0.35336777824022914	-0.3558655368833916	0.0024977586431624843
TRAPPC6A	13.32379834686198	-0.35961264814288185	13.683410995004861
MATK	1.192898739842422	0.9731600374707657	0.21973870237165616
CD79B	1.7074131511419985	3.458346490555873	-1.7509333394138744
SCN4A	-0.2668087146851086	-0.8582556898071019	0.5914469751219933
ST7L	-0.2255460438364505	-0.6865546966196883	0.46100865278323777
TKTL1	1.6690673153650097	0.9805580503662927	0.688509264998717
PAX6	-1.1744553454717552	-2.2573651255615768	1.0829097800898215
RPUSD1	1.3229039107688965	1.4358307142079072	-0.11292680343901074
RHBDF1	0.7898330671324318	1.4262997333514287	-0.6364666662189968
LUC7L	0.19184593232941882	0.6058474852690736	-0.4140015529396548
CACNA2D2	-0.14111996551258277	1.7174851081520084	-1.8586050736645912
BAIAP3	0.40849149873219726	2.6003714068781045	-2.191879908145907
TSR3	1.2790175284174383	1.6981820492105584	-0.41916452079312005
PIGQ	-0.0364209924117711	1.159323732446972	-1.1957447248587432
CRAMP1L	-0.819206927574597	-0.2897632336847691	-0.5294436938898279
TEAD3	0.2911314849858533	0.8072427512969611	-0.5161112663111078
SELE	4.487567611441241	7.37208468107696	-2.8845170696357187
DNAJC11	-0.5250898875220287	-0.03976367396567948	-0.4853262135563492
FMO3	-1.4912889501793738	-1.0425638411140885	-0.4487251090652853
MYLIP	0.31295554408785975	0.025881105952921146	0.2870744381349386
NOX1	-1.2582646342104034	-2.07240940351765	0.8141447693072468
E2F2	0.0	-2.0194231918074697	2.0194231918074697
PSMB1	-0.1945178933245586	0.13088167745519286	-0.32539957077975146
SYN1	0.41524201042287956	-2.85431629665001	3.2695583070728897
JARID2	-0.10994531600347646	0.4120988856581915	-0.522044201661668
CDKL5	-0.785298526688302	0.9252143088910081	-1.7105128355793102
CAMK1G	0.19412163732712623	1.2455160411717334	-1.051394403844607
CDK11A	-0.9685881223120774	-0.3597543607556837	-0.6088337615563937
NADK	0.31934707466912116	-0.15234694680844374	0.4716940214775649
TFAP2B	0.0	-1.932408948981352	1.932408948981352
TFAP2D	0.0	0.0	0.0
DLEC1	0.8082639063218862	2.0692050019562154	-1.2609410956343292
CYTH3	-0.12207880370879653	0.4293523742026011	-0.5514311779113976
ADAM22	-2.4752365555111604	-0.04270596076809337	-2.432530594743067
SYPL1	-0.3819712791850183	-0.49526334529295823	0.11329206610793996
CYB561	0.3170276952308546	-0.5487670552342889	0.8657947504651435
SPAG9	-1.608382044595218	-0.33467153199550914	-1.2737105125997088
CELSR3	-0.5819607476971594	0.5503462529461103	-1.1323070006432696
AASS	-0.10027026944286543	0.20503153832045484	-0.3053018077633203
PLEKHG6	1.1330885759197706	2.506961678219466	-1.373873102299695
SS18L2	0.5314882324297292	-1.602463589809953	2.1339518222396823
MPND	0.24178480108274059	0.20729401254842017	0.034490788534320416
MGST1	3.2106981313470353	3.0715981451603733	0.13909998618666197
CRY1	-0.7323960092616977	-0.5320315801190949	-0.20036442914260277
NFIX	0.3011649343022409	-0.8015344294269404	1.1026993637291813
ST3GAL1	-0.24667988220157522	1.7721861679482878	-2.018866050149863
MMP25	3.363567600160172	2.933702858707823	0.429864741452349
PKD1	-0.07489230928241497	0.6189237347166356	-0.6938160439990506
MAPK8IP2	-0.36124211404858	-1.0853881690038132	0.7241460549552332
MED24	-1.1344637020341102	0.5635896688590929	-1.698053370893203
RHOBTB2	0.07037237434743737	0.9238054150883164	-0.853433040740879
HEATR5B	0.07851979779130724	-1.0997380757779145	1.1782578735692217
SEC62	-0.18882000410965016	-0.061740134670746905	-0.12707986943890326
RPS20	0.8066684109682285	2.7575484900232503	-1.9508800790550218
CSDE1	-0.9043899129644171	-0.5160820002045181	-0.38830791275989895
UBE3C	-0.7871460458798492	-0.1489988064498311	-0.638147239430018
REV3L	-1.144772507928348	-0.1618214408377181	-0.9829510670906298
TENM1	0.8191805329952058	1.8594743896300998	-1.040293856634894
PAX7	0.34040992720327923	0.8423548138821781	-0.5019448866788989
MASP2	-0.282381269187447	0.284820972866497	-0.567202242053944
IYD	0.0	-2.4438453128987985	2.4438453128987985
FAM76A	-0.6153298747487357	-0.312578687241877	-0.3027511875068587
TRAF3IP3	0.08385115839554302	-1.847913459234451	1.931764617629994
POMT2	-2.4079055292211766	-0.010938891963339081	-2.3969666372578375
VTA1	-0.6567042073855989	0.14839266122489914	-0.805096868610498
MLXIPL	0.1180190652297437	0.421284128421771	-0.3032650631920273
BAZ1B	-1.3128769347986555	-0.8997578348366693	-0.41311909996198626
RANBP9	-0.890573964837297	-0.4286947819692841	-0.4618791828680129
SPRTN	-0.8497966046111634	-0.025798293583823018	-0.8239983110273403
METTL13	0.33055383254494064	0.09966486427829047	0.23088896826665017
DYRK4	0.47782964735214417	7.92638100205637	-7.448551354704225
ZNF207	-0.7124742204734158	-0.016210886045897155	-0.6962633344275186
UQCRC1	-0.03468170369684742	0.23733513786215177	-0.2720168415589992
STARD3NL	-0.3836617955394903	-0.5736691088875361	0.19000731334804577
CD9	1.65545643922969	1.1345177233292665	0.5209387159004235
NCAPD2	-1.702501446250162	0.5526903822075862	-2.255191828457748
IFFO1	-0.4692950840521348	-0.6742969234510223	0.2050018393988875
PHF7	1.9611305468587428	-0.9739954906517185	2.9351260375104613
SEMA3G	-0.3068674544002157	0.44654895793828864	-0.7534164123385043
NISCH	0.25212079959244793	0.13972904344927883	0.1123917561431691
STAB1	-0.39578859661770593	-0.9043363460266356	0.5085477494089297
FUZ	0.9297102273853204	0.7687727478282529	0.1609374795570675
SLC6A13	-0.5004474148452001	-1.9315749706627012	1.4311275558175012
IDS	-1.0752168800633086	-0.08642865651346998	-0.9887882235498386
CD4	0.027710319217464807	-1.8120573429187945	1.8397676621362593
LRRC23	-1.6193818618941433	5.055856534055135	-6.675238395949278
BTK	0.012640047906638752	0.4000650265781033	-0.3874249786714645
HFE	1.8114295737392139	-1.0172039826640167	2.8286335564032306
SCMH1	0.12478527152409757	0.9387605379411461	-0.8139752664170485
FYN	0.33793800818451825	0.370435952758954	-0.03249794457443578
HIVEP2	-0.3279454137530129	-0.38505788983532696	0.05711247608231407
FMO1	0.2781842981012834	0.7478229712149332	-0.4696386731136498
TCEB3	-1.598295763873276	-1.3716232382643048	-0.22667252560897122
LYPLA2	-0.3872902346649383	-0.6357330847546185	0.24844285008968026
CLCN6	0.43554582280548937	0.24672076045414926	0.1888250623513401
MRC2	0.9321289488383124	0.4635341362152303	0.4685948126230821
NME2	1.7201671314757618	0.7694241946744516	0.9507429368013103
SLC6A7	-0.2673653031871819	0.9242496739873487	-1.1916149771745306
TSPAN9	0.8647205083997687	0.22575883610104164	0.638961672298727
BTBD7	-1.0318855822960424	-0.6794171672639191	-0.35246841503212334
APBA3	-0.9994388034409765	0.2845558356905311	-1.2839946391315076
MKS1	-0.8852174804758133	-0.18499454080037303	-0.7002229396754402
ABHD5	-1.336691403806169	-0.6616304101274926	-0.6750609936786764
AKAP8L	-0.06750777665807117	0.3648988909359723	-0.43240666759404345
MBTD1	-0.7614105737061494	0.1299060189982204	-0.8913165927043698
UTP18	2.0425402086857143	-0.7768573434789907	2.819397552164705
RNF216	-0.9955953486718103	-0.6509738174445339	-0.34462153122727646
PTBP1	0.005986924667636728	0.5693832223429878	-0.563396297675351
DPF1	0.8900252168135265	0.6930768067595816	0.19694841005394492
SYT7	0.6129733168877456	0.4097604067784504	0.2032129101092952
LARS2	-1.708891907408038	-0.7640991128292081	-0.9447927945788299
PIK3C2A	-0.24679596483684207	0.7360991970573525	-0.9828951618941946
PLAUR	2.208088027932333	3.6029508202781373	-1.3948627923458043
ANLN	-1.6447917886670678	-1.4630643095211373	-0.1817274791459304
WIZ	-0.006772950560983482	0.3067606679816839	-0.31353361854266737
RABGAP1	-0.7337940742616587	-0.4013350648170082	-0.33245900944465046
DCN	-0.09390645207624893	-0.35605314326511106	0.26214669118886214
QPCTL	0.15048644434340286	-1.102825129677485	1.2533115740208878
PPP5C	-0.4491432262128381	-0.2696740921978673	-0.17946913401497078
CEP68	-0.6713867788586567	0.9789531782785739	-1.6503399571372306
MAP4K3	-1.0519577400773663	-0.11061561638311712	-0.9413421236942492
ZBTB32	-3.412646054655162	-5.535832126133348	2.123186071478186
TYROBP	1.0726586435380314	1.7406816577659505	-0.6680230142279191
TMEM159	-0.0015635335859869315	-0.22116667204474894	0.219603138458762
GABRA3	-2.421426193758126	-2.811532682846714	0.39010648908858814
BRCA1	-1.0989634690420906	-1.6903488038683927	0.5913853348263021
ERCC1	-0.5278097256463923	1.2582755096358431	-1.7860852352822354
CD22	1.6366653179822936	1.9548789652644132	-0.3182136472821193
SEMA3B	0.9114188656878603	0.04848942621038077	0.8629294394774796
MBTPS2	-0.5366162424710295	-0.21506586987546594	-0.3215503725955635
PRICKLE3	-0.15720479886064975	0.7578813025289302	-0.9150861013895799
LTF	0.7509301796209709	1.7388078760472045	-0.9878776964262337
EXTL3	-0.5357311040652117	-0.9148812389393965	0.3791501348741848
NR1H4	-1.1091164675210554	-0.9679407900066348	-0.14117567751442062
ELOVL5	1.4125575223104798	1.1950728265415025	0.21748469576897733
ALOX5	1.4495174803832636	2.4069746439279767	-0.9574571635447129
CALCOCO1	-1.3109005761651975	0.2184879228417449	-1.5293884990069424
UBR7	-0.41022788290592516	-0.505336564463124	0.09510868155719887
MAP4K5	-1.0418893614114344	-0.08725527465434801	-0.9546340867570864
EHD3	-1.1898906842785646	-0.31352817288946033	-0.8763625113891043
PSMC4	-0.6775315285100776	-0.6270366227967807	-0.050494905713296845
MAN2B2	1.0304109917438744	0.4245153650090052	0.6058956267348692
SLC7A14	-1.0772195289998763	0.030133847782101597	-1.1073533767819779
CLDN11	1.0834571219816669	1.13871772088124	-0.05526059889957313
SLC25A39	-0.21236497056262849	-0.6764908989925971	0.4641259284299686
MVP	0.33185104159857204	0.21862276513980827	0.11322827645876377
NUB1	-0.6029439270394921	-0.05287581933085672	-0.5500681077086353
PGM3	-1.0962992168127763	-0.34323424428202154	-0.7530649725307548
RWDD2A	0.8339816201630508	1.950667325678772	-1.1166857055157213
CLK1	0.5109952653842207	0.02280213705130052	0.48819312833292017
POLR3B	0.16343139717930955	-1.0639183656060598	1.2273497627853693
ANGEL1	-1.0252710686990998	-1.6011978950013592	0.5759268263022594
RNF14	-1.482452164009577	-0.7446698921398145	-0.7377822718697624
DNASE1L1	-0.42339939776086233	-0.16964047310646357	-0.25375892465439875
HEBP1	0.7372892262065331	1.0189080990619752	-0.28161887285544207
GPRC5A	3.677956058031138	1.8658931206468492	1.8120629373842887
MAMLD1	0.25594742797213055	0.22111967689905176	0.03482775107307878
CD6	-5.8445740886370334e-05	-0.46852158082081014	0.46846313507992376
TACC3	1.5813195718287976	2.613826504556798	-1.0325069327280005
UFL1	-0.7293314065988774	-0.11361044049852964	-0.6157209661003478
POLA2	0.005875146089607597	0.10883938227987366	-0.10296423619026607
ZC3H3	0.11325670787552244	0.7554527638975062	-0.6421960560219837
CAPN1	-0.18806616673492105	0.028962980219395362	-0.2170291469543164
ACPP	0.12254819939085282	-1.0105933094716448	1.1331415088624976
MDH1	-0.10611099666628476	0.163042494363264	-0.2691534910295488
SLC30A9	-0.49468541435518976	-0.6978899655703827	0.20320455121519299
MTMR11	-0.6914628705066441	1.2080387676551607	-1.8995016381618048
COX15	-1.235155635126631	-0.1747465476388692	-1.0604090874877619
CCDC88C	-0.05074099420919698	-0.1485384218066088	0.09779742759741183
YAF2	-0.9496077098444404	0.05152052786746797	-1.0011282377119084
ZMYND11	-0.7718215133398241	-0.8755390864268984	0.1037175730870743
DPEP1	-1.0276999913886722	-3.2310950599590207	2.2033950685703485
BID	0.8258018139155245	1.3992248131863305	-0.573422999270806
MATR3	-0.4560827104576166	1.3822620106478212	-1.8383447211054378
NPC1L1	2.9831471498655575	-0.4371297542848177	3.4202769041503753
XYLT2	0.12086929969250626	0.23438639773344505	-0.11351709804093879
STMN4	-2.4589628398085965	-1.7111194563575616	-0.747843383451035
NUDCD3	-0.8471431726072636	-1.5524470972823758	0.7053039246751123
ISL1	0.0	0.0	0.0
CHDH	-1.5782185669524567	-1.1463146896213874	-0.4319038773310693
IL20RA	-1.2482591428960144	-2.957465851602101	1.7092067087060867
CLCA1	0.0	-1.0301865624471578	1.0301865624471578
CLCA4	0.0	0.0	0.0
GLT8D1	-0.28209663942389085	-0.8054733104441292	0.5233766710202383
ATP2C1	-0.9124629809874207	-0.6238563649743369	-0.2886066160130838
IGF1	-0.4217628614886251	-1.023908233781118	0.602145372292493
SLC38A5	-1.541871527821835	-3.748004102326141	2.206132574504306
RALBP1	-1.2515838385858755	-0.8350474017195939	-0.4165364368662816
RUFY3	-1.0058618202929033	-0.2793088882276109	-0.7265529320652924
CNTN1	-1.381993106378309	-0.3116758173668923	-1.0703172890114168
SLC11A1	1.6215080618398854	-0.3679461091786149	1.9894541710185003
WWTR1	-0.4796456334215691	1.1473561626904818	-1.6270017961120509
AGPS	-1.1349229020200067	-0.2665215877184046	-0.8684013143016021
CXorf56	2.6291846256082376	-0.2981312549421222	2.92731588055036
ATP1A2	0.005711776105725264	-0.14261351364858932	0.14832528975431458
TTC27	-0.20667106562350934	-0.21509911986720454	0.008428054243695193
ZNF582	-11.090080432951755	-8.81705826186627	-2.2730221710854845
VSIG2	2.6901346083177495	4.802303222129894	-2.1121686138121447
PHLDB1	0.1789307676045082	-0.3000288435957179	0.4789596112002261
MARCO	1.8084620688455306	2.640622159951256	-0.8321600911057253
CYP24A1	-1.6194912669534056	0.0	-1.6194912669534056
PRDM11	-0.5895675730529404	0.18543637475172448	-0.7750039478046649
SYT13	1.2054037688633676	2.393103569437225	-1.1876998005738573
SNAI2	0.6962896481962328	0.6350202798709463	0.06126936832528651
CD74	0.692148101134693	-0.47444740465067703	1.16659550578537
HGF	-0.3823314136217215	0.7278723147735711	-1.1102037283952926
ZRANB1	-1.3680720657146708	0.9311853925223055	-2.2992574582369762
NCDN	-1.3193719814712557	-1.6494973708840384	0.3301253894127827
GPR124	0.93834596846572	0.16144176777584107	0.776904200689879
ZFP64	0.16238424216077707	-0.3533200748662062	0.5157043170269833
MNAT1	-0.6571002798167394	-0.15399807329078907	-0.5031022065259503
SAMD4A	-1.0052609556344079	-0.30738158885028355	-0.6978793667841243
RUNX3	0.5860196254280081	1.4481630006952617	-0.8621433752672536
MRE11A	-0.7971692918113629	-0.2947360975177471	-0.5024331942936158
PLEKHB1	-0.6854711991226132	1.1228919462412583	-1.8083631453638715
SERPINB1	0.4566493172502337	1.9245542013875117	-1.467904884137278
CYP3A43	1.8619057520455886	1.8619057520455886	0.0
SLC7A9	-0.02935836078713505	-2.1077663951495142	2.078408034362379
SPAST	-1.528565153640315	-1.1531969647937643	-0.37536818884655077
NRXN3	0.8015994352024344	0.9768567542755646	-0.1752573190731303
OSBPL5	0.5423645331939224	-0.30746484179701117	0.8498293749909336
AQR	-1.0681435260821783	-1.2354300853629616	0.1672865592807833
CPS1	0.15982638381646572	3.422992279299731	-3.2631658954832656
C8B	-0.4313555606658055	1.4524548656782394	-1.883810426344045
FHL1	-0.17548846101923132	0.6270100160925978	-0.8024984771118291
RTFDC1	0.4442415489720748	0.739097246193479	-0.29485569722140426
GABRA1	-6.11821317575885	-5.192229022100205	-0.9259841536586451
NLRP2	3.0445922941564163	1.148772670473592	1.895819623682824
SLC45A4	-0.3608248506123237	-0.35857678951356053	-0.0022480610987631877
RNF10	-0.430114205053016	-0.293157643480086	-0.13695656157293
ZNF839	0.9476601239870419	0.9543481348513874	-0.0066880108643454506
ZDHHC6	0.16841231821077418	-0.5280098931335786	0.6964222113443528
GRAMD1B	-0.9835339099280851	-0.291361498948566	-0.6921724109795191
RNH1	0.3797635951186251	0.3393276305015043	0.040435964617120845
NDUFS1	-0.5643696237441667	0.07065127538469973	-0.6350208991288664
RB1CC1	-1.8104249902776557	-0.8068417300071093	-1.0035832602705463
ERP44	-0.5105736309905202	0.2491429831685057	-0.7597166141590259
ALAS1	0.6311954074575903	0.5537546043610355	0.07744080309655477
BIRC3	-0.1833990489326398	-1.3153686594983567	1.1319696105657169
GLRX2	-0.7723880700242143	-0.3741712672165223	-0.398216802807692
SNAPC1	-0.29471787784995396	0.4632831666842656	-0.7580010445342196
DERA	-1.0269994163087706	-0.37340952311340914	-0.6535898931953614
STRAP	-0.5695098346220284	0.9513971253737568	-1.5209069599957852
DEF6	1.2968738844198586	0.9030720854945773	0.39380179892528133
PLEKHO1	-0.10531305126595925	1.0895598655651533	-1.1948729168311125
GCLM	-2.1343129305965753	-1.6536014248277935	-0.48071150576878185
UBR2	-0.8670620331259302	-0.7484758709785257	-0.11858616214740447
