	v_Hum-Chimp	v_Hum-Rhesus_Monkey	v_Rhesus_Monkey_Chimp
CREBBP	-0.3635602487259284	-0.640919925398312	0.2773596766723836
BZRAP1	-0.5161826760838171	-0.4978215782132418	-0.01836109787057527
MPO	-0.8941999069684696	2.6568860712301516	-3.5510859781986213
PON1	1.2771426816080993	0.20176065991942593	1.0753820216886734
GCFC2	0.9295632936636231	2.011765437551428	-1.082202143887805
WDR54	-0.5019476832498775	-0.4156611528324454	-0.08628653041743206
CROT	-0.38755778593836343	0.2620054335768307	-0.6495632195151941
ABCB4	0.4177358487731927	0.7850064115698141	-0.3672705627966214
KMT2E	-0.4140728605761961	-0.5765342013431898	0.1624613407669937
RHBDD2	0.16471013278641422	0.6079750568600417	-0.4432649240736275
SOX8	0.17674873416061132	0.5644414652826288	-0.3876927311220175
IBTK	-0.20407627422238317	0.164649794438259	-0.36872606866064217
MYCBP2	-0.702449897763886	-1.0772846038744923	0.3748347061106063
FBXL3	-0.3216928785845843	-0.7796401864242348	0.45794730783965054
ITGAL	-2.7096754651299215	-0.6819827954926964	-2.0276926696372253
PDK2	-0.07256120317385939	-0.36580654335713714	0.29324534018327775
ITGA3	-0.21687509177155828	0.15850889775664978	-0.37538398952820806
ZFX	-0.2312977282251305	-0.606662128913876	0.37536440068874555
LAMP2	0.29800433529667636	0.9501318056538235	-0.6521274703571471
ITGA2B	-0.5323017984947986	1.2970456678864353	-1.829347466381234
ASB4	1.3467835573466944	5.061038967744894	-3.7142554103981995
GDE1	-0.2744956880197247	-0.15050862496289863	-0.12398706305682605
C19orf60	0.17629194895224032	0.6724165006472482	-0.4961245516950079
CRLF1	0.29042629519409413	2.9746897203503133	-2.684263425156219
OSBPL7	-0.14169523291755848	-0.2073955596099566	0.06570032669239811
TMEM98	0.24612764590113034	1.6353994315202653	-1.389271785619135
YBX2	1.9862638353105275	6.244253775373371	-4.257989940062844
KRT33A	-1.3486441273367642	0.0	-1.3486441273367642
MAP3K14	-0.5343537860479284	-1.2449538193315215	0.7106000332835931
ABCC8	0.5310856816716054	-0.7092059716866812	1.2402916533582866
CACNG3	-0.12095887292648921	-0.03746639487723691	-0.0834924780492523
TMEM132A	0.43618121786111885	0.4692126469573461	-0.03303142909622725
AP2B1	-0.5931966140747917	-0.48394124043284137	-0.10925537364195037
TAC1	-0.030916396725884532	-1.4864667677869674	1.4555503710610829
ZNF263	0.10507855366725227	-0.14274873549081235	0.24782728915806462
CX3CL1	-0.22882099124289468	16.92826602189043	-17.157087013133324
SPATA20	0.13835483831153983	1.462387444827609	-1.3240326065160692
CACNA1G	-0.7382995703828241	-1.3792673732599878	0.6409678028771637
TNFRSF12A	-0.839145011969094	0.748341556503398	-1.587486568472492
DLX6	-0.4006311430717262	-0.9063607373582543	0.5057295942865281
MAP3K9	-0.6594325578148048	-1.6561706395357474	0.9967380817209426
RALA	-0.08127452004431568	-0.035138379066804504	-0.046136140977511175
BAIAP2L1	1.180168939668714	0.8797816396104378	0.3003873000582762
KDM7A	-0.4268546147240091	-1.3525254126063229	0.9256707978823138
ETV1	0.6510575200984912	-0.18649983034807072	0.8375573504465619
AGK	-0.9674719398373979	-0.587541664552889	-0.37993027528450884
TTC22	-1.1553151091680103	-4.424635943949039	3.269320834781029
PHTF2	-0.6082894658659193	-0.14615027501913502	-0.46213919084678423
CCL26	-3.2178200841166493	-2.9710867239975816	-0.2467333601190676
FARP2	0.182677711690717	-0.011952088644673786	0.1946298003353908
USH1C	0.4232519475879255	1.2709248317567523	-0.8476728841688268
GGCT	0.542715231660372	0.12321187078669382	0.41950336087367823
DBF4	-0.7343324192792995	-1.37612747084263	0.6417950515633306
TBXA2R	6.228120257061562	6.228120257061562	0.0
IFRD1	-0.09845507085609473	0.2353180093317624	-0.3337730801878571
COX10	-0.8491320389617076	-1.366668527691603	0.5175364887298954
GTF2IRD1	0.19573098346338202	-0.10972404507502898	0.305455028538411
PAF1	0.4809372119091817	0.5091066850908827	-0.028169473181701044
VPS41	-1.1713988455413746	-0.23747859531368842	-0.9339202502276862
ARHGAP44	-0.4400214740068016	-1.0482444039866792	0.6082229299798776
ELAC2	0.9268499905475247	0.7282663765819617	0.198583613965563
SCIN	1.2499710000954292	-2.9251169055642467	4.175087905659676
PNPLA4	1.9800137279724375	3.1788258477814697	-1.1988121198090322
MYH13	0.25226992916217084	-1.3277796664840955	1.5800495956462663
ADIPOR2	0.03715412738373125	1.044340748837187	-1.0071866214534557
CDKL3	0.35143337881724124	1.3264379107971762	-0.975004531979935
UPP2	3.9922594186112104	6.205508184112157	-2.213248765500946
PRSS21	-4.065366944422348	-7.355373268972105	3.290006324549757
MARK4	-0.2555516878498123	-0.07813837530010037	-0.17741331254971193
PROM1	0.08655696687380976	-0.24534117142860712	0.3318981383024169
CCDC124	0.1674354542755072	0.6728957914427838	-0.5054603371672766
PAFAH1B1	-1.0043886331013532	-1.0510027229072811	0.04661408980592796
NOS2	1.4391818812310186	5.217367446456199	-3.77818556522518
DNAH9	0.829624786669996	-0.8683687657242889	1.6979935523942848
KIAA0100	-0.2936848157111429	-0.4379709299896444	0.14428611427850146
SLC13A2	-1.728058109166024	0.9972213401316687	-2.725279449297693
GAS7	-0.8482279188524187	-0.991690270579765	0.14346235172734634
TRAPPC6A	13.230871566863238	13.230871566863238	0.0
MATK	0.9591286732294639	0.5076978100842702	0.45143086314519376
CD79B	0.366443119386634	1.1819663127358084	-0.8155231933491743
SCN4A	0.19446486764312398	0.51958886251915	-0.32512399487602606
ST7L	-0.16370206655331732	-0.6122182266589569	0.44851616010563955
TKTL1	0.0	-1.9021314789532011	1.9021314789532011
PAX6	0.9597089328590807	-0.6308113950144438	1.5905203278735245
RPUSD1	-0.3600183159140036	-0.9635280731624274	0.6035097572484238
RHBDF1	0.23147536342424413	0.15903322812740672	0.0724421352968374
LUC7L	0.2150504913422937	0.7095305253626192	-0.4944800340203255
CACNA2D2	-0.5845399906350277	-1.1618446597610212	0.5773046691259935
BAIAP3	2.081187799366376	1.9663878039316516	0.11479999543472452
TSR3	0.6497407152340067	0.7930449158022892	-0.14330420056828252
PIGQ	0.06333839996534696	0.7031987924720706	-0.6398603925067237
CRAMP1L	-0.6379736155192086	-0.9195209770358934	0.2815473615166848
TEAD3	0.24306994058244502	1.5651264860114167	-1.3220565454289717
SELE	-3.938064727107949	-0.4996910188548599	-3.4383737082530894
DNAJC11	-0.382879753986181	-0.3278995835087537	-0.054980170477427315
FMO3	2.5784462613724592	-1.1279807362176129	3.7064269975900723
MYLIP	0.22798799825132576	-0.0009804220511711037	0.22896842030249687
NOX1	-1.4284322871113577	0.19134010060863815	-1.6197723877199959
E2F2	0.0	0.0	0.0
PSMB1	0.05538227889861247	-0.01728730941626111	0.07266958831487358
SYN1	0.06636451454154013	-0.34255548244981426	0.4089199969913544
JARID2	-0.22613746802945478	-0.6692621806326136	0.4431247126031588
CDKL5	-0.8096101603387531	-1.1346716691333247	0.32506150879457163
CAMK1G	-0.8818907832364076	-0.2722784427164999	-0.6096123405199076
CDK11A	-0.03037293612589842	-0.7629667482532376	0.7325938121273392
NADK	-0.18884061780849137	-1.2200777601183956	1.0312371423099043
TFAP2B	0.0	-3.7674411675166843	3.7674411675166843
TFAP2D	0.0	0.0	0.0
DLEC1	-2.2312419663921736	-0.20827606956590394	-2.02296589682627
CYTH3	0.005222352237400862	-0.1531449427514957	0.15836729498889657
ADAM22	-0.6882351285831767	-1.5238293953144995	0.8355942667313228
SYPL1	0.4492670736971123	0.5901958004607009	-0.14092872676358859
CYB561	0.0007438082543522739	0.3497504053599636	-0.3490065971056113
SPAG9	0.06936501837717834	-0.23232805727877892	0.30169307565595727
CELSR3	-0.902035547571006	-0.9319611154057856	0.02992556783477962
AASS	0.6352842552767344	1.375878577218165	-0.7405943219414306
PLEKHG6	0.0	0.0	0.0
SS18L2	0.441560591132637	-0.7573014466836776	1.1988620378163146
MPND	-0.33806914442852776	0.36665378789439185	-0.7047229323229196
MGST1	4.177024203280386	2.0102337541458724	2.166790449134514
CRY1	-0.3150038345630879	-0.6591862909271118	0.3441824563640239
NFIX	0.018103237685984652	-0.6505062054851773	0.668609443171162
ST3GAL1	-0.5616901928199365	-1.1564119266779098	0.5947217338579733
MMP25	0.8703065817468589	2.6310978301303103	-1.7607912483834514
PKD1	-0.13796227775734415	0.4660940139664156	-0.6040562917237597
MAPK8IP2	-0.4031256430707888	-0.6024625614627173	0.19933691839192846
MED24	-0.6263190582702807	-0.4784732620790253	-0.14784579619125537
RHOBTB2	0.012812085377815308	-0.36610246165569027	0.3789145470335056
HEATR5B	0.15252692663637468	-0.5826730656223456	0.7351999922587202
SEC62	0.3240693495381084	0.42424160411800216	-0.10017225457989376
RPS20	0.2607584141704482	2.75505398497846	-2.4942955708080117
CSDE1	-0.31625285945628256	-0.30588156486776974	-0.010371294588512825
UBE3C	-0.4811445209204708	-0.6013223397067922	0.12017781878632139
REV3L	-0.4222273769639715	0.3122735604625122	-0.7345009374264837
TENM1	-0.033184777916017705	-0.5989772720687743	0.5657924941527566
PAX7	-1.140177910283927	2.7647866848053932	-3.90496459508932
MASP2	-0.6123332724462385	-0.80315138690995	0.19081811446371155
IYD	0.0	0.0	0.0
FAM76A	-0.005181255871525625	-0.24278005205350084	0.2375987961819752
TRAF3IP3	-1.07054263575436	-0.560868182028585	-0.5096744537257747
POMT2	0.3358021318476734	-0.001815638437291156	0.33761777028496454
VTA1	-0.6443208488025425	-0.6235736230073439	-0.02074722579519861
MLXIPL	-0.04085111249441997	5.431814603173322	-5.472665715667741
BAZ1B	-0.650879149951308	-0.5338896918333775	-0.11698945811793049
RANBP9	-0.2365385119890222	-0.030350845178889863	-0.20618766681013234
SPRTN	0.10258113519980716	-0.171624180980531	0.27420531618033817
METTL13	0.3485532361627337	0.2861630322363391	0.062390203926394605
DYRK4	0.07401212854058947	2.459086392003045	-2.3850742634624553
ZNF207	-0.2410251874160556	-0.1132967569103247	-0.1277284305057309
UQCRC1	-0.17435902178063856	-0.35164330139397926	0.1772842796133407
STARD3NL	-0.35895046582012835	-0.07104301601478635	-0.287907449805342
CD9	0.4265143309178665	1.5972010389619662	-1.1706867080440997
NCAPD2	-0.955698406979975	0.2437391470885908	-1.1994375540685658
IFFO1	-0.11314642916651607	-0.6396259803528928	0.5264795511863767
PHF7	1.3970077816529283	-0.7723912956919723	2.1693990773449006
SEMA3G	0.34093033084627855	1.031966122802932	-0.6910357919566534
NISCH	-0.13935751324962986	-0.6790225019690697	0.5396649887194398
STAB1	-1.7664297268448754	-1.141609984250909	-0.6248197425939663
FUZ	0.20574539285068472	0.2620467065486105	-0.05630131369792579
SLC6A13	0.6510664364138519	0.9874219244081379	-0.33635548799428605
IDS	-0.5832548588285267	-0.42446633505424636	-0.15878852377428032
CD4	-0.7477847873121704	-0.0881832057324976	-0.6596015815796727
LRRC23	-0.771130584713843	3.5350303405230767	-4.30616092523692
BTK	-0.9434052419466628	2.498275933913587	-3.4416811758602495
HFE	0.4134259495440866	-2.556065918278513	2.9694918678226
SCMH1	0.020848969784812432	0.22856605411875108	-0.20771708433393865
FYN	0.11617860423882753	0.13074591380214784	-0.014567309563320308
HIVEP2	-0.5435439820232819	-1.047181211662764	0.503637229639482
FMO1	-3.0193309642708615	-2.6649196787140284	-0.35441128555683277
TCEB3	-0.47457220212324547	-0.6067997256954776	0.1322275235722321
LYPLA2	-0.5516212859890963	-1.3504110815974997	0.7987897956084034
CLCN6	-0.35356359995766784	-0.4177140222648248	0.06415042230715695
MRC2	0.28420659753650757	-1.1332224326398634	1.417429030176371
NME2	1.054370853389882	0.21947035921242275	0.8349004941774592
SLC6A7	-0.013817719302694265	-0.012691701967554536	-0.0011260173351397285
TSPAN9	-0.13509520363824645	-1.5781004055201082	1.4430052018818618
BTBD7	-0.11535567873884389	-0.19011941194607385	0.07476373320722995
APBA3	-0.6559019426899466	0.08893398722780077	-0.7448359299177474
MKS1	-1.0903346014494328	-1.154543107885253	0.06420850643582021
ABHD5	-0.4085088053292356	0.08697059959946696	-0.49547940492870257
AKAP8L	-0.14479631611366006	-0.2728335949336298	0.12803727881996974
MBTD1	-0.6127575856315493	-1.1259610612743614	0.5132034756428121
UTP18	2.0347723314388553	-0.012981608375532971	2.0477539398143882
RNF216	-0.6162195546937985	-0.24327905589343768	-0.37294049880036084
PTBP1	-0.09092339005384353	0.6849959156581686	-0.7759193057120122
DPF1	-0.8056258182868836	-0.004388991697021005	-0.8012368265898626
SYT7	-0.44218155488557986	-0.8004666927663857	0.35828513788080585
LARS2	-0.03813324940936447	0.548886949985401	-0.5870201993947655
PIK3C2A	0.05694597109942823	0.1675938421518426	-0.11064787105241436
PLAUR	-0.04766686933616082	0.5998559881777412	-0.647522857513902
ANLN	0.4852108971782023	1.7944857810116845	-1.3092748838334822
WIZ	0.15614794300493529	0.23103152175876485	-0.07488357875382956
RABGAP1	-0.3165703959677728	-0.35292048877089766	0.036350092803124845
DCN	-0.4574868350682708	0.32239804983162124	-0.779884884899892
QPCTL	1.0888977926369137	0.9625740209656781	0.12632377167123554
PPP5C	-0.42583641828842733	-0.21465948577278482	-0.2111769325156425
CEP68	-0.7401659320273763	-0.342996162120782	-0.39716976990659436
MAP4K3	-0.5383279721271705	-0.825045594799815	0.28671762267264445
ZBTB32	-2.390092719272335	-4.258574034455066	1.8684813151827309
TYROBP	-1.7144101076765343	1.1905940263511776	-2.905004134027712
TMEM159	0.9056391478048309	1.5259097412354778	-0.6202705934306469
GABRA3	-0.50298651392957	0.27841939024038	-0.7814059041699499
BRCA1	0.26038870597065045	-0.9982506048991446	1.258639310869795
ERCC1	-1.1104592546501229	0.6989874141288812	-1.809446668779004
CD22	1.837649035291145	2.921984901885336	-1.084335866594191
SEMA3B	1.363195229184413	2.558745595876146	-1.1955503666917329
MBTPS2	-0.7589173738123991	-0.49333878135258225	-0.26557859245981685
PRICKLE3	-0.10142376704950218	1.7769891994753957	-1.8784129665248979
LTF	3.212759697936343	2.5103894454113447	0.7023702525249984
EXTL3	-0.5713546869231863	-0.7513801756889791	0.18002548876579283
NR1H4	0.7635487216762535	1.892811952953557	-1.1292632312773034
ELOVL5	0.20689139440785453	0.9319952531651587	-0.7251038587573042
ALOX5	-0.9818450643695222	0.2042729973602453	-1.1861180617297675
CALCOCO1	-0.8319922217584592	-0.04502031560929787	-0.7869719061491613
UBR7	-0.6603405000902098	-0.496270686260206	-0.16406981383000385
MAP4K5	0.2787641603141662	0.5984470069904901	-0.31968284667632396
EHD3	-0.6952466340151133	-0.7726495521333749	0.07740291811826161
PSMC4	-0.19658111596529793	-0.35872013788889845	0.16213902192360052
MAN2B2	0.7891454458269953	0.43205926941069794	0.35708617641629736
SLC7A14	-0.5714068023461394	-0.42459820174117446	-0.14680860060496492
CLDN11	0.24262558572435822	1.124608486173626	-0.8819829004492679
SLC25A39	-0.0275583664868968	1.0121595252277444	-1.0397178917146412
MVP	0.45802854675087623	-0.1643869167721661	0.6224154635230423
NUB1	-0.35308189042699833	-0.5793466220012666	0.2262647315742683
PGM3	-0.16569691857769353	-0.05628074402479921	-0.10941617455289432
RWDD2A	0.5732678970512959	0.14970091757056903	0.42356697948072686
CLK1	0.3606306173571454	0.040966653908160566	0.31966396344898484
POLR3B	-0.7368688468433788	-1.3839343433853655	0.6470654965419866
ANGEL1	-0.4003468006163997	-0.11586538304783645	-0.28448141756856327
RNF14	-0.3209152963486481	0.0015799524818858046	-0.32249524883053393
DNASE1L1	1.7741910701794485	2.98567861523446	-1.2114875450550113
HEBP1	-0.07083226763521999	0.0012777602333358118	-0.0721100278685558
GPRC5A	-2.2184659638540554	0.4171042629847465	-2.635570226838802
MAMLD1	-0.9143463196415178	-1.2070004286791853	0.29265410903766753
CD6	1.7972007645185126	0.8313952294474449	0.9658055350710677
TACC3	2.9396940059322114	3.0589240673824207	-0.11923006145020953
UFL1	0.1268337169619942	0.3931028177700018	-0.2662691008080076
POLA2	-0.24460349747679322	0.6269051743573892	-0.8715086718341825
ZC3H3	-0.33802105803768523	-0.35599863659521613	0.017977578557530904
CAPN1	-0.3352141366188457	-0.5071447103143845	0.17193057369553877
ACPP	-0.2417569277650813	0.53064613149784	-0.7724030592629213
MDH1	-0.21044906971180133	-0.04511101874662238	-0.16533805096517895
SLC30A9	-0.6512275639009539	-0.4315697794338238	-0.21965778446713013
MTMR11	0.14084638778023084	1.4512589835296383	-1.3104125957494075
COX15	-0.5263589929350427	-0.18221485342465726	-0.34414413951038547
CCDC88C	0.8921411954910372	-1.0675154766317423	1.9596566721227795
YAF2	-0.45114913435097037	-0.6702156141956079	0.21906647984463756
ZMYND11	-0.46754545676111103	-0.7658137900341808	0.2982683332730698
DPEP1	-2.095299960702123	0.0	-2.095299960702123
BID	0.8013735597099938	2.832515040419109	-2.031141480709115
MATR3	-0.35474756012843045	1.1058410996884938	-1.4605886598169242
NPC1L1	1.812374315954508	-2.8319607690815767	4.644335085036085
XYLT2	-0.25029409432785776	-0.7263784799078543	0.47608438557999655
STMN4	-0.13131511187236633	0.235679560850226	-0.36699467272259234
NUDCD3	-0.8337164586499721	-0.8966662856928362	0.06294982704286411
ISL1	0.0	0.0	0.0
CHDH	0.8801869014092123	0.7236205717218915	0.15656632968732076
IL20RA	0.7958622320727291	-0.46686562881203697	1.262727860884766
CLCA1	-0.6633112179892722	-5.548107767835514	4.884796549846242
CLCA4	1.1317297442659666	5.483283293899086	-4.351553549633119
GLT8D1	-0.11700237583275275	0.35255706837625844	-0.4695594442090112
ATP2C1	-0.13663433130462543	0.49460534141709633	-0.6312396727217218
IGF1	-2.3576571932789028	-3.7623380110124955	1.4046808177335932
SLC38A5	0.1655104970747372	0.7351693943323632	-0.569658897257626
RALBP1	-0.2824529410262011	-0.2594784745662153	-0.0229744664599858
RUFY3	-0.46310465418440216	-0.09472373634170239	-0.3683809178426998
CNTN1	-0.9021697525253023	-1.023725496963542	0.1215557444382398
SLC11A1	-0.5974427740159309	0.45728754463551313	-1.054730318651444
WWTR1	0.24877589916065634	0.5522926621848052	-0.3035167630241489
AGPS	-0.17126897557409038	-0.10636589540798003	-0.06490308016611035
CXorf56	2.819057559229373	0.4015045594113964	2.4175529998179766
ATP1A2	0.5687834338230751	-0.35781448780529423	0.9265979216283693
TTC27	-0.37578732127444736	-0.6675345600822014	0.291747238807754
ZNF582	-4.034686996058729	-1.3241647094280555	-2.710522286630673
VSIG2	0.12293702710404553	2.4952844404098418	-2.3723474133057962
PHLDB1	0.8867644283785348	0.8910994521747249	-0.004335023796190107
MARCO	-2.7747754546639998	1.7835712444645417	-4.558346699128541
CYP24A1	1.2023921364952395	3.653365802404753	-2.4509736659095136
PRDM11	-0.5646210833543313	-1.1958486253319975	0.6312275419776663
SYT13	-1.2237532435003313	-1.440095141123793	0.21634189762346168
SNAI2	1.2220431465763772	-0.8882479847320441	2.110291131308421
CD74	-1.0623850035385667	0.8374411204944368	-1.8998261240330034
HGF	0.30944843004777733	2.154028890519364	-1.8445804604715863
ZRANB1	-0.3414091907380854	-0.10283406023629826	-0.23857513050178714
NCDN	-0.9318482051396657	-0.8811024720201068	-0.05074573311955888
GPR124	0.23214493886638365	0.011102305119615963	0.2210426337467677
ZFP64	-0.2983669857082516	-0.0733726571165878	-0.2249943285916638
MNAT1	0.019093634520823244	0.41995328366195306	-0.4008596491411298
SAMD4A	-0.17774037512068208	0.6202328506227124	-0.7979732257433945
RUNX3	2.3466332907269685	4.459194428819362	-2.112561138092394
MRE11A	-0.4558887874840565	0.26577875839871545	-0.7216675458827719
PLEKHB1	1.1833899190615362	1.8122064414583283	-0.6288165223967921
SERPINB1	-1.465484205039819	-1.223733914919058	-0.24175029012076088
CYP3A43	-1.794689070484071	2.05313567086948	-3.8478247413535516
SLC7A9	0.7385913488594589	-1.2049284267167	1.9435197755761588
SPAST	-0.36362062530599815	-0.7338730125108004	0.37025238720480225
NRXN3	-0.6339812255047166	-0.7503502050390649	0.11636897953434833
OSBPL5	0.15415975272319926	-0.16930346435919574	0.323463217082395
AQR	-0.5832124823552727	-1.4446044663494506	0.8613919839941779
CPS1	1.4211774904227843	3.792271578981285	-2.371094088558501
C8B	0.9771040413838041	-0.011814486923515943	0.9889185283073201
FHL1	-0.39498640215582803	-0.45904331154905975	0.06405690939323172
RTFDC1	0.14610464070890927	0.605891704654753	-0.4597870639458437
GABRA1	-0.7427025613005451	-1.0374147136708451	0.2947121523703
NLRP2	7.5633686606369555	3.4533869120930962	4.109981748543859
SLC45A4	-0.4232516958039749	-0.9382925324399052	0.5150408366359303
RNF10	-0.2449212291894458	0.14975243288984963	-0.39467366207929544
ZNF839	0.8762207960867263	1.9938326544204887	-1.1176118583337624
ZDHHC6	0.01642789516589449	-0.30714621978463086	0.32357411495052535
GRAMD1B	-0.8728419688433675	-1.453513026062983	0.5806710572196154
RNH1	0.18813765405695193	0.542830042948137	-0.35469238889118504
NDUFS1	-0.4995402751732696	-0.5153173519358809	0.01577707676261131
RB1CC1	-0.483430999575754	-0.7071172221427933	0.2236862225670393
ERP44	-0.10528746600516747	0.738245053250834	-0.8435325192560015
ALAS1	-0.2932040949830519	-0.06980830471086552	-0.22339579027218637
BIRC3	-4.006721798402163	-0.40810250154092165	-3.598619296861241
GLRX2	0.16513271530244644	0.30426571562123694	-0.1391330003187905
SNAPC1	-0.4181962850972867	-1.2388492608079607	0.820652975710674
DERA	0.5315484412572724	2.09249699871403	-1.5609485574567574
STRAP	-0.11665050989043735	1.4376235151608574	-1.5542740250512947
DEF6	-0.10039233929451319	0.9534078077276957	-1.053800147022209
PLEKHO1	0.07258343487236196	0.13793418368948096	-0.065350748817119
GCLM	-0.025899512214085263	0.5515016762592158	-0.577401188473301
UBR2	-0.18344669017319326	-0.40421103293924254	0.22076434276604928
EHD2	0.05723764612256321	-0.5279754362480942	0.5852130823706574
