	p_Hum-Chimp	p_Hum-Rhesus_Monkey	p_Rhesus_Monkey_Chimp
GCFC2	0.17249214178258399	1.9821100679369676	-1.8096179261543837
WDR54	0.05648472297963014	-0.39415034547820227	0.4506350684578324
CROT	0.22112467245613754	1.800406362090861	-1.5792816896347235
ABCB4	-0.11031430256971239	-0.04614092745487709	-0.0641733751148353
KMT2E	-0.33529834301631034	-0.029623346730041078	-0.30567499628626926
RHBDD2	0.5355746443440363	0.6783354579794665	-0.14276081363543014
SOX8	-0.23717161412662513	-0.5342063296637924	0.2970347155371673
IBTK	0.05059849695740137	0.7226520130869476	-0.6720535161295462
MYCBP2	-0.11041328192987265	0.042378112555258696	-0.15279139448513135
FBXL3	-0.19487850145674557	-0.1777124983651035	-0.017166003091642068
ITGAL	-1.9678479084297402	-0.4423462267137632	-1.5255016817159768
PDK2	0.07799145747639713	-0.09271811578028721	0.17070957325668434
ITGA3	0.04062390813260652	0.6991119376745178	-0.6584880295419113
ZFX	-0.39087027655321016	0.020946144684471868	-0.41181642123768203
LAMP2	-0.17746570289802754	0.5762052179547759	-0.7536709208528034
ITGA2B	-1.2854518161488135	0.6878719268673883	-1.9733237430162018
ASB4	-0.0061345299135022735	4.86778117553602	-4.873915705449522
GDE1	0.010151465880582577	0.23503598353672928	-0.2248845176561467
C19orf60	0.40064633587656395	-0.5204704638169453	0.9211167996935092
CRLF1	-0.15259854965564656	4.200005472099143	-4.352604021754789
OSBPL7	-0.12184611492840514	-0.14880910933708513	0.026962994408679997
TMEM98	-0.4287383563914293	1.02017747337936	-1.4489158297707894
YBX2	2.3160612120043176	3.8638102466809836	-1.547749034676666
KRT33A	0.0	0.0	0.0
MAP3K14	-0.033013158368792705	-0.9136466705598636	0.8806335121910709
ABCC8	0.5279978905411129	-0.0013554927726184829	0.5293533833137314
CACNG3	0.3849410903780939	0.4926831420852018	-0.10774205170710793
TMEM132A	0.6676809347701615	-0.24620483667763615	0.9138857714477977
AP2B1	-0.12367333024865168	0.5552902223227036	-0.6789635525713553
TAC1	0.8636129193379816	0.29490663419076046	0.5687062851472211
ZNF263	0.43695206532032227	0.06506571028519303	0.37188635503512923
CX3CL1	0.36832565752509616	17.068309449063356	-16.699983791538262
SPATA20	0.2730271314978463	1.8059535982542014	-1.5329264667563551
CACNA1G	0.3492035985083737	-0.29292745640716245	0.6421310549155361
TNFRSF12A	-0.45661063258525836	1.3928210760689597	-1.849431708654218
DLX6	-0.3383165374398085	-0.5442276822604017	0.20591114482059325
MAP3K9	0.05851313259543112	-0.09270315728811074	0.15121628988354185
RALA	-0.06846033571266741	0.4501791345198036	-0.518639470232471
BAIAP2L1	-0.23265598012067468	1.9520774776582155	-2.18473345777889
KDM7A	-0.150714626544854	-0.7896841132846868	0.6389694867398328
ETV1	-0.2188888350181175	-0.02357334146884682	-0.1953154935492707
AGK	-0.4418852983017656	0.3599322508796563	-0.8018175491814219
TTC22	3.039922589627177	-2.5752553523121557	5.615177941939333
PHTF2	-0.5117553493095084	0.49855632333892164	-1.01031167264843
CCL26	2.692858632709093	-1.8386184844152238	4.531477117124316
FARP2	0.11911042999771837	-0.2891781997849492	0.40828862978266756
USH1C	-1.9094514606072663	0.3660872542942567	-2.275538714901523
GGCT	1.322407537644117	1.0918293583202612	0.23057817932385571
DBF4	0.23894241222572132	-0.4042435427727744	0.6431859549984957
TBXA2R	2.867833012084205	2.9508941447244736	-0.08306113264026896
IFRD1	0.4717042305781485	0.8791692312847648	-0.4074650007066163
COX10	-0.4638976830424397	-0.5836339421414731	0.1197362590990334
GTF2IRD1	-0.07367780022981218	-0.18894691321214374	0.11526911298233156
PAF1	0.63665260370031	0.45997713363296544	0.17667547006734452
VPS41	-0.8037689099414846	0.7646742189322007	-1.5684431288736853
ARHGAP44	0.2151283182776389	-0.4684068462470412	0.6835351645246801
ELAC2	1.1109826422280653	1.2792118669616324	-0.16822922473356705
SCIN	1.2649940430111741	-1.5657140189546435	2.8307080619658174
PNPLA4	2.0336260474380605	2.8223203703854605	-0.7886943229473999
MYH13	-0.3869251892671475	-1.6079147597976047	1.2209895705304572
ADIPOR2	-0.5899573618217611	0.32493868902187284	-0.9148960508436339
CDKL3	0.2059947992221307	0.8576141092611511	-0.6516193100390204
UPP2	3.213806858419066	6.520078821089223	-3.3062719626701567
PRSS21	-0.7109019852320286	-3.8593672225615383	3.1484652373295097
MARK4	-0.059094125286110355	-0.054204279685211354	-0.004889845600899001
PROM1	-0.3593482695024943	0.13237938376418024	-0.49172765326667456
CCDC124	0.20525702936492074	-0.2200916777300641	0.42534870709498485
PAFAH1B1	-0.5252566681987805	0.0779441796133451	-0.6032008478121256
NOS2	1.6999835096734532	5.466453195025279	-3.766469685351826
DNAH9	0.3523154048093231	-0.34405153040974845	0.6963669352190716
KIAA0100	-0.01463825805683161	0.1956931654331715	-0.2103314234900031
SLC13A2	-1.4144157511731352	-0.8130579003099179	-0.6013578508632172
GAS7	-0.24695745635257182	0.025803175603271278	-0.2727606319558431
TRAPPC6A	13.56624197597592	0.35805843196581044	13.20818354401011
MATK	1.055208002349203	0.21962208940974914	0.8355859129394538
CD79B	-0.3375064739739134	3.8994656874544935	-4.236972161428406
SCN4A	1.7222998863855212	0.43713739676966346	1.2851624896158578
ST7L	-0.39475580297082224	-0.3706437319799951	-0.024112070990827128
TKTL1	0.12737108364939687	-2.6736779376765316	2.8010490213259285
PAX6	-0.3299185721536855	-0.08598153173858947	-0.243937040415096
RPUSD1	0.13801055049408273	-0.3550063226716329	0.49301687316571563
RHBDF1	-0.1823330445389395	0.05933098484467436	-0.24166402938361387
LUC7L	0.12873678688170553	0.02251372584823219	0.10622306103347334
CACNA2D2	-0.2729337271340988	-0.3833710299300268	0.110437302795928
BAIAP3	1.871034182732414	0.6483984579460627	1.2226357247863513
TSR3	0.7734706987938491	0.45611943335502225	0.31735126543882686
PIGQ	0.7877521576391864	0.9775354418312183	-0.18978328419203194
CRAMP1L	-0.2936487009582196	-0.1663214964694273	-0.1273272044887923
TEAD3	-0.2751564323082629	1.106549131385479	-1.3817055636937419
SELE	1.988541341089644	3.7824975491292188	-1.7939562080395748
DNAJC11	-0.0275127770233885	0.18040452001022622	-0.20791729703361472
FMO3	3.8066745267879307	-1.3760548659296794	5.182729392717611
MYLIP	0.8656944027172679	0.46619732430034055	0.3994970784169274
NOX1	0.6802108312255324	2.216056432802997	-1.5358456015774649
E2F2	2.151896149711493	2.151896149711493	0.0
PSMB1	0.002558727494351487	-0.5972676115610032	0.5998263390553547
SYN1	0.7137345588300548	0.07661795925368331	0.6371165995763715
JARID2	-0.3459475197667601	-0.34800837521082606	0.0020608554440659788
CDKL5	-0.11660282259858068	0.26945038389398057	-0.38605320649256125
CAMK1G	-0.3074521997401254	1.1073226219568904	-1.4147748216970157
CDK11A	-0.09674503134604073	-0.6974536111331169	0.6007085797870761
NADK	-0.04423278598943092	-0.9691366473251195	0.9249038613356886
TFAP2B	0.9497556261292228	0.54399352676218	0.4057620993670428
TFAP2D	1.0973961083010146	0.4793992276903724	0.6179968806106423
DLEC1	-1.9631453770581193	1.1447437151274438	-3.1078890921855633
CYTH3	-0.0334101073712576	-0.2193723995137251	0.1859622921424675
ADAM22	-0.21249677769980124	0.13803727079784522	-0.35053404849764647
SYPL1	-0.44883987786023827	-0.07593321992760593	-0.37290665793263233
CYB561	0.357002339331177	0.34566365406610267	0.01133868526507431
SPAG9	-0.20585350218738707	0.15522983105971377	-0.36108333324710085
CELSR3	-0.3314107847047696	-0.2872707801242589	-0.044140004580510706
AASS	-0.04388058325258548	0.9915784827781602	-1.0354590660307457
PLEKHG6	0.0	-1.2615378356401492	1.2615378356401492
SS18L2	0.8355251774759562	-0.5326285393932713	1.3681537168692275
MPND	-0.006093980558462775	-0.14094848104679691	0.13485450048833414
MGST1	2.755337598893033	1.1442095345232977	1.6111280643697352
CRY1	-0.3736381118208456	0.14100677269084727	-0.5146448845116929
NFIX	0.3686621668862369	-0.02242793799779008	0.39109010488402696
ST3GAL1	-0.5289214948788308	-0.7551796421452401	0.22625814726640936
MMP25	0.31537569905484264	2.3279092807948967	-2.0125335817400543
PKD1	0.290264503632228	0.6870705972918154	-0.3968060936595874
MAPK8IP2	0.2536106174866575	-0.1542199925814618	0.40783061006811927
MED24	-0.41996571570087493	0.07100950150517438	-0.4909752172060493
RHOBTB2	0.7017729805996815	0.7042165510320642	-0.0024435704323826357
HEATR5B	0.1677505315249359	0.030504534881853118	0.1372459966430828
SEC62	0.05518525433874011	0.2362273628340894	-0.1810421084953493
RPS20	0.11682578283389589	1.9948409726058127	-1.8780151897719168
CSDE1	-0.20206148817475622	0.2715274672522838	-0.47358895542704005
UBE3C	-0.21607153451135552	0.16386720224001294	-0.37993873675136847
REV3L	-0.25058620695002	0.9628469396272816	-1.2134331465773016
TENM1	-0.020200569807921287	0.16394706234083767	-0.18414763214875896
PAX7	-1.6102432536636933	3.920433687745778	-5.530676941409471
MASP2	-0.6433626369403544	-0.33539840356140793	-0.3079642333789465
IYD	0.0	-4.250345164574491	4.250345164574491
FAM76A	0.08776327605142242	0.4769654349473842	-0.38920215889596177
TRAF3IP3	-1.0400790749667836	-0.49409371651001127	-0.5459853584567724
POMT2	0.10782426021365854	0.024212887022767582	0.08361137319089096
VTA1	-0.024812855487595264	0.43179907356230984	-0.4566119290499051
MLXIPL	0.5685907254721183	1.535470710697763	-0.9668799852256447
BAZ1B	-0.7691432306888428	-0.11714522056980492	-0.6519980101190379
RANBP9	0.01817483563501021	0.5295357002726293	-0.5113608646376191
SPRTN	0.818535125506795	0.5666539246980249	0.2518812008087701
METTL13	0.6333819889903554	1.0181623193252598	-0.38478033033490444
DYRK4	-0.11467160845401914	1.7748248106782798	-1.889496419132299
ZNF207	-0.05391613475036117	0.5326651636600204	-0.5865812984103815
UQCRC1	0.02797791306875297	-0.39992164524272944	0.4278995583114824
STARD3NL	-0.2647094286617113	0.13112205531468923	-0.39583148397640056
CD9	-0.22728377189168203	0.21799747234783418	-0.4452812442395162
NCAPD2	-1.5008087877000875	0.2848011286377057	-1.7856099163377932
IFFO1	-0.003030883865318579	-0.6255676390390628	0.6225367551737442
PHF7	2.248051271269762	-0.11876068892082037	2.3668119601905824
SEMA3G	0.18589609252249906	1.095443915673758	-0.909547823151259
NISCH	0.38735157622160177	-0.18592028780469327	0.573271864026295
STAB1	-0.7150589634930786	-0.8420356202482293	0.12697665675515069
FUZ	0.40937054647646676	-0.45746742636168314	0.8668379728381499
SLC6A13	0.15680864480274703	0.1279933597919216	0.02881528501082542
IDS	-0.2127862701611587	0.5836352507548259	-0.7964215209159846
CD4	-0.29302514661500245	-0.6613414954261554	0.36831634881115294
LRRC23	-0.8762076415640792	2.2401323164123084	-3.1163399579763875
BTK	-1.0363441078632865	-0.15863857295474237	-0.8777055349085442
HFE	-0.13849342518625862	-1.0514812003797185	0.9129877751934599
SCMH1	0.18362647042727165	0.3477479871297158	-0.16412151670244413
FYN	0.2912290285204744	0.3164988623344094	-0.025269833813934994
HIVEP2	0.08925360231419255	0.18999739970112905	-0.1007437973869365
FMO1	-0.8654452702214217	-1.2983487373760174	0.4329034671545957
TCEB3	-0.23367207138314772	-0.04128340077916537	-0.19238867060398235
LYPLA2	-0.4135662063193477	-1.006168311333541	0.5926021050141932
CLCN6	0.011173134574628207	0.3876644465296426	-0.3764913119550144
MRC2	0.21690848437389354	-0.5793192615300664	0.79622774590396
NME2	1.1194710599960338	-0.29065168428551047	1.4101227442815443
SLC6A7	0.5095221432762571	-0.19335445839067766	0.7028766016669348
TSPAN9	0.8875734734074934	-0.10962672684483099	0.9972002002523244
BTBD7	-0.27182381584490045	0.30594179116051734	-0.5777656070054178
APBA3	-0.7173344694840607	-0.32091357132099585	-0.3964208981630648
MKS1	-1.2622999762643055	-1.092137984461985	-0.1701619918023205
ABHD5	-0.5227276434643517	0.26188311692102584	-0.7846107603853776
AKAP8L	-0.13508228948865497	-0.2745246232691283	0.13944233378047333
MBTD1	-0.7770390000531053	-0.38100921779830665	-0.3960297822547987
UTP18	2.1891757813353356	0.12847246195611906	2.0607033193792166
RNF216	-0.44014205649129146	0.27164036051478924	-0.7117824170060807
PTBP1	-0.3363614859756252	0.5170699388010291	-0.8534314247766543
DPF1	-0.17764509729108724	0.06668149640437271	-0.24432659369545995
SYT7	0.3118969147524062	0.017477535854453663	0.29441937889795256
LARS2	-0.11716601862318576	0.7816583073441121	-0.8988243259672979
PIK3C2A	-0.15335603119947372	1.0438861357958675	-1.1972421669953413
PLAUR	1.314659401558849	0.953471266780487	0.3611881347783621
ANLN	-0.5290447372841758	0.37465941063392805	-0.9037041479181038
WIZ	0.22225046651972935	0.1195824381611672	0.10266802835856215
RABGAP1	-0.21451705470635396	0.27584101702047725	-0.4903580717268312
DCN	0.15326615247118802	0.627330858114588	-0.4740647056434
QPCTL	0.8192248942384213	0.6753555569845053	0.14386933725391593
PPP5C	0.06911472138541708	0.17664881758452466	-0.10753409619910759
CEP68	0.10100814384665302	0.83986688522827	-0.738858741381617
MAP4K3	-0.48344888449496803	-0.09252392309107726	-0.39092496140389077
ZBTB32	-0.8130259585760898	-4.123945352477314	3.310919393901224
TYROBP	-1.589689166103243	-0.5054081952658063	-1.0842809708374368
TMEM159	0.8105059950532327	1.5862758361283835	-0.7757698410751508
GABRA3	0.12393655703815742	0.451304100767846	-0.32736754372968857
BRCA1	0.2923443573053286	-0.12749280118273143	0.41983715848806
ERCC1	-0.849869257261509	0.9983925661348252	-1.8482618233963342
CD22	0.30770416966528646	1.0752939174575769	-0.7675897477922904
SEMA3B	0.13840468362969638	1.2271025117056888	-1.0886978280759925
MBTPS2	-0.03521256329186517	0.885060917118194	-0.9202734804100592
PRICKLE3	0.2158453234828399	0.3714965911085739	-0.155651267625734
LTF	3.1595727178913666	4.263872444647759	-1.104299726756392
EXTL3	-0.0023119814311254316	0.2486326005640631	-0.25094458199518854
NR1H4	-1.143454373284687	0.0	-1.143454373284687
ELOVL5	-0.435790638009089	0.39676458839793227	-0.8325552264070213
ALOX5	-0.7290697005523574	0.5093596830332578	-1.2384293835856153
CALCOCO1	-0.4555228690831177	0.1835550322227526	-0.6390779013058703
UBR7	-0.4664418023081973	-0.050459660989457866	-0.41598214131873945
MAP4K5	-0.24083145831258435	0.9063070433075415	-1.1471385016201259
EHD3	0.20168885292649819	0.3020523407884621	-0.10036348786196392
PSMC4	0.02634265875816766	0.03037970401620882	-0.004037045258041161
MAN2B2	1.2320937365592464	0.7578074246562894	0.474286311902957
SLC7A14	-0.48438682862912863	-0.1411646216105451	-0.3432222070185835
CLDN11	-0.43611358114855214	-0.30836177418027155	-0.1277518069682806
SLC25A39	-0.11796512464086817	0.4155896650768671	-0.5335547897177353
MVP	0.2791251807763917	-0.8125959414447452	1.091721122221137
NUB1	-0.5230547697359409	-0.24753896232209183	-0.27551580741384907
PGM3	-0.24093720879583547	0.3037894573227389	-0.5447266661185743
RWDD2A	0.4323626344163154	0.4833213383976469	-0.05095870398133151
CLK1	0.1033408232661186	-0.004572250261213995	0.10791307352733259
POLR3B	-0.001756213701274767	-0.3956882025699313	0.39393198886865655
ANGEL1	-0.2636366301585227	0.3925573916478369	-0.6561940218063596
RNF14	-0.11254536456497544	0.5782089647897513	-0.6907543293547267
DNASE1L1	1.6453570170943252	3.3380829362505726	-1.6927259191562474
HEBP1	-0.5397027123066893	-0.456538179670007	-0.08316453263668233
GPRC5A	2.3535415525151615	1.9397769099553368	0.41376464255982465
MAMLD1	-0.15418739509520574	-0.20202903769997338	0.04784164260476764
CD6	2.1079285073103318	2.003722738711285	0.10420576859904701
TACC3	1.787728055122521	0.6116898189477169	1.176038236174804
UFL1	-0.21508277811718113	0.11354274675237885	-0.32862552486956
POLA2	-0.48802797638274065	0.1762471032713302	-0.6642750796540708
ZC3H3	-0.03449523197418536	-0.05651021605332662	0.022014984079141264
CAPN1	-0.019339188004932062	0.2378762797346825	-0.25721546773961457
ACPP	-0.3134813227678115	-0.0914960471548818	-0.2219852756129297
MDH1	0.08912421441726615	0.12877575943740283	-0.03965154502013668
SLC30A9	-0.08069802582725938	0.6441820180196718	-0.7248800438469312
MTMR11	-0.10062198117230858	1.354355992390984	-1.4549779735632926
COX15	-0.4847782928753972	0.3682560381374689	-0.8530343310128661
CCDC88C	0.8398987990945095	-0.5447524966998842	1.3846512957943937
YAF2	-0.16165611197013696	0.005971985090392984	-0.16762809706052995
ZMYND11	-0.4133845879028044	-0.2592440800375755	-0.15414050786522893
DPEP1	2.1472524202934498	-2.439269151719561	4.586521572013011
BID	0.945776247352418	2.115118456518041	-1.169342209165623
MATR3	-0.03459882250247048	1.7832308910634005	-1.817829713565871
NPC1L1	2.2482089380784025	-2.613575670589166	4.861784608667569
XYLT2	-0.24558848951157408	-0.7994827287951818	0.5538942392836077
STMN4	0.06348606883109476	-0.508866820567901	0.5723528893989958
NUDCD3	0.016784496627954226	0.16604260977584495	-0.14925811314789073
ISL1	0.0	0.0	0.0
CHDH	-0.2791573233077358	-0.03149285767387333	-0.24766446563386246
IL20RA	-0.9114499046569855	-0.44776470454419437	-0.46368520011279113
CLCA1	0.0	-6.5661253464011295	6.5661253464011295
CLCA4	0.7477768448027007	4.540216212165463	-3.792439367362762
GLT8D1	0.0499885497056356	0.4744733116987101	-0.4244847619930745
ATP2C1	0.028184996435041576	0.9977773706061672	-0.9695923741711256
IGF1	-0.942824713823657	-1.651919052042781	0.7090943382191242
SLC38A5	-0.5977657124794948	-0.3105796538687704	-0.28718605861072444
RALBP1	-0.26145738608881697	0.26237614412149224	-0.5238335302103092
RUFY3	-0.26944068696018064	0.6307505110682508	-0.9001911980284314
CNTN1	-0.45655622535777773	-0.003338741476808238	-0.4532174838809695
SLC11A1	-0.02464023153301076	0.22221514072432536	-0.24685537225733611
WWTR1	0.23519900559804885	0.8425413019827843	-0.6073422963847355
AGPS	-0.013804346297868086	0.24547066305074416	-0.25927500934861225
CXorf56	2.63004151355483	0.9045107685371105	1.7255307450177195
ATP1A2	-0.5087892129095533	-0.24384880294033273	-0.2649404099692205
TTC27	0.07368678473400392	-0.17213486688808288	0.2458216516220868
ZNF582	-0.7458450119416771	1.2519605496936137	-1.9978055616352908
VSIG2	-0.27893790713341104	2.79975968820548	-3.078697595338891
PHLDB1	0.23610734038242231	0.04313951105144209	0.19296782933098022
MARCO	1.360529545385189	4.38698166442575	-3.0264521190405613
CYP24A1	2.4353525522544515	2.595622867813467	-0.16027031555901572
PRDM11	0.17162506900830898	0.3340296898131978	-0.16240462080488882
SYT13	-0.24161291757010073	-0.062265913637737924	-0.1793470039323628
SNAI2	1.9961192607127285	-0.14848138401851596	2.1446006447312445
CD74	-0.6792835005753952	0.38147014364311627	-1.0607536442185115
HGF	-0.359834194387302	0.3692283936309422	-0.7290625880182442
ZRANB1	0.042912811895237546	0.9514735242084438	-0.9085607123132062
NCDN	-0.03821156916207791	-0.22856283431401714	0.19035126515193923
GPR124	0.05120724868396387	-0.07717004426862495	0.12837729295258882
ZFP64	0.2740537858072809	0.40646743088496606	-0.13241364507768516
MNAT1	-0.1275527439861408	0.6152895782590244	-0.7428423222451652
SAMD4A	-0.40522707606834274	-0.010758460810784243	-0.3944686152575585
RUNX3	0.15905504414147464	0.7030371391381984	-0.5439820949967238
MRE11A	-0.24258717621408543	0.4757598904633422	-0.7183470666774276
PLEKHB1	0.13069197554129985	0.37989664919651034	-0.24920467365521048
SERPINB1	-0.8499700621045818	-1.034637046300542	0.18466698419596028
CYP3A43	0.48999542654975226	1.6845505952795778	-1.1945551687298255
SLC7A9	-0.4551094832145981	-3.0489102789573144	2.593800795742716
SPAST	-0.03554562321447907	-0.09385786508632687	0.0583122418718478
NRXN3	-0.06419950107992278	0.20178637180563097	-0.26598587288555375
OSBPL5	0.8218543907471698	0.18976117496851064	0.6320932157786592
AQR	-0.8383556121772315	-0.8835939593997129	0.04523834722248132
CPS1	1.5018189993697	2.864802180904225	-1.362983181534525
C8B	0.0	-1.0783980599385226	1.0783980599385226
FHL1	0.2658611081827722	0.42406394068254194	-0.15820283249976974
RTFDC1	0.062181142738459094	0.6553033170432512	-0.5931221743047921
GABRA1	0.0017702401132329015	0.41213225584324675	-0.41036201573001385
NLRP2	7.470023338261001	5.82458297761329	1.6454403606477113
SLC45A4	0.3897365303733782	0.1661807631516563	0.22355576722172188
RNF10	0.026245409671252773	0.3806176538121342	-0.3543722441408814
ZNF839	0.3430187593164087	1.6278070442318073	-1.2847882849153986
ZDHHC6	0.2573521026215042	0.1065745635522326	0.1507775390692716
GRAMD1B	-0.179016845346875	-0.38610998825761733	0.20709314291074232
RNH1	-0.10627075275440401	0.008632289987290598	-0.1149030427416946
NDUFS1	-0.3549688322589164	0.27532817227432993	-0.6302970045332463
RB1CC1	0.027027219953319026	0.45059883087527286	-0.42357161092195383
ERP44	-0.2560412255337843	0.6110087726768931	-0.8670499982106774
ALAS1	0.030968474124873246	0.40817691096462383	-0.3772084368397506
BIRC3	-3.0077668389083745	-0.5486458701098327	-2.459120968798542
GLRX2	-0.01811102702686629	-0.35592584646999725	0.33781481944313096
SNAPC1	-0.4941450480276375	-0.5549379838064405	0.06079293577880307
DERA	0.2015248102855729	1.707702613084209	-1.5061778027986361
STRAP	0.22087517275269697	1.9371570095493071	-1.7162818367966102
DEF6	-0.22746242210248946	-0.07415973455415648	-0.15330268754833298
PLEKHO1	0.046962433934309544	-0.18521378601044258	0.23217621994475213
GCLM	-0.5130270818261327	0.4103275408456222	-0.9233546226717548
