	c_Hum-Chimp	c_Hum-Rhesus_Monkey	c_Rhesus_Monkey_Chimp
FAM214B	-0.8152236528382195	0.07994321723979425	-0.8951668700780138
COPZ2	0.5868776299479204	-1.713423648552474	2.3003012785003945
PRKAR2B	-0.2853029273784484	0.11164480774806407	-0.3969477351265125
MSL3	-0.1255760133706607	0.40190690408777474	-0.5274829174584355
CREBBP	-0.4642709969972678	-0.09911485174631895	-0.36515614525094886
BZRAP1	-0.6101139366536366	-0.3623861227988341	-0.24772781385480247
MPO	-1.795480707215263	1.4061862993635061	-3.201667006578769
PON1	0.582121473493313	3.7877047899914875	-3.2055833164981746
GCFC2	0.2472337875382946	1.5212619545862092	-1.2740281670479146
WDR54	-0.4865859988027905	-0.8343489787263554	0.34776297992356486
CROT	0.2950374813931633	1.1430850828776924	-0.8480476014845291
ABCB4	-0.6979820298696201	-1.6763867088613604	0.9784046789917402
KMT2E	-0.38662005316384374	-0.27020951875345656	-0.11641053441038718
RHBDD2	0.10782787665791105	-0.07468781293282944	0.1825156895907405
SOX8	-0.8005952156058926	-1.014695483820212	0.21410026821431938
IBTK	-0.030357601930863787	0.269094604541368	-0.2994522064722318
MYCBP2	-0.3494146590642	-0.35866678208734193	0.009252123023141934
FBXL3	-0.45640213970689913	-0.3064214657001596	-0.14998067400673953
ITGAL	-0.7306098410771551	0.8141872149025096	-1.5447970559796647
PDK2	0.022618202179312874	0.17721547301049512	-0.15459727083118224
ITGA3	0.6103167966301877	0.7285360259019802	-0.11821922927179251
ZFX	-0.7744692008812919	-0.2241316914843381	-0.5503375093969538
LAMP2	-0.5501021557961296	-0.45467761007733287	-0.09542454571879677
ITGA2B	-1.2627100914912566	-0.5636559458031005	-0.699054145688156
ASB4	0.061991776474083715	2.639729957669772	-2.5777381811956883
GDE1	-0.2706206821962507	-0.3270864743791053	0.056465792182854635
C19orf60	0.8447433289999777	0.26175289014127756	0.5829904388587002
CRLF1	-2.456200697090125	-1.3435456168420998	-1.1126550802480253
OSBPL7	0.12901369352850978	-0.329916616288048	0.4589303098165578
TMEM98	-1.4857895574052105	0.8449688016833914	-2.330758359088602
YBX2	0.807665498796782	2.389110702574457	-1.581445203777675
KRT33A	-1.8241609179818754	0.0	-1.8241609179818754
MAP3K14	-0.6047951393188935	-0.724209340617322	0.1194142012984285
ABCC8	0.4986368358769626	0.7452347018040957	-0.24659786592713306
CACNG3	-2.013794348268523	-2.330005467507438	0.31621111923891476
TMEM132A	0.061443919618465515	-1.5207478844009614	1.582191804019427
AP2B1	-0.5588156559939765	-0.3061948115045805	-0.25262084448939603
TAC1	4.564010232382984	-0.9303376367501692	5.494347869133152
ZNF263	0.007404725639251986	0.0011788871672244738	0.006225838472027512
CX3CL1	-3.1556737661457035	11.532502038251605	-14.688175804397309
SPATA20	0.11239721319562257	0.4740182885318749	-0.3616210753362523
CACNA1G	-0.8712790991065935	-1.8061797392390009	0.9349006401324074
TNFRSF12A	0.44851244201200036	0.38189308807901323	0.06661935393298712
DLX6	-1.39272864675207	-1.3191882214471313	-0.07354042530493876
MAP3K9	-0.9246011391809184	-0.8902700079791046	-0.03433113120181375
RALA	-0.7186024635533315	-0.28056918016760424	-0.4380332833857272
BAIAP2L1	0.17317940875220272	1.1902077151291728	-1.01702830637697
KDM7A	-0.6904899027875357	-1.0345318241919799	0.3440419214044441
ETV1	-0.1145804271844586	0.40023104570581935	-0.514811472890278
AGK	-0.1718290213311109	0.09356395708869947	-0.26539297841981035
TTC22	-1.3872053579286463	-2.5086762643495994	1.1214709064209534
PHTF2	-0.58143910437696	0.059929377232483816	-0.6413684816094438
CCL26	0.0	-5.071880629848643	5.071880629848643
FARP2	0.1239691958129141	0.7014287016847129	-0.5774595058717988
USH1C	-2.017203079837345	-1.017762966251645	-0.9994401135857001
GGCT	0.9363326446553764	0.5304497696133792	0.40588287504199716
DBF4	-0.3379699428258869	0.12987557706026998	-0.46784551988615686
TBXA2R	0.33077750492108915	0.0914805175778069	0.23929698734328228
IFRD1	0.18522292925610007	0.7496072050253808	-0.5643842757692807
COX10	-0.3544099360740116	-0.45730776849675436	0.10289783242274275
GTF2IRD1	-1.136257288676917	-1.1078130484466455	-0.02844424023027159
PAF1	0.49313318505539705	0.45970747432286085	0.033425710732536196
VPS41	-1.0434853062855183	-0.34514543963869304	-0.6983398666468252
ARHGAP44	0.06993232729529364	-0.3644246155947446	0.43435694289003823
ELAC2	0.8992401097677014	0.8258083313822091	0.07343177838549231
SCIN	-0.6814645196761947	-2.01535284342171	1.333888323745515
PNPLA4	0.8758704288001908	2.214547015324632	-1.338676586524441
MYH13	-2.011753239952859	-0.6737734902989279	-1.337979749653931
ADIPOR2	-1.164706571250126	-0.4280093042449433	-0.7366972670051828
CDKL3	0.6256809314812632	1.7566487149500212	-1.130967783468758
UPP2	2.110154034501227	5.125073142025119	-3.014919107523893
PRSS21	0.5844483717283011	-5.644669469065206	6.229117840793506
MARK4	-0.27623570540418196	-0.3419476518076783	0.06571194640349631
PROM1	-0.3258073546658873	-0.6618716133012843	0.336064258635397
CCDC124	0.22997485772628856	-0.1069816331827429	0.33695649090903146
PAFAH1B1	-0.7969369790775094	-0.3159843046417503	-0.48095267443575906
NOS2	2.3020443129851436	4.416742232205644	-2.114697919220501
DNAH9	-0.6230193149686071	-2.0560132422930524	1.4329939273244454
KIAA0100	-0.1222225905159311	-0.25527402835807056	0.13305143784213946
SLC13A2	0.0	-1.5224491882366589	1.5224491882366589
GAS7	-0.40697599310180976	-0.11213285529002981	-0.29484313781177995
TRAPPC6A	13.292594844627661	2.5331088527575316	10.75948599187013
MATK	0.6211332846066036	0.07629367734655235	0.5448396072600512
CD79B	1.0727017711716238	0.9407003081197394	0.13200146305188443
SCN4A	0.22532163693283125	-0.18975425865036488	0.41507589558319613
ST7L	-0.27042869572139505	-0.3941898559257071	0.12376116020431205
TKTL1	-0.8572165815722899	-0.9407529291602879	0.083536347587998
PAX6	0.04956205254373991	0.3417924455149013	-0.2922303929711614
RPUSD1	-0.5153012108658723	-1.0802314529757968	0.5649302421099245
RHBDF1	-0.11040689840544626	-0.2557044525206873	0.14529755411524103
LUC7L	0.47777662986454583	0.43326023153091153	0.0445163983336343
CACNA2D2	-0.4955079345066524	-0.6884825068132301	0.19297457230657766
BAIAP3	0.8003303978568694	-0.6220307477904419	1.4223611456473113
TSR3	1.0906955884671836	0.8039299947136627	0.28676559375352095
PIGQ	0.5831435267627754	1.1909350386260487	-0.6077915118632733
CRAMP1L	-0.9841873162672936	0.43242398420852357	-1.4166113004758172
TEAD3	-0.478282857577915	0.8499229140686302	-1.3282057716465452
SELE	0.500366151556941	2.159824341667821	-1.65945819011088
DNAJC11	-0.08376982928853227	0.2795241509458677	-0.36329398023439996
FMO3	2.9418266257717307	-1.1231170873928311	4.064943713164562
MYLIP	0.0831904393401599	-0.8966560194066213	0.9798464587467812
NOX1	-1.1068742411007868	-2.161365853606747	1.0544916125059605
E2F2	0.0	0.0	0.0
PSMB1	0.0361865652829394	-0.07488760762370461	0.11107417290664401
SYN1	0.6923203046560484	0.3908423012442004	0.30147800341184805
JARID2	-0.0663226248020985	0.07469805423303733	-0.14102067903513582
CDKL5	-0.5111579496281613	-0.2091953082195599	-0.3019626414086014
CAMK1G	-0.2776372363954063	0.48399828971849246	-0.7616355261138987
CDK11A	0.3112960417366146	-0.6925954893453188	1.0038915310819334
NADK	-0.13156296837231363	-1.5762384738901103	1.4446755055177967
TFAP2B	-0.33345354940915417	-0.30223792825196405	-0.03121562115719012
TFAP2D	0.0	0.0	0.0
DLEC1	-3.2619614658491005	-1.2256815588676582	-2.0362799069814423
CYTH3	-0.9306537425648935	-0.7157755427439687	-0.21487819982092482
ADAM22	-0.49035022784656945	0.2584798036389184	-0.7488300314854879
SYPL1	-0.827087485627426	-0.6178816842708832	-0.20920580135654276
CYB561	-0.39469868922568985	-0.5804233494716744	0.18572466024598455
SPAG9	-0.5399095179253504	-0.31508358739559483	-0.22482593052975552
CELSR3	-0.14343951834412394	0.2399797186304058	-0.38341923697452973
AASS	-0.9055672161613271	-0.23046319040280316	-0.6751040257585239
PLEKHG6	0.0	-1.2991342482214816	1.2991342482214816
SS18L2	0.9318573066197695	-0.6082486954381636	1.5401060020579331
MPND	-0.09770945528136643	-0.3919570660820515	0.29424761080068507
MGST1	2.4446761406554662	0.8569899849183624	1.5876861557371038
CRY1	-0.1931031363813176	-0.19096630387295477	-0.0021368325083628292
NFIX	0.2668182946952342	-0.11150891735755941	0.3783272120527936
ST3GAL1	1.3918777950871937	-1.0852710492939854	2.477148844381179
MMP25	0.16606615433031768	4.212395553012804	-4.046329398682487
PKD1	0.43000913912622885	1.6403085053131878	-1.210299366186959
MAPK8IP2	-0.018482520937890712	-0.24639257643787715	0.22791005549998644
MED24	-0.46047472143200885	-0.858654737025911	0.39818001559390215
RHOBTB2	0.013923599568636646	0.11512563686907917	-0.10120203730044253
HEATR5B	-0.007310066543531946	-0.1792476475493432	0.17193758100581125
SEC62	-0.1112570980813814	-0.059240198847074765	-0.052016899234306635
RPS20	0.3822207310611212	2.5564617488801	-2.1742410178189786
CSDE1	-0.44525546717865616	-0.1880055493603443	-0.25724991781831186
UBE3C	-0.3985849247469586	-0.09924553033616323	-0.2993393944107954
REV3L	-0.11636008235001594	0.8580354839185755	-0.9743955662685915
TENM1	-0.24104068026495185	0.3040413268340405	-0.5450820070989923
PAX7	0.0	0.0	0.0
MASP2	-0.5062530020294345	0.015869822017779533	-0.522122824047214
IYD	0.0	0.0	0.0
FAM76A	-0.2120052685656404	0.18907336695473465	-0.40107863552037504
TRAF3IP3	-0.9636465235859564	-0.871249295711843	-0.09239722787411342
POMT2	-0.026598290724551887	-0.0759182520371624	0.049319961312610516
VTA1	-0.2678533613721594	-0.04340229701648468	-0.22445106435567475
MLXIPL	0.5199462704699167	6.378311166827893	-5.858364896357976
BAZ1B	-0.6254479508997068	-0.3329157665020057	-0.2925321843977011
RANBP9	-0.11987434034528821	0.07466678051020015	-0.19454112085548836
SPRTN	-0.5323273870098428	-0.5232058886104238	-0.009121498399419004
METTL13	0.3798115122297645	0.3838627302380182	-0.004051218008253699
DYRK4	0.17407970838430753	5.613016965442026	-5.438937257057718
ZNF207	-0.11802196516445207	0.04258245988772735	-0.16060442505217942
UQCRC1	-0.0611803135868243	-0.3907169880921071	0.3295366745052828
STARD3NL	-0.24143988269419037	-0.5215117703187895	0.2800718876245991
CD9	-0.4994579056741575	-0.20507502873747985	-0.29438287693667764
NCAPD2	-1.6408275103051784	-0.22741082714110838	-1.41341668316407
IFFO1	-0.03723154791276517	-0.5595298805418052	0.52229833262904
PHF7	0.17395220627092667	-1.675697776748218	1.8496499830191446
SEMA3G	-0.7385575221635197	2.12584224160584	-2.8643997637693595
NISCH	-0.21117591801791136	0.5812954761966189	-0.7924713942145303
STAB1	-0.8728334189012572	-1.8682863042953075	0.9954528853940503
FUZ	-0.3111872795946322	0.1930733298092946	-0.5042606094039268
SLC6A13	-0.07093675390040222	-1.1944137404842134	1.1234769865838112
IDS	-0.21978472248035175	-0.4297527992500747	0.20996807676972296
CD4	-0.7166027526024119	-1.8772966807019946	1.1606939280995827
LRRC23	-1.0466594187943947	2.7584747040726	-3.8051341228669946
BTK	-1.7844434612941202	-1.8791334458684505	0.09468998457433031
HFE	-0.3557133092371616	-3.300204829076023	2.9444915198388615
SCMH1	-0.3180697949721063	0.8348795831027127	-1.152949378074819
FYN	0.1271334836228668	0.2247086737963908	-0.097575190173524
HIVEP2	-0.20458867821919302	-0.0754786447800635	-0.12911003343912952
FMO1	0.9685208845222468	-2.7531463361358646	3.7216672206581114
TCEB3	-0.6658973987327066	-0.3525076372525877	-0.3133897614801189
LYPLA2	-0.3776764548715894	-1.2090763670858022	0.8313999122142128
CLCN6	-0.15770528307719278	-0.2286366266955282	0.07093134361833542
MRC2	-0.9209207526360004	-1.6854012586273903	0.76448050599139
NME2	1.5899206914118311	0.19141759822040427	1.3985030931914268
SLC6A7	5.043848666696886	2.2812363625303815	2.7626123041665043
TSPAN9	0.5737847421847606	-0.47929105081278855	1.0530757929975492
BTBD7	-0.66539594909149	-0.30752800081241727	-0.35786794827907276
APBA3	-0.10277797357369689	0.13527522219079735	-0.23805319576449424
MKS1	-1.237308673813219	-1.4485014575021848	0.21119278368896577
ABHD5	-0.6635495243455427	-0.09588798626463202	-0.5676615380809107
AKAP8L	-0.19553129937961344	-0.02761386384963238	-0.16791743552998106
MBTD1	-0.7892916447832867	-0.7878819286126859	-0.0014097161706008166
UTP18	2.3014793002615184	0.3636685085306608	1.9378107917308576
RNF216	-0.8289911507327998	-0.476005007955945	-0.3529861427768548
PTBP1	-0.14239490406408972	0.5361229460425889	-0.6785178501066786
DPF1	0.24517697687421336	0.18718413083020558	0.057992846044007784
SYT7	-0.3842103536784629	-1.4191278641485257	1.0349175104700628
LARS2	-0.15440648258438916	0.2989815394733899	-0.45338802205777906
PIK3C2A	-0.5209454469518349	0.24865912102654786	-0.7696045679783827
PLAUR	-0.8230425317900978	-0.47083674994250435	-0.35220578184759344
ANLN	-0.9013367214187413	-0.8889012035000601	-0.01243551791868125
WIZ	0.03803129274632777	-0.03445992884851279	0.07249122159484056
RABGAP1	-0.572115356077803	-0.4387391908660927	-0.13337616521171025
DCN	-1.2820572145794973	-0.8340717155481716	-0.4479854990313257
QPCTL	1.1413442073961972	0.9289266467571107	0.21241756063908657
PPP5C	-0.22820739210421515	-0.0648606248478476	-0.16334676725636754
CEP68	-0.11714058403677452	0.5094945682641221	-0.6266351523008966
MAP4K3	-0.4048807559806544	-0.46584708847525924	0.060966332494604814
ZBTB32	-0.3555042701415323	-3.1741041758017285	2.8185999056601965
TYROBP	-1.5267078048555351	-0.2512180919030733	-1.2754897129524618
TMEM159	2.4931091851681364	4.264776541926037	-1.7716673567579004
GABRA3	-1.5586288664500545	-1.6282918702558185	0.06966300380576396
BRCA1	-0.7733119689403277	-3.9167016155021948	3.143389646561867
ERCC1	-0.6519240209426451	0.7011005805462585	-1.3530246014889036
CD22	0.29261845097050276	-0.10541122792257163	0.3980296788930744
SEMA3B	0.03683676818037096	0.1809000828532623	-0.14406331467289135
MBTPS2	-0.4439999797678835	0.12857383208519302	-0.5725738118530765
PRICKLE3	-0.9798357543573518	0.28559375419961963	-1.2654295085569713
LTF	2.3767581080577402	3.3187711239073905	-0.9420130158496505
EXTL3	-0.5249428282139865	-0.9922274481186797	0.46728461990469317
NR1H4	0.966174490514351	-0.4830936933946761	1.4492681839090271
ELOVL5	-0.5761461585381547	-0.13551888205454254	-0.4406272764836121
ALOX5	-0.515687255262117	4.5204103363086	-5.036097591570717
CALCOCO1	-0.3931067036396634	0.7885759115967881	-1.1816826152364515
UBR7	-0.5600282067029152	-0.6763699374788965	0.11634173077598131
MAP4K5	0.04137317638677551	0.652380088417968	-0.6110069120311925
EHD3	0.011695137057273541	-0.003962265401369791	0.015657402458643332
PSMC4	0.0008650363304525399	-0.36891241020382104	0.3697774465342736
MAN2B2	-0.4305642374995866	-0.42449174348682295	-0.006072494012763663
SLC7A14	-1.055093453201203	-0.584565033706097	-0.47052841949510604
CLDN11	-1.1413715277612564	-1.7823535414573675	0.6409820136961111
SLC25A39	0.2892264764565464	0.8688922937018937	-0.5796658172453473
MVP	0.23199393920433486	-0.45128292121151237	0.6832768604158472
NUB1	-0.42730745170653694	-0.3228773686387463	-0.10443008306779067
PGM3	-0.5127297469774366	0.6140019383996416	-1.1267316853770781
RWDD2A	0.9327986917957682	1.3872638236320833	-0.4544651318363151
CLK1	0.5343636885687459	0.1730795824678797	0.36128410610086625
POLR3B	-0.7505711629011813	-1.4509416954299912	0.7003705325288099
ANGEL1	-0.7414683527730688	-0.24416622138697885	-0.4973021313860899
RNF14	-0.6597629712432074	0.07898067036410428	-0.7387436416073117
DNASE1L1	0.01700173212500644	0.1944930082528309	-0.17749127612782445
HEBP1	-0.3041316083015815	0.34428044501686106	-0.6484120533184425
GPRC5A	2.201058759404446	0.19709739272652826	2.0039613666779177
MAMLD1	0.0014767820630554596	-0.5390144282299358	0.5404912102929913
CD6	0.08041620283274299	-0.4211662198163251	0.5015824226490682
TACC3	1.4982618195583064	1.7230338324134902	-0.22477201285518378
UFL1	-0.7728755730268633	-0.45329701803469913	-0.31957855499216414
POLA2	-0.4177768679283176	0.5918873075062683	-1.0096641754345859
ZC3H3	-0.13342315145963823	-0.3229468019382917	0.1895236504786535
CAPN1	-0.12237887531298064	-0.47594626981165966	0.353567394498679
ACPP	-2.9116596281399407	-2.3038557420207555	-0.6078038861191855
MDH1	-0.04184833683973643	-0.31634011711690313	0.2744917802771667
SLC30A9	-0.3504605254007096	0.030370225345672353	-0.38083075074638195
MTMR11	0.32828821148723897	1.146313443503963	-0.8180252320167241
COX15	-0.8442156224417685	0.0018589667118167341	-0.8460745891535852
CCDC88C	-0.8843395251354379	-0.5218012473346493	-0.3625382778007886
YAF2	-0.6167198343364042	-0.34897213431340557	-0.26774770002299864
ZMYND11	-0.556691744542718	-0.434234114685383	-0.122457629857335
DPEP1	0.0	-4.724492934458638	4.724492934458638
BID	1.021707644087238	0.6056795933247381	0.4160280507624998
MATR3	-0.1409795815852597	1.6303266406633696	-1.7713062222486293
NPC1L1	2.1511446222391704	-1.6972870390474355	3.8484316612866056
XYLT2	-0.04205787101930181	-0.633775871400112	0.5917180003808102
STMN4	0.08733048974129254	-0.08782778450343365	0.1751582742447262
NUDCD3	-0.26047054686250704	-0.5253827372150077	0.2649121903525007
ISL1	0.0	0.0	0.0
CHDH	0.49063754603790866	0.632717380826854	-0.14207983478894537
IL20RA	-1.3340395616072453	-1.7396656975903295	0.40562613598308417
CLCA1	0.0	-4.531930671849741	4.531930671849741
CLCA4	0.12661698769511198	3.2350637165370366	-3.1084467288419244
GLT8D1	-0.06452177479140175	0.3680002896492187	-0.43252206444062047
ATP2C1	-0.4528837585994623	0.16727718345744247	-0.6201609420569048
IGF1	-0.4810627086684092	-3.3027861793933946	2.8217234707249856
SLC38A5	-0.3797840726010877	-0.3249909537397224	-0.054793118861365286
RALBP1	-0.425438336841764	0.02693156369149996	-0.452369900533264
RUFY3	-0.43575332630141705	-0.04618766683490616	-0.3895656594665109
CNTN1	-0.5003233293173963	0.2079275452639635	-0.7082508745813598
SLC11A1	-0.8874462340916617	-1.687173440656235	0.7997272065645735
WWTR1	-0.8537023781042414	-0.08135669798307754	-0.7723456801211639
AGPS	-0.5644474226806233	-0.42135232885944696	-0.14309509382117636
CXorf56	3.0222933111684025	0.833951180068623	2.1883421310997795
ATP1A2	-1.2402426979736951	-1.4407658639400243	0.20052316596632913
TTC27	-0.20633030287938103	-0.21967019427016377	0.013339891390782732
ZNF582	-0.04268291022388304	1.2855582192934598	-1.3282411295173429
VSIG2	-0.41933646477206676	0.8820280821148094	-1.3013645468868762
PHLDB1	0.20107912468070932	-0.33437119608348187	0.5354503207641912
MARCO	0.8132786013331753	1.9487601425328769	-1.1354815411997017
CYP24A1	1.9961153497342767	0.0458230441603758	1.950292305573901
PRDM11	-0.35099453687583315	-0.4963083700670352	0.14531383319120206
SYT13	-0.07401284389797969	0.5564702052395942	-0.6304830491375739
SNAI2	-1.347017290588818	-0.7205614792502972	-0.6264558113385208
CD74	-0.9653951028521455	-0.52545487463225	-0.4399402282198954
HGF	-0.3743815980659506	-0.050739893990844165	-0.32364170407510645
ZRANB1	-0.1602886098003049	0.3585804525384182	-0.5188690623387231
NCDN	-0.12952669824117358	0.00908804238695815	-0.13861474062813173
GPR124	-0.46767592858772034	-0.8954805700739676	0.4278046414862473
ZFP64	-0.27175389098912195	0.0060617316856808046	-0.27781562267480275
MNAT1	-0.32208729855514484	0.2794978428157844	-0.6015851413709292
SAMD4A	-0.002745702649929349	0.13556537024185822	-0.13831107289178757
RUNX3	1.991117182360361	3.7681966780760696	-1.7770794957157088
MRE11A	-0.13264359321697938	0.5399341311485824	-0.6725777243655617
PLEKHB1	-0.019820157138841665	-0.23461335107256964	0.21479319393372798
SERPINB1	-1.602088483311837	-1.6969106122283861	0.09482212891654918
CYP3A43	-0.5021951264655384	1.6693677396064917	-2.17156286607203
SLC7A9	-0.17764873895914057	-1.7834366033465794	1.6057878643874388
SPAST	-0.27522835662764056	-0.3476069037284928	0.07237854710085223
NRXN3	-0.13700955845354912	0.03201460392256639	-0.1690241623761155
OSBPL5	0.43848821632556545	0.02637725580918282	0.41211096051638263
AQR	-0.9317069164231482	-1.0393415271429474	0.10763461071979918
CPS1	1.179117272310244	3.415651637744075	-2.236534365433831
C8B	-0.7669668295456149	-1.7891720945266814	1.0222052649810665
FHL1	-0.0633619169583799	-0.1171435266085048	0.053781609650124906
RTFDC1	0.17346080501543337	0.47590528046259983	-0.30244447544716646
GABRA1	-0.3983701465291585	-0.5954955633071943	0.19712541677803586
NLRP2	4.711501330850343	-0.9954638249675356	5.706965155817879
SLC45A4	-0.2808695427674657	-0.20963620989035459	-0.07123333287711109
RNF10	-0.00017996013453469573	0.41531821362550403	-0.4154981737600387
ZNF839	0.18709936258671256	1.8054430902500718	-1.6183437276633592
ZDHHC6	0.11344967470576606	-0.5258399163368059	0.639289591042572
GRAMD1B	-0.05399719627614186	0.09519822787594379	-0.14919542415208564
RNH1	0.26517904063170583	0.08688337332262464	0.1782956673090812
NDUFS1	-0.750275454622864	-0.27936357429436764	-0.4709118803284964
RB1CC1	-0.4933705886841766	-0.24719633916623795	-0.24617424951793865
ERP44	-0.689856174330945	0.3100708019142475	-0.9999269762451926
ALAS1	0.5356766549643792	0.8450381527219264	-0.3093614977575472
BIRC3	-3.632939130845334	-0.13791619146266315	-3.495022939382671
GLRX2	-0.6013155477822529	-1.0821509912004732	0.48083544341822027
SNAPC1	-0.5832381830498088	-0.6189388067428601	0.03570062369305127
DERA	0.44058685623796023	1.4413389062639967	-1.0007520500260365
STRAP	0.20836224223081778	1.6323604332170953	-1.4239981909862776
DEF6	-0.4393410968301592	-0.5981429698694529	0.15880187303929372
PLEKHO1	0.5794966012655021	0.020884443459479485	0.5586121578060226
GCLM	-0.7728752595722188	-0.793704119479373	0.020828859907154218
