	k_Hum-Chimp	k_Hum-Rhesus_Monkey	k_Rhesus_Monkey_Chimp
CFLAR	-0.2122602210367015	-0.015407343901531867	-0.19685287713516963
TFPI	-1.1352380414823493	-0.0908945272905699	-1.0443435141917794
NDUFAF7	0.13915322662580376	0.012553910021061654	0.1265993166047421
RBM5	0.25142730456592677	0.550274204974067	-0.2988469004081402
MTMR7	1.1272272426122143	0.11440256295631657	1.0128246796558975
SLC7A2	-0.2203271889344971	0.6559175182496451	-0.8762447071841422
ARF5	0.1185249545686684	0.5700937587803434	-0.451568804211675
SARM1	0.513689034690032	2.6127873479842867	-2.0990983132942542
PLXND1	0.32286436258436435	1.1962845959435349	-0.8734202333591705
AK2	-1.5032935761062403	-1.536671551490799	0.03337797538455867
CD38	-3.5787783769272394	-3.1778368039817826	-0.40094157294545685
FKBP4	-0.5047110604715872	-0.36059135004560083	-0.14411971042598637
KDM1A	-0.11571864887231698	0.48469528463513534	-0.6004139335074523
RBM6	0.08484153796511329	2.508061954163402	-2.423220416198289
CAMKK1	0.5155897130635085	1.0052740820534853	-0.4896843689899768
RECQL	-0.5392152216611921	0.5425598574622965	-1.0817750791234886
CCDC132	-0.14639294013899917	-0.36443822293025185	0.21804528279125268
HSPB6	-1.1565787296455694	-0.4265544141276907	-0.7300243155178787
ARHGAP33	0.5052683667497027	-0.7606082155726801	1.2658765823223828
NDUFAB1	-0.2832034674256825	-1.4753946647273448	1.1921911973016623
PDK4	-2.187338391912209	1.5297149266329697	-3.7170533185451786
SLC22A16	-2.2232322969172493	-0.22018438372894877	-2.0030479131883006
ZMYND10	2.18047912051193	0.7862434937297913	1.3942356267821385
ABCB5	4.329231256083482	4.329231256083482	0.0
ARX	10.039546946076575	10.039546946076575	0.0
SLC25A13	-1.2061437412047207	-1.0562285677221084	-0.1499151734826123
ST7	-0.02068996835743242	0.03796234210945837	-0.05865231046689079
CDC27	-0.19066522534254116	-0.10792544944463422	-0.08273977589790693
SLC4A1	0.6650952406725086	-0.5095451145023873	1.1746403551748958
CALCR	-1.2907057550067265	-2.4426384619460144	1.151932706939288
HCCS	0.8286647523469881	0.6936824961004682	0.13498225624651994
DVL2	0.5686266315467838	0.41692517802486595	0.15170145352191788
PRSS22	-0.3497038925290923	-0.3664045208036484	0.016700628274556095
UPF1	-0.31549458007709497	-0.8939330119562978	0.5784384318792029
SKAP2	-0.5867318811995519	-0.5216027832848962	-0.06512909791465571
SLC25A5	0.4578112619515835	-0.017113114604795143	0.47492437655637865
CCDC109B	-0.23307892002219344	1.2825100157773357	-1.5155889357995291
HOXA11	-1.3967126012208366	-1.8470929180999422	0.4503803168791056
POLR2J	-0.5912834960864579	-1.4475897462651854	0.8563062501787275
DHX33	-0.09008099685704085	0.41038554487671774	-0.5004665417337586
MEOX1	2.6383166141583683	4.4400685092094525	-1.8017518950510847
THSD7A	0.6013804767119098	0.933811841967322	-0.3324313652554123
LIG3	0.02511273462714314	0.4691970503276801	-0.44408431570053697
RPAP3	-0.16858046353844358	0.011015041027420125	-0.1795955045658637
ACSM3	-0.3351800413156738	-0.3032907860478886	-0.03188925526778519
AC004381.6	-0.3398973543240551	-0.3285046083380023	-0.011392745986052777
CIAPIN1	-0.049594947096569975	-0.2469551950573292	0.19736024796075924
SPPL2B	0.6901591614083067	-0.08208377111904941	0.7722429325273561
FAM214B	-0.09892731718268166	0.3427785697724861	-0.44170588695516777
COPZ2	0.21542621095863712	-0.6395181845330145	0.8549443954916516
PRKAR2B	-0.9118117989067334	0.7552343792889316	-1.667046178195665
MSL3	-0.4012377893436687	-0.06570774116732903	-0.3355300481763397
CREBBP	0.07609710837035522	0.09420284134966028	-0.018105732979305067
BZRAP1	0.08621576116319218	0.2031092160344654	-0.11689345487127323
MPO	-2.202992448411325	1.9219624554646404	-4.124954903875965
PON1	3.4307759021411184	1.6325504629940888	1.7982254391470294
GCFC2	0.4510876380582429	1.5101785819749725	-1.0590909439167295
WDR54	0.2916983450404729	-0.9200878565065729	1.2117862015470457
CROT	-0.45799835666412747	-1.8010234775411318	1.3430251208770043
ABCB4	2.3452894173604695	0.7490971982374739	1.5961922191229958
KMT2E	0.03847718202818662	-0.03872152237025617	0.07719870439844279
RHBDD2	0.40447159580900216	1.591491557416771	-1.1870199616077688
SOX8	1.3917672411569093	0.8960069443300758	0.49576029682683354
IBTK	-0.6668462260615096	-0.5720595955353698	-0.09478663052613978
MYCBP2	-0.1824184661292776	-0.5180601208815458	0.33564165475226826
FBXL3	-0.22593504144973142	-0.14071034045265662	-0.0852247009970748
ITGAL	-1.1043314751078674	1.2664226238761846	-2.370754098984052
PDK2	0.2131398603689556	-0.13704064098107782	0.3501805013500334
ITGA3	0.4491690017455161	0.29356223249303515	0.15560676925248096
ZFX	-0.46395416951897595	-0.3929774312464964	-0.07097673827247952
LAMP2	0.3133274142431386	0.145393629816569	0.1679337844265696
ITGA2B	2.2627313208427067	3.2653715562470027	-1.002640235404296
ASB4	-0.47825152884443545	2.108274646792712	-2.5865261756371476
GDE1	-0.20156759382216194	-0.46074265080955534	0.2591750569873934
C19orf60	0.18115262793540765	0.41479662584943267	-0.23364399791402501
CRLF1	0.42511845485574984	5.27635637793428	-4.85123792307853
OSBPL7	0.37792837173383464	0.6622688338960256	-0.284340462162191
TMEM98	0.2598989805495542	0.7071429156225735	-0.4472439350730193
YBX2	3.8568370278486435	0.7440773819496442	3.1127596458989992
KRT33A	2.2217482172440786	2.2217482172440786	0.0
MAP3K14	-0.4589832224716224	0.22143883169860956	-0.6804220541702319
ABCC8	1.4225107412884475	0.3529276279873077	1.0695831133011398
CACNG3	-3.4111550369577577	0.0	-3.4111550369577577
TMEM132A	1.6891346758598793	2.740775869660748	-1.0516411938008687
AP2B1	-0.4230953542592024	0.06425146407984972	-0.48734681833905213
TAC1	-7.129595223587673	-3.8520687721575677	-3.277526451430105
ZNF263	0.546091602553676	-0.09140978483612017	0.6375013873897961
CX3CL1	0.9472696898168458	16.34188477845915	-15.394615088642302
SPATA20	0.35642414255963395	1.3190473656867017	-0.9626232231270677
CACNA1G	3.2442644841225516	2.6657369196040044	0.578527564518547
TNFRSF12A	-0.8029119966500708	1.7169427768140997	-2.5198547734641705
DLX6	1.7947970687267796	1.7947970687267796	0.0
MAP3K9	-0.3639609399744752	-1.0615865119040349	0.6976255719295597
RALA	0.5014675754219509	1.165837309478663	-0.6643697340567121
BAIAP2L1	0.3882088117670772	0.8192245678655654	-0.4310157560984882
KDM7A	0.09386667391117509	0.2897420991602955	-0.19587542524912038
ETV1	-0.9301792040211141	-1.5813723778054332	0.6511931737843191
AGK	-0.803713280534736	-0.036939535477757524	-0.7667737450569785
TTC22	-1.766062692624951	-2.1858840118226777	0.4198213191977267
PHTF2	0.6890662408654529	0.27566407675117155	0.4134021641142813
CCL26	4.667106809980212	-1.9302781108963087	6.597384920876521
FARP2	-0.3580543109046195	-0.08690469697073677	-0.2711496139338827
USH1C	-0.23927245038303546	-0.6012008867829604	0.3619284363999249
GGCT	-0.20845675287246035	0.06469181744148855	-0.2731485703139489
DBF4	0.8726280072078141	2.1804864476956336	-1.3078584404878193
TBXA2R	-0.18729274918596595	0.30706403674121496	-0.4943567859271809
IFRD1	-0.03175294852900823	2.1537647791286494	-2.1855177276576576
COX10	-0.83863619216004	-0.8946694424597412	0.05603325029970119
GTF2IRD1	0.25661468945905597	0.4161587781865963	-0.15954408872754033
PAF1	0.19254910012986137	0.7589648340482862	-0.5664157339184248
VPS41	-0.814042690722971	0.09341126937118904	-0.90745396009416
ARHGAP44	0.29384677710264917	-0.40669562352923494	0.7005424006318841
ELAC2	0.28655972711507793	0.9493959313245108	-0.6628362042094329
SCIN	1.1494714761213398	1.1782530211882172	-0.028781545066877356
PNPLA4	1.8103769929759466	5.062739063988971	-3.2523620710130245
MYH13	0.9804592015517835	-0.5938239947238402	1.5742831962756236
ADIPOR2	-0.12056881645941164	-0.15710180345087998	0.03653298699146834
CDKL3	0.05528136614177237	0.823302914089314	-0.7680215479475416
UPP2	-0.751614226374878	7.1778352328461565	-7.9294494592210345
PRSS21	4.88779176242806	0.4382737284636131	4.449518033964447
MARK4	0.3846820244048992	0.4771207831225981	-0.09243875871769891
PROM1	-1.8132253777997214	0.20181031858610599	-2.0150356963858274
CCDC124	-0.0035174756637683657	0.3979189411862514	-0.40143641685001974
PAFAH1B1	-0.694741670400016	-0.39800790712575296	-0.29673376327426304
NOS2	0.9129592819894471	2.238372894547052	-1.325413612557605
DNAH9	0.8333721921253678	1.1058238691986821	-0.2724516770733143
KIAA0100	-0.29124110952422466	-0.029534280745227015	-0.26170682877899765
SLC13A2	-1.629784187415165	-2.1361334095814843	0.5063492221663193
GAS7	-0.7212632311756932	0.4745520632701876	-1.1958152944458809
TRAPPC6A	15.563958400440827	1.2535553170596483	14.310403083381178
MATK	2.5449020953856154	2.6656396077474644	-0.12073751236184926
CD79B	0.8395820185601548	0.5937128820893913	0.24586913647076347
SCN4A	1.5921192480983348	1.8846750179671505	-0.2925557698688156
ST7L	-0.33547342856320306	-0.631577429019198	0.29610400045599494
TKTL1	0.11624011741722207	0.527912906111826	-0.4116727886946039
PAX6	3.5886081095429447	3.5886081095429447	0.0
RPUSD1	0.7407849013544192	-0.22757742550381188	0.9683623268582311
RHBDF1	-0.07906261894802302	0.46201472530015764	-0.5410773442481807
LUC7L	0.4206684101089566	1.165407665842145	-0.7447392557331884
CACNA2D2	-0.9824772577673786	3.406118433461417	-4.388595691228796
BAIAP3	2.236622037658168	3.1817021188861796	-0.945080081228012
TSR3	1.1654531344716377	0.8673315560680264	0.2981215784036113
PIGQ	1.1306325325325126	-0.00973688514726856	1.1403694176797812
CRAMP1L	0.013793646697676465	0.11185197111256695	-0.09805832441489049
TEAD3	-0.4535342746063833	0.3060046773122407	-0.759538951918624
SELE	-2.510841454739565	-0.37773363559797835	-2.133107819141587
DNAJC11	-0.3301495129918699	0.0060018233658691855	-0.3361513363577391
FMO3	-0.22437700541191852	-1.5890526604640023	1.3646756550520838
MYLIP	-0.033923757282424916	-0.520365242689163	0.48644148540673804
NOX1	0.0	-2.950070825031241	2.950070825031241
E2F2	2.9080714572380453	3.089164183031575	-0.18109272579352975
PSMB1	-0.23370028381308217	0.22800352062203544	-0.4617038044351176
SYN1	3.0217818803487644	2.3849772695661713	0.6368046107825927
JARID2	0.8152774944803776	0.1380153789477463	0.6772621155326313
CDKL5	-0.4019569029948449	-1.8697911836502485	1.4678342806554037
CAMK1G	0.927515159550218	7.536535272564658	-6.60902011301444
CDK11A	0.0705310648154871	0.051116351617967126	0.019414713197519973
NADK	-0.5599897079822203	-1.6192433832923445	1.0592536753101243
TFAP2B	-1.5983638610206379	-1.5909193326576592	-0.0074445283629787085
TFAP2D	0.0	0.0	0.0
DLEC1	-1.6557697764143855	1.6096712089451422	-3.2654409853595276
CYTH3	-0.4170254864625411	0.49998703738664396	-0.9170125238491851
ADAM22	-0.37583670128645563	2.8148561384726927	-3.1906928397591487
SYPL1	-0.6545313920820579	-1.5369535452662575	0.8824221531841996
CYB561	0.17036641226341054	-0.46458040469514916	0.6349468169585597
SPAG9	-0.06444355866564688	0.909378810700864	-0.9738223693665109
CELSR3	0.8615832640841699	2.771069395435319	-1.909486131351149
AASS	0.8087457764027546	0.29076068539780575	0.5179850910049488
PLEKHG6	-0.03810575137429373	0.8542219673592613	-0.892327718733555
SS18L2	0.13724560230807903	-0.7461351909093397	0.8833807932174187
MPND	-0.14388816255030346	-0.02675793732521825	-0.1171302252250852
MGST1	1.1800082625412003	-1.0878286407400921	2.2678369032812924
CRY1	-0.5466342574530598	0.051194628651831664	-0.5978288861048915
NFIX	0.9319139792621032	0.4995671849570593	0.43234679430504386
ST3GAL1	0.778249684261195	0.8832444276975284	-0.10499474343633342
MMP25	1.5994829766720595	2.1233775559967554	-0.5238945793246959
PKD1	0.7385175001280535	0.6201208600363204	0.11839664009173312
MAPK8IP2	2.9616500449878798	0.38913003559164316	2.5725200093962366
MED24	-0.3515819646368987	0.700194311631928	-1.0517762762688267
RHOBTB2	1.3112620024112358	1.7299304269362379	-0.4186684245250021
HEATR5B	0.6246466354702696	-0.10227955547114753	0.7269261909414171
SEC62	-0.24219669274769373	-0.047252852326911565	-0.19494384042078217
RPS20	0.9740266039794427	3.2464575016831905	-2.2724308977037477
CSDE1	-0.336504405887057	-0.4496811362714208	0.11317673038436382
UBE3C	-0.15949515487829125	0.08977933871037358	-0.24927449358866482
REV3L	-0.7384578042289824	0.11308316006635488	-0.8515409642953373
TENM1	-0.15992986999911496	3.609038714401696	-3.768968584400811
PAX7	8.437752072323603	8.437752072323603	0.0
MASP2	1.0411038511289274	-0.6495986574359698	1.6907025085648972
IYD	-0.13722136179974953	-2.553870330391577	2.4166489685918275
FAM76A	-0.05770506601610048	-0.05497897261476048	-0.0027260934013400018
TRAF3IP3	-0.34992118984983556	0.20407037958518925	-0.5539915694350248
POMT2	0.1116171172497511	-0.8714992948902989	0.98311641214005
VTA1	-0.3538763386512471	-0.2778703648431451	-0.07600597380810203
MLXIPL	-1.0024002596872537	-2.580224704676878	1.5778244449896244
BAZ1B	-0.5512235180141456	-0.01056757083473503	-0.5406559471794106
RANBP9	-0.23851662487228875	0.5080934757578799	-0.7466101006301686
SPRTN	-0.2853688164331505	-0.338130394356595	0.05276157792344449
METTL13	0.23480117931775624	0.4190194389624988	-0.1842182596447426
DYRK4	-0.3276291925074881	7.800951214655964	-8.128580407163453
ZNF207	-0.11961208321208083	0.4266070342755608	-0.5462191174876416
UQCRC1	0.02069814662620395	-0.34318479633887655	0.3638829429650805
STARD3NL	-0.07366972108089254	-0.9337724020376674	0.8601026809567749
CD9	-0.029938954799050066	1.4154684556024915	-1.4454074104015415
NCAPD2	-0.4952181642695681	1.226690390544209	-1.7219085548137771
IFFO1	1.0829083289769095	0.6641327448466816	0.41877558413022786
PHF7	1.8963525224362534	-0.4099955563552937	2.3063480787915474
SEMA3G	-0.422726200100656	-0.39585173194644163	-0.026874468154214348
NISCH	0.44827634778350767	0.10885778426619375	0.3394185635173139
STAB1	-0.024859680963935205	-0.019076944285468578	-0.005782736678466627
FUZ	0.18476019169870828	-0.09016365737003174	0.27492384906874
SLC6A13	0.8828333753053057	0.1687030104124636	0.7141303648928421
IDS	-0.11721082839504593	-0.45079155836593454	0.3335807299708886
CD4	-0.9505699096002589	0.319888379368491	-1.27045828896875
LRRC23	-0.5521946949523437	5.10035850411296	-5.652553199065304
BTK	0.4931929907857979	2.0241868947211628	-1.5309939039353648
HFE	0.027018438683917623	-0.8670494296513995	0.8940678683353172
SCMH1	0.02620333562334931	-0.2565524216996291	0.2827557573229784
FYN	0.8111561935076645	1.7063532675698214	-0.8951970740621569
HIVEP2	-0.4110638054037743	0.4507139717339488	-0.8617777771377231
FMO1	0.04682705823369915	-1.2547580410200965	1.3015850992537956
TCEB3	-0.7266628908106592	-0.7119936043565618	-0.014669286454097374
LYPLA2	-0.9026190934051037	-0.8778458306805534	-0.02477326272455027
CLCN6	0.34069459150592163	-0.16630818879476905	0.5070027803006907
MRC2	-0.297522086433359	0.20117281538130882	-0.4986949018146678
NME2	1.9232799472341444	0.5809415590819018	1.3423383881522426
SLC6A7	0.6179560007054039	-1.7138455867275684	2.3318015874329725
TSPAN9	0.5726062162870713	0.05261042916501868	0.5199957871220526
BTBD7	-0.6221964255900598	-0.7178410507602742	0.09564462517021433
APBA3	-0.774658058910835	-0.9433041992417248	0.16864614033088987
MKS1	-0.49570122940231354	-0.39786405110402345	-0.09783717829829008
ABHD5	-1.1418535002313144	0.17848496610364784	-1.3203384663349622
AKAP8L	0.38667226025297285	0.3654849444530761	0.021187315799896744
MBTD1	0.011404742740022122	-0.37401228325290337	0.3854170259929255
UTP18	1.6932623761672199	0.2308079363056761	1.4624544398615438
RNF216	-0.6436195373100757	-0.3190852109713118	-0.3245343263387639
PTBP1	-0.2564943938913409	0.258889544237384	-0.5153839381287249
DPF1	-3.4561293165855815	-1.1810124126359103	-2.2751169039496713
SYT7	2.8474251836936535	2.793789666248309	0.05363551744534467
LARS2	-0.29270906305724065	0.06070409334438054	-0.3534131564016212
PIK3C2A	-0.20274036484127933	0.25884123399164594	-0.46158159883292527
PLAUR	-0.3591778078674768	3.102241554402073	-3.4614193622695497
ANLN	1.5303015923357974	3.3748266429110183	-1.8445250505752206
WIZ	0.4531401727752158	0.2631676321990808	0.189972540576135
RABGAP1	-0.2116175839446477	-0.15072540846460125	-0.06089217548004644
DCN	-1.2855319192894683	0.21846501737513258	-1.5039969366646009
QPCTL	0.2525657211442027	0.5096287400872397	-0.25706301894303696
PPP5C	0.2961635194657255	-0.05514218447554686	0.35130570394127236
CEP68	-0.08218629144898948	0.3815808968642589	-0.46376718831324837
MAP4K3	-1.0065810988522275	-1.3502877027811806	0.34370660392895314
ZBTB32	-0.9493389052654003	-0.6992812405653817	-0.25005766470001867
TYROBP	0.15570242618334706	2.0162666097872384	-1.8605641836038913
TMEM159	0.4729882749261911	1.8123761353582033	-1.3393878604320122
GABRA3	2.6906852710783564	2.6906852710783564	0.0
BRCA1	1.0757659675545623	0.14479345037846292	0.9309725171760994
ERCC1	-0.19271250550569619	0.8162202833429859	-1.008932788848682
CD22	4.755804690466315	6.136279992277931	-1.3804753018116163
SEMA3B	0.16664710482908873	-1.0791298161606502	1.245776920989739
MBTPS2	0.2285873850624851	0.1355490312652492	0.0930383537972359
PRICKLE3	0.42490854090156915	0.7024244379729883	-0.2775158970714191
LTF	-6.362821584858972	2.047484767592716	-8.410306352451688
EXTL3	-0.45358682305552733	-0.7681214807460064	0.31453465769047906
NR1H4	-0.005242939778034028	0.676605330761431	-0.6818482705394651
ELOVL5	0.17408901313387748	1.1358616614476977	-0.9617726483138203
ALOX5	1.2545711515689937	3.112452704731285	-1.8578815531622914
CALCOCO1	0.2208910680893732	0.8114139990932028	-0.5905229310038296
UBR7	-0.13615317243189118	-0.24711598509411292	0.11096281266222174
MAP4K5	-0.338696246011982	0.3671178304389624	-0.7058140764509444
EHD3	-0.35777811180531316	-0.32777957258443546	-0.029998539220877696
PSMC4	-0.21828238899759	-0.07075436013375835	-0.14752802886383165
MAN2B2	0.3552441295961346	0.3999426825228314	-0.04469855292669678
SLC7A14	-0.3079344589569509	1.947483912743492	-2.2554183717004426
CLDN11	-2.244984662742756	0.5966663958757428	-2.8416510586184986
SLC25A39	-0.09799097477047525	0.9067221796727676	-1.0047131544432428
MVP	-0.42789363640818223	0.18113871772806966	-0.6090323541362519
NUB1	-0.31494756405929447	0.05516969262437055	-0.370117256683665
PGM3	-1.142882117345832	-0.6203820716770387	-0.5225000456687932
RWDD2A	1.192138325634688	1.8867576704269382	-0.6946193447922502
CLK1	0.09119311554165854	0.0067420835245535216	0.08445103201710502
POLR3B	0.3107822817588217	-0.5115211499738388	0.8223034317326605
ANGEL1	-0.022524125535295703	-0.38900941526711463	0.36648528973181893
RNF14	-0.572163478157476	0.26196732914700593	-0.834130807304482
DNASE1L1	0.9716565641754205	1.1468758629472902	-0.1752192987718697
HEBP1	0.4382494147760845	0.17427385202673484	0.26397556274934963
GPRC5A	2.141909073237878	0.7134975738482536	1.4284114993896244
MAMLD1	-0.9339789701931744	0.27795943105388243	-1.2119384012470569
CD6	-0.4542883676791405	-1.178687776351817	0.7243994086726766
TACC3	1.8120736240432587	4.043473645616757	-2.2314000215734984
UFL1	-0.057148453952494904	0.22535905310856386	-0.28250750706105876
POLA2	0.759831430239446	2.6098037409132044	-1.8499723106737584
ZC3H3	0.5758034914318868	0.2315235628115353	0.3442799286203515
CAPN1	-0.07657849281907492	0.142963452306482	-0.21954194512555691
ACPP	-0.4817935821353987	-0.013977345915984873	-0.4678162362194138
MDH1	-0.6857928451000248	-1.2156828380993474	0.5298899929993226
SLC30A9	-0.5550645210487435	0.14213314208723293	-0.6971976631359764
MTMR11	-0.7245654919211715	3.264577461308972	-3.9891429532301435
COX15	-0.7145734844036307	-0.7244818529845443	0.009908368580913596
CCDC88C	-0.39944664329589585	-1.2757664020496629	0.876319758753767
YAF2	0.19408703389176285	0.7549943190005823	-0.5609072851088195
ZMYND11	-0.23972141166401428	-0.6003587068348608	0.36063729517084653
DPEP1	0.1630772385170367	-1.8403117788277097	2.0033890173447464
BID	-0.34757922344489245	-0.6899264704310673	0.3423472469861748
MATR3	-0.07611471093932032	1.4731632233407845	-1.5492779342801049
NPC1L1	4.787066693057654	1.3866105350265379	3.4004561580311163
XYLT2	0.36042350202950413	0.36565416018718544	-0.005230658157681312
STMN4	4.297615180115737	7.57112361015513	-3.2735084300393926
NUDCD3	0.009969822854641208	-0.27207977122814153	0.28204959408278274
ISL1	-1.7099743199741018	0.0	-1.7099743199741018
CHDH	-0.8065177766161407	-2.5598605591760757	1.753342782559935
IL20RA	-1.9733030553269075	-5.012907211013555	3.039604155686648
CLCA1	5.133843805716774	6.317228684804688	-1.1833848790879138
CLCA4	0.8653342298266749	0.8653342298266749	0.0
GLT8D1	0.31002324218423727	0.18013308532706152	0.12989015685717575
ATP2C1	-0.6287930932384116	0.14447453624261186	-0.7732676294810235
IGF1	-1.205166978884419	-1.9084124507841502	0.7032454718997312
SLC38A5	0.6056136773799032	1.594352216013697	-0.9887385386337937
RALBP1	-0.311059886844796	-0.0069692310267086555	-0.30409065581808736
RUFY3	-0.1154864647094973	-0.530586415145688	0.41509995043619075
CNTN1	-1.06628590009137	1.4025728789564056	-2.4688587790477756
SLC11A1	-0.7030363231256502	-1.4278787067808008	0.7248423836551505
WWTR1	-0.3862004337554197	-0.10791049704191025	-0.27828993671350943
AGPS	-0.694573405241016	-0.21272059559225287	-0.4818528096487631
CXorf56	2.1263465797533563	0.15360894797081048	1.9727376317825458
ATP1A2	0.9374241264480667	0.7347605564307571	0.2026635700173096
TTC27	-0.06635059847390856	0.21621051559988835	-0.2825611140737969
ZNF582	1.42908518525189	2.825585511884234	-1.396500326632344
VSIG2	5.292960846949866	7.449008692534844	-2.1560478455849785
PHLDB1	-0.16210676649243627	-0.8826298440034321	0.7205230775109959
MARCO	-1.871871587500342	1.3757726242240382	-3.2476442117243804
CYP24A1	-3.531323025491826	-3.1853789069659992	-0.34594411852582674
PRDM11	0.2737989108265171	0.6571090417575678	-0.3833101309310507
SYT13	2.705049044531573	5.766832892881285	-3.0617838483497124
SNAI2	-0.5741168869523321	0.5354869986085387	-1.1096038855608708
CD74	-0.7610488176947516	1.1595985066583694	-1.920647324353121
HGF	-1.2252705554967838	0.23571457266897156	-1.4609851281657553
ZRANB1	-0.039987848767543355	-0.11679588247045114	0.07680803370290779
NCDN	0.0038171323297131465	-0.03303543566005818	0.03685256798977132
GPR124	0.19473457463893062	0.43134595082642857	-0.23661137618749795
ZFP64	0.21605190472936187	0.23329872893231585	-0.01724682420295398
MNAT1	-0.25480242209939963	0.29899676245609896	-0.5537991845554986
SAMD4A	-1.1512710316620316	1.477548811024345	-2.6288198426863767
RUNX3	1.897114201812842	2.0824861660255483	-0.1853719642127063
MRE11A	0.5100128116112472	1.3049120763399311	-0.7948992647286839
PLEKHB1	0.5807095227515573	-0.6043394704833052	1.1850489932348625
SERPINB1	-0.2188479742549445	1.738695688614329	-1.9575436628692735
CYP3A43	0.8588485216127028	-0.48721928572037987	1.3460678073330827
SLC7A9	-0.8940026252514217	-1.8274391687876328	0.9334365435362111
SPAST	-0.3988524572714458	-0.5092387523711137	0.11038629509966791
NRXN3	3.092840103086556	3.137307460210309	-0.04446735712375294
OSBPL5	1.0361742799185993	-0.1630655249798334	1.1992398048984327
AQR	-0.1946448026393659	-0.2522693147630335	0.05762451212366759
CPS1	0.5738725846103359	5.2849850373428655	-4.71111245273253
C8B	-2.961960658482906	-1.1846474022218656	-1.77731325626104
FHL1	0.39023348099890054	0.33722724843799146	0.05300623256090908
RTFDC1	-0.0002696153115966382	0.6114351701048628	-0.6117047854164595
GABRA1	-0.8580029333150081	-1.0830741331314706	0.22507119981646262
NLRP2	6.251232464026601	7.95248578068454	-1.701253316657939
SLC45A4	0.3191773807493936	1.5228866068759546	-1.203709226126561
RNF10	-0.46992386545146303	0.0019409020028682278	-0.47186476745433126
ZNF839	0.7196156525631947	1.4627358188120692	-0.7431201662488744
ZDHHC6	-0.3989535824063317	0.185839119123818	-0.5847927015301497
GRAMD1B	-0.3010174843011084	-1.773390012477198	1.4723725281760895
RNH1	0.05342878157675912	0.0012600588436448845	0.05216872273311424
NDUFS1	-0.8773000574669156	-0.5643490482847353	-0.31295100918218033
RB1CC1	-0.2864540980045289	-0.43075957085995675	0.14430547285542783
ERP44	-0.5967364926503773	0.2093258032676406	-0.8060622959180179
ALAS1	-0.20729208557045986	0.14237275762946222	-0.3496648431999221
BIRC3	-1.3081726048501725	0.8191443943144767	-2.1273169991646492
GLRX2	-1.1451492697559038	-1.0188096577352193	-0.12633961202068456
SNAPC1	-0.07456261097643857	-0.04392266220302865	-0.03063994877340992
DERA	-0.2848441311938892	0.7928567944814038	-1.077700925675293
STRAP	-0.2424884277054069	1.582354917097092	-1.824843344802499
DEF6	0.016028047846182503	0.6288079892690197	-0.6127799414228372
PLEKHO1	0.5417367999495069	0.7957092287006651	-0.2539724287511582
GCLM	-1.193958675151861	-1.3538886145292173	0.15992993937735633
UBR2	0.0455277753562946	-0.1262877943608789	0.1718155697171735
