	Human_Primary_Visual_Cortex_Average_RPKM	Chimp_Primary_Visual_Cortex_Average_RPKM	Rhesus_Monkey_Primary_Visual_Cortex_Average_RPKM	Mouse_Primary_Visual_Cortex_Average_RPKM
CDKL3	16.46475	12.883533333333332	6.5052200000000004	21.454316666666667
UPP2	7.279791666666667	0.36371833333333337	0.0	17.21605166666667
PRSS21	0.0	1.5741616666666667	16.275251666666666	11.375273333333334
MARK4	123.24838333333336	147.1523333333333	130.11333333333332	163.00683333333333
PROM1	7.6863616666666665	7.232943333333332	9.129743333333332	28.33383333333333
CCDC124	607.8149999999999	541.2021666666667	381.2124999999999	420.21433333333334
PAFAH1B1	352.9711666666667	708.1936666666667	731.4526666666667	1138.1183333333333
NOS2	10.197948333333335	3.69764	0.1768003333333333	0.5476924999999999
DNAH9	2.642488333333333	1.4431311666666666	4.90668	5.324821666666666
KIAA0100	113.74803333333334	139.45116666666667	154.12966666666668	324.7645
SLC13A2	0.09961516666666666	0.5612883333333334	0.0	3.8591933333333337
GAS7	139.87156666666667	251.88916666666668	278.2353333333333	255.7733333333333
TRAPPC6A	961.2669999999999	0.0	0.0	1277.0088333333333
MATK	174.94466666666665	89.93728333333333	123.01660000000003	245.25316666666663
CD79B	1.4262683333333335	1.083915	0.5727033333333333	0.245595
SCN4A	0.1599885	0.12720316666666667	0.08136033333333333	0.0
ST7L	17.43401666666667	19.54086666666667	26.702633333333335	35.97953333333333
TKTL1	0.0	0.0	0.273765	0.39008266666666663
PAX6	31.780983333333335	16.291946666666664	49.265649999999994	22.767533333333336
RPUSD1	33.60081666666667	43.15305	65.61905	168.31166666666664
RHBDF1	23.82963833333333	20.28239	21.331983333333334	36.53483333333333
LUC7L	269.0586666666666	231.78449999999998	164.49566666666666	98.60329999999999
CACNA2D2	17.722929999999998	26.626566666666665	39.77761666666667	45.09345
BAIAP3	20.45450166666667	4.757435	5.159751666666668	30.685393333333334
TSR3	178.42766666666662	113.69261666666667	102.93273333333333	92.99016666666667
PIGQ	81.79871666666666	78.28091666666667	50.202916666666674	212.7726666666667
CRAMP1L	18.966866666666665	29.570750000000004	35.964733333333335	51.33748333333333
TEAD3	7.056168333333333	5.946571666666667	2.3184133333333334	7.416948333333333
SELE	0.30866583333333336	6.163887333333334	0.477817	0.6436071666666666
DNAJC11	81.79521666666666	106.68661666666667	102.69361666666667	110.45485000000001
FMO3	3.4613549999999993	0.4962461666666667	7.683435	0.0
MYLIP	30.776376666666668	26.26301666666667	30.797366666666665	46.89015
NOX1	0.12676849999999998	0.5103566666666667	0.09860200000000001	0.16468466666666667
E2F2	0.0	0.0	0.0	0.47957216666666663
PSMB1	367.0035	353.17816666666664	371.42883333333333	725.9176666666667
SYN1	623.6136666666665	595.5724999999999	790.7693333333333	1127.1183333333333
JARID2	29.150299999999998	34.11405	46.41556666666667	51.76806666666667
CDKL5	32.58486666666666	57.18800000000001	71.66569999999999	165.28099999999998
CAMK1G	57.35521666666667	105.77783333333332	69.28945	75.71853333333333
CDK11A	519.8655	530.9283333333334	882.2693333333333	947.3778333333333
NADK	49.17313333333333	56.06385	114.68633333333334	116.16996666666665
TFAP2B	0.0	0.0	1.2617983333333334	6.846355
TFAP2D	0.0	0.0	0.0	2.5706145
DLEC1	0.9738548333333332	4.9421566666666665	1.1406318333333334	4.250636666666667
CYTH3	53.18901666666667	52.99646666666667	59.1569	56.525650000000006
ADAM22	31.626749999999998	51.02166666666667	91.13131666666668	87.21065
SYPL1	128.73163333333335	94.25819999999999	85.47676666666668	197.95500000000004
CYB561	68.12706666666666	68.09190000000001	53.439133333333324	164.81666666666666
SPAG9	159.60916666666668	152.112	187.515	327.10983333333337
CELSR3	35.4789	66.38631666666667	67.77983333333331	131.86983333333333
AASS	29.958766666666673	19.252253333333332	11.482183333333332	26.627736666666667
PLEKHG6	0.0	0.0	0.0	0.9884823333333332
SS18L2	209.17916666666667	154.00013333333334	353.6499999999999	77.39120000000001
MPND	77.24491666666667	97.66890000000001	59.887116666666664	228.2878333333333
MGST1	202.71115	11.111978333333333	50.244400000000006	59.94275
CRY1	39.07614999999999	48.63571666666667	61.76665	57.47838333333333
NFIX	461.4548333333333	455.6993333333333	724.4113333333335	356.263
ST3GAL1	12.483678333333332	18.473476666666667	27.949316666666665	29.72083333333333
MMP25	6.6186766666666665	3.575321666666667	0.9845370000000001	0.44504083333333333
PKD1	384.8400000000001	423.46866666666665	278.56649999999996	159.781
MAPK8IP2	419.517	554.7888333333334	637.007	669.8123333333333
MED24	92.08635	142.20083333333332	128.34033333333335	191.58066666666664
RHOBTB2	214.99926666666667	213.0975	277.13416666666666	175.72216666666668
HEATR5B	48.544399999999996	43.66406666666668	72.75089999999999	85.71838333333334
SEC62	489.2735	390.8181666666666	364.596	541.6316666666667
RPS20	2136.4866666666667	1783.1999999999998	316.39483333333334	752.5786666666667
CSDE1	610.9218333333333	760.6786666666666	755.2291666666665	495.11716666666666
UBE3C	61.245200000000004	85.52873333333334	92.9672	148.58316666666667
REV3L	29.191283333333335	39.15016666666667	23.49036666666667	40.3373
TENM1	5.5312850000000005	5.662316666666666	8.429383333333334	36.994033333333334
PAX7	0.5796475	1.3979988333333333	0.0	1.606402166666667
MASP2	22.51776666666667	34.47645000000001	39.36593333333334	85.20488333333333
IYD	0.0	0.0	0.0	8.58532
FAM76A	15.004476666666667	15.058819999999997	17.772683333333333	124.14316666666669
TRAF3IP3	0.8423386666666666	1.8791215	1.290097166666667	0.8884521666666666
POMT2	21.605233333333334	17.098	21.632566666666673	30.516916666666663
VTA1	84.4831	132.10366666666667	130.21606666666668	144.39033333333336
MLXIPL	69.20696666666667	71.19749999999999	1.5056015	9.917824999999999
BAZ1B	95.9515	150.7128333333333	138.966	185.3561666666667
RANBP9	178.75789999999998	210.62366666666665	182.56050000000002	234.6291666666667
SPRTN	14.262876666666669	13.277083333333332	16.077278333333332	34.928666666666665
METTL13	50.72311666666667	39.81501666666667	41.579033333333335	27.278766666666666
DYRK4	45.38275000000001	43.10826666666667	8.171570000000001	0.5663054999999999
ZNF207	201.22666666666666	237.83433333333335	217.6745	258.23133333333334
UQCRC1	437.2830000000001	493.47049999999996	558.0065000000001	717.0839999999998
STARD3NL	86.11843333333333	110.47449999999999	90.47038333333332	93.31844999999998
CD9	267.66633333333334	199.13350000000003	88.40148333333333	222.80466666666663
NCAPD2	30.929233333333332	60.081766666666674	26.10585	26.4892
IFFO1	104.04535	112.54200000000002	162.1506666666667	138.56816666666668
PHF7	3.0324166666666668	1.0894283333333332	5.250476666666666	8.165401666666668
SEMA3G	15.081620000000001	11.886375000000001	7.324468333333333	11.632341666666667
NISCH	212.68349999999998	234.26283333333333	340.57800000000003	597.0363333333333
STAB1	7.180278333333334	24.66830666666667	15.962266666666666	10.475961666666668
FUZ	66.03075	57.241350000000004	55.046699999999994	31.03395
SLC6A13	26.230693333333335	16.66763333333333	13.18063	36.6333
IDS	1076.7305	1613.235	1445.0883333333331	1305.9183333333333
CD4	8.726101666666667	14.7209	9.282416666666668	3.4830433333333333
LRRC23	75.31605	128.60553333333334	6.405993333333332	10.056493333333334
BTK	1.7225898333333332	3.4049531666666666	0.22257666666666667	1.4499983333333333
HFE	3.071293333333333	2.281128333333333	18.550433333333334	11.161765
SCMH1	45.69200000000001	45.035000000000004	38.982683333333334	89.35629999999999
FYN	287.05266666666665	264.8351666666667	262.1735	217.09816666666666
HIVEP2	405.35966666666667	590.8771666666665	837.7776666666667	595.1495000000001
FMO1	0.0	0.7107915	0.534192	48.017500000000005
TCEB3	38.96853333333334	54.18596666666667	59.39658333333333	64.82288333333334
LYPLA2	23.381271666666663	34.31725	59.773666666666664	94.15375
CLCN6	54.24325000000001	69.33506666666666	72.49221666666666	155.369
MRC2	12.489241666666665	10.238198333333335	27.514266666666668	10.516900000000001
NME2	1025.2876666666668	493.63149999999996	880.5856666666665	661.7470000000001
SLC6A7	62.741216666666666	63.34598333333333	63.296483333333335	152.01683333333332
TSPAN9	45.38739999999999	49.85268333333334	135.71466666666666	84.84123333333334
BTBD7	18.84755	20.424783333333334	21.516466666666663	42.08031666666667
APBA3	32.12193333333333	50.6689	30.19561666666667	58.04256666666666
MKS1	12.813641666666664	27.396166666666662	28.647550000000006	6.795908333333333
ABHD5	33.25735	44.17565	31.30586666666667	46.74973333333333
AKAP8L	208.83450000000002	230.89266666666666	252.33016666666666	400.507
MBTD1	10.756008333333334	16.500783333333334	23.5929	18.448016666666664
UTP18	94.5718	23.004316666666668	95.42751666666668	64.86354999999999
RNF216	46.52303333333334	71.36626666666666	55.086749999999995	69.80121666666666
PTBP1	94.29986666666667	100.44073333333334	58.61743333333333	89.33504999999998
DPF1	66.68483333333334	116.63346666666666	66.88831666666667	94.43406666666665
SYT7	176.18041666666667	239.40466666666669	306.9213333333333	504.9243333333334
LARS2	30.3817	31.19813333333333	20.735683333333334	32.55211666666667
PIK3C2A	36.50906666666666	35.09218333333333	32.494016666666674	35.39683333333333
PLAUR	26.665266666666664	27.56436666666667	17.560253333333332	4.3747750000000005
ANLN	179.881	128.4771	51.78390000000001	66.93291666666666
WIZ	130.38766666666666	117.00198333333334	111.07881666666667	116.76574999999998
RABGAP1	81.68961666666668	101.75804999999998	104.35706666666665	105.4873
DCN	176.31766666666667	242.14751666666663	140.98816666666667	96.27421666666665
QPCTL	44.90758333333334	21.058983333333334	22.995216666666668	52.44071666666667
PPP5C	183.2686666666667	246.22850000000003	212.68650000000002	307.31
CEP68	41.2956	69.04588333333332	52.405683333333336	40.280316666666664
MAP4K3	20.2221	29.41355	35.90245	79.76918333333334
ZBTB32	0.37865499999999996	2.4090666666666665	9.061806666666667	4.237033333333333
TYROBP	31.074474999999996	102.20291666666668	13.558236666666668	40.61943333333334
TMEM159	7.148578333333336	3.769263333333333	2.4171449999999997	25.585979999999996
GABRA3	30.916839999999997	43.855333333333334	25.47319333333333	255.61766666666668
BRCA1	3.977088333333334	3.303809999999999	8.044295	1.1172265
ERCC1	163.89749999999998	353.9941666666667	100.92318333333333	78.93365
CD22	93.7722	26.163313333333335	12.286023333333333	0.09830616666666665
SEMA3B	256.97409999999996	99.82995	43.5314	10.394691666666667
MBTPS2	21.041938333333334	35.67681666666667	29.661483333333333	78.85126666666667
PRICKLE3	4.272043333333333	4.590466666666667	1.1757259999999998	7.309848333333334
LTF	21.854338499999997	2.2680088333333335	3.753167	0.1465385
EXTL3	78.52033333333333	116.72338333333335	132.24966666666668	278.873
NR1H4	0.2713583333333333	0.11874699999999999	0.0	5.818611333333334
ELOVL5	152.55531666666664	132.16088333333335	79.91168333333333	219.10566666666662
ALOX5	3.778321666666667	7.559645	3.2662899999999997	3.5498600000000002
CALCOCO1	189.53516666666667	337.4775	195.54616666666664	139.3785
UBR7	47.87843333333334	75.72778333333333	67.57658333333335	70.74143333333332
MAP4K5	45.38523333333333	37.39333333333334	29.941383333333334	30.4821
EHD3	187.21766666666667	303.19750000000005	319.91433333333333	253.13066666666668
PSMC4	237.84566666666663	272.5808333333334	305.01483333333334	258.35716666666667
MAN2B2	59.23261666666667	34.235	43.87751666666666	85.78665000000001
SLC7A14	31.537554999999998	46.91251666666667	42.36388333333333	119.31299999999999
CLDN11	411.75950000000006	348.00600000000003	188.78966666666665	586.3965000000001
SLC25A39	95.63543333333332	97.48174999999999	47.36596666666667	99.99381666666669
MVP	70.98751666666666	51.65031666666666	79.56705	21.49761666666667
NUB1	84.29443333333333	107.69585000000001	125.99983333333334	218.414
PGM3	35.32788333333333	39.63973333333333	36.73726666666667	36.41863333333333
RWDD2A	101.68328333333334	68.30780000000001	91.65125	128.57905
CLK1	341.8826666666667	266.2443333333333	332.30833333333334	296.0785
POLR3B	13.818323333333334	23.095650000000003	36.22391666666667	24.144616666666664
ANGEL1	42.28373333333334	55.83911666666666	45.828066666666665	19.80725
RNF14	142.56265	178.10316666666665	142.40650000000002	916.473
DNASE1L1	40.46763333333333	11.76028	5.021543333333334	4.016018333333333
HEBP1	120.25688333333333	126.31353333333334	120.15033333333334	124.39086666666667
GPRC5A	0.7946816666666666	4.063833333333335	0.5700506666666666	1.0452416666666666
MAMLD1	23.5998	44.567366666666665	54.61268333333334	89.55845
CD6	0.6371	0.1120875	0.3142395	1.1456098333333333
TACC3	24.226164999999995	3.070571666666666	2.8190783333333336	8.444526666666667
UFL1	47.53086666666667	43.52221666666667	36.170433333333335	70.79695000000001
POLA2	12.974801666666666	15.390595	8.366771666666667	9.141105000000001
ZC3H3	39.79781666666667	50.331700000000005	50.96406666666667	5.661476666666666
CAPN1	94.80598333333332	119.63003333333332	134.78366666666668	38.358383333333336
ACPP	0.467435	0.5709531666666666	0.2928038333333333	0.25032733333333335
MDH1	2512.4903333333336	2907.088333333333	2592.2966666666666	2867.248333333333
SLC30A9	120.40898333333332	189.15983333333335	162.4305	265.49266666666665
MTMR11	16.72974333333333	15.164356666666665	6.054673333333333	13.676400000000001
COX15	34.95158333333333	50.384433333333334	39.670383333333334	46.2297
CCDC88C	4.851734999999999	2.5680633333333334	10.277950000000002	29.216600000000003
YAF2	49.396166666666666	67.56763333333333	78.66378333333333	226.22833333333332
ZMYND11	187.37550000000002	259.1326666666667	318.67	289.69800000000004
DPEP1	0.0	0.327315	0.0	11.952983333333336
BID	233.73883333333333	134.0773333333333	32.72801666666667	49.12271666666667
MATR3	736.7799999999999	942.194	342.2776666666667	830.2478333333333
NPC1L1	0.25121983333333336	0.0	2.40083	4.011083333333333
XYLT2	45.185316666666665	53.7646	74.82368333333334	60.85031666666666
STMN4	937.6436666666665	1027.0028333333332	796.3114999999999	841.3346666666667
NUDCD3	236.03968333333333	420.7648333333334	439.5351666666666	314.94916666666666
ISL1	0.0	0.0	0.0	4.140011666666667
CHDH	39.524300000000004	21.427764999999997	23.895516666666666	16.153068333333334
IL20RA	7.804848333333333	4.453183333333333	10.825318333333334	1.7783999999999998
CLCA1	0.0	0.05837133333333334	4.5789333333333335	0.0
CLCA4	14.518761666666668	6.571538333333333	0.22679683333333334	0.2278106666666667
GLT8D1	121.19278333333334	131.43949999999998	94.89586666666666	113.95796666666666
ATP2C1	137.2328666666667	150.87516666666667	97.3728	202.10366666666667
IGF1	0.3800183333333333	2.3602733333333332	6.413800000000001	16.851721666666666
SLC38A5	70.37644999999999	62.737716666666664	42.23855	4.316048333333333
RALBP1	172.31583333333333	209.60266666666666	206.28966666666668	187.7315
RUFY3	187.1104	257.9705	199.81466666666665	251.26916666666668
CNTN1	197.89999999999998	369.93716666666666	402.46616666666665	548.9776666666668
SLC11A1	6.879876166666666	10.460778	4.9838233333333335	4.181181666666666
WWTR1	24.37516666666667	20.498550000000005	16.590486666666667	34.38836666666666
AGPS	24.214938333333333	27.279799999999998	26.07535	39.229216666666666
CXorf56	187.167	26.4363	141.67391666666668	64.46636666666667
ATP1A2	820.8568333333334	553.3768333333334	1051.9423333333332	1380.3183333333334
TTC27	12.338183333333333	16.039133333333332	19.656266666666667	32.91588333333333
ZNF582	23.941166666666675	393.9191666666666	60.09616666666667	356.83366666666666
VSIG2	11.525526666666666	10.575909999999999	1.9618505	29.12933333333333
PHLDB1	193.48381666666668	104.5951	104.28098333333332	105.53038333333332
MARCO	0.837209	6.313972499999999	0.172225	0.0
CYP24A1	1.1582666666666666	0.446785	0.0	2.5958233333333336
PRDM11	16.911099999999998	25.0594	38.868950000000005	14.87395
SYT13	95.82990000000001	223.9476666666667	260.195	436.41350000000006
SNAI2	6.7099850000000005	2.819271666666667	12.504785	2.449725
CD74	207.78231666666662	434.0375000000001	116.23828333333331	21.262674999999998
HGF	4.197086666666666	3.3675349999999997	0.8654878333333332	12.440666666666667
ZRANB1	112.09446666666668	142.04966666666667	120.38350000000001	117.47716666666666
NCDN	1368.1426666666666	2610.1216666666664	2519.905	3701.3566666666666
GPR124	33.26813333333333	28.308566666666668	33.01233333333334	26.04495
ZFP64	19.425866666666668	23.911966666666668	20.4446	35.84595
MNAT1	59.36121666666666	58.57945	44.34421666666666	40.77023333333333
SAMD4A	41.10443333333333	46.50678333333334	26.7062	33.9574
RUNX3	2.0996383333333335	0.33245833333333336	0.0	0.0
MRE11A	14.050816666666668	19.30965	11.669936666666667	14.073728333333333
PLEKHB1	773.6918333333333	340.61266666666666	220.24116666666666	458.57666666666677
SERPINB1	26.072216666666666	72.17618333333333	61.02531666666667	12.679875000000001
CYP3A43	0.31500700000000004	1.3398281666666667	0.0	0.0
SLC7A9	5.7626083333333336	3.413603333333333	13.414826666666665	5.3085466666666665
SPAST	25.31425	32.59926666666667	42.166383333333336	68.60143333333333
NRXN3	70.88735000000001	110.06111666666665	119.31500000000001	223.29566666666665
OSBPL5	51.0112	45.83136666666667	57.37533333333332	65.9314
AQR	20.389316666666666	30.596716666666666	55.6695	53.58126666666667
CPS1	5.8838	2.1343953333333334	0.33190633333333336	0.40343533333333337
C8B	0.096851	0.0	0.09846966666666668	0.3486445
FHL1	358.08500000000004	470.8883333333333	492.2718333333334	278.23516666666666
