	Human_Prefrontal_Cortex_Average_RPKM	Chimp_Prefrontal_Cortex_Average_RPKM	Rhesus_Monkey_Prefrontal_Cortex_Average_RPKM	Mouse_Prefrontal_Cortex_Average_RPKM
CRLF1	135.3088	150.4163333333333	7.267485000000001	6.083588333333332
OSBPL7	32.0056	34.83495	35.494	22.923416666666665
TMEM98	99.37	133.79218333333333	48.944250000000004	37.07533333333333
YBX2	15.2276	2.978011666666667	0.9528133333333333	8.993563333333334
KRT33A	0.0	0.0	0.0	0.0
MAP3K14	12.190395	12.474878333333335	23.05266	7.4160466666666665
ABCC8	84.52788333333334	58.59083333333333	84.60743333333333	43.59343333333334
CACNG3	587.3083333333333	449.7433333333334	417.3723333333334	399.798
TMEM132A	403.6045	254.0391666666667	478.72700000000003	435.7836666666667
AP2B1	578.1538333333334	629.9106666666667	393.41338333333334	516.1531666666667
TAC1	55.610549999999996	30.5171	45.31106666666667	306.1725
ZNF263	32.55400000000001	24.021299999999997	31.114016666666668	45.364733333333334
CX3CL1	13742.633333333333	10646.135	0.0	37964.6
SPATA20	130.86033333333333	108.28031666666668	37.3536	0.0
CACNA1G	59.1164	46.3859	72.44741666666665	88.04145
TNFRSF12A	5.640665000000001	7.777995	2.0861566666666667	34.713566666666665
DLX6	8.580071666666667	10.874045000000002	12.557623333333332	73.55203333333333
MAP3K9	44.299033333333334	42.53431666666667	47.24563499999999	75.25063333333333
RALA	148.45166666666668	155.67083333333335	108.63268333333333	202.08416666666668
BAIAP2L1	2.738225	3.234903333333333	0.6335216666666668	3.02286
KDM7A	10.818953333333333	12.02134	18.77555	47.35060000000001
ETV1	46.74446666666666	54.41931666666667	47.51618333333334	41.29678333333333
AGK	74.44153333333334	101.1556	57.98284999999999	58.86665
TTC22	1.7728706666666667	0.12771933333333332	11.061868333333335	2.6734950000000004
PHTF2	23.654733333333336	33.76911666666667	16.71395	36.5611
CCL26	0.5465933333333334	0.0	2.2126533333333334	0.0
FARP2	28.383683333333337	26.126499999999997	34.705466666666666	15.30585
USH1C	2.29867	8.910993333333334	1.7610895	0.3525446666666667
GGCT	174.58266666666668	69.74985000000001	81.85518333333333	67.56126666666667
DBF4	6.320871666666666	5.3408299999999995	8.397348333333333	2.38818
TBXA2R	8.554961666666665	1.0856633333333334	1.0193283333333334	1.2567683333333335
IFRD1	99.80136666666668	71.9401	54.21441666666667	109.9735
COX10	25.068499999999997	34.61398333333333	37.618	56.894800000000004
GTF2IRD1	21.572416666666665	22.707966666666664	24.605066666666662	44.17201666666667
PAF1	195.5858333333333	125.76583333333333	142.16316666666668	174.21333333333334
VPS41	96.99208333333333	169.38933333333333	57.047066666666666	186.9608333333333
ARHGAP44	166.07283333333334	143.05283333333333	229.8135333333333	247.87183333333334
ELAC2	79.69569999999999	36.8437	32.77746666666666	58.03716666666666
SCIN	1.4152063333333331	0.530479	4.385374	0.3517975
PNPLA4	2287.2533333333336	558.5641666666667	323.29266666666666	0.0
MYH13	0.2749393333333333	0.39027199999999995	1.0428561666666665	0.451382
ADIPOR2	92.57924999999999	139.4010166666667	73.88884	160.03416666666666
CDKL3	15.662719999999998	13.565343333333333	8.598885000000001	24.667983333333336
UPP2	9.077815	0.8892066666666666	0.0	16.938546666666667
PRSS21	1.0594433333333333	1.7978083333333332	16.728089999999998	12.685525
MARK4	139.47916666666666	145.31516666666667	144.82313333333335	148.216
PROM1	7.674518333333332	9.873511666666666	6.992891666666668	30.404033333333334
CCDC124	528.4516666666667	458.3573333333334	615.561	451.1016666666667
PAFAH1B1	671.323	966.205	636.0106666666666	1008.3914999999998
NOS2	15.228430000000001	4.617931666666667	0.24668199999999998	0.29556600000000005
DNAH9	2.832315	2.1969583333333333	3.622035	2.7103916666666668
KIAA0100	167.5616666666667	169.2715	146.29433333333336	329.4085
SLC13A2	0.11763133333333332	0.48010016666666666	0.28236333333333336	0.5831688333333332
GAS7	258.89500000000004	307.2498333333333	254.30395000000001	237.71133333333339
TRAPPC6A	1212.8580000000002	0.0	946.2666666666665	1897.6616666666666
MATK	179.75316666666666	86.45035	154.3561666666667	238.84483333333333
CD79B	1.3922999999999999	1.7856266666666665	0.0	0.9682383333333333
SCN4A	0.229962	0.0	0.1437095	31.040000000000003
ST7L	18.041616666666666	23.75115	23.355833333333333	39.6272
TKTL1	0.1519275	0.13063916666666667	1.5074328333333333	0.48368066666666665
PAX6	39.004349999999995	49.05191666666667	41.40573333333334	19.847366666666662
RPUSD1	50.57603333333333	45.952933333333334	64.7142	148.2705
RHBDF1	21.370499999999996	24.26295	20.505433333333333	31.923983333333336
LUC7L	187.30616666666666	171.30766666666668	184.4043333333333	106.45576666666666
CACNA2D2	20.76415	25.109366666666663	27.114908333333336	72.59018333333333
BAIAP3	177.48649999999998	48.448133333333324	113.19808333333333	29.064633333333333
TSR3	168.98716666666667	98.81741666666666	123.15513333333332	110.35216666666668
PIGQ	107.77750000000002	62.38759999999999	54.68521666666666	191.17133333333334
CRAMP1L	24.642950000000003	30.228333333333335	27.66637833333333	43.128216666666674
TEAD3	5.210593333333333	6.326483333333333	2.3662583333333336	5.100003333333333
SELE	3.6907010000000002	0.8552321666666667	0.17547000000000001	0.2142883333333333
DNAJC11	108.09125	110.1743	95.37396666666666	110.116
FMO3	3.787856	0.177835	9.991226666666664	0.0
MYLIP	46.98155	25.737516666666668	33.98092499999999	40.598749999999995
NOX1	0.3646216666666667	0.18995833333333334	0.0	0.4373376666666667
E2F2	0.34441150000000004	0.0	0.0	0.40803666666666666
PSMB1	370.2906666666666	369.6343333333334	560.245	758.8294999999999
SYN1	1194.715	728.4261666666666	1132.9168333333332	951.0113333333334
JARID2	26.59885	33.83385	33.882358333333336	49.4084
CDKL5	77.39983333333333	83.92368333333333	64.19661666666667	159.71616666666668
CAMK1G	195.9485	242.51399999999998	90.89681666666667	88.97816666666667
CDK11A	537.1265	574.3875000000002	871.0879999999999	839.4701666666666
NADK	57.05276666666668	58.8322	111.78618333333333	112.51798333333335
TFAP2B	0.3282883333333333	0.1217335	0.19375	2.6052433333333336
TFAP2D	0.7723863333333333	0.3077178333333333	0.525742	6.4017566666666665
DLEC1	1.6475216666666668	6.713781666666666	0.6903516666666666	3.738471666666667
CYTH3	52.39906666666667	53.629033333333325	61.02083166666668	43.52895
ADAM22	48.58789999999999	56.31426666666667	44.145355	88.17340000000002
SYPL1	73.33276666666666	100.13148333333334	77.30126666666668	195.8216666666667
CYB561	106.29816666666669	82.97411666666666	83.6296	150.465
SPAG9	155.435	179.28916666666666	139.56876666666668	329.4531666666666
CELSR3	47.04955	59.22559999999999	57.43798833333333	119.46216666666668
AASS	22.641216666666665	23.343533333333337	11.337176666666666	15.663411666666667
PLEKHG6	0.0	0.0	0.13975116666666668	1.3938261666666667
SS18L2	241.75833333333333	135.43233333333333	349.7631666666667	105.31036666666667
MPND	98.10946666666666	98.52518333333332	108.18868333333332	229.31283333333332
MGST1	226.05583333333334	33.39411666666667	102.22138333333332	60.88396666666667
CRY1	36.723850000000006	47.609566666666666	33.29503666666667	68.2858
NFIX	422.3374999999999	327.078	428.9559666666666	230.63183333333333
ST3GAL1	18.615133333333333	26.90313333333334	31.48818333333333	31.088283333333333
MMP25	4.744188333333334	3.792991666666667	0.8648293333333333	0.3725
PKD1	317.8808333333334	259.9295	197.4022666666667	150.5935
MAPK8IP2	642.401	538.8263333333334	714.8878333333333	638.9848333333334
MED24	111.39523333333334	149.069	106.0403	182.35533333333333
RHOBTB2	319.14799999999997	196.1788333333333	195.84666666666666	213.58366666666666
HEATR5B	67.14448333333333	59.76303333333333	65.73758333333333	78.85674999999999
SEC62	488.8931666666667	470.5416666666667	415.03683333333333	520.4888333333333
RPS20	1945.9133333333332	1794.541666666667	488.1461666666667	903.9536666666667
CSDE1	765.7438333333334	880.8815	634.3571666666667	582.8453333333333
UBE3C	88.3516	102.6424	78.85447500000001	138.78333333333333
REV3L	29.500950000000003	35.115966666666665	15.086574999999998	35.655499999999996
TENM1	9.538341666666668	9.674246666666667	8.502988333333333	31.108749999999997
PAX7	1.4141473333333334	4.522742	0.0	0.13107933333333335
MASP2	20.232533333333333	31.658716666666674	25.554081666666672	87.23566666666669
IYD	0.0	0.0	1.8031866666666667	1.7585616666666668
FAM76A	19.5003	18.343500000000002	13.982566666666665	125.18583333333333
TRAF3IP3	1.2875370000000002	2.7532483333333335	1.8542566666666669	1.3793001666666667
POMT2	19.74813333333333	18.3188	19.4178	26.7529
VTA1	139.02303333333333	141.4365	103.03701666666666	155.38416666666666
MLXIPL	68.44143333333334	46.11578333333333	23.544516666666667	9.731651666666666
BAZ1B	103.07338333333333	175.734	111.80046666666668	179.88433333333333
RANBP9	272.503	269.0903333333333	188.7532666666667	216.39950000000002
SPRTN	18.926033333333333	10.688091666666665	12.746015	25.63801666666667
METTL13	66.3735	42.75303333333333	32.720949999999995	28.014416666666666
DYRK4	33.7007	36.49698333333333	9.777571666666669	0.22436416666666667
ZNF207	251.6096666666667	261.1945	173.90098333333336	247.25300000000001
UQCRC1	418.1811666666667	410.1476666666667	551.7953333333334	724.4785000000002
STARD3NL	130.76533333333336	157.12083333333334	119.39588333333332	95.51926666666667
CD9	155.85113333333334	182.4609	133.98023333333333	210.32683333333333
NCAPD2	22.205066666666667	63.02363333333333	18.20922	23.84828333333333
IFFO1	79.21311666666666	79.37991666666667	122.26568333333334	134.77683333333331
PHF7	3.664531666666667	0.692465	3.987535	9.252901666666666
SEMA3G	14.874715	13.064315000000002	6.908048333333333	10.531613333333334
NISCH	333.14033333333333	254.67283333333333	378.9750000000001	551.4936666666666
STAB1	9.797953333333334	16.147988333333334	17.64285	12.133625
FUZ	51.78751666666667	38.9688	71.14826666666666	34.735733333333336
SLC6A13	18.278391666666668	16.385548333333332	16.718128333333336	31.72068333333333
IDS	2339.5366666666664	2711.3616666666667	1561.0933833333336	1206.466666666667
CD4	11.200678333333334	13.745666666666667	17.772616666666668	15.847824999999998
LRRC23	52.076750000000004	95.67271666666666	10.944091666666665	7.808736666666667
BTK	1.4392478333333332	3.057033666666666	1.6181596666666664	1.8111513333333331
HFE	4.0956883333333325	4.518425000000001	8.596221666666667	9.934593333333334
SCMH1	57.17603333333333	50.3308	44.908066666666656	103.93855
FYN	337.3136666666666	275.6363333333333	270.8486666666667	196.6731666666667
HIVEP2	434.1786666666667	408.12583333333333	380.59185	509.2149999999999
FMO1	0.1046475	0.27284766666666666	0.4033248333333333	30.11351666666667
TCEB3	47.32641666666667	55.665116666666655	48.70315	71.13221666666666
LYPLA2	24.238533333333333	32.3183	48.78563333333333	95.40251666666667
CLCN6	88.58118333333334	87.89703333333334	67.68488333333333	146.03383333333332
MRC2	13.904316666666666	11.949415	20.82446666666667	12.767903333333331
NME2	1050.9066666666668	483.63899999999995	1285.4836666666667	679.9238333333334
SLC6A7	154.36266666666666	108.40308333333333	176.51558333333332	110.57761666666669
TSPAN9	44.02221666666667	23.74905	47.50562333333334	53.22196666666667
BTBD7	20.822366666666667	25.16026666666667	16.824395	41.5208
APBA3	26.444633333333332	43.54313333333334	33.05746666666667	64.87261666666667
MKS1	11.019554999999999	26.57335	23.60575	7.235288333333333
ABHD5	29.54935	42.4963	24.62751666666667	44.483133333333335
AKAP8L	191.56366666666668	210.3765	231.7355	385.5505
MBTD1	11.634834999999997	20.008933333333335	15.181718333333334	18.478383333333337
UTP18	102.0219	22.29295	93.32106666666668	69.67118333333333
RNF216	50.841833333333334	69.01471666666667	42.09904999999999	72.20955
PTBP1	78.79463333333332	99.5098666666667	55.030750000000005	82.25293333333333
DPF1	116.64471666666667	131.9425	111.37156666666665	118.62206666666667
SYT7	319.4595	257.3313333333333	315.61154999999997	429.98533333333336
LARS2	39.971450000000004	43.36158333333333	23.20947333333333	35.955733333333335
PIK3C2A	33.0104	36.723850000000006	15.959180833333333	31.50725
PLAUR	24.401808333333335	9.750226666666668	12.552451666666665	2.491918333333333
ANLN	85.56284999999998	123.50921666666666	65.97068333333334	43.33408333333333
WIZ	138.506	118.71683333333334	127.48045	112.26099999999998
RABGAP1	114.51768333333332	132.89266666666666	94.57061666666665	92.37198333333333
DCN	195.06439999999998	175.39425000000003	126.24416666666667	150.05738333333335
QPCTL	37.59671666666667	21.26447666666667	23.50485	36.609716666666664
PPP5C	244.90866666666668	233.4478333333333	216.6728333333334	286.178
CEP68	77.19731666666667	71.97056666666667	43.085633333333334	44.329316666666664
MAP4K3	31.20193333333334	43.66266666666667	33.27518166666667	60.394449999999985
ZBTB32	0.42611166666666667	0.824321666666667	9.072953333333333	3.05981
TYROBP	22.295085	67.30573333333332	31.690381666666667	43.1099
TMEM159	28.35486666666667	16.124448333333333	9.376325	28.89585
GABRA3	117.02861666666668	107.38661666666667	85.565695	251.12733333333333
BRCA1	3.0330083333333335	2.4583333333333335	3.3224783333333328	1.3994691666666668
ERCC1	175.26633333333334	315.96933333333334	87.68091666666668	82.97680000000001
CD22	40.53746666666667	32.73208333333333	19.1855	0.13081483333333335
SEMA3B	114.48775	104.00563333333334	48.84896666666666	9.146848333333333
MBTPS2	34.09771666666666	34.94266666666667	18.416855	69.3788
PRICKLE3	3.9940999999999995	3.4251900000000006	3.0646583333333335	14.185146666666668
LTF	12.704088333333331	1.3329218333333333	0.5664923333333333	1.57167
EXTL3	140.09581666666668	140.32066666666668	117.90194999999999	269.63783333333333
NR1H4	0.0	0.12090933333333333	0.0	0.4957298333333333
ELOVL5	105.86875000000002	143.23883333333336	80.38960000000002	233.2675
ALOX5	7.065968333333333	11.778093333333333	4.934337666666667	3.992471666666667
CALCOCO1	210.63016666666667	288.86999999999995	185.45435	158.12683333333334
UBR7	62.906349999999996	86.95571666666667	65.14905	62.556700000000006
MAP4K5	36.917233333333336	43.64228333333333	19.65051166666667	28.52515
EHD3	374.6268333333334	325.737	303.8400833333333	189.78566666666666
PSMC4	261.82433333333336	257.08516666666674	256.3665	258.76883333333336
MAN2B2	94.45471666666667	40.15186666666667	55.81913333333333	79.44201666666666
SLC7A14	44.36285	62.103133333333325	48.93340833333334	96.58445
CLDN11	214.60255000000004	290.38283333333334	265.7663333333333	473.8448333333334
SLC25A39	85.45631666666667	92.74598333333334	64.04268333333333	82.65509999999999
MVP	49.86435	41.07515	87.65583333333335	18.338566666666665
NUB1	84.3596	121.26799999999999	100.16876666666666	218.8511666666667
PGM3	40.96823333333333	48.43280000000001	33.17026666666667	33.3585
RWDD2A	145.1331666666667	107.52463333333333	103.78948333333331	104.66938333333333
CLK1	264.8953333333334	246.57750000000001	265.7365	299.38399999999996
POLR3B	23.69475	23.723733333333332	31.20366333333334	24.936216666666667
ANGEL1	60.097116666666665	72.1667	45.756841666666666	20.653766666666666
RNF14	204.90649999999997	221.5395	137.21228333333335	797.7053333333333
DNASE1L1	44.82351666666667	14.260578333333335	4.342328333333334	8.718601666666666
HEBP1	117.65046666666667	171.07066666666665	161.4825	127.621
GPRC5A	4.792168333333334	0.8572266666666666	1.1751766666666668	2.7667316666666664
MAMLD1	46.049350000000004	51.25475	52.986291666666666	85.35438333333332
CD6	5.366653333333333	1.1681534999999998	1.2631413333333332	1.107103333333333
TACC3	10.335658333333333	2.9224566666666667	6.729405	10.575695
UFL1	43.05384999999999	49.99171666666666	39.787771666666664	73.46283333333334
POLA2	11.454826666666667	16.105949999999996	10.126046666666666	7.6727050000000006
ZC3H3	46.020100000000006	47.13613333333333	47.86246666666667	5.319099500000001
CAPN1	114.27069999999999	115.81415	96.88551666666667	39.880433333333336
ACPP	0.24465333333333336	0.32830166666666666	0.2672193333333333	0.15073783333333335
MDH1	2855.06	2684.016666666667	2611.25	2734.2433333333333
SLC30A9	217.80816666666666	230.34433333333337	139.32973333333334	259.98633333333333
MTMR11	12.974965	13.919443333333334	5.013741333333333	9.234996666666666
COX15	45.82073333333333	64.16013333333332	35.47563833333333	48.86803333333334
CCDC88C	6.573993333333333	3.628645	9.635821666666667	35.00993333333333
YAF2	71.39758333333333	79.87508333333334	71.10223333333334	230.06033333333332
ZMYND11	218.12099999999998	290.52816666666666	261.07811666666663	300.19350000000003
DPEP1	0.34298333333333336	0.0	2.3025949999999997	11.5991
BID	157.02499999999998	81.47146666666667	36.16863333333334	34.51021666666667
MATR3	1005.1203333333333	1029.519	291.94870000000003	807.1485000000001
NPC1L1	0.37509266666666674	0.0	2.8076558333333335	3.4520916666666666
XYLT2	36.9138	43.782683333333345	64.32166666666667	62.84923333333334
STMN4	911.0478333333334	871.822	1296.4015	811.0469999999999
NUDCD3	411.31050000000005	406.55183333333326	366.58366666666666	317.91616666666664
ISL1	0.0	0.0	0.0	30.42301666666667
CHDH	28.24223333333333	34.2929	28.867723333333334	10.087301666666667
IL20RA	6.052781666666667	11.472981666666668	8.291935	4.089434999999999
CLCA1	0.0	0.0	9.375468333333332	0.0
CLCA4	10.55134	6.243091666666667	0.3577865	0.15714083333333334
GLT8D1	128.94283333333334	124.54815	92.77593333333333	112.935
ATP2C1	188.33816666666667	184.6925	94.26435	159.41616666666667
IGF1	2.9430633333333334	5.749645	9.462868333333333	10.493103333333334
SLC38A5	37.945	57.476200000000006	47.08363333333333	4.2869649999999995
RALBP1	232.64649999999997	278.8906666666667	193.94393333333335	187.3551666666667
RUFY3	285.1385	343.7095	184.11853333333332	227.68033333333332
CNTN1	458.9003333333333	629.7688333333334	459.9638	479.6448333333333
SLC11A1	5.218706666666667	5.3103266666666675	4.459451666666667	4.178856666666666
WWTR1	26.31533333333334	22.341616666666663	14.630785000000001	36.4981
AGPS	25.585516666666667	25.832466666666665	21.566774999999996	32.99021666666667
CXorf56	232.07949999999997	37.40615	123.9335	61.90768333333333
ATP1A2	643.3423333333332	915.4254999999999	761.8306333333334	1405.341666666667
TTC27	16.45743333333333	15.632983333333334	18.555666666666664	29.979366666666667
ZNF582	189.76383333333334	318.2933333333333	79.6195	161.34516666666667
VSIG2	6.2275583333333335	7.577234999999999	0.8087083333333333	24.636983333333333
PHLDB1	127.5571	108.28509999999999	123.7964	99.71148333333333
MARCO	6.180125166666666	2.3457276666666664	0.20016166666666668	0.0
CYP24A1	1.6712196666666665	0.22746	0.19303	0.9259983333333334
PRDM11	24.839083333333335	22.041966666666664	19.684611666666665	11.263253333333333
SYT13	236.7938333333333	279.9828333333333	247.24188333333333	351.9656666666667
SNAI2	9.962948333333332	2.4225133333333333	11.053793333333333	3.1330066666666663
CD74	172.6831666666667	276.5853333333333	132.53785000000002	28.256521666666668
HGF	4.04175	5.215018333333334	3.106528166666667	11.693046666666667
ZRANB1	155.984	151.40966666666665	80.61166666666666	121.47483333333334
NCDN	1943.8183333333334	1995.993333333333	2277.5253333333335	3248.2450000000003
GPR124	27.083033333333333	26.135116666666672	28.57665	26.982983333333333
ZFP64	33.11436666666666	27.368033333333333	24.95919333333333	32.39361666666667
MNAT1	60.99829999999999	66.64616666666667	39.7849	44.665166666666664
SAMD4A	35.58258333333334	47.15435	35.84967	37.11046666666667
RUNX3	1.1737833333333334	1.040815	0.6824566666666666	0.0
MRE11A	17.747049999999998	21.01506666666667	12.733598333333333	15.039083333333332
PLEKHB1	408.76533333333333	373.3548333333333	314.11	371.5028333333333
SERPINB1	28.41203333333333	51.2919	58.3097	10.599405
CYP3A43	0.5716633333333333	0.37824266666666667	0.10895433333333333	0.0
SLC7A9	3.0009625	4.151068666666667	25.563149999999997	0.9661313333333333
SPAST	39.66446666666666	40.65636666666666	42.33744166666666	63.72466666666666
NRXN3	138.26236666666665	144.55849999999998	120.20238333333334	216.64150000000004
OSBPL5	45.5874	25.746016666666662	39.956466666666664	53.79646666666667
AQR	22.5908	40.471399999999996	41.76374666666667	54.36633333333333
CPS1	4.482221666666667	1.5180186666666666	0.5290493333333334	0.33493766666666663
C8B	0.0	0.0	0.111169	0.11373899999999999
FHL1	583.4794999999999	485.2643333333333	434.85473333333334	410.7488333333334
RTFDC1	263.9548333333334	252.81566666666666	167.55949999999999	208.2843333333333
