dataID	thres	rho	rho_stderr	E[A]	E[A]_stderr	E[W]	E[W]_stderr	alpha	alpha_stderr	tau	tau_stderr	eta	eta_stderr	gamma	gamma_stderr	lnLd	LRT[rho>0]	LRT[eta>0]	LRT[gamma>0]	em_status
OMG_downregulated_GENE_cis_elements	f=15%	0.002874	0.050981	2.495434	6.605566	0.000000	0	0.383665	0.627331	0.000000	0	215.938608	3811.861539	0.000000	0	-14.9326	0.1926	0.193	0	main-converged-rho0-converged-eta0-converged-gam0-converged
PSD3_downregulated_GENE_cis_elements	f=15%	0.194701	0.299412	0.000000	2.323468	0.000000	2.640127	0.000000	0.604410	0.000000	0.459106	0.000000	2.499885	0.000000	1.898898	-86.2936	0.44	0	0	main-converged-rho0-converged-eta0-converged-gam0-converged
PTPRD_downregulated_GENE_cis_elements	f=15%	0.528577	0.541693	0.000000	7.217352	1.860133	4.399673	0.000000	2.385153	0.377443	0.766357	0.000000	2.127247	0.540722	0.978238	-40.3372	1.0728	0	0.2198	main-converged-rho0-converged-eta0-converged-gam0-converged
RANBP3L_downregulated_GENE_cis_elements	f=15%	0.004031	0.070648	3.026852	4.890479	0.000000	0	0.441192	0.400488	0.000000	0	195.081591	3404.460217	0.000000	0	-21.8112	0.5488	0.5492	0	main-converged-rho0-converged-eta0-converged-gam0-converged
RFTN2_downregulated_GENE_cis_elements	f=15%	0.006145	0.224454	0.000000	0	1.467332	3.745511	0.000000	0	0.322615	0.568206	0.000000	0	77.030927	2786.315130	-17.3089	0.2106	0	0.2114	main-converged-rho0-converged-eta0-converged-gam0-converged
RFX4_downregulated_GENE_cis_elements	f=15%	0.631692	-1.000000	0.000000	-1.000000	0.000000	0	0.000000	0.000000	0.000000	0	0.000000	-1.000000	0.000000	0	-11.8884	1.4882	0	0	main-converged-rho0-converged-eta0-converged-gam0-converged
RNF182_downregulated_GENE_cis_elements	f=15%	0.010877	0.281244	0.000000	0	4.697286	7.313415	0.000000	0	0.591459	0.391089	0.000000	0	131.649804	3381.559669	-16.3346	0.7696	0	0.77	main-converged-rho0-converged-eta0-converged-gam0-converged
SHC3_GENE_cis_elements_proximal	f=15%	0.000794	0.021023	0.000000	0	0.595451	3.413003	0.000000	0	0.117331	0.593888	0.000000	0	167.327429	4414.347576	-24.8081	0.0344	0	0.0348	main-converged-rho0-converged-eta0-converged-gam0-converged
SLC1A3_downregulated_GENE_cis_elements	f=15%	0.487045	0.511674	0.661683	2.112455	2.042259	2.527565	0.329374	0.860940	0.437128	0.491666	0.517271	1.376245	0.817917	0.855974	-55.8057	0.7316	0.0812	0.6186	main-converged-rho0-converged-eta0-converged-gam0-converged
SLC24A2_downregulated_GENE_cis_elements	f=15%	0.003871	0.089207	2.670366	6.785229	0.000000	0	0.393770	0.609260	0.000000	0	167.156640	3834.055485	0.000000	0	-15.0806	0.2116	0.212	0	main-converged-rho0-converged-eta0-converged-gam0-converged
SLC25A48_downregulated_GENE_cis_elements	f=15%	0.199992	0.797693	0.000000	0	2.122634	4.443633	0.000000	0	0.357739	0.615364	0.000000	0	2.228118	8.065445	-17.1697	0.2734	0	0.2758	main-converged-rho0-converged-eta0-converged-gam0-converged
SPP1_downregulated_GENE_cis_elements	f=15%	0.008602	0.117661	0.000000	0	7.775048	9.828909	0.000000	0	0.690790	0.273007	0.000000	0	257.483458	3513.104589	-14.6688	1.5268	0	1.527	main-converged-rho0-converged-eta0-converged-gam0-converged
SYT9_downregulated_GENE_cis_elements	f=15%	0.325478	0.672993	0.000000	0	1.952489	5.141127	0.000000	0	0.310698	0.694823	0.000000	0	0.934118	2.254652	-17.2297	0.1876	0	0.1502	main-converged-rho0-converged-eta0-converged-gam0-converged
WASF3_downregulated_GENE_cis_elements	f=15%	0.000180	0.000905	0.000000	0.899072	0.000000	-nan	0.000000	0.243552	0.000000	-1.000000	0.000000	1351.203905	0.000000	677.782147	-18.339	-0.0002	0	0	main-converged-rho0-converged-eta0-converged-gam0-converged
