dataID	thres	rho	rho_stderr	E[A]	E[A]_stderr	E[W]	E[W]_stderr	alpha	alpha_stderr	tau	tau_stderr	eta	eta_stderr	gamma	gamma_stderr	lnLd	LRT[rho>0]	LRT[eta>0]	LRT[gamma>0]	em_status
PSD3_downregulated_GENE_cis_elements_distal	f=15%	0.158568	0.159935	0.460464	1.002354	0.483644	1.044139	0.092500	0.196369	0.072554	0.156510	0.540879	0.775265	0.415123	0.579969	-1808.74	1.78	0.14	0.16	main-converged-rho0-converged-eta0-converged-gam0-converged
PTCHD2_downregulated_GENE_cis_elements_distal	f=15%	0.041324	0.365333	0.306088	1.919636	1.288212	1.843382	0.071721	0.439049	0.207359	0.283589	1.792398	8.858731	6.068929	47.251029	-360.251	1.168	0.004	1.15	main-converged-rho0-converged-eta0-converged-gam0-converged
PTPRD_downregulated_GENE_cis_elements_distal	f=15%	0.150033	0.195594	0.000000	1.010367	0.462017	1.518170	0.000000	0.284861	0.067435	0.217809	0.000000	1.613789	0.409656	1.013054	-484.033	0.804	0	0.092	main-converged-rho0-converged-eta0-converged-gam0-converged
RANBP3L_downregulated_GENE_cis_elements_distal	f=15%	0.003330	0.009167	1.189600	1.157080	1.314316	1.295473	0.289384	0.200347	0.277703	0.330145	121.893828	336.483874	115.081321	476.929684	-277.146	2.556	1.296	1.44	main-converged-rho0-converged-eta0-converged-gam0-converged
RFTN2_downregulated_GENE_cis_elements_distal	f=15%	0.197073	0.389282	0.000000	1.336070	1.138896	1.533570	0.000000	0.692411	0.278006	0.347309	0.000000	2.821068	1.568807	2.112685	-203.4	0.688	0	0.698	main-converged-rho0-converged-eta0-converged-gam0-converged
RFX4_downregulated_GENE_cis_elements_distal	f=15%	0.098174	0.267814	0.000000	1.049360	0.213855	1.135121	0.000000	0.344427	0.050998	0.268846	0.000000	3.163903	0.493638	1.742783	-497.905	0.272	0	0.042	main-converged-rho0-converged-eta0-converged-gam0-converged
RNF182_downregulated_GENE_cis_elements_distal	f=15%	0.047871	0.228199	0.266374	1.329767	0.000000	0.817357	0.064068	0.309600	0.000000	0.210915	1.361527	5.138331	0.000000	4.195035	-415.237	0.024	0.026	0	main-converged-rho0-converged-eta0-converged-gam0-converged
SALL3_downregulated_GENE_cis_elements_distal	f=15%	0.028522	0.218915	0.000000	0	19.329778	12.593472	0.000000	0	0.868824	0.080711	0.000000	0	225.596045	1724.557066	-29.2476	7.3294	0	7.3294	main-converged-rho0-converged-eta0-converged-gam0-converged
SHC3_GENE_cis_elements_distal	f=15%	0.043923	0.624124	0.000001	2.367585	2.682786	4.368201	0.000000	0.853397	0.318875	0.466885	0.000005	18.575883	10.190419	133.794311	-66.7778	0.7786	0	0.7794	main-converged-rho0-converged-eta0-converged-gam0-converged
SLC1A3_downregulated_GENE_cis_elements_distal	f=15%	0.056742	0.151611	0.000000	0.676164	0.000000	0.807938	0.000000	0.221642	0.000000	0.168605	0.000000	3.684515	0.000000	2.802847	-655.848	0.192	0	0	main-converged-rho0-converged-eta0-converged-gam0-converged
SLC24A2_downregulated_GENE_cis_elements_distal	f=15%	0.080760	0.440065	0.482965	2.352540	2.529648	2.195278	0.106004	0.500935	0.348929	0.288105	1.349647	3.830942	6.100184	29.376723	-307.959	3.426	0.01	3.414	main-converged-rho0-converged-eta0-converged-gam0-converged
SLC25A48_downregulated_GENE_cis_elements_distal	f=15%	0.000567	0.015654	0.182189	0.904721	0.000000	0	0.056142	0.263261	0.000000	0	104.884753	2871.376335	0.000000	0	-362.868	0.038	0.042	0	main-converged-rho0-converged-eta0-converged-gam0-converged
SPP1_downregulated_GENE_cis_elements_distal	f=15%	0.022293	0.138980	1.528031	4.388247	9.240843	7.511833	0.366293	0.677065	0.643840	0.198076	25.349981	153.300679	79.281457	526.926569	-36.8062	3.2208	0.1602	3.0428	main-converged-rho0-converged-eta0-converged-gam0-converged
STX1B_downregulated_GENE_cis_elements_distal	f=15%	0.494581	0.356054	0.886032	1.316155	1.416700	1.245145	0.365767	0.487134	0.441462	0.369210	0.589345	0.583651	0.807707	0.441967	-281.31	1.624	0.314	1.012	main-converged-rho0-converged-eta0-converged-gam0-converged
SYT9_downregulated_GENE_cis_elements_distal	f=15%	0.177547	0.336830	0.000000	1.787342	0.393459	1.816093	0.000000	0.613343	0.077349	0.350069	0.000000	2.841202	0.388344	1.384216	-151.038	0.368	0	0.048	main-converged-rho0-converged-eta0-converged-gam0-converged
TMEFF1_downregulated_GENE_cis_elements_distal	f=15%	0.013893	0.326850	0.000000	0	4.744021	5.393704	0.000000	0	0.590633	0.300796	0.000000	0	102.408702	2390.756996	-26.0291	1.4342	0	1.4346	main-converged-rho0-converged-eta0-converged-gam0-converged
WASF3_downregulated_GENE_cis_elements_distal	f=15%	0.001771	-1.000000	0.857020	-1.000000	0.262441	-1.000000	0.176374	0.000000	0.084335	0.000000	120.687846	-1.000000	51.907165	-1.000000	-447.44	0.678	0.674	0.084	main-converged-rho0-converged-eta0-converged-gam0-converged
ZIC2_downregulated_GENE_cis_elements_distal	f=15%	0.071676	0.201447	0.000000	0	0.000000	0.934619	0.000000	0	0.000000	0.265071	0.000000	0	0.000000	3.433097	-250.645	0.094	0	0	main-converged-rho0-converged-eta0-converged-gam0-converged
